,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
87,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-04-12 16:47:57.000,2022-04-12 16:47:57,667.0,13.0,345.0,73.0,142.0,109.0,3397.0,2018-08-16 03:16:49.000,0.54.0,52.0,96.0,115.0,30,True,memory_profiler,conda-forge/memory_profiler,,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,268.0,531729.0,534139.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,171144.0,2.0,,,,,,,,,,,,,,,,,,,,
88,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-04-28 12:48:53.000,2022-02-16 10:07:43,894.0,2.0,334.0,38.0,410.0,355.0,2814.0,2018-05-05 15:05:40.000,2.11.1,36.0,118.0,157.0,30,True,factory_boy,conda-forge/factory_boy,,2143.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000,2143.0,1978577.0,1979998.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,95261.0,2.0,,,,,,,,,,,,,,,,,,,,
89,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-04-28 15:12:01.000,2022-04-13 20:02:05,1154.0,42.0,270.0,49.0,310.0,163.0,2277.0,2022-02-16 22:16:52.000,1.2.0,35.0,58.0,89.0,30,True,detect-secrets,,,23.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,23.0,392000.0,392000.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
90,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-04-26 17:44:56.000,2022-02-23 11:35:47,1064.0,22.0,93.0,31.0,229.0,213.0,1721.0,2022-02-23 11:36:30.000,3.7.1,46.0,51.0,113.0,30,True,flit,conda-forge/flit,,232.0,,https://pypi.org/project/flit,2022-02-23 11:36:30.000,232.0,148040.0,149785.0,https://anaconda.org/conda-forge/flit,2022-02-23 15:12:56.087,108204.0,3.0,,,,,,,,,,,,,,,,,,,,
91,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-04-27 21:33:47.000,2022-04-18 03:33:08,3399.0,27.0,168.0,39.0,26.0,702.0,1449.0,2022-04-18 05:33:50.000,7.4.2,248.0,19.0,13.0,30,False,pyarmor,,,419.0,406.0,https://pypi.org/project/pyarmor,2022-04-18 03:53:34.000,13.0,84681.0,84681.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
92,safety,pyupio/safety,security,Safety checks your installed dependencies for known security vulnerabilities.,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-03-28 18:20:28.000,2021-04-28 19:57:23,372.0,,107.0,29.0,238.0,80.0,1250.0,2021-01-15 19:34:46.000,1.10.3,38.0,35.0,48.0,30,True,safety,conda-forge/safety,,4451.0,4129.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000,322.0,943064.0,949836.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958,29256.0,2.0,148428.0,,,,,,,,,,,,,,,,,,,
93,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-04-17 08:46:53.000,2022-03-09 15:44:57,764.0,55.0,166.0,52.0,254.0,157.0,999.0,2021-10-25 16:25:47.000,5.0.0,91.0,46.0,133.0,30,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],169.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000,169.0,467591.0,468897.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,45729.0,2.0,,,,,,,,,,,,,,,,,,,,
94,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2022-04-26 19:18:58.597,2022-04-25 14:28:36,213.0,19.0,60.0,8.0,123.0,93.0,724.0,2022-04-25 14:31:59.000,22.4.25,42.0,53.0,40.0,30,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],8954.0,8037.0,https://pypi.org/project/flake8-bugbear,2022-04-25 14:31:59.000,917.0,1428519.0,1446093.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-04-26 19:18:58.597,562392.0,2.0,,,,,,,,,,,,,,,,,,,,
95,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-01-20 22:19:06.000,2021-09-24 20:53:41,351.0,,177.0,20.0,78.0,54.0,640.0,2018-10-03 01:39:17.000,0.7.12,25.0,28.0,85.0,30,True,alabaster,conda-forge/alabaster,['sphinx'],70512.0,62849.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7663.0,4890793.0,4946899.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,3871344.0,2.0,,,,,,,,,,,,,,,,,,,,
96,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2022-04-11 22:50:14.000,2022-03-28 20:52:15,582.0,10.0,93.0,21.0,135.0,51.0,621.0,2021-12-12 20:12:38.000,2.0.3,23.0,38.0,19.0,30,True,pyhamcrest,conda-forge/pyhamcrest,,1812.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000,1812.0,1133935.0,1139438.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148,390750.0,2.0,,,,,,,,,,,,,,,,,,,,
97,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-03-20 10:23:22.000,2022-01-24 01:11:19,143.0,,44.0,15.0,54.0,36.0,475.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,8.0,30,True,mccabe,conda-forge/mccabe,,279930.0,264090.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15840.0,22189435.0,22251431.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,4339770.0,2.0,,,,,,,,,,,,,,,,,,,,
98,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-04-27 16:21:41.000,2021-12-17 14:51:42,666.0,,175.0,53.0,84.0,82.0,4286.0,2021-11-14 19:24:48.000,4.1.1,36.0,38.0,16.0,29,True,pyinstrument,conda-forge/pyinstrument,,723.0,626.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000,97.0,307447.0,308968.0,https://anaconda.org/conda-forge/pyinstrument,2022-01-26 07:30:47.190,101956.0,2.0,,,,,,,,,,,,,,,,,,,,
99,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2022-04-28 15:52:46.000,2022-04-15 14:41:46,206.0,25.0,250.0,13.0,87.0,31.0,3527.0,2022-04-01 07:23:08.000,3.5.1,9.0,31.0,26.0,29,True,line_profiler,conda-forge/line_profiler,,353.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,353.0,135725.0,139068.0,https://anaconda.org/conda-forge/line_profiler,2022-03-22 11:06:35.902,237420.0,2.0,,,,,,,,,,,,,,,,,,,,
100,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2022-04-01 20:03:22.000,2022-04-01 19:55:29,587.0,85.0,139.0,39.0,36.0,105.0,3370.0,2022-04-01 19:56:01.000,2.4.1,26.0,5.0,19.0,29,True,alive-progress,conda-forge/alive-progress,,874.0,793.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,81.0,55630.0,56148.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,13477.0,3.0,,,,,,,,,,,,,,,,,,,,
101,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-04-18 22:48:40.000,2022-04-18 22:48:39,860.0,30.0,110.0,32.0,357.0,264.0,1685.0,2022-04-08 18:55:42.000,2.32.0,126.0,22.0,13.0,29,True,pyupgrade,conda-forge/pyupgrade,,43.0,,https://pypi.org/project/pyupgrade,2022-04-08 18:55:42.000,43.0,257494.0,266140.0,https://anaconda.org/conda-forge/pyupgrade,2022-04-08 22:05:38.816,337222.0,2.0,,,,,,,,,,,,,,,,,,,,
102,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-04-24 00:10:31.000,2022-04-12 19:04:42,3280.0,9.0,593.0,95.0,527.0,151.0,1668.0,2016-11-25 22:13:29.000,4.0.515,36.0,369.0,232.0,29,True,diamond,,,117.0,85.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,32.0,30949.0,30949.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
103,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-04-25 13:40:23.000,2022-02-14 13:44:27,588.0,2.0,436.0,70.0,220.0,122.0,1426.0,,,9.0,82.0,62.0,29,True,pyelftools,conda-forge/pyelftools,,3855.0,3336.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,519.0,997844.0,999017.0,https://anaconda.org/conda-forge/pyelftools,2022-04-11 00:29:59.069,85643.0,2.0,,,,,,,,,,,,,,,,,,,,
104,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2022-04-28 07:23:51.000,2022-04-28 07:23:51,1402.0,133.0,217.0,40.0,295.0,320.0,1404.0,2022-02-28 01:46:11.000,0.3.6,37.0,95.0,119.0,29,True,briefcase,,,17.0,,https://pypi.org/project/briefcase,2022-02-28 01:46:11.000,17.0,4195.0,4195.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
105,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-04-10 00:03:50.158,2022-02-24 01:03:24,1388.0,4.0,239.0,93.0,355.0,412.0,1389.0,2022-02-23 14:00:36.000,0.13.5,653.0,36.0,93.0,29,True,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,2022-02-24 01:17:18.000,60.0,14890.0,15163.0,https://anaconda.org/conda-forge/pybuilder,2022-04-10 00:03:50.158,10380.0,3.0,,,,,,,,,,,,,,,,,,,,
106,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-04-27 04:58:09.000,2022-04-21 13:39:47,1330.0,100.0,177.0,26.0,684.0,681.0,894.0,2022-01-24 07:19:20.000,6.10,37.0,94.0,60.0,29,True,cx_freeze,conda-forge/cx_freeze,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,47627.0,50678.0,https://anaconda.org/conda-forge/cx_freeze,2022-03-26 09:23:01.516,119025.0,2.0,,,,,,,,,,,,,,,,,,,,
107,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-02-05 18:42:01.000,2021-10-27 00:10:12,262.0,,85.0,24.0,104.0,75.0,654.0,2019-12-10 01:50:33.000,0.8.1,14.0,31.0,34.0,29,True,astor,conda-forge/astor,,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2109.0,4467265.0,4492805.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1532444.0,1.0,,,,,,,,,,,,,,,,,,,,
108,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-04-13 07:34:55.000,2022-04-13 07:31:33,220.0,11.0,83.0,11.0,93.0,112.0,411.0,2022-04-13 07:31:55.000,1.18.1,41.0,41.0,23.0,29,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1355.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-04-13 07:34:55.000,1355.0,475913.0,481418.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666,291794.0,2.0,,,,,,,,,,,,,,,,,,,,
109,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000,2022-03-30 15:35:36.850,2022-03-30 10:27:36,232.0,8.0,21.0,9.0,15.0,3.0,338.0,2022-03-30 10:28:17.000,0.9.1,36.0,8.0,5.0,29,True,wasabi,conda-forge/wasabi,,18524.0,18243.0,https://pypi.org/project/wasabi,2022-03-30 11:12:31.000,281.0,3780352.0,3797849.0,https://anaconda.org/conda-forge/wasabi,2022-03-30 15:35:36.850,664888.0,3.0,,,,,,,,,,,,,,,,,,,,
110,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-04-17 18:24:59.999,2022-04-16 00:31:41,196.0,2.0,52.0,18.0,99.0,84.0,207.0,2022-04-16 00:30:25.000,1.5.3,33.0,25.0,3.0,29,True,typed_ast,conda-forge/typed-ast,,5483.0,,https://pypi.org/project/typed_ast,2022-04-16 00:30:25.000,5483.0,12780076.0,12859373.0,https://anaconda.org/conda-forge/typed-ast,2022-04-17 18:24:59.999,4282054.0,1.0,,,,,,,,,,,,,,,,,,,,
111,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-04-10 02:33:43.000,2022-01-16 06:03:38,429.0,,481.0,167.0,138.0,164.0,8556.0,2021-09-06 05:59:07.000,0.15.0.1,93.0,39.0,124.0,28,True,gdbgui,,,165.0,163.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000,2.0,161733.0,162119.0,,,,2.0,8107.0,,,,,,,,,,,,,,,,,,,
112,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-04-11 11:25:55.000,2022-04-11 11:25:55,508.0,14.0,230.0,63.0,359.0,369.0,4956.0,2022-01-04 09:17:35.000,1.0.0,49.0,77.0,109.0,28,True,pipx,conda-forge/pipx,,7.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000,7.0,287900.0,288025.0,https://anaconda.org/conda-forge/pipx,2022-01-04 11:29:53.789,501.0,3.0,,,,,,,,,,,,,,,,,,,,
113,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-11-05 18:08:14.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3151.0,2371.0,3317.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,835.0,28,True,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,3456.0,3457.0,,,,2.0,150.0,,,,,,,,,,,,,,,,,,,
114,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-04-28 18:21:38.000,2022-04-27 17:03:30,1845.0,184.0,160.0,35.0,824.0,568.0,3081.0,2022-04-26 14:19:55.000,2022.02.25,91.0,77.0,273.0,28,True,,conda-forge/mamba,,,,,,,,70297.0,https://anaconda.org/conda-forge/mamba,2022-04-26 14:15:35.782,2601006.0,3.0,,,,,,,,,,,,,,,,,,,,
115,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2022-04-11 18:00:22.000,2022-02-18 08:34:21,491.0,56.0,85.0,34.0,347.0,62.0,2158.0,2022-02-10 14:51:38.000,1.3.3,31.0,18.0,29.0,28,True,notifiers,conda-forge/notifiers,,17.0,,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,17.0,444492.0,445650.0,https://anaconda.org/conda-forge/notifiers,2021-11-16 00:29:21.949,18528.0,3.0,,,,,,,,,,,,,,,,,,,,
116,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2022-04-28 13:57:20.000,2022-04-12 09:15:14,696.0,11.0,301.0,84.0,345.0,201.0,2034.0,2022-04-12 09:25:32.000,6.7.0,8.0,114.0,118.0,28,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],7.0,,https://pypi.org/project/pytest-testinfra,2022-04-12 09:25:32.000,7.0,153370.0,153557.0,https://anaconda.org/conda-forge/pytest-testinfra,2022-04-26 05:00:53.274,2806.0,3.0,,,,,,,,,,,,,,,,,,,,
117,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2022-03-02 16:30:37.000,2022-02-23 20:48:46,525.0,4.0,97.0,32.0,74.0,139.0,1321.0,2021-08-08 13:25:20.000,5.1.0,54.0,50.0,20.0,28,True,radon,conda-forge/radon,,3105.0,2505.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854,600.0,427448.0,428166.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,38811.0,2.0,,,,,,,,,,,,,,,,,,,,
118,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-03-25 11:38:34.000,2022-03-11 14:15:28,680.0,6.0,91.0,17.0,87.0,92.0,880.0,2022-03-11 14:17:31.000,8.3.8,114.0,48.0,38.0,28,True,pylama,,,4332.0,3739.0,https://pypi.org/project/pylama,2022-03-11 14:17:31.000,593.0,101735.0,101735.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
119,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2022-04-27 21:43:42.000,2022-04-27 21:42:10,314.0,7.0,69.0,18.0,53.0,160.0,861.0,2021-12-10 21:09:37.000,2.13.3,45.0,19.0,35.0,28,True,typeguard,conda-forge/typeguard,,299.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,299.0,4075434.0,4077677.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312,87508.0,2.0,,,,,,,,,,,,,,,,,,,,
120,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-04-12 12:06:55.000,2022-04-02 17:05:45,347.0,3.0,62.0,18.0,135.0,69.0,860.0,2020-07-06 18:40:33.000,0.9.4,26.0,38.0,35.0,28,True,pytest-sugar,conda-forge/pytest-sugar,['pytest'],12274.0,9695.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000,2579.0,703114.0,705432.0,https://anaconda.org/conda-forge/pytest-sugar,2022-04-11 13:13:26.309,129850.0,3.0,,,,,,,,,,,,,,,,,,,,
121,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-04-29 14:19:21.000,2022-04-28 07:29:48,463.0,24.0,111.0,16.0,330.0,247.0,767.0,2022-01-07 23:34:01.000,2022.1.7,22.0,73.0,28.0,28,True,nox,conda-forge/nox,['pytest'],166.0,,https://pypi.org/project/nox,2022-01-07 23:34:01.000,166.0,1025041.0,1026810.0,https://anaconda.org/conda-forge/nox,2022-04-23 09:39:18.036,74313.0,3.0,,,,,,,,,,,,,,,,,,wntrblm/nox,,
122,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2022-04-27 13:08:10.000,2022-04-21 13:54:50,421.0,36.0,101.0,16.0,99.0,63.0,760.0,2022-03-07 07:16:21.000,3.2.0,23.0,47.0,23.0,28,False,prettytable,conda-forge/prettytable,,554.0,,https://pypi.org/project/prettytable,2022-03-07 07:16:21.000,554.0,6034118.0,6043576.0,https://anaconda.org/conda-forge/prettytable,2022-03-07 17:35:12.154,662067.0,3.0,,,,,,,,,,,,,,,,,,,,
123,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2022-03-21 06:59:29.210,2022-01-20 23:33:27,1058.0,,74.0,23.0,72.0,168.0,734.0,2022-01-20 23:42:44.000,3.4.1,143.0,37.0,4.0,28,True,green,conda-forge/green,,880.0,672.0,https://pypi.org/project/green,2022-01-20 23:42:44.000,208.0,14253.0,15957.0,https://anaconda.org/conda-forge/green,2022-03-21 06:59:29.210,93769.0,3.0,,,,,,,,,,,,,,,,,,,,
124,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2022-04-12 10:40:59.000,2022-04-12 10:40:59,2005.0,107.0,145.0,18.0,716.0,360.0,677.0,2022-02-06 14:17:08.000,0.5.1,18.0,68.0,132.0,28,True,asv,conda-forge/asv,,63.0,,https://pypi.org/project/asv,2022-02-06 14:16:23.000,63.0,21093.0,30396.0,https://anaconda.org/conda-forge/asv,2022-02-06 14:59:12.745,586089.0,3.0,,,,,,,,,,,,,,,,,,,,
125,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,4.0,207.0,24.0,95.0,82.0,579.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,54.0,28,True,sphinx-bootstrap-theme,,['sphinx'],600.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,600.0,228649.0,228649.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
126,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-04-01 12:19:14.000,2021-10-04 22:40:52,222.0,,101.0,21.0,55.0,38.0,409.0,2021-10-04 22:43:34.000,1.4.4,28.0,36.0,15.0,28,True,ddt,conda-forge/ddt,,5463.0,4150.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000,1313.0,261116.0,262232.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,68089.0,3.0,,,,,,,,,,,,,,,,,,,,
127,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2022-03-29 15:31:16.000,2022-03-28 06:37:02,1060.0,5.0,66.0,32.0,6.0,,221.0,2021-04-21 10:37:50.000,4.1.0,37.0,185.0,,28,True,hacking,,['flake8'],4391.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000,4391.0,267551.0,267551.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
128,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2022-02-24 14:18:07.000,2022-02-24 14:18:07,93.0,1.0,25.0,10.0,41.0,27.0,119.0,2021-11-13 21:39:31.000,0.5.3,20.0,10.0,1.0,28,True,gast,conda-forge/gast,,85652.0,83789.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1863.0,12041347.0,12072622.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,1469940.0,3.0,,,,,,,,,,,,,,,,,,,,
