,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-10-19 14:07:09.000,2023-10-15 09:08:24,5976.0,35.0,1384.0,236.0,652.0,279.0,1408.0,9599.0,2023-10-15 09:08:50.000,5.9.6,91.0,198.0,45,True,,psutil,conda-forge/psutil,,396590.0,379108.0,https://pypi.org/project/psutil,2023-10-15 09:08:50.000,17482.0,103817679.0,104498241.0,https://anaconda.org/conda-forge/psutil,2023-09-22 07:35:14.305,26541945.0,1.0,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-10-17 05:39:50.000,2023-10-05 14:03:32,20447.0,313.0,1977.0,146.0,5041.0,1207.0,5504.0,5687.0,2023-09-13 23:13:23.000,7.2.6,198.0,790.0,45,True,,sphinx,conda-forge/sphinx,['sphinx'],398180.0,335172.0,https://pypi.org/project/sphinx,2023-09-13 23:13:23.000,63008.0,11468679.0,11673357.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8391809.0,1.0,,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-10-16 17:18:06.000,2023-09-30 14:09:52,3849.0,57.0,1659.0,542.0,1028.0,190.0,1040.0,45114.0,2023-09-30 14:13:00.000,13.6.0,107.0,227.0,44,True,,rich,conda-forge/rich,,131066.0,131066.0,https://pypi.org/project/rich,,,33382244.0,33519945.0,https://anaconda.org/conda-forge/rich,2023-09-30 19:12:41.298,5370369.0,1.0,,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-10-13 13:14:02.000,2023-08-10 10:52:15,1964.0,22.0,1246.0,209.0,530.0,366.0,577.0,26031.0,2023-08-10 11:59:02.000,4.66.1,108.0,112.0,43,True,,tqdm,conda-forge/tqdm,,566462.0,566462.0,https://pypi.org/project/tqdm,,,76205152.0,76794237.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,23556208.0,1.0,11333.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4121.0,,,,,,,,,,,,,
14,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-10-19 13:54:02.000,2023-10-19 13:54:02,5351.0,1127.0,579.0,68.0,4889.0,503.0,2525.0,18358.0,2023-10-16 19:51:17.000,0.1.0,267.0,276.0,43,True,astral-sh/ruff,ruff,conda-forge/ruff,,20853.0,19483.0,https://pypi.org/project/ruff,2023-10-16 19:40:16.000,1370.0,6081292.0,6123179.0,https://anaconda.org/conda-forge/ruff,2023-10-16 22:52:29.508,378733.0,1.0,74574.0,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-10-19 06:53:12.000,2023-10-19 06:53:11,5789.0,396.0,3009.0,127.0,2591.0,24.0,2035.0,15832.0,2023-10-14 08:49:49.000,9.4.6,180.0,233.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],38203.0,38203.0,https://pypi.org/project/mkdocs-material,,,3265799.0,3273634.0,https://anaconda.org/conda-forge/mkdocs-material,2023-10-14 13:46:08.851,321273.0,1.0,,,,,,,,,,,,,,,,,,,
16,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-10-19 14:09:11.000,2023-10-18 02:49:59,16550.0,133.0,1414.0,195.0,3883.0,722.0,8605.0,5755.0,2023-09-27 19:49:06.000,23.9.0,100.0,441.0,43,True,,conda,conda-forge/conda,,44628.0,43532.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1096.0,58613.0,1213335.0,https://anaconda.org/conda-forge/conda,2023-10-02 06:07:43.585,47343625.0,1.0,,,,,,,,,,,,,,,,,,,
17,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-10-19 12:45:19.000,2023-10-18 09:16:55,8968.0,205.0,1039.0,75.0,3986.0,789.0,4384.0,4879.0,2023-10-05 20:11:59.000,3.0.1,181.0,544.0,43,True,pylint-dev/pylint,pylint,conda-forge/pylint,,410246.0,387424.0,https://pypi.org/project/pylint,2023-10-05 20:11:59.000,22822.0,19390037.0,19504979.0,https://anaconda.org/conda-forge/pylint,2023-10-05 22:35:59.922,4597715.0,1.0,,,,,,,,,,,,,,,,,,,
18,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-10-17 02:08:26.000,2023-10-17 02:08:24,2605.0,44.0,673.0,86.0,1133.0,16.0,1849.0,11072.0,2023-10-13 16:06:55.000,3.5.0,100.0,154.0,42,True,,pre-commit,conda-forge/pre-commit,,153838.0,153838.0,https://pypi.org/project/pre-commit,,,14397806.0,14519295.0,https://anaconda.org/conda-forge/pre-commit,2023-10-13 18:39:42.607,3803447.0,1.0,702527.0,,,,,,,,,,,,,,,,,,
19,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-10-19 12:59:28.000,2023-10-18 13:07:44,9015.0,162.0,1936.0,232.0,2265.0,268.0,4785.0,10689.0,2023-10-13 21:22:54.000,6.1.0,58.0,461.0,42,True,,pyinstaller,conda-forge/pyinstaller,,49809.0,49437.0,https://pypi.org/project/pyinstaller,2023-10-13 21:20:38.000,372.0,1707422.0,1728610.0,https://anaconda.org/conda-forge/pyinstaller,2023-09-25 11:19:40.117,496851.0,1.0,742003.0,,,,,,,,,,,,,,,,,,
20,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-10-19 10:15:37.000,2023-10-19 10:12:50,14267.0,147.0,2150.0,479.0,679.0,296.0,3947.0,8404.0,2023-07-28 19:29:00.000,6.1.1,120.0,188.0,42,True,,robotframework,conda-forge/robotframework,,10007.0,8891.0,https://pypi.org/project/robotframework,2023-07-28 19:27:05.000,1116.0,1732356.0,1737452.0,https://anaconda.org/conda-forge/robotframework,2023-10-10 22:35:13.903,157834.0,1.0,553.0,,,,,,,,,,,,,,,,,,
21,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-10-17 01:02:23.000,2023-10-17 01:02:22,2425.0,37.0,293.0,38.0,344.0,26.0,1510.0,3049.0,2023-07-29 19:05:02.000,6.1.0,88.0,172.0,42,True,,flake8,conda-forge/flake8,,541949.0,496450.0,https://pypi.org/project/flake8,2023-07-29 19:05:02.000,45499.0,24773547.0,24940049.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6826587.0,1.0,,,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-10-18 12:56:53.000,2023-10-17 17:59:14,2977.0,65.0,2042.0,186.0,2526.0,630.0,4713.0,27045.0,2023-08-21 17:53:20.000,1.6.1,164.0,491.0,41,True,,poetry,conda-forge/poetry,,289.0,,https://pypi.org/project/poetry,2023-08-21 17:53:20.000,289.0,24158032.0,24422792.0,https://anaconda.org/conda-forge/poetry,2023-08-21 20:30:34.699,1031834.0,2.0,15293797.0,,,,,,5.0,,,,,,,,,,,,
23,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-10-16 20:44:01.000,2023-10-16 20:32:28,1969.0,32.0,2242.0,227.0,1196.0,113.0,1761.0,17219.0,2023-09-18 21:27:59.000,1.5.3,29.0,243.0,41,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],50822.0,50822.0,https://pypi.org/project/mkdocs,,,2473381.0,2484034.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,298302.0,1.0,,,,,,,,,,,,,,,,,,,
24,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-10-18 19:20:57.000,2023-10-17 11:04:28,1330.0,35.0,933.0,214.0,352.0,365.0,457.0,13448.0,2023-09-22 18:40:43.000,0.40.2,74.0,150.0,41,True,,yapf,conda-forge/yapf,,87531.0,85220.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2311.0,4941212.0,4995511.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1628988.0,2.0,,,,,,,,,,,,,,,,,,,
25,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-10-16 03:32:12.000,2023-10-03 03:08:30,734.0,31.0,1043.0,169.0,1318.0,17.0,1282.0,4566.0,2023-09-08 14:38:13.000,20.24.5,211.0,264.0,41,True,,virtualenv,conda-forge/virtualenv,,342065.0,324074.0,https://pypi.org/project/virtualenv,2023-09-08 14:36:59.000,17991.0,100953860.0,101105361.0,https://anaconda.org/conda-forge/virtualenv,2023-08-30 19:19:12.197,5454039.0,2.0,,,,,,,,,,,,,,,,,,,
26,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-10-18 12:47:03.000,2023-10-10 21:59:38,4114.0,23.0,541.0,48.0,950.0,178.0,1063.0,6073.0,2023-01-31 16:31:31.154,5.8.0,143.0,288.0,40,True,,isort,conda-forge/isort,,439100.0,421134.0,https://pypi.org/project/isort,2023-01-31 16:31:31.154,17966.0,26695570.0,26757567.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5393769.0,2.0,,,,,,,,,,,,,,,,,,,
27,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-10-17 09:45:07.000,2023-10-11 07:55:33,11468.0,288.0,521.0,132.0,329.0,162.0,1832.0,9866.0,2023-10-09 10:35:42.000,1.8.4,274.0,156.0,39,True,,nuitka,conda-forge/nuitka,,1590.0,1528.0,https://pypi.org/project/nuitka,2023-10-09 10:35:42.000,62.0,86711.0,100952.0,https://anaconda.org/conda-forge/nuitka,2023-10-12 06:47:13.764,583881.0,1.0,,,,,,,,,,,,,,,,,,,
28,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-10-18 08:53:57.000,2023-09-30 09:58:06,2050.0,66.0,596.0,101.0,975.0,159.0,856.0,7147.0,2023-08-08 23:42:23.000,7.3.0,119.0,201.0,39,True,,pip-tools,conda-forge/pip-tools,,25729.0,23235.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2494.0,11021630.0,11024694.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,125629.0,2.0,,,,,,,,,,,,,,,,,,,
29,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-10-18 21:45:39.000,2023-10-04 07:41:55,8402.0,36.0,485.0,114.0,590.0,48.0,1321.0,5523.0,,,23.0,165.0,39,False,,jedi,conda-forge/jedi,,355494.0,355494.0,https://pypi.org/project/jedi,,,32586542.0,33070992.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,19378001.0,1.0,,,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-10-17 18:51:27.000,2023-10-05 20:37:59,663.0,45.0,472.0,43.0,1359.0,72.0,1582.0,3379.0,2023-09-08 22:44:51.000,4.11.3,89.0,65.0,39,True,,tox,conda-forge/tox,['pytest'],105870.0,105870.0,https://pypi.org/project/tox,,,13318994.0,13338776.0,https://anaconda.org/conda-forge/tox,2023-09-09 02:01:04.061,811085.0,1.0,,,,,,,,,,,,,,,,,,,
31,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-10-19 14:31:00.000,2023-10-17 13:38:11,1955.0,101.0,408.0,71.0,1376.0,171.0,872.0,1631.0,2023-10-11 09:20:07.000,1.32.0,200.0,194.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,51113.0,50700.0,https://pypi.org/project/sentry-sdk,2023-10-11 09:19:53.000,413.0,21891558.0,21907895.0,https://anaconda.org/conda-forge/sentry-sdk,2023-10-11 12:08:29.520,650039.0,1.0,3423.0,,,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-10-19 04:20:29.000,2023-10-19 04:20:26,6697.0,312.0,1132.0,111.0,861.0,11.0,4623.0,11016.0,2023-10-18 01:40:16.000,1.1.332,416.0,98.0,38,True,,,,,657.0,645.0,,,,,734100.0,,,,2.0,1095.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-10-18 01:33:46.327,12.0,734043.0,,,,,,,
33,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-09-28 11:19:52.000,2023-08-29 23:16:22,1470.0,16.0,1751.0,166.0,703.0,245.0,617.0,4481.0,2023-08-21 18:28:32.000,1.3.0,49.0,115.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7493.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-08-29 23:14:50.000,7477.0,3948988.0,4039253.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3610627.0,2.0,,,,,,,,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-10-09 13:48:15.000,2023-10-09 13:47:07,2837.0,18.0,298.0,72.0,232.0,122.0,362.0,4437.0,2023-08-26 13:59:08.000,2.0.4,75.0,59.0,38,True,,autopep8,conda-forge/autopep8,,198307.0,192388.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5919.0,3881931.0,3915083.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1326106.0,3.0,,,,,,,,,,,,,,,,,,,
35,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-10-16 19:06:09.000,2023-10-16 19:06:09,767.0,42.0,648.0,130.0,148.0,117.0,742.0,16320.0,2023-09-11 15:25:24.000,0.7.2,21.0,51.0,37,True,,loguru,conda-forge/loguru,,67300.0,64422.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,2878.0,21676584.0,21718907.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1735280.0,2.0,,,,,,,,,,,,,,,,,,,
36,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-10-16 17:31:20.211,2023-10-16 16:21:41,13331.0,158.0,546.0,73.0,2324.0,39.0,1404.0,6963.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,715.0,320.0,37,False,,hypothesis,conda-forge/hypothesis,,22908.0,22908.0,https://pypi.org/project/hypothesis,,,5995236.0,6195362.0,https://anaconda.org/conda-forge/hypothesis,2023-10-16 17:31:20.211,8205197.0,1.0,,,,,,,,,,,,,,,,,,,
37,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-10-13 13:17:36.027,2023-10-12 23:38:32,1440.0,20.0,778.0,118.0,494.0,109.0,621.0,4914.0,2023-10-12 23:39:38.000,2.11.1,19.0,132.0,37,True,,pycodestyle,conda-forge/pycodestyle,,11640.0,18.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11622.0,33191070.0,33419507.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7081548.0,1.0,,,,,,,6.0,,,,,,,,,,,,
38,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2023-10-18 09:05:20.000,2023-10-18 09:05:17,1447.0,62.0,186.0,34.0,267.0,27.0,270.0,2782.0,2023-10-09 14:56:16.000,23.2.0,32.0,104.0,37,True,,structlog,conda-forge/structlog,,10749.0,9645.0,https://pypi.org/project/structlog,2023-10-09 14:56:16.000,1104.0,7340505.0,7350773.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,338872.0,2.0,,,,,,,,,,,,,,,,,,,
39,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-10-15 13:01:19.000,2023-05-24 18:28:10,920.0,,206.0,39.0,240.0,139.0,239.0,1543.0,2023-05-24 18:44:54.000,4.1.0,45.0,86.0,37,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],314136.0,279541.0,https://pypi.org/project/pytest-cov,2023-05-24 18:44:54.000,34595.0,39732601.0,39839561.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9733446.0,1.0,,,,,,,,,,,,,,,,,,,
40,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-10-17 13:34:31.000,2023-10-09 19:39:31,900.0,25.0,141.0,32.0,200.0,38.0,340.0,451.0,2023-08-22 09:30:57.000,0.41.2,75.0,74.0,37,True,,wheel,conda-forge/wheel,,268860.0,231870.0,https://pypi.org/project/wheel,2023-08-22 09:30:57.000,36990.0,254818842.0,256892080.0,https://anaconda.org/conda-forge/wheel,2023-08-22 10:40:09.822,78783067.0,1.0,,,,,,,,,,,,,,,,,,,
