,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-10-20 19:08:52.000,2022-10-20 19:08:52,8282.0,14.0,464.0,114.0,564.0,1268.0,5265.0,2021-11-17 00:47:47.000,0.18.1,31.0,154.0,40,True,52.0,jedi,conda-forge/jedi,,245175.0,236866.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8309.0,16027931.0,16196199.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,12283602.0,1.0,,,,,,,,,,,,,,,,,,,,
22,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-11-03 14:11:05.000,2022-11-03 13:20:50,16107.0,112.0,1261.0,195.0,3331.0,7790.0,4956.0,2022-09-20 09:40:51.000,22.9.0,100.0,406.0,40,True,1028.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,228981.0,671100.0,https://anaconda.org/conda-forge/conda,2022-09-27 23:46:05.654,33158980.0,1.0,,,,,,,,,,,,,,,,,,,,
23,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-11-03 11:27:06.000,2022-11-01 06:33:58,7966.0,285.0,922.0,71.0,3162.0,3890.0,4314.0,2022-10-21 21:20:44.478,2.15.5,155.0,491.0,40,True,690.0,pylint,conda-forge/pylint,,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,13036341.0,13080960.0,https://anaconda.org/conda-forge/pylint,2022-10-26 14:36:19.339,3346492.0,1.0,,,,,,,,,,,,,,,,,,,,
24,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-11-02 19:22:15.000,2022-10-31 05:17:21,600.0,19.0,966.0,161.0,1168.0,1168.0,4296.0,2022-10-25 17:23:05.605,20.16.6,194.0,238.0,40,True,77.0,virtualenv,conda-forge/virtualenv,,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,38618163.0,38660391.0,https://anaconda.org/conda-forge/virtualenv,2022-10-26 13:02:02.057,2871518.0,2.0,,,,,,,,,,,,,,,,,,,,
25,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-10-31 17:11:21.000,2022-10-31 05:16:00,2120.0,19.0,438.0,42.0,1062.0,1312.0,3053.0,2022-10-26 02:54:23.856,3.27.0,132.0,266.0,40,True,64.0,tox,conda-forge/tox,['pytest'],85685.0,64790.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20895.0,5371465.0,5380533.0,https://anaconda.org/conda-forge/tox,2022-10-26 14:06:06.966,562217.0,1.0,,,,,,,,,,,,,,,,,,,,
26,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-11-03 00:30:01.000,2022-11-03 00:30:01,2299.0,39.0,663.0,82.0,953.0,1576.0,9096.0,2022-07-11 00:58:54.000,2.20.0,169.0,145.0,39,True,20.0,pre-commit,conda-forge/pre-commit,,67799.0,64351.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,7083446.0,7137584.0,https://anaconda.org/conda-forge/pre-commit,2022-10-28 15:12:46.425,1996015.0,1.0,183510.0,,,,,,,,,,,,,,,,,,,
27,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-11-03 10:24:45.071,2022-11-01 20:08:22,1423.0,66.0,1689.0,163.0,628.0,563.0,4218.0,2022-11-01 20:09:31.000,1.1.0,36.0,110.0,39,True,223.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2022-10-13 20:24:36.386,6044.0,3348268.0,3386492.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2022-11-03 10:24:45.071,2866819.0,2.0,,,,,,,,,,,,,,,,,,,,
28,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-10-31 00:09:31.000,2022-10-28 21:16:06,2791.0,45.0,278.0,66.0,212.0,346.0,4188.0,2022-10-28 21:13:03.171,2.0.0,71.0,57.0,39,True,103.0,autopep8,conda-forge/autopep8,,145248.0,139562.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5686.0,3361109.0,3372538.0,https://anaconda.org/conda-forge/autopep8,2022-10-29 13:49:35.758,880034.0,2.0,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-11-03 13:52:05.000,2022-11-02 09:25:18,1555.0,92.0,316.0,57.0,946.0,597.0,1352.0,2022-10-21 14:39:42.000,1.10.1,165.0,149.0,39,True,181.0,sentry-sdk,conda-forge/sentry-sdk,,26346.0,25331.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,18086739.0,18092477.0,https://anaconda.org/conda-forge/sentry-sdk,2022-10-21 17:58:23.552,271137.0,1.0,3884.0,,,,,,,,,,,,,,,,,,,
30,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-10-13 12:22:22.000,2022-05-20 06:58:02,3909.0,,484.0,41.0,856.0,1021.0,5296.0,2021-11-09 05:43:22.000,5.10.1,132.0,263.0,38,True,113.0,isort,conda-forge/isort,,297667.0,282545.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,24362216.0,24412728.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3838950.0,2.0,,,,,,,,,,,,,,,,,,,,
31,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-11-01 03:12:31.000,2022-11-01 02:33:27,1333.0,22.0,658.0,120.0,440.0,585.0,4703.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,38,True,119.0,pycodestyle,conda-forge/pycodestyle,,276382.0,265020.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,28128537.0,28196177.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,5208346.0,1.0,,,,,,,,,,,,,,,,,,,,
32,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-11-03 14:17:22.000,2022-11-03 14:17:16,4500.0,136.0,1333.0,492.0,561.0,1332.0,21661.0,2022-10-29 09:42:17.000,3.3.0,88.0,164.0,37,True,229.0,glances,conda-forge/glances,,579.0,529.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,236467.0,238647.0,https://anaconda.org/conda-forge/glances,2022-11-01 21:52:26.517,173755.0,1.0,821.0,,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-10-31 18:44:20.000,2022-10-26 23:29:05,1792.0,51.0,543.0,105.0,816.0,743.0,6364.0,2022-10-05 19:52:11.824,6.9.0,105.0,176.0,37,True,144.0,pip-tools,conda-forge/pip-tools,,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,6680513.0,6682413.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,58916.0,2.0,,,,,,,,,,,,,,,,,,,,
34,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-11-01 14:36:32.000,2022-11-01 14:36:22,662.0,10.0,559.0,120.0,77.0,602.0,13247.0,2022-01-29 13:50:01.000,0.6.0,18.0,39.0,36,True,60.0,loguru,conda-forge/loguru,,31561.0,29852.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,4491079.0,4507738.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,749687.0,2.0,,,,,,,,,,,,,,,,,,,,
35,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-10-27 10:59:09.000,2022-09-30 21:53:37,3568.0,10.0,328.0,98.0,218.0,378.0,3724.0,2022-09-30 21:54:38.717,1.7.3,58.0,57.0,36,True,343.0,invoke,conda-forge/invoke,,16538.0,13907.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2631.0,3790421.0,3800900.0,https://anaconda.org/conda-forge/invoke,2022-10-06 14:51:40.510,827881.0,1.0,,,,,,,,,,,,,,,,,,,,
36,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-11-03 13:01:15.000,2022-11-03 13:01:15,1251.0,180.0,164.0,30.0,219.0,222.0,2249.0,2022-07-20 11:47:25.000,22.1.0,28.0,93.0,36,True,25.0,structlog,conda-forge/structlog,,939.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,3826812.0,3830068.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,247458.0,2.0,,,,,,,,,,,,,,,,,,,,
37,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-10-31 07:55:49.000,2022-10-31 07:55:45,2146.0,51.0,352.0,26.0,1501.0,949.0,2063.0,2022-09-27 22:22:25.120,0.17.0,55.0,179.0,36,True,99.0,wemake-python-styleguide,,,7761.0,7730.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,31.0,284393.0,284393.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
38,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-10-30 14:36:42.000,2022-10-26 18:32:42,906.0,9.0,184.0,34.0,226.0,223.0,1335.0,2022-09-28 18:41:46.166,4.0.0,44.0,80.0,36,True,120.0,pytest-cov,conda-forge/pytest-cov,['pytest'],183014.0,153327.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,29687.0,16706481.0,16789098.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6609420.0,1.0,,,,,,,,,,,,,,,,,,,,
39,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-10-18 19:34:22.000,2022-10-03 20:27:13,541.0,5.0,171.0,27.0,276.0,422.0,1198.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,36,True,62.0,pyflakes,conda-forge/pyflakes,,180242.0,166602.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,18837615.0,18902680.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,5010059.0,1.0,,,,,,,,,,,,,,,,,,,,
40,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-11-02 09:37:05.000,2022-10-20 11:03:47,582.0,16.0,185.0,28.0,338.0,210.0,430.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,66.0,packaging,conda-forge/packaging,,506116.0,488599.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,117321334.0,117606489.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,21955826.0,1.0,595.0,,,,,,,,,,,,,,,,,,,
