,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-03-10 13:33:55.000,2022-03-10 13:33:51,2884.0,400.0,1160.0,525.0,619.0,682.0,35770.0,2022-02-08 20:13:09.000,11.2.0,154.0,157.0,30.0,42,True,rich,conda-forge/rich,,14801.0,13248.0,https://pypi.org/project/rich,2022-03-09 13:50:14.000,1553.0,4955464.0,4988882.0,https://anaconda.org/conda-forge/rich,2022-02-08 21:24:54.371,668367.0,1.0,,,,,,,,,,,,,,,,,,,
11,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-03-10 11:06:20.000,2022-03-09 21:48:01,10110.0,178.0,2023.0,213.0,4943.0,5255.0,12669.0,,,87.0,542.0,2082.0,42,True,mypy,conda-forge/mypy,,69381.0,63965.0,https://pypi.org/project/mypy,2022-01-07 17:03:15.000,5416.0,9837491.0,9869102.0,https://anaconda.org/conda-forge/mypy,2022-01-11 06:15:23.330,1643793.0,1.0,,,,,,,,,,,,,,,,,,,
12,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-03-10 14:14:25.000,2022-03-10 14:10:49,13388.0,259.0,1874.0,470.0,531.0,3559.0,6766.0,2021-12-15 19:00:16.000,4.1.3,83.0,156.0,221.0,42,True,robotframework,conda-forge/robotframework,,6064.0,5044.0,https://pypi.org/project/robotframework,2022-02-11 15:55:26.000,1020.0,951839.0,953287.0,https://anaconda.org/conda-forge/robotframework,2021-12-15 22:28:24.922,72183.0,1.0,,515.0,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-03-06 02:34:01.000,2022-02-28 02:56:40,1906.0,12.0,1087.0,201.0,460.0,544.0,21397.0,2022-02-28 16:11:38.000,4.63.0,126.0,107.0,340.0,41,True,tqdm,conda-forge/tqdm,,279792.0,258579.0,https://pypi.org/project/tqdm,2022-02-28 03:09:45.000,21213.0,36054196.0,36200804.0,https://anaconda.org/conda-forge/tqdm,2022-02-28 07:06:08.810,10104381.0,1.0,1.0,8363.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-02-28 16:05:34.214266,2.0,4006.0,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-03-05 09:28:17.000,2022-03-02 11:22:01,1628.0,15.0,1882.0,228.0,1001.0,1531.0,13761.0,2021-10-12 21:59:03.000,1.2.3,49.0,211.0,117.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],22663.0,19136.0,https://pypi.org/project/mkdocs,2021-12-15 14:53:23.599,3527.0,890267.0,892602.0,https://anaconda.org/conda-forge/mkdocs,2021-10-13 01:18:18.279,165789.0,1.0,,,,,,,,,,,,,,,,,,,
15,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-03-07 20:12:39.657,2022-03-07 16:01:52,518.0,53.0,934.0,157.0,1091.0,1144.0,4082.0,2022-03-07 14:37:13.000,20.13.3,182.0,224.0,66.0,41,True,virtualenv,conda-forge/virtualenv,,17685.0,,https://pypi.org/project/virtualenv,2022-03-07 14:37:13.000,17685.0,27119883.0,27146073.0,https://anaconda.org/conda-forge/virtualenv,2022-03-07 20:12:39.657,1571435.0,2.0,,,,,,,,,,,,,,,,,,,
16,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-03-10 10:22:56.000,2022-02-10 20:51:31,2191.0,89.0,193.0,29.0,202.0,1333.0,1868.0,2021-10-11 12:42:47.000,4.0.1,81.0,161.0,39.0,41,True,flake8,conda-forge/flake8,,275806.0,235288.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,40518.0,15447252.0,15501498.0,https://anaconda.org/conda-forge/flake8,2022-03-08 23:13:25.220,3743002.0,1.0,,,,,,,,,,,,,,,,,,,
17,mkdocs-material,squidfunk/mkdocs-material,documentation,Technical documentation that just works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-03-09 17:53:47.000,2022-03-08 09:33:30,4119.0,259.0,2065.0,88.0,1796.0,1312.0,8964.0,2022-03-06 13:25:22.000,8.2.5,247.0,147.0,5.0,40,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],12950.0,11824.0,https://pypi.org/project/mkdocs-material,2022-03-06 13:25:22.000,1126.0,1066041.0,1068486.0,https://anaconda.org/conda-forge/mkdocs-material,2022-03-06 23:35:41.189,83162.0,1.0,,,,,,,,,,,,,,,,,,,
18,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-01-19 07:06:42.000,2021-12-25 13:08:44,8262.0,6.0,460.0,112.0,553.0,1248.0,5095.0,2021-11-17 00:47:47.000,0.18.1,31.0,149.0,32.0,40,True,jedi,conda-forge/jedi,,191560.0,183301.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8259.0,14369460.0,14491359.0,https://anaconda.org/conda-forge/jedi,2021-11-17 19:12:02.897,7923498.0,1.0,,,,,,,,,,,,,,,,,,,
19,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-03-10 14:16:40.000,2022-03-10 12:43:20,6387.0,216.0,802.0,73.0,1907.0,3226.0,3842.0,2021-12-03 17:31:36.000,2.12.2,132.0,438.0,771.0,40,True,pylint,conda-forge/pylint,,20833.0,,https://pypi.org/project/pylint,2021-12-03 17:31:36.000,20833.0,10132719.0,10171402.0,https://anaconda.org/conda-forge/pylint,2021-12-03 20:37:10.043,2591809.0,1.0,,,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-03-10 07:03:37.000,2022-03-09 16:45:26,2059.0,65.0,1533.0,167.0,1492.0,2452.0,18605.0,2022-02-10 21:34:42.000,1.1.13,143.0,332.0,1272.0,39,True,poetry,conda-forge/poetry,,121.0,,https://pypi.org/project/poetry,2022-02-10 21:34:42.000,121.0,5559179.0,5792716.0,https://anaconda.org/conda-forge/poetry,2022-02-11 02:56:21.599,367874.0,2.0,,10768387.0,,,,,,,,,,,,,,,,,
21,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-03-05 23:26:51.000,2022-03-05 23:26:51,2164.0,47.0,545.0,79.0,873.0,1358.0,7543.0,2022-01-18 18:42:21.000,2.17.0,165.0,131.0,21.0,39,True,pre-commit,conda-forge/pre-commit,,44496.0,41718.0,https://pypi.org/project/pre-commit,2022-01-18 18:38:17.000,2778.0,4517850.0,4552884.0,https://anaconda.org/conda-forge/pre-commit,2022-01-19 10:50:51.993,1064231.0,1.0,,38036.0,,,,,,,,,,,,,,,,,
22,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-03-10 14:14:10.945,2022-03-08 14:25:18,15862.0,68.0,1100.0,196.0,2987.0,6677.0,4551.0,2022-03-08 15:28:04.000,4.12.0,100.0,381.0,1847.0,39,True,conda,conda-forge/conda,,1087.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1087.0,65315.0,440228.0,https://anaconda.org/conda-forge/conda,2022-03-10 14:14:10.945,25119199.0,2.0,-1.0,,,,,,,,,,,,,,,,,,
23,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-03-01 23:11:38.000,2022-03-01 23:11:32,1205.0,48.0,840.0,211.0,257.0,394.0,12372.0,2020-04-23 19:07:36.000,0.30.0,68.0,136.0,342.0,38,True,yapf,conda-forge/yapf,,31839.0,29750.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,1842533.0,1856223.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,944632.0,2.0,1.0,,,,,,,,,,,,,,,,,,
24,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-03-08 01:02:28.935,2022-03-07 17:25:55,11397.0,150.0,484.0,66.0,2031.0,1165.0,5731.0,2022-03-07 17:26:18.000,hypothesis-python-6.39.3,931.0,257.0,54.0,38,True,hypothesis,conda-forge/hypothesis,,13588.0,11692.0,https://pypi.org/project/hypothesis,2022-03-07 17:26:01.000,1896.0,2621836.0,2699469.0,https://anaconda.org/conda-forge/hypothesis,2022-03-08 01:02:28.935,5279100.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
25,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-03-01 11:34:38.000,2022-01-07 06:54:33,3876.0,5.0,437.0,39.0,841.0,1009.0,4651.0,2021-11-09 05:43:22.000,5.10.1,132.0,254.0,53.0,38,True,isort,conda-forge/isort,,239702.0,225396.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,14306.0,18761856.0,18803735.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,2847839.0,2.0,-1.0,,,,,,,,,,,,,,,,,,
26,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-03-04 10:32:31.000,2022-03-03 18:37:14,2065.0,12.0,399.0,40.0,992.0,1272.0,2645.0,2022-03-03 22:35:29.000,4.0.0b1,127.0,255.0,47.0,38,True,tox,conda-forge/tox,['pytest'],75704.0,55238.0,https://pypi.org/project/tox,2022-02-06 10:28:03.000,20466.0,4420558.0,4428274.0,https://anaconda.org/conda-forge/tox,2021-12-29 15:02:18.880,416688.0,1.0,,,,,,,,,,,,,,,,,,,
27,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-03-09 14:57:02.000,2022-03-09 14:44:47,1370.0,50.0,278.0,42.0,754.0,488.0,1168.0,2022-03-08 11:09:03.000,1.5.7,143.0,122.0,153.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,19556.0,18598.0,https://pypi.org/project/sentry-sdk,2022-03-08 11:08:52.000,958.0,13582854.0,13586210.0,https://anaconda.org/conda-forge/sentry-sdk,2022-03-08 15:34:16.129,129768.0,1.0,,4505.0,,,,,,,,,,,,,,,,,
28,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-03-10 03:23:47.000,2022-03-06 21:15:27,8299.0,80.0,1779.0,231.0,1896.0,4140.0,8931.0,2022-03-05 16:20:54.000,4.10,36.0,424.0,316.0,37,True,pyinstaller,conda-forge/pyinstaller,,145.0,,https://pypi.org/project/pyinstaller,2022-03-05 16:15:13.000,145.0,779041.0,790468.0,https://anaconda.org/conda-forge/pyinstaller,2022-03-06 04:16:42.964,293801.0,1.0,,725009.0,,,,,,,,,,,,,,,,,
29,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-03-07 17:00:43.605,2022-03-07 01:25:50,22636.0,250.0,1567.0,203.0,5018.0,763.0,4771.0,2022-03-06 14:20:53.000,3.5.0,118.0,812.0,633.0,37,True,buildbot,conda-forge/buildbot,,729.0,272.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,61817.0,63857.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,50349.0,1.0,,20823.0,,,,,,,,,,,,,,,,,
30,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-02-28 14:29:20.000,2022-02-24 21:45:02,1277.0,20.0,614.0,122.0,405.0,558.0,4517.0,2021-10-11 00:56:25.000,2.8.0,13.0,131.0,113.0,37,True,pycodestyle,conda-forge/pycodestyle,,209172.0,197934.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11238.0,22019615.0,22076204.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,3904699.0,1.0,,,,,,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-03-08 07:26:38.000,2022-03-08 07:26:38,589.0,27.0,492.0,111.0,63.0,441.0,11218.0,2022-01-29 13:50:01.000,0.6.0,18.0,34.0,110.0,36,True,loguru,conda-forge/loguru,,16597.0,15280.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1317.0,3304211.0,3314660.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476,386615.0,2.0,,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-03-10 02:00:45.000,2022-02-08 08:46:34,1692.0,22.0,492.0,99.0,755.0,683.0,5712.0,2022-02-08 10:11:33.000,6.5.1,99.0,164.0,142.0,36,True,pip-tools,conda-forge/pip-tools,,1799.0,,https://pypi.org/project/pip-tools,2022-02-08 10:13:24.000,1799.0,4826075.0,4827159.0,https://anaconda.org/conda-forge/pip-tools,2022-02-08 14:16:40.284,24947.0,2.0,,,,,,,,,,,,,,,,,,,
33,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-03-06 11:45:12.000,2022-03-02 00:35:00,2736.0,6.0,261.0,66.0,194.0,341.0,4004.0,2021-10-24 07:01:21.000,1.6.0,68.0,52.0,92.0,36,True,autopep8,conda-forge/autopep8,,114288.0,108681.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5607.0,2794778.0,2803798.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,622394.0,3.0,,,,,,,,,,,,,,,,,,,
34,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-03-09 15:15:48.000,2022-03-09 15:15:47,1234.0,53.0,407.0,61.0,284.0,404.0,3948.0,2022-03-04 07:43:44.000,1.7.4,35.0,146.0,178.0,36,True,bandit,conda-forge/bandit,,12903.0,11419.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2471959.0,2475223.0,https://anaconda.org/conda-forge/bandit,2022-03-05 08:35:30.780,110845.0,1.0,,191.0,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-03-01 22:18:41.000,2022-02-02 17:53:26,870.0,8.0,168.0,34.0,211.0,208.0,1198.0,2021-10-04 01:48:57.000,3.0.0,43.0,74.0,111.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],146610.0,118196.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,12735108.0,12800611.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,4716268.0,1.0,,,,,,,,,,,,,,,,,,,
36,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-02-13 16:32:09.000,2022-02-13 16:32:09,520.0,3.0,158.0,27.0,252.0,371.0,1113.0,2021-10-06 20:39:49.000,2.4.0,33.0,80.0,84.0,36,True,pyflakes,conda-forge/pyflakes,,135185.0,121599.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13586.0,15868113.0,15922382.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,3744570.0,1.0,,,,,,,,,,,,,,,,,,,
37,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-03-08 19:53:32.000,2022-03-05 18:11:07,536.0,7.0,175.0,28.0,289.0,173.0,379.0,2021-11-18 00:41:06.000,21.3,39.0,77.0,66.0,36,True,packaging,conda-forge/packaging,,344801.0,327956.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,16845.0,97540750.0,97727989.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,12918920.0,1.0,,275.0,,,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-03-06 10:23:01.000,2022-03-06 10:22:55,4242.0,26.0,1265.0,495.0,522.0,1238.0,20070.0,2021-11-29 13:01:08.000,3.2.4.2,78.0,154.0,218.0,35,True,glances,conda-forge/glances,,455.0,405.0,https://pypi.org/project/glances,2021-11-22 10:55:51.000,50.0,149659.0,151769.0,https://anaconda.org/conda-forge/glances,2021-11-20 23:54:35.274,151386.0,1.0,,711.0,,,,,,,,,,,,,,,,,
39,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-03-10 08:04:30.000,2022-03-10 08:04:21,4710.0,494.0,427.0,79.0,365.0,2554.0,7736.0,2022-03-09 06:15:27.000,1.1.228,307.0,73.0,13.0,35,True,,,,219.0,216.0,,,,,358990.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-03-09 06:11:56.874,3.0,358990.0,,,,,,,
40,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-03-09 22:56:09.000,2021-10-19 23:03:00,1347.0,,1611.0,155.0,587.0,543.0,3996.0,2018-10-05 13:20:49.000,0.4.2,23.0,108.0,195.0,35,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],11910.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,11894.0,2256036.0,2288439.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2171061.0,2.0,,,,,,,,,,,,,,,,,,,
