,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-12-15 20:42:40.000,2022-12-15 20:42:36,5860.0,41.0,1289.0,237.0,593.0,1371.0,8940.0,2022-11-07 18:47:02.742,5.9.4,88.0,190.0,44,True,239.0,psutil,conda-forge/psutil,,251793.0,235845.0,https://pypi.org/project/psutil,2022-09-04 20:17:41.866,62640930.0,62863017.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,17766972.0,1.0,15948.0,,-1.0,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-12-22 13:10:26.000,2022-12-19 14:37:40,3560.0,88.0,1433.0,541.0,863.0,918.0,41194.0,2022-10-02 16:29:13.235,12.6.0,170.0,203.0,42,True,87.0,rich,conda-forge/rich,,46370.0,44251.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,18521153.0,18610582.0,https://anaconda.org/conda-forge/rich,2022-10-02 23:18:27.050,2593444.0,1.0,2119.0,,,,,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-12-18 02:34:10.000,2022-09-03 10:56:22,1928.0,,1168.0,207.0,495.0,560.0,23617.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,376.0,tqdm,conda-forge/tqdm,,385599.0,363170.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,46173220.0,46377950.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,15954972.0,1.0,22429.0,10442.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-11-12 01:50:51.768311,2.0,4058.0,,,,,,,,,,,,,
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-12-14 20:47:05.000,2022-11-06 23:57:33,1821.0,57.0,2133.0,234.0,1097.0,1640.0,15514.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,42,True,123.0,mkdocs,conda-forge/mkdocs,['mkdocs'],32412.0,28663.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,1161978.0,1164705.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,218192.0,1.0,3749.0,,,,,,,,,,,,,,,,,,,,
14,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-12-22 10:53:58.000,2022-12-21 20:59:20,8628.0,132.0,1853.0,233.0,2088.0,4473.0,9845.0,2022-12-04 15:08:42.000,5.7.0,47.0,444.0,42,True,269.0,pyinstaller,conda-forge/pyinstaller,,33509.0,33321.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,930110.0,941739.0,https://anaconda.org/conda-forge/pyinstaller,2022-12-13 12:32:51.658,386438.0,1.0,188.0,733929.0,,,,,,,,,,,,,,,,,,,
15,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-12-22 10:09:27.000,2022-12-20 13:15:00,19756.0,112.0,1780.0,140.0,4749.0,5222.0,5067.0,2022-10-17 21:45:48.000,6.0.0b2,175.0,759.0,42,True,1087.0,sphinx,conda-forge/sphinx,['sphinx'],299043.0,239082.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,8491419.0,8579330.0,https://anaconda.org/conda-forge/sphinx,2022-10-16 10:22:22.751,6681241.0,1.0,59961.0,,,,,,,,,,,,,,,,,,,,
16,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-12-21 19:38:26.000,2022-12-21 19:38:26,8162.0,312.0,950.0,72.0,3317.0,4005.0,4395.0,2022-12-17 14:12:07.662,2.15.9,159.0,503.0,42,True,678.0,pylint,conda-forge/pylint,,317115.0,295838.0,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,13280077.0,13326314.0,https://anaconda.org/conda-forge/pylint,2022-12-17 19:09:29.288,3514086.0,1.0,21277.0,,,,,,,,,,,,,,,,,,,,
17,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-12-21 11:45:08.000,2022-12-14 18:33:05,2347.0,61.0,250.0,33.0,292.0,1454.0,2533.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,42,True,25.0,flake8,conda-forge/flake8,,362826.0,320935.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,20380756.0,20448852.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,5311544.0,1.0,41891.0,,,,,,,,,,,,,,,,,,,,
18,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-12-20 21:39:14.000,2022-12-20 21:38:40,13776.0,88.0,2048.0,483.0,608.0,3735.0,7645.0,2022-11-03 17:22:13.392,6.0.1,96.0,172.0,41,True,265.0,robotframework,conda-forge/robotframework,,7540.0,6492.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1437052.0,1438834.0,https://anaconda.org/conda-forge/robotframework,2022-11-03 22:03:39.410,104848.0,1.0,1048.0,539.0,,,,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-12-18 00:09:54.000,2022-12-11 21:18:00,12584.0,134.0,538.0,69.0,2184.0,1298.0,6405.0,2022-12-11 21:19:34.875,6.61.0,1007.0,297.0,41,True,47.0,hypothesis,conda-forge/hypothesis,,17281.0,15309.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,4173743.0,4264443.0,https://anaconda.org/conda-forge/hypothesis,2022-12-12 02:21:59.717,6983954.0,1.0,1972.0,,,,,,,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-12-22 02:50:08.993,2022-12-21 20:59:30,4007.0,95.0,501.0,42.0,893.0,1044.0,5437.0,2022-12-21 21:06:15.253,5.11.4,140.0,271.0,41,True,126.0,isort,conda-forge/isort,,311752.0,296633.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,25806391.0,25859078.0,https://anaconda.org/conda-forge/isort,2022-12-22 02:50:08.993,4056939.0,2.0,15119.0,,,,,,,,,,,,,,,,,,,,
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-12-16 14:37:25.000,2022-12-16 14:37:22,8325.0,39.0,479.0,114.0,564.0,1283.0,5294.0,2022-11-21 22:34:01.796,0.18.2,32.0,156.0,41,True,46.0,jedi,conda-forge/jedi,,261632.0,253324.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,16552567.0,16730787.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,13188348.0,1.0,8308.0,,,,,,,,,,,,,,,,,,,,
22,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-12-21 15:12:20.000,2022-12-21 09:08:20,4713.0,180.0,2651.0,109.0,2128.0,1635.0,12125.0,2022-12-11 15:15:14.000,9.0.0b4,290.0,174.0,40,True,14.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],19772.0,19772.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,1687515.0,1691918.0,https://anaconda.org/conda-forge/mkdocs-material,2022-11-30 21:39:55.369,189357.0,1.0,,,,,,,,,,,,,,,,,,,,,
23,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-12-21 20:04:41.000,2022-12-21 20:04:41,2333.0,63.0,663.0,83.0,980.0,1614.0,9388.0,2022-07-11 00:58:54.000,2.20.0,169.0,146.0,40,True,20.0,pre-commit,conda-forge/pre-commit,,72379.0,68931.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,7374950.0,7434522.0,https://anaconda.org/conda-forge/pre-commit,2022-10-28 15:12:46.425,2231317.0,1.0,3448.0,238796.0,,,,,,,,,,,,,,,,,,,
24,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-12-21 14:35:52.000,2022-12-21 14:35:51,16153.0,111.0,1281.0,194.0,3395.0,7856.0,5061.0,2022-12-07 03:19:23.000,22.11.1,100.0,410.0,40,True,1030.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,229032.0,693165.0,https://anaconda.org/conda-forge/conda,2022-12-07 23:51:39.020,35274140.0,1.0,1090.0,,,,,,,,,,,,,,,,,,,,
25,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-12-22 00:03:32.000,2022-12-21 16:09:01,626.0,35.0,970.0,160.0,1191.0,1173.0,4339.0,2022-12-05 22:47:06.493,20.17.1,197.0,241.0,40,True,76.0,virtualenv,conda-forge/virtualenv,,17756.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,42089653.0,42136082.0,https://anaconda.org/conda-forge/virtualenv,2022-12-10 21:22:07.054,3203606.0,2.0,17756.0,,,,,,,,,,,,,,,,,,,,
26,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-12-21 16:54:29.000,2022-12-20 19:10:25,453.0,131.0,453.0,40.0,1175.0,1418.0,3121.0,2022-12-20 19:11:45.378,4.0.16,156.0,259.0,40,True,78.0,tox,conda-forge/tox,['pytest'],88031.0,67140.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,8088279.0,8097857.0,https://anaconda.org/conda-forge/tox,2022-12-21 03:05:08.161,603442.0,1.0,20891.0,,,,,,,,,,,,,,,,,,,,
27,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-12-22 13:45:03.000,2022-12-21 16:20:56,2692.0,111.0,1852.0,184.0,2178.0,3999.0,22991.0,2022-12-12 01:33:01.951,1.3.1,156.0,417.0,39,True,658.0,poetry,conda-forge/poetry,,155.0,,https://pypi.org/project/poetry,2022-08-31 03:48:14.633,10955344.0,11233783.0,https://anaconda.org/conda-forge/poetry,2022-12-16 14:20:32.695,724972.0,2.0,155.0,14764103.0,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-12-22 12:35:42.000,2022-12-19 12:34:50,1588.0,86.0,330.0,59.0,998.0,612.0,1393.0,2022-12-19 09:44:00.703,1.12.1,170.0,151.0,39,True,188.0,sentry-sdk,conda-forge/sentry-sdk,,26964.0,26964.0,https://pypi.org/project/sentry-sdk,2022-10-21 14:39:28.000,18905695.0,18912001.0,https://anaconda.org/conda-forge/sentry-sdk,2022-12-19 20:05:56.250,304737.0,1.0,,3693.0,,,,,,,,,,,,,,,,,,,
29,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-12-21 17:46:16.000,2022-12-13 06:27:57,1353.0,38.0,671.0,119.0,449.0,587.0,4738.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,38,True,116.0,pycodestyle,conda-forge/pycodestyle,,292813.0,281452.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,28633773.0,28704184.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5492084.0,1.0,11361.0,,,,,,,,,,,,,,,,,,,,
30,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2022-12-14 09:52:07.000,2022-12-14 09:52:06,620.0,44.0,209.0,26.0,355.0,230.0,446.0,2022-12-07 23:18:35.000,22.0,40.0,83.0,38,True,71.0,packaging,conda-forge/packaging,,554795.0,537293.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,135027847.0,135332906.0,https://anaconda.org/conda-forge/packaging,2022-12-08 20:23:39.118,23793355.0,1.0,17502.0,634.0,,,,,,,,,,,,,,,,,,,
31,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-12-22 03:53:01.000,2022-12-21 12:56:54,4537.0,122.0,1333.0,492.0,574.0,1345.0,21955.0,2022-10-29 09:42:17.000,3.3.0,90.0,166.0,37,True,240.0,glances,conda-forge/glances,,602.0,552.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,313441.0,315673.0,https://anaconda.org/conda-forge/glances,2022-11-03 21:02:41.924,180080.0,1.0,50.0,827.0,,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-12-22 09:36:46.000,2022-12-20 00:52:01,1854.0,96.0,554.0,105.0,862.0,779.0,6482.0,2022-12-17 18:13:03.703,6.12.1,109.0,186.0,37,True,121.0,pip-tools,conda-forge/pip-tools,,1867.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,8655244.0,8657277.0,https://anaconda.org/conda-forge/pip-tools,2022-12-19 17:41:20.916,65072.0,2.0,1867.0,,,,,,,,,,,,,,,,,,,,
33,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-12-17 14:21:31.000,2022-12-16 11:25:15,1435.0,22.0,1699.0,161.0,642.0,573.0,4258.0,2022-11-04 19:24:09.941,1.1.1,38.0,112.0,37,True,220.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6054.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2022-10-13 20:24:36.386,3199808.0,3239318.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2022-12-12 17:56:57.173,3002812.0,2.0,6038.0,,-1.0,,,,,,,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-12-16 10:58:26.000,2022-12-15 14:53:41,2808.0,33.0,279.0,66.0,216.0,349.0,4229.0,2022-12-15 15:08:07.499,2.0.1,72.0,57.0,37,True,104.0,autopep8,conda-forge/autopep8,,152890.0,147205.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,2860442.0,2872425.0,https://anaconda.org/conda-forge/autopep8,2022-12-15 20:52:01.166,934680.0,2.0,5685.0,,,,,,,,,,,,,,,,,,,,
35,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-12-19 02:17:07.000,2022-12-19 02:17:01,3571.0,11.0,335.0,96.0,223.0,380.0,3771.0,2022-09-30 21:54:38.717,1.7.3,58.0,57.0,37,True,351.0,invoke,conda-forge/invoke,,17306.0,14677.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,4115805.0,4126646.0,https://anaconda.org/conda-forge/invoke,2022-10-06 14:51:40.510,867329.0,1.0,2629.0,,,,,,,,,,,,,,,,,,,,
36,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-12-22 14:15:16.000,2022-12-22 14:14:38,2963.0,319.0,160.0,25.0,305.0,205.0,1478.0,2022-12-15 12:27:02.007,1.6.0,79.0,75.0,37,True,81.0,rope,conda-forge/rope,,47736.0,46134.0,https://pypi.org/project/rope,2022-06-22 07:57:01.000,582633.0,596639.0,https://anaconda.org/conda-forge/rope,2022-12-15 18:15:14.516,952440.0,1.0,1602.0,,,,,,,,,,,,,,,,,,,,
37,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-12-18 23:58:13.000,2022-12-18 20:55:38,1068.0,25.0,282.0,33.0,521.0,398.0,1352.0,2022-12-01 01:51:31.000,4.0.2,51.0,112.0,37,True,48.0,twine,conda-forge/twine,,89188.0,76510.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,3347777.0,3356216.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,641395.0,1.0,12678.0,,,,,,,,,,,,,,,,,,,,
38,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-11-27 21:15:38.000,2022-11-27 21:15:37,553.0,13.0,170.0,27.0,286.0,435.0,1218.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,37,True,63.0,pyflakes,conda-forge/pyflakes,,192789.0,179150.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,19206024.0,19273761.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5283541.0,1.0,13639.0,,,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-12-21 11:05:49.000,2022-12-21 11:05:49,677.0,22.0,564.0,119.0,88.0,613.0,13625.0,2022-01-29 13:50:01.000,0.6.0,18.0,41.0,36,True,64.0,loguru,conda-forge/loguru,,35312.0,33603.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,3963667.0,3981862.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,836981.0,2.0,1709.0,,,,,,,,,,,,,,,,,,,,
40,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-12-22 08:09:24.000,2022-12-22 08:09:18,5578.0,232.0,648.0,79.0,472.0,3473.0,8952.0,2022-12-21 08:23:12.000,1.1.285,369.0,84.0,36,True,12.0,,,,427.0,420.0,,,,355650.0,,,,2.0,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-12-21 08:18:41.670,7.0,355650.0,,,,,,,,
