,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-08-24 07:39:40.000,2022-08-24 07:39:40,1708.0,61.0,2046.0,230.0,1050.0,1592.0,14800.0,2022-07-19 07:28:26.000,1.3.1,52.0,220.0,42,True,mkdocs,conda-forge/mkdocs,['mkdocs'],135.0,28103.0,24353.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,1022459.0,1025029.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,195385.0,1.0,,,,,,,,,,,,,,,,,,,,
14,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-08-24 18:30:09.000,2022-04-04 01:25:49,1924.0,,1123.0,203.0,482.0,554.0,22781.0,2022-04-04 17:56:45.000,4.64.0,129.0,112.0,41,True,tqdm,conda-forge/tqdm,,345.0,339058.0,317076.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,21982.0,42435110.0,42617406.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,13476767.0,1.0,9625.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-08-06 01:49:57.520370,2.0,4043.0,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-08-22 04:02:50.000,2022-08-21 17:10:19,4447.0,166.0,2429.0,105.0,1981.0,1492.0,10811.0,2022-08-21 17:13:11.455,8.4.1,271.0,161.0,41,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],11.0,17346.0,16081.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1124240.0,1127782.0,https://anaconda.org/conda-forge/mkdocs-material,2022-08-21 20:41:35.726,138146.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-08-23 19:57:15.000,2022-08-23 19:57:14,8458.0,73.0,1817.0,235.0,2007.0,4345.0,9454.0,2022-07-30 20:10:36.000,5.3,40.0,435.0,41,True,pyinstaller,conda-forge/pyinstaller,,283.0,29890.0,29701.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,865661.0,877170.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,341753.0,1.0,730661.0,,,,,,,,,,,,,,,,,,,
17,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-08-24 10:20:10.000,2022-08-23 08:11:01,13641.0,150.0,2004.0,477.0,579.0,3668.0,7224.0,2022-05-16 07:56:15.000,5.0.1,90.0,168.0,41,True,robotframework,conda-forge/robotframework,,239.0,6811.0,5763.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1048.0,1428140.0,1429782.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,90053.0,1.0,539.0,,,,,,,,,,,,,,,,,,,
18,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-08-22 15:18:35.614,2022-08-21 18:14:53,582.0,49.0,950.0,158.0,1150.0,1159.0,4241.0,2022-08-04 16:20:05.347,20.16.3,191.0,224.0,41,True,virtualenv,conda-forge/virtualenv,,75.0,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,32498904.0,32536401.0,https://anaconda.org/conda-forge/virtualenv,2022-08-22 15:18:35.614,2437350.0,2.0,,,,,,,,,,,,,,,,,,,,
19,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-08-18 08:57:33.000,2022-08-10 17:53:31,2270.0,52.0,222.0,30.0,247.0,1395.0,2242.0,2022-08-03 23:23:36.795,5.0.4,86.0,165.0,41,True,flake8,conda-forge/flake8,,27.0,325246.0,283347.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,41899.0,17866040.0,17928753.0,https://anaconda.org/conda-forge/flake8,2022-08-04 20:32:50.634,4640782.0,1.0,,,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-08-21 00:07:38.000,2022-08-20 18:39:06,12387.0,209.0,530.0,67.0,2141.0,1265.0,6154.0,2022-08-20 18:39:30.000,hypothesis-python-6.54.4,990.0,294.0,40,True,hypothesis,conda-forge/hypothesis,,40.0,15717.0,13743.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,1974.0,3465242.0,3548767.0,https://anaconda.org/conda-forge/hypothesis,2022-08-20 21:06:30.669,6097390.0,1.0,,,,,,,,,,,,,,,,,,,,
21,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-08-25 13:03:07.000,2022-08-25 01:09:54,16017.0,90.0,1232.0,196.0,3178.0,7633.0,4838.0,2022-08-03 21:03:44.000,4.14.0,100.0,394.0,40,True,conda,conda-forge/conda,,1042.0,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,192229.0,616413.0,https://anaconda.org/conda-forge/conda,2022-08-18 15:52:17.990,30541275.0,1.0,,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-08-25 13:34:41.000,2022-08-25 13:34:41,7733.0,505.0,892.0,72.0,2967.0,3772.0,4172.0,2022-07-17 19:47:47.777,2.14.5,149.0,470.0,40,True,pylint,conda-forge/pylint,,653.0,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,12368724.0,12411659.0,https://anaconda.org/conda-forge/pylint,2022-07-18 15:21:37.621,3091361.0,1.0,,,,,,,,,,,,,,,,,,,,
23,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-08-23 12:12:47.000,2022-08-08 18:23:35,2103.0,25.0,422.0,42.0,1037.0,1299.0,2945.0,2022-06-29 23:25:56.000,3.25.1,130.0,262.0,40,True,tox,conda-forge/tox,['pytest'],65.0,82754.0,61859.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20895.0,5061200.0,5069890.0,https://anaconda.org/conda-forge/tox,2022-06-30 13:54:22.394,512712.0,1.0,,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-08-25 11:45:54.000,2022-08-25 11:45:31,2477.0,185.0,1674.0,174.0,1858.0,3176.0,21056.0,2022-08-22 10:57:01.641,1.1.15,149.0,383.0,39,True,poetry,conda-forge/poetry,,1258.0,155.0,,https://pypi.org/project/poetry,2022-06-06 21:41:00.000,155.0,7973078.0,8248933.0,https://anaconda.org/conda-forge/poetry,2022-07-13 15:37:10.192,576933.0,2.0,13677823.0,,,,,,-1.0,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-08-23 05:58:23.000,2022-08-15 21:23:45,2266.0,36.0,617.0,79.0,931.0,1520.0,8706.0,2022-07-11 00:58:54.000,2.20.0,169.0,141.0,39,True,pre-commit,conda-forge/pre-commit,,21.0,61644.0,58196.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,6354631.0,6403019.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1675409.0,1.0,109138.0,,,,,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-08-22 09:59:53.000,2022-08-22 09:59:53,8270.0,4.0,464.0,113.0,559.0,1262.0,5218.0,2021-11-17 00:47:47.000,0.18.1,31.0,151.0,39,True,jedi,conda-forge/jedi,,46.0,226930.0,218621.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8309.0,14851824.0,15006748.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,10844724.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
27,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-08-14 21:25:10.000,2022-08-09 00:44:39,1313.0,25.0,658.0,121.0,428.0,571.0,4661.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,38,True,pycodestyle,conda-forge/pycodestyle,,119.0,255294.0,243932.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,24405453.0,24470323.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,4800430.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
28,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-08-14 13:25:05.000,2022-08-14 13:25:04,2767.0,24.0,273.0,65.0,207.0,343.0,4137.0,2022-08-09 12:57:05.771,1.7.0,69.0,54.0,38,True,autopep8,conda-forge/autopep8,,101.0,136288.0,130602.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5686.0,3449401.0,3460138.0,https://anaconda.org/conda-forge/autopep8,2022-08-09 15:59:52.816,794552.0,2.0,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-08-25 07:05:01.000,2022-08-19 19:38:17,1477.0,61.0,299.0,59.0,871.0,556.0,1313.0,2022-08-16 11:16:05.891,1.9.5,159.0,140.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,166.0,24494.0,23479.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,16301452.0,16306457.0,https://anaconda.org/conda-forge/sentry-sdk,2022-08-16 12:53:17.328,220702.0,1.0,4180.0,,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-08-24 17:32:50.000,2022-08-24 17:32:42,4386.0,82.0,1302.0,492.0,539.0,1297.0,21275.0,2022-07-29 11:22:05.000,3.2.7,85.0,159.0,37,True,glances,conda-forge/glances,,223.0,549.0,499.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,177039.0,179197.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,165489.0,1.0,797.0,,,,,,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-08-21 15:08:07.000,2022-08-21 15:08:06,654.0,47.0,536.0,120.0,72.0,565.0,12724.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,37,True,loguru,conda-forge/loguru,,121.0,26192.0,24715.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1477.0,3478156.0,3492892.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,618931.0,2.0,,,,,,,,,,,,,,,,,,,,
32,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-08-21 22:17:51.000,2022-05-20 06:58:02,3909.0,,469.0,39.0,852.0,1017.0,5101.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,37,True,isort,conda-forge/isort,,99.0,280471.0,265349.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,21084804.0,21132898.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3510883.0,2.0,,,,,,,,,,,,,,,,,,,,
33,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-08-25 09:02:09.000,2022-08-24 15:01:59,1287.0,25.0,460.0,58.0,343.0,432.0,4412.0,2022-03-04 07:43:44.000,1.7.4,35.0,159.0,37,True,bandit,conda-forge/bandit,,170.0,19716.0,18232.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2506461.0,2510629.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,162248.0,1.0,429.0,,,,,,,,,,,,,,,,,,,
34,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-08-24 23:10:42.000,2022-08-24 21:55:51,1404.0,47.0,1678.0,158.0,610.0,553.0,4160.0,2021-12-15 14:46:50.702,0.1.0,32.0,109.0,37,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],223.0,6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6044.0,2711886.0,2748648.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2646915.0,2.0,,,,,,,,,,,,,,,,,,,,
35,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-08-14 21:27:45.000,2022-07-30 17:26:52,536.0,14.0,164.0,26.0,272.0,411.0,1165.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,37,True,pyflakes,conda-forge/pyflakes,,65.0,163329.0,149689.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,17113895.0,17176189.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4609777.0,1.0,,,,,,,,,,,,,,,,,,,,
36,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-08-25 08:51:27.000,2022-08-25 08:51:27,527.0,21.0,7181.0,34.0,247.0,119.0,21133.0,2022-06-09 21:27:11.000,1.4.0,21.0,74.0,36,True,numpydoc,conda-forge/numpydoc,['sphinx'],64.0,37621.0,33230.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,429722.0,448467.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1255915.0,2.0,,,,,,,,,,,,,,,,,,,,
37,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-08-24 19:22:37.000,2022-03-01 23:11:32,1205.0,,858.0,217.0,264.0,397.0,12762.0,2020-04-23 19:07:36.000,0.30.0,68.0,136.0,36,True,yapf,conda-forge/yapf,,352.0,37817.0,35728.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2051343.0,2066335.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1109443.0,3.0,,,,,,,,,,,,,,,,,,,,
38,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-08-24 04:31:24.000,2022-08-24 04:26:39,5283.0,249.0,484.0,78.0,417.0,3106.0,8330.0,2022-08-24 04:31:24.000,1.1.268,347.0,78.0,36,True,,,,10.0,335.0,330.0,,,,,279790.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-08-24 04:27:57.309,5.0,279790.0,,,,,,,,
39,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-08-25 10:05:00.000,2022-08-25 10:05:00,9773.0,499.0,408.0,122.0,255.0,1267.0,7346.0,2022-08-21 08:19:00.971,1.0.5,205.0,122.0,36,True,nuitka,conda-forge/nuitka,,212.0,679.0,642.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,60674.0,65600.0,https://anaconda.org/conda-forge/nuitka,2022-08-22 05:30:33.903,374386.0,1.0,,,,,,,,,,,,,,,,,,,,
40,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-08-24 13:26:42.000,2022-08-22 20:32:21,1757.0,39.0,531.0,103.0,794.0,736.0,6170.0,2022-06-30 09:26:49.000,6.8.0,104.0,174.0,36,True,pip-tools,conda-forge/pip-tools,,139.0,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,7176011.0,7177729.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,48121.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,
