,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
83,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-08-30 20:51:51.000,2022-08-24 07:39:50,809.0,30.0,146.0,26.0,155.0,267.0,1318.0,2022-08-11 22:33:01.042,12.1.0,89.0,39.0,31,True,11.0,pdoc,,,1004.0,801.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,203.0,105156.0,105156.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
84,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-09-06 07:18:51.000,2022-09-06 07:18:50,925.0,156.0,176.0,53.0,282.0,180.0,1063.0,2022-07-07 14:31:17.000,6.0.1,93.0,48.0,31,True,128.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],171.0,,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,171.0,554504.0,555755.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,50055.0,2.0,,,,,,,,,,,,,,,,,,,,
85,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-06-29 06:17:38.000,2022-04-05 09:33:19,724.0,,171.0,21.0,302.0,211.0,941.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,31,True,90.0,pydocstyle,conda-forge/pydocstyle,,35300.0,32905.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2419651.0,2431318.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,863416.0,2.0,57.0,,,,,,,,,,,,,,,,,,,
86,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,100.0,21.0,64.0,189.0,782.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,31,True,16.0,progressbar2,conda-forge/progressbar2,,22735.0,21249.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,13871341.0,13879164.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,553583.0,2.0,1683.0,,,,,,,,,,,,,,,,,,,
87,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2022-08-29 18:12:54.657,2022-08-29 14:53:21,230.0,6.0,78.0,11.0,43.0,72.0,759.0,2022-08-29 14:53:13.855,6.7.0,64.0,30.0,31,True,,colorlog,conda-forge/colorlog,,20100.0,17650.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000,2450.0,8032002.0,8046327.0,https://anaconda.org/conda-forge/colorlog,2022-08-29 18:12:54.657,1103058.0,2.0,,,,,,,,,,,,,,,,,,,,
88,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-06-14 10:55:03.000,2022-02-14 23:25:40,1098.0,,84.0,19.0,100.0,99.0,507.0,2021-11-30 21:05:47.000,0.8.3,26.0,44.0,31,True,8.0,parso,conda-forge/parso,,226795.0,220892.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,14123404.0,14288536.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,9412566.0,2.0,,,,,,,,,,,,,,,,,,,,
89,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-09-06 16:38:54.000,2021-10-23 09:17:21,311.0,,307.0,60.0,126.0,94.0,4497.0,2021-12-15 16:10:13.225,0.1.0,40.0,51.0,30,True,127.0,pipreqs,conda-forge/pipreqs,,13083.0,12747.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,336.0,252161.0,252551.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,28097.0,2.0,,,,,,,,,,,,,,,,,,,,
90,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-08-29 17:42:54.000,2022-08-15 23:46:47,945.0,68.0,116.0,31.0,397.0,294.0,1949.0,2022-07-26 16:57:00.752,2.37.3,134.0,27.0,30,True,8.0,pyupgrade,conda-forge/pyupgrade,,52.0,,https://pypi.org/project/pyupgrade,2022-06-06 20:38:50.000,52.0,318474.0,327903.0,https://anaconda.org/conda-forge/pyupgrade,2022-07-27 16:32:27.966,414901.0,2.0,,,,,,,,,,,,,,,,,,,,
91,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-08-16 21:01:24.000,2022-08-16 21:01:23,3319.0,11.0,593.0,91.0,529.0,167.0,1682.0,2016-11-25 22:13:29.000,4.0.515,36.0,382.0,30,True,232.0,diamond,,,138.0,106.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,32.0,38011.0,38011.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
92,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2022-03-30 15:57:10.000,2021-12-30 16:31:44,354.0,,133.0,27.0,74.0,118.0,1596.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,30,True,61.0,ipdb,conda-forge/ipdb,,43031.0,34306.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8725.0,2507897.0,2511793.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,288364.0,2.0,,,,,,,,,,,,,,,,,,,,
93,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2022-09-07 18:28:25.000,2022-09-07 17:01:59,1815.0,284.0,234.0,42.0,366.0,370.0,1466.0,2022-08-17 01:00:25.440,0.3.9,40.0,97.0,30,True,77.0,briefcase,,,17.0,,https://pypi.org/project/briefcase,2022-06-27 03:23:53.000,17.0,3571.0,3571.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
94,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-08-20 13:55:15.000,2022-08-20 13:55:15,1409.0,11.0,245.0,93.0,368.0,415.0,1431.0,2022-08-11 03:32:40.000,0.13.7,662.0,38.0,30,True,93.0,pybuilder,conda-forge/pybuilder,,61.0,,https://pypi.org/project/pybuilder,2022-06-10 23:39:25.000,61.0,26001.0,26452.0,https://anaconda.org/conda-forge/pybuilder,2022-08-11 04:53:40.750,19422.0,3.0,,,,,,,,,,,,,,,,,,,,
95,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-08-22 23:20:28.000,2022-08-22 23:20:28,439.0,39.0,118.0,31.0,262.0,87.0,1353.0,2022-07-18 11:43:25.711,2.1.1,46.0,39.0,30,True,61.0,safety,conda-forge/safety,,357.0,3.0,https://pypi.org/project/safety,2022-06-28 21:38:28.000,354.0,1051130.0,1058506.0,https://anaconda.org/conda-forge/safety,2022-07-18 16:45:12.563,37309.0,3.0,193333.0,,,,,,,,,,,,,,,,,,,
96,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2022-09-06 18:49:36.000,2022-09-06 18:49:36,226.0,11.0,67.0,7.0,135.0,99.0,817.0,2022-08-23 15:33:02.981,22.8.23,46.0,58.0,30,True,49.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],14465.0,13508.0,https://pypi.org/project/flake8-bugbear,2022-07-01 18:02:11.000,957.0,1459850.0,1476478.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-08-23 21:20:21.150,615240.0,2.0,,,,,,,,,,,,,,,,,,,,
97,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2022-09-07 17:42:47.000,2022-07-26 15:07:09,460.0,9.0,187.0,7.0,206.0,145.0,475.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,12.0,coveralls,conda-forge/coveralls,['pytest'],31967.0,22693.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9274.0,496204.0,507158.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,744902.0,3.0,,,,,,,,,,,,-1.0,,,,,,,,
98,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2022-09-06 11:31:47.000,2022-09-06 11:31:47,242.0,10.0,23.0,12.0,20.0,4.0,357.0,2022-07-28 08:08:31.000,0.10.1,38.0,10.0,30,True,4.0,wasabi,conda-forge/wasabi,,21319.0,21031.0,https://pypi.org/project/wasabi,2022-03-30 11:12:31.000,288.0,3812519.0,3832950.0,https://anaconda.org/conda-forge/wasabi,2022-07-27 14:26:00.871,878543.0,3.0,,,,,,,,,,,,,,,,,,,explosion/wasabi,
99,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2022-08-29 10:25:15.197,2022-08-28 15:29:54,251.0,35.0,22.0,7.0,27.0,12.0,186.0,2022-08-28 16:33:00.987,1.0.0,28.0,6.0,30,True,8.0,executing,conda-forge/executing,,27951.0,27895.0,https://pypi.org/project/executing,2022-02-27 22:45:22.000,56.0,6643472.0,6730549.0,https://anaconda.org/conda-forge/executing,2022-08-29 10:25:15.197,2873568.0,1.0,,,,,,,,,,,,,,,,,,,,
100,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-07-07 23:20:47.000,2022-06-22 04:41:01,431.0,2.0,518.0,165.0,143.0,166.0,8788.0,2022-06-22 04:50:45.000,0.15.1.0,94.0,40.0,29,True,127.0,gdbgui,,,195.0,193.0,https://pypi.org/project/gdbgui,2022-06-22 04:46:50.000,2.0,369685.0,370074.0,,,,2.0,10114.0,,,,,,,,,,,,,,,,,,,
101,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-08-29 17:53:43.000,2022-08-17 04:06:12,527.0,16.0,250.0,65.0,384.0,398.0,5461.0,2022-05-28 04:17:00.000,1.1.0,51.0,81.0,29,True,107.0,pipx,conda-forge/pipx,,9.0,,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,9.0,537785.0,538623.0,https://anaconda.org/conda-forge/pipx,2022-06-10 20:42:56.604,7544.0,3.0,,,,,,,,,,,,,,,,,,,,
102,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-09-07 03:40:07.000,2022-09-06 05:34:09,6503.0,161.0,179.0,60.0,113.0,217.0,4250.0,2022-08-08 04:38:49.000,apple-codesign/0.17.0,20.0,52.0,29,True,296.0,pyoxidizer,,,144.0,144.0,https://pypi.org/project/pyoxidizer,2022-06-05 23:21:43.000,,2014.0,2155.0,,,,2.0,4543.0,,,,,,,,,,,-1.0,,,,,,,,
103,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2022-07-16 00:35:44.000,2022-07-16 00:35:44,595.0,7.0,151.0,42.0,39.0,131.0,3749.0,2022-04-01 19:56:01.000,2.4.1,26.0,7.0,29,True,18.0,alive-progress,conda-forge/alive-progress,,1182.0,1073.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,109.0,87844.0,88429.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,18155.0,3.0,,,,,,,,,,,,,,,,,,,,
104,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-09-06 10:40:56.000,2022-08-02 10:40:45,1083.0,17.0,103.0,29.0,242.0,237.0,1808.0,2022-02-23 11:36:30.000,3.7.1,46.0,57.0,29,True,113.0,flit,conda-forge/flit,,232.0,,https://pypi.org/project/flit,2022-02-23 11:36:30.000,232.0,233041.0,234909.0,https://anaconda.org/conda-forge/flit,2022-02-23 15:12:56.087,125162.0,3.0,,,,,,,,,,,,,,,,,,,,
105,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2022-09-08 12:54:10.000,2022-09-08 12:54:09,689.0,27.0,56.0,13.0,52.0,49.0,964.0,2022-08-03 08:13:12.269,1.3.6,21.0,27.0,29,True,20.0,yappi,conda-forge/yappi,,979.0,637.0,https://pypi.org/project/yappi,2022-05-20 09:48:23.000,342.0,1199486.0,1201342.0,https://anaconda.org/conda-forge/yappi,2022-08-03 12:07:32.069,116975.0,2.0,,,,,,,,,,,,,,,,,,,,
106,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-09-08 00:06:39.000,2022-09-07 07:52:05,1402.0,64.0,195.0,25.0,756.0,711.0,956.0,2022-06-22 04:29:28.000,6.11.1,48.0,98.0,29,True,59.0,cx_freeze,conda-forge/cx_freeze,,35.0,,https://pypi.org/project/cx_freeze,2022-06-22 04:29:28.000,35.0,38524.0,41905.0,https://anaconda.org/conda-forge/cx_freeze,2022-06-22 07:50:25.583,148802.0,2.0,,,,,,,,,,,,,,,,,,,,
107,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-08-08 11:26:59.000,2022-08-08 11:25:05,700.0,19.0,95.0,18.0,91.0,93.0,923.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,29,True,40.0,pylama,,,4818.0,4218.0,https://pypi.org/project/pylama,2022-03-11 14:17:31.000,600.0,140802.0,140802.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
108,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-07-11 14:07:52.240,2022-07-10 18:13:46,353.0,4.0,65.0,17.0,136.0,70.0,903.0,2022-07-10 18:13:03.547,0.9.5,27.0,40.0,29,True,47.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],13166.0,10557.0,https://pypi.org/project/pytest-sugar,2022-07-10 18:13:03.547,2609.0,801588.0,804026.0,https://anaconda.org/conda-forge/pytest-sugar,2022-07-11 14:07:52.240,148732.0,3.0,,,,,,,,,,,,,,,,,,,,
109,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-09-06 01:18:01.000,2022-04-12 08:30:29,619.0,,108.0,17.0,171.0,160.0,528.0,2022-03-26 22:16:11.000,2.5.3,53.0,64.0,29,True,39.0,pylint-django,conda-forge/pylint-django,['pylint'],19920.0,18755.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,1165.0,726342.0,727771.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,103913.0,2.0,212.0,,,,,,,,,,,,,,,,,,,
110,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-07-19 21:41:35.000,2022-01-24 01:11:19,143.0,,46.0,15.0,56.0,36.0,502.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,29,True,12.0,mccabe,conda-forge/mccabe,,310717.0,294845.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15872.0,23539443.0,23607623.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,5113553.0,1.0,,,,,,,,,,,,,,,,,,,,
111,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-09-06 05:13:03.000,2022-09-06 05:13:03,240.0,17.0,87.0,10.0,110.0,118.0,441.0,2022-08-08 07:12:04.320,1.19.2,47.0,44.0,29,True,25.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1437.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-07-31 19:28:05.288,1437.0,707335.0,713351.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2022-08-08 10:44:03.261,348975.0,2.0,,,,,,,,,,,,,,,,,,,,
112,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-08-10 16:45:07.000,2022-08-10 16:41:28,230.0,3.0,105.0,21.0,60.0,41.0,420.0,2022-08-10 16:47:16.981,1.6.0,30.0,37.0,29,True,12.0,ddt,conda-forge/ddt,,5741.0,4420.0,https://pypi.org/project/ddt,2022-05-24 02:14:19.000,1321.0,274597.0,275695.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,72478.0,3.0,,,,,,,,,,,,,,,,,,,,
113,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2022-08-22 19:55:12.624,2022-08-19 19:21:52,253.0,5.0,74.0,13.0,118.0,76.0,397.0,2022-08-19 19:25:26.278,0.13.2,26.0,34.0,29,False,17.0,pep8-naming,conda-forge/pep8-naming,,17426.0,15674.0,https://pypi.org/project/pep8-naming,2022-06-02 15:46:24.000,1752.0,1370922.0,1373943.0,https://anaconda.org/conda-forge/pep8-naming,2022-08-22 19:55:12.624,238686.0,2.0,,,,,,,,,,,,,,,,,,,,
114,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-07-15 06:04:03.000,2022-07-15 06:04:03,201.0,1.0,52.0,19.0,104.0,86.0,214.0,2022-05-21 21:30:52.000,1.5.4,34.0,25.0,29,True,3.0,typed_ast,conda-forge/typed-ast,,5487.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5487.0,11991821.0,12081071.0,https://anaconda.org/conda-forge/typed-ast,2022-05-22 13:55:44.801,5265771.0,2.0,,,,,,,,,,,,,,,,,,,,
115,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2022-09-08 13:31:30.000,2022-09-01 16:23:17,810.0,83.0,252.0,53.0,127.0,53.0,9194.0,2022-08-30 16:44:23.000,1.3.1,7.0,21.0,28,True,7.0,memray,conda-forge/memray,,31.0,30.0,https://pypi.org/project/memray,2022-05-16 23:52:50.000,1.0,40995.0,42050.0,https://anaconda.org/conda-forge/memray,2022-08-30 21:49:44.433,5278.0,3.0,,,,,,,,,,,,,,,,,,,,
116,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-09-08 14:43:01.000,2022-09-05 08:46:57,2084.0,160.0,195.0,39.0,925.0,626.0,3603.0,2022-07-26 16:08:19.000,2022.07.26,95.0,88.0,28,True,364.0,,conda-forge/mamba,,,,,,,,97402.0,https://anaconda.org/conda-forge/mamba,2022-08-23 21:14:30.905,4090902.0,3.0,,,,,,,,,,,,,,,,,,,,
117,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-06-28 17:30:47.000,2022-06-28 17:30:47,685.0,14.0,351.0,74.0,146.0,109.0,3549.0,2021-12-18 13:42:24.000,0.60.0,58.0,98.0,28,True,115.0,memory_profiler,conda-forge/memory_profiler,,173.0,,https://pypi.org/project/memory_profiler,2021-12-18 13:42:24.000,173.0,560229.0,563029.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,212809.0,3.0,,,,,,,,,,,,,,,,,,,,
118,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3152.0,2371.0,3372.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,835.0,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,529.0,530.0,,,,2.0,152.0,,,,,,,,,,,,,,,,,,,
119,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2022-09-07 08:19:07.000,2022-09-07 08:18:14,1966.0,178.0,137.0,28.0,501.0,717.0,3069.0,2022-08-30 02:25:58.000,2.1.3,131.0,72.0,28,True,24.0,pdm,conda-forge/pdm,,2.0,,https://pypi.org/project/pdm,2022-07-02 11:37:49.000,2.0,72611.0,75032.0,https://anaconda.org/conda-forge/pdm,2022-08-31 13:22:43.363,29054.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
120,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-07-27 21:17:26.000,2022-07-27 21:17:25,694.0,7.0,106.0,21.0,126.0,147.0,2236.0,2022-07-03 20:36:39.000,2.5,44.0,33.0,28,True,19.0,vulture,conda-forge/vulture,,2115.0,1893.0,https://pypi.org/project/vulture,2022-07-03 20:36:20.000,222.0,356168.0,356962.0,https://anaconda.org/conda-forge/vulture,2022-05-20 07:12:50.897,57966.0,2.0,,,,,,,,,,,,,,,,,,,,
121,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2022-07-29 13:29:19.248,2022-02-23 21:20:41,987.0,,98.0,17.0,61.0,79.0,960.0,2021-12-15 15:32:37.134,0.0.1,42.0,35.0,28,True,87.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],3840.0,3241.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,599.0,489949.0,508492.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-07-29 13:29:19.248,1446378.0,3.0,,,,,,,,,,,,,,,,,,,,
122,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-09-08 05:09:55.000,2022-08-18 06:28:05,490.0,14.0,120.0,20.0,360.0,257.0,874.0,2022-08-08 00:29:01.111,2022.8.7,23.0,78.0,28,True,33.0,nox,conda-forge/nox,['pytest'],189.0,3.0,https://pypi.org/project/nox,2022-01-07 23:34:01.000,186.0,1476689.0,1478806.0,https://anaconda.org/conda-forge/nox,2022-09-05 20:15:07.830,99512.0,3.0,,,,,,,,,,,,,,,,,,,wntrblm/nox,
123,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2022-09-02 18:13:03.683,2022-09-02 13:28:34,456.0,18.0,105.0,20.0,111.0,70.0,835.0,2022-09-02 13:35:06.105,3.4.1,26.0,49.0,28,False,18.0,prettytable,conda-forge/prettytable,,654.0,,https://pypi.org/project/prettytable,2022-05-05 15:21:28.000,654.0,6305733.0,6316523.0,https://anaconda.org/conda-forge/prettytable,2022-09-02 18:13:03.683,809307.0,3.0,,,,,,,,,,,,,,,,,,,,
