,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
122,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2025-11-03 20:57:10.317,2021-06-11 10:22:09,273.0,,45.0,10.0,39.0,52.0,558.0,2021-06-11 10:24:04.382,15.0.1,63.0,17.0,36.0,30,False,,coloredlogs,anaconda/coloredlogs,84994.0,83065.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,1929.0,40320776.0,40320998.0,https://anaconda.org/anaconda/coloredlogs,2025-11-03 20:57:10.317,22488.0,3.0,,,,,,,,,,,,,,,,,,,,
123,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2025-06-01 20:57:08.000,2025-06-01 20:57:08,409.0,,427.0,154.0,79.0,231.0,10858.0,2021-12-22 19:23:21.000,1.0.68,53.0,36.0,90.0,29,True,,bpytop,conda-forge/bpytop,240.0,239.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,10285.0,10730.0,https://anaconda.org/conda-forge/bpytop,2025-04-22 14:57:45.970,26708.0,3.0,,,,,,,,,,,,,,,,,,,,
124,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2025-03-13 15:39:41.000,2025-01-06 20:58:21,1449.0,,514.0,46.0,602.0,246.0,4420.0,2024-05-06 18:05:06.000,1.5.0,38.0,87.0,125.0,29,False,,detect-secrets,,95.0,,https://pypi.org/project/detect-secrets,2024-05-06 17:46:16.000,95.0,2660449.0,2660449.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
125,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827,2024-10-20 09:52:52,549.0,,132.0,32.0,102.0,146.0,1932.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,41.0,29,False,,radon,conda-forge/radon,7565.0,7348.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,217.0,2907098.0,2908808.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,112885.0,2.0,,,,,,,,,,,,,,,,,,,,
126,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2025-11-09 19:28:27.412,2025-11-09 17:26:00,1092.0,,127.0,18.0,90.0,95.0,1408.0,2025-11-09 18:48:39.000,5.2.3,50.0,51.0,120.0,29,True,,pytest-benchmark,conda-forge/pytest-benchmark,1871.0,,https://pypi.org/project/pytest-benchmark,2025-11-09 18:48:39.000,1871.0,7208412.0,7257026.0,https://anaconda.org/conda-forge/pytest-benchmark,2025-11-09 19:28:27.412,2819616.0,3.0,['pytest'],,,,,,,,,,,,,,,,,,,
127,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2026-02-11 23:05:16.000,2026-02-11 23:05:14,725.0,10.0,32.0,2.0,633.0,67.0,692.0,2025-09-12 15:22:58.000,4.0.1,36.0,20.0,9.0,29,True,,pytest-randomly,conda-forge/pytest-randomly,12256.0,11487.0,https://pypi.org/project/pytest-randomly,2025-09-12 15:22:58.000,769.0,4717939.0,4724950.0,https://anaconda.org/conda-forge/pytest-randomly,2025-04-22 14:58:02.951,364584.0,3.0,,,,,,,,,,,,,,,,,,,,
128,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a hot-reload web server.,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2025-12-16 13:12:50.000,2025-12-16 13:12:50,401.0,1.0,91.0,17.0,96.0,94.0,602.0,2025-08-25 18:44:54.000,2025.8.25,25.0,37.0,20.0,29,True,sphinx-doc/sphinx-autobuild,sphinx-autobuild,conda-forge/sphinx-autobuild,33191.0,30909.0,https://pypi.org/project/sphinx-autobuild,2025-08-25 18:44:54.000,2282.0,4793526.0,4800885.0,https://anaconda.org/conda-forge/sphinx-autobuild,2025-11-04 15:27:59.755,456278.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
129,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2026-02-11 22:49:59.000,2026-02-11 22:49:58,679.0,8.0,23.0,6.0,578.0,56.0,469.0,2025-09-09 22:37:17.000,3.17.0,42.0,16.0,6.0,29,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,30293.0,29512.0,https://pypi.org/project/flake8-comprehensions,2025-09-09 22:37:17.000,781.0,1471321.0,1485876.0,https://anaconda.org/conda-forge/flake8-comprehensions,2025-09-10 17:55:03.656,989781.0,2.0,['flake8'],,,,,,,,,,,,,,,,,,,
130,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2026-01-05 17:23:34.000,2026-01-05 17:23:32,704.0,8.0,170.0,29.0,411.0,157.0,344.0,2025-12-02 16:39:11.000,1.10.0,35.0,91.0,129.0,29,False,,numpydoc,conda-forge/numpydoc,3586.0,,https://pypi.org/project/numpydoc,2025-12-02 16:39:11.000,3586.0,1540976.0,1601162.0,https://anaconda.org/conda-forge/numpydoc,2025-12-02 22:48:01.622,4152878.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
131,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2026-02-11 20:43:46.000,2026-02-11 11:48:06,1098.0,2.0,67.0,31.0,7.0,,241.0,2025-11-06 17:24:29.000,8.0.0,43.0,191.0,,29,True,,hacking,,8012.0,7903.0,https://pypi.org/project/hacking,2025-11-06 17:24:29.000,109.0,114802.0,114802.0,,,,2.0,['flake8'],,,,,,,,,,,,,,,,,,,
132,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2025-10-25 14:27:21.036,2025-10-25 13:31:10,399.0,,206.0,7.0,99.0,58.0,185.0,2025-10-25 13:31:06.000,7.0.0,45.0,40.0,2.0,29,True,,flake8-isort,conda-forge/flake8-isort,29114.0,28485.0,https://pypi.org/project/flake8-isort,2025-10-25 13:31:06.000,629.0,1367183.0,1368634.0,https://anaconda.org/conda-forge/flake8-isort,2025-10-25 14:27:21.036,97232.0,2.0,['flake8'],,,,,,,,,,,,,,,,,,,
133,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2018-06-28 14:01:33.000,2025-12-04 21:58:46.357,2018-06-28 13:35:12,500.0,,387.0,4.0,1.0,,4539.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,,28,False,,memory_profiler,conda-forge/memory_profiler,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,464.0,4606953.0,4674668.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,4333769.0,3.0,,,,,,,,,,,,,,,,,,,,
134,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2024-06-29 14:21:40.000,2023-11-01 17:50:44,3337.0,,599.0,84.0,534.0,170.0,1761.0,2016-11-25 22:13:29.000,4.0.515,36.0,388.0,123.0,28,False,,diamond,,221.0,215.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,6.0,4325.0,4325.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
135,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2025-11-13 21:59:58.000,2025-11-13 21:59:58,815.0,,78.0,13.0,114.0,68.0,1687.0,2025-10-24 11:16:16.000,1.7.3,28.0,35.0,25.0,28,True,,yappi,conda-forge/yappi,1710.0,1636.0,https://pypi.org/project/yappi,2025-10-24 11:16:16.000,74.0,1940648.0,1946111.0,https://anaconda.org/conda-forge/yappi,2025-10-28 10:38:38.599,349686.0,3.0,,,,,,,,,,,,,,,,,,,,
136,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2025-11-03 14:02:49.000,2025-11-03 14:02:49,647.0,,144.0,8.0,130.0,237.0,1190.0,2025-03-20 22:53:51.000,0.11.6,41.0,69.0,106.0,28,True,,pdoc3,anaconda/pdoc3,5544.0,5055.0,https://pypi.org/project/pdoc3,2025-03-20 22:53:51.000,489.0,494286.0,494320.0,https://anaconda.org/anaconda/pdoc3,2025-10-17 12:08:52.752,2613.0,3.0,,,,,,,,,,,,,,,,,,,,
137,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2025-12-01 07:34:04.000,2025-12-01 07:33:38,407.0,9.0,73.0,20.0,91.0,140.0,954.0,2025-12-01 07:48:45.000,2.2.0,95.0,29.0,35.0,28,True,,pytest-testmon,conda-forge/pytest-testmon,1605.0,1546.0,https://pypi.org/project/pytest-testmon,2025-12-01 07:30:23.000,59.0,1448118.0,1449274.0,https://anaconda.org/conda-forge/pytest-testmon,2025-04-22 14:56:46.735,111031.0,3.0,['pytest'],,,,,,,,,,,,,,,,,,,
138,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2026-01-23 05:52:41.000,2025-12-05 15:44:02,673.0,3.0,83.0,11.0,214.0,81.0,952.0,2024-03-13 03:42:45.000,2.3.1,61.0,39.0,42.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,1003.0,,https://pypi.org/project/autoflake,2024-03-13 03:41:26.000,1003.0,4375330.0,4386707.0,https://anaconda.org/conda-forge/autoflake,2025-07-28 21:36:26.374,648528.0,2.0,,,,,,,,,,,,,,,,,,,,
139,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2026-02-12 14:23:26.000,2026-02-12 14:23:25,688.0,3.0,115.0,23.0,187.0,69.0,800.0,2023-10-22 15:51:05.000,V2.1.0,25.0,47.0,26.0,28,False,,pyhamcrest,conda-forge/pyhamcrest,42865.0,42550.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,315.0,4254092.0,4266217.0,https://anaconda.org/conda-forge/pyhamcrest,2025-04-22 14:56:22.885,606293.0,3.0,,,,,,,,,,,,,,,,,,,,
140,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2026-02-11 22:49:53.000,2026-02-11 22:49:51,513.0,10.0,45.0,8.0,335.0,72.0,676.0,2025-09-08 15:33:17.000,1.20.0,31.0,26.0,9.0,28,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,1627.0,1508.0,https://pypi.org/project/blacken-docs,2025-09-08 15:33:17.000,119.0,269880.0,270746.0,https://anaconda.org/conda-forge/blacken-docs,2025-09-08 21:36:16.747,58027.0,3.0,,,,,,,,,,,,,,,,,,,,
141,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2026-02-10 10:40:51.000,2026-02-10 10:40:47,2082.0,36.0,176.0,49.0,341.0,277.0,611.0,2025-11-25 12:17:30.000,5.1.1,152.0,100.0,121.0,28,False,,zc.buildout,conda-forge/zc.buildout,121.0,,https://pypi.org/project/zc.buildout,2026-02-10 10:40:39.000,121.0,48078.0,49743.0,https://anaconda.org/conda-forge/zc.buildout,2025-04-22 14:58:01.521,88247.0,3.0,,,,,,,,,,,,,,,,,,,,
142,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2026-01-13 20:03:22.000,2026-01-11 20:59:38,625.0,1.0,85.0,7.0,160.0,151.0,583.0,2025-05-11 04:54:03.000,1.7.7,64.0,40.0,25.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,4730.0,4425.0,https://pypi.org/project/docformatter,2025-05-11 04:54:03.000,305.0,1171094.0,1175899.0,https://anaconda.org/conda-forge/docformatter,2025-05-11 20:23:47.641,312269.0,3.0,,60.0,,,,,,,,,,,,,,,,,,
143,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2025-05-06 21:53:54.000,2025-05-06 21:53:53,286.0,,268.0,13.0,146.0,83.0,528.0,2025-05-05 20:43:43.000,0.15.1,31.0,37.0,21.0,28,False,,pep8-naming,conda-forge/pep8-naming,59868.0,59032.0,https://pypi.org/project/pep8-naming,2025-05-05 20:43:11.000,836.0,2159723.0,2167902.0,https://anaconda.org/conda-forge/pep8-naming,2025-05-06 21:46:36.863,548041.0,2.0,,,,,,,,,,,,,,,,,,,,
144,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2025-04-22 14:57:12.196,2021-10-18 03:34:23,504.0,,41.0,5.0,61.0,95.0,483.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,71.0,28,False,,darglint,conda-forge/darglint,22850.0,22560.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,290.0,714670.0,716413.0,https://anaconda.org/conda-forge/darglint,2025-04-22 14:57:12.196,118562.0,2.0,,,,,,,,,,,,,,,,,,,,
145,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2026-01-25 11:45:25.000,2026-01-25 11:45:17,947.0,6.0,42.0,12.0,41.0,314.0,421.0,2025-11-29 11:54:56.000,0.28.9,51.0,31.0,220.0,28,True,,py2app,,5576.0,5539.0,https://pypi.org/project/py2app,2025-11-29 11:54:09.000,37.0,39485.0,39485.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
146,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2025-04-22 14:56:37.697,2019-12-22 18:11:19,86.0,,53.0,9.0,37.0,22.0,229.0,2019-12-22 18:12:11.000,1.6.3,11.0,11.0,25.0,28,False,,astunparse,conda-forge/astunparse,169003.0,168320.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,683.0,15990535.0,16044825.0,https://anaconda.org/conda-forge/astunparse,2025-04-22 14:56:37.697,3311698.0,2.0,,,,,,,,,,,,,,,,,,,,
147,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2025-11-30 12:53:57.736,2025-11-29 15:24:18,128.0,3.0,38.0,10.0,64.0,39.0,146.0,2025-11-29 15:30:03.000,0.7.0,24.0,11.0,,28,True,,gast,conda-forge/gast,215866.0,215335.0,https://pypi.org/project/gast,2025-11-29 15:30:03.000,531.0,20205931.0,20263793.0,https://anaconda.org/conda-forge/gast,2025-11-30 12:53:57.736,3818950.0,2.0,,,,,,,,,,,,,,,,,,,,
148,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2025-06-29 22:40:49.000,2025-06-29 22:34:16,438.0,,515.0,161.0,171.0,174.0,10311.0,2025-06-29 22:40:49.000,0.15.3.0,96.0,45.0,169.0,27,True,,gdbgui,,507.0,505.0,https://pypi.org/project/gdbgui,2025-06-29 22:39:12.000,2.0,9440.0,9741.0,,,,3.0,,20193.0,,,,,,,,,,,,,,,,,,
149,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2024-12-24 01:04:30.000,2024-11-03 22:09:40,6749.0,,251.0,61.0,137.0,236.0,6069.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,335.0,27,False,,pyoxidizer,,159.0,157.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,30154.0,30520.0,,,,3.0,,26749.0,,,,,,,,,,,,,,,,,,
150,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000,2021-06-11 17:11:55,4487.0,,1356.0,94.0,3155.0,2374.0,3586.0,2017-05-30 10:07:57.000,0.11.1,731.0,484.0,835.0,27,False,,coala-bears,,19.0,13.0,https://pypi.org/project/coala-bears,2023-12-02 01:06:08.134,6.0,7455.0,7456.0,,,,3.0,,252.0,,,,,,,,,,,,,,,,,,
151,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,155.0,36.0,120.0,2099.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,183.0,27,False,,uiautomator,,326.0,314.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,12.0,92330.0,92330.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
152,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2026-01-21 08:04:16.861,2022-07-14 18:31:38,706.0,,74.0,16.0,324.0,127.0,1453.0,2025-07-18 09:36:01.000,0.11.7,32.0,41.0,107.0,27,False,,pdbpp,conda-forge/pdbpp,624.0,,https://pypi.org/project/pdbpp,2026-01-19 10:56:53.000,624.0,1172338.0,1177245.0,https://anaconda.org/conda-forge/pdbpp,2026-01-21 08:04:16.861,269908.0,3.0,,,,,,,,,,,,,,,,,,,,
153,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2025-06-07 07:19:44.000,2025-06-07 07:19:43,497.0,,89.0,10.0,66.0,56.0,1394.0,2021-12-22 16:55:15.000,1.0.1,18.0,30.0,60.0,27,True,,pympler,conda-forge/pympler,259.0,,https://pypi.org/project/pympler,2024-06-28 19:56:05.000,259.0,6345409.0,6355445.0,https://anaconda.org/conda-forge/pympler,2025-04-22 14:56:33.462,642312.0,3.0,,,,,,,,,,,,,,,,,,,,
154,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2026-01-02 09:41:41.000,2025-10-19 04:53:06,906.0,,63.0,23.0,131.0,73.0,1269.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,44.0,27,True,,wily,,285.0,283.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,2.0,79565.0,79565.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
155,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2025-04-22 14:56:33.663,2024-03-30 08:11:44,267.0,,106.0,22.0,116.0,89.0,860.0,2019-12-10 01:50:33.000,0.8.1,14.0,35.0,32.0,27,False,,astor,conda-forge/astor,618.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,618.0,10742082.0,10938645.0,https://anaconda.org/conda-forge/astor,2025-04-22 14:56:33.663,2751883.0,3.0,,,,,,,,,,,,,,,,,,,,
156,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2025-10-27 19:45:10.410,2024-11-12 22:24:34,1157.0,,75.0,22.0,98.0,180.0,805.0,2024-04-18 23:54:19.000,4.0.2,149.0,40.0,8.0,27,False,,green,conda-forge/green,1489.0,1363.0,https://pypi.org/project/green,2024-04-18 23:54:19.000,126.0,24897.0,29843.0,https://anaconda.org/conda-forge/green,2025-10-27 19:45:10.410,331442.0,3.0,,,,,,,,,,,,,,,,,,,,
157,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2026-02-02 21:07:19.000,2024-05-20 16:10:07,243.0,,49.0,5.0,125.0,37.0,659.0,2024-04-07 22:30:44.000,1.7.0,16.0,17.0,37.0,27,False,,interrogate,,9303.0,8917.0,https://pypi.org/project/interrogate,2024-04-07 22:30:44.000,386.0,817774.0,817774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
158,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2026-02-10 18:45:37.101,2026-02-10 16:42:02,1438.0,47.0,176.0,28.0,728.0,400.0,496.0,2026-02-10 18:04:38.000,3.15.0,50.0,78.0,41.0,27,True,,,constructor,27.0,27.0,,,,,310.0,https://anaconda.org/anaconda/constructor,2026-02-10 18:45:37.101,36877.0,3.0,,289.0,,,,,,,,,,,,,,,,,,
159,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2025-04-22 14:57:01.909,2024-06-04 10:45:11,262.0,,25.0,10.0,38.0,5.0,468.0,2024-05-31 16:57:41.000,1.1.3,42.0,14.0,5.0,27,False,explosion/wasabi,wasabi,conda-forge/wasabi,69111.0,68900.0,https://pypi.org/project/wasabi,2024-05-31 16:56:16.000,211.0,16486199.0,16514700.0,https://anaconda.org/conda-forge/wasabi,2025-04-22 14:57:01.909,1938086.0,3.0,,,,,,,,,,,,,,,,,,,,
160,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2025-04-22 14:56:33.025,2024-02-26 01:33:26,235.0,,112.0,20.0,67.0,46.0,443.0,2024-02-26 01:36:32.000,1.7.2,34.0,38.0,13.0,27,False,,ddt,conda-forge/ddt,6742.0,6530.0,https://pypi.org/project/ddt,2024-02-26 01:36:32.000,212.0,1401476.0,1405649.0,https://anaconda.org/conda-forge/ddt,2025-04-22 14:56:33.025,171128.0,3.0,,,,,,,,,,,,,,,,,,,,
161,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2026-02-09 18:30:25.000,2026-02-09 18:30:23,1011.0,60.0,24.0,3.0,603.0,84.0,413.0,2025-11-30 12:11:25.000,0.38.1,57.0,18.0,48.0,27,True,,nitpick,,1391.0,1365.0,https://pypi.org/project/nitpick,2025-11-30 12:11:22.000,26.0,11682.0,11682.0,,,,3.0,['flake8'],12.0,,,,,,,,,,,,,,,,,,
162,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2026-01-05 10:39:27.000,2026-01-05 10:37:02,629.0,6.0,39.0,5.0,77.0,77.0,294.0,,,45.0,23.0,23.0,27,True,,check-manifest,conda-forge/check-manifest,17064.0,12036.0,https://pypi.org/project/check-manifest,2025-10-15 11:15:46.000,5028.0,726712.0,729589.0,https://anaconda.org/conda-forge/check-manifest,2025-10-15 12:22:44.579,187065.0,3.0,,,,,,,,,,,,,,,,,,,,
163,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2021-02-11 03:06:29.408,2026-01-07 18:57:56.000,2025-12-17 20:48:46,658.0,8.0,47.0,,,,206.0,2025-12-17 20:56:07.000,1.0.8,43.0,27.0,,27,True,,asteval,conda-forge/asteval,193.0,,https://pypi.org/project/asteval,2025-12-17 20:56:07.000,193.0,3534127.0,3548047.0,https://anaconda.org/conda-forge/asteval,2025-12-18 05:36:51.516,835258.0,3.0,,,,,,,,,,,,,,,,,,,,
