,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-08-04 05:39:06.000,2022-08-02 22:43:32,19547.0,378.0,1717.0,136.0,4619.0,5133.0,4816.0,2022-07-26 21:26:02.000,5.1.1,167.0,744.0,44,True,sphinx,conda-forge/sphinx,['sphinx'],1035.0,273544.0,213583.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,59961.0,7741890.0,7821346.0,https://anaconda.org/conda-forge/sphinx,2022-08-02 16:24:50.107,5720903.0,1.0,,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-08-04 14:34:27.000,2022-08-04 12:48:22,3348.0,192.0,1296.0,529.0,776.0,808.0,38950.0,2022-07-11 14:38:05.650,12.5.1,167.0,183.0,43,True,rich,conda-forge/rich,,75.0,26866.0,24741.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,2125.0,12623405.0,12677255.0,https://anaconda.org/conda-forge/rich,2022-07-11 20:48:09.934,1346270.0,1.0,,,,,,,,,,,,,,,,,,,,
12,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-08-04 14:21:17.000,2022-08-04 08:56:48,7562.0,137.0,1752.0,363.0,1472.0,3294.0,23164.0,2022-07-24 11:14:00.842,2022.7.24,316.0,422.0,41,True,pipenv,conda-forge/pipenv,,429.0,1242.0,,https://pypi.org/project/pipenv,2022-07-04 21:30:18.000,1242.0,5351308.0,5353055.0,https://anaconda.org/conda-forge/pipenv,2022-07-25 01:25:46.603,59429.0,1.0,,-2.0,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-07-31 02:56:02.000,2022-04-04 01:25:49,1924.0,,1123.0,203.0,477.0,554.0,22593.0,2022-04-04 17:56:45.000,4.64.0,129.0,112.0,41,True,tqdm,conda-forge/tqdm,,345.0,332391.0,310409.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,21982.0,40984411.0,41160863.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,13044439.0,1.0,9498.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-07-30 01:52:12.683828,2.0,4036.0,,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-08-03 16:54:09.000,2022-08-03 16:54:09,1655.0,10.0,2046.0,229.0,1023.0,1580.0,14654.0,2022-07-19 07:28:26.000,1.3.1,52.0,219.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],135.0,27409.0,23659.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,980449.0,982964.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,191185.0,1.0,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-08-02 22:26:09.000,2022-07-30 20:48:29,8447.0,80.0,1817.0,233.0,2000.0,4328.0,9385.0,2022-07-30 20:10:36.000,5.3,40.0,434.0,41,True,pyinstaller,conda-forge/pyinstaller,,283.0,29387.0,29198.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,814916.0,826328.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,335193.0,1.0,729865.0,4.0,,,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-08-03 04:04:41.000,2022-07-29 21:55:56,13609.0,132.0,1971.0,474.0,574.0,3652.0,7166.0,2022-05-16 07:56:15.000,5.0.1,90.0,167.0,41,True,robotframework,conda-forge/robotframework,,231.0,6736.0,5688.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1048.0,1236877.0,1238470.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,87389.0,1.0,539.0,,,,,,,,,,,,,,,,,,,
17,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-08-04 13:46:33.000,2022-08-04 08:39:15,578.0,46.0,942.0,158.0,1145.0,1158.0,4220.0,2022-07-27 21:06:41.000,20.16.2,190.0,224.0,41,True,virtualenv,conda-forge/virtualenv,,74.0,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,30391836.0,30427293.0,https://anaconda.org/conda-forge/virtualenv,2022-07-28 10:29:25.091,2304731.0,1.0,,,,,,,,,,,,,,,,,,,,
18,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-08-03 23:21:36.000,2022-08-03 23:19:37,2266.0,50.0,221.0,29.0,243.0,1383.0,2196.0,2022-08-03 23:23:36.795,5.0.4,86.0,164.0,41,True,flake8,conda-forge/flake8,,27.0,319289.0,277390.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,41899.0,16356533.0,16417689.0,https://anaconda.org/conda-forge/flake8,2022-08-02 21:07:27.391,4525612.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
19,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-08-04 09:29:47.000,2022-08-03 19:45:39,2429.0,281.0,1659.0,175.0,1810.0,3123.0,20815.0,2022-07-08 14:37:01.048,1.1.14,147.0,375.0,40,True,poetry,conda-forge/poetry,,1258.0,155.0,,https://pypi.org/project/poetry,2022-06-06 21:41:00.000,155.0,7725040.0,7988047.0,https://anaconda.org/conda-forge/poetry,2022-07-13 15:37:10.192,540668.0,1.0,13302643.0,,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-08-03 05:02:44.000,2022-08-03 05:02:43,12367.0,386.0,519.0,67.0,2133.0,1252.0,6122.0,2022-08-02 07:05:44.000,hypothesis-python-6.54.1,987.0,293.0,40,True,hypothesis,conda-forge/hypothesis,,44.0,15504.0,13530.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,1974.0,3457436.0,3539806.0,https://anaconda.org/conda-forge/hypothesis,2022-08-02 09:48:44.972,6013021.0,1.0,,,,,,,,,,,,,,,,,,,,
21,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-08-04 00:30:11.000,2022-08-03 21:00:36,15995.0,85.0,1181.0,196.0,3145.0,7548.0,4803.0,2022-08-03 21:03:44.000,4.14.0,100.0,393.0,40,True,conda,conda-forge/conda,,1423.0,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,169312.0,581791.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,29698550.0,1.0,,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-08-03 18:54:48.000,2022-08-03 18:54:47,7681.0,623.0,880.0,71.0,2916.0,3742.0,4127.0,2022-07-17 19:47:47.777,2.14.5,149.0,468.0,40,True,pylint,conda-forge/pylint,,620.0,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,12039627.0,12081661.0,https://anaconda.org/conda-forge/pylint,2022-07-18 15:21:37.621,3026495.0,1.0,,,,,,,,,,,,,,,,,,,,
23,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-08-03 15:42:08.000,2022-08-02 14:26:17,2100.0,25.0,423.0,42.0,1034.0,1295.0,2921.0,2022-06-29 23:25:56.000,3.25.1,130.0,261.0,40,True,tox,conda-forge/tox,['pytest'],61.0,81947.0,61083.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20864.0,5026390.0,5034826.0,https://anaconda.org/conda-forge/tox,2022-06-30 13:54:22.394,497774.0,1.0,,,,,,,,,,,,,,,,,,,,
24,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-08-04 10:18:13.000,2022-08-04 10:15:19,4419.0,172.0,2367.0,103.0,1966.0,1468.0,10564.0,2022-07-20 15:39:25.000,8.4.0rc1,269.0,160.0,39,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],12.0,16760.0,15495.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1099424.0,1102747.0,https://anaconda.org/conda-forge/mkdocs-material,2022-07-04 17:42:43.758,129623.0,1.0,,,,,,,,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-08-02 00:06:49.000,2022-08-02 00:06:48,2258.0,37.0,617.0,76.0,922.0,1504.0,8570.0,2022-07-11 00:58:54.000,2.20.0,169.0,140.0,39,True,pre-commit,conda-forge/pre-commit,,21.0,59666.0,56218.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,6177366.0,6223060.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1586088.0,1.0,96555.0,,,,,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-07-15 07:36:27.000,2022-07-15 07:36:27,8268.0,3.0,460.0,113.0,557.0,1262.0,5200.0,2021-11-17 00:47:47.000,0.18.1,31.0,150.0,39,True,jedi,conda-forge/jedi,,42.0,222452.0,214193.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8259.0,14531084.0,14680407.0,https://anaconda.org/conda-forge/jedi,2022-04-04 10:29:34.532,10452661.0,1.0,,,,,,,,,,,,,,,,,,,,
27,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-08-03 18:10:43.000,2022-05-20 06:58:02,3909.0,21.0,459.0,39.0,850.0,1017.0,5048.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,38,True,isort,conda-forge/isort,,91.0,275130.0,260262.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,14868.0,20656717.0,20703591.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3421859.0,2.0,,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-08-04 14:40:14.000,2022-08-04 14:40:13,1457.0,45.0,295.0,58.0,850.0,544.0,1296.0,2022-07-28 11:30:07.255,1.9.0,154.0,137.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,163.0,23933.0,22918.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,16816115.0,16820851.0,https://anaconda.org/conda-forge/sentry-sdk,2022-07-28 15:35:52.380,208451.0,1.0,4393.0,,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-07-29 11:17:10.000,2022-07-29 11:17:03,4364.0,91.0,1296.0,492.0,539.0,1293.0,20926.0,2022-07-29 11:22:05.000,3.2.7,85.0,159.0,37,True,glances,conda-forge/glances,,221.0,528.0,478.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,183086.0,185215.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,163305.0,1.0,796.0,,,,,,,,,,,,,,,,,,,
30,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-08-01 16:44:23.000,2022-08-01 16:44:14,652.0,45.0,532.0,119.0,71.0,561.0,12436.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,37,True,loguru,conda-forge/loguru,,121.0,24563.0,23086.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1477.0,3486668.0,3500614.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,585750.0,2.0,,,,,,,,,,,,,,,,,,,,
31,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-08-03 23:13:35.000,2022-08-03 23:12:19,1311.0,26.0,657.0,121.0,426.0,570.0,4643.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,37,True,pycodestyle,conda-forge/pycodestyle,,119.0,249182.0,237820.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,23540466.0,23603751.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-01 12:55:31.354,4683108.0,1.0,,,,,,,,,,,,,,,,,,,,
32,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-08-03 09:34:21.000,2022-07-14 18:40:17,1285.0,28.0,447.0,58.0,339.0,432.0,4354.0,2022-03-04 07:43:44.000,1.7.4,35.0,158.0,37,True,bandit,conda-forge/bandit,,188.0,18498.0,17014.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2604679.0,2608695.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,156329.0,1.0,400.0,,,,,,,,,,,,,,,,,,,
33,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-07-30 19:45:14.299,2022-07-30 17:26:52,536.0,15.0,163.0,26.0,271.0,411.0,1159.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,37,True,pyflakes,conda-forge/pyflakes,,66.0,159136.0,145496.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,16742978.0,16803738.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4496260.0,1.0,,,,,,,,,,,,,,,,,,,,
34,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-07-14 22:18:06.000,2022-03-01 23:11:32,1205.0,,858.0,216.0,259.0,397.0,12710.0,2020-04-23 19:07:36.000,0.30.0,68.0,136.0,36,True,yapf,conda-forge/yapf,,352.0,36892.0,34803.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,1895119.0,1909832.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1088774.0,2.0,,,,,,,,,,,,,,,,,,,,
35,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-08-03 21:14:43.000,2022-08-03 21:14:43,5248.0,287.0,484.0,77.0,414.0,3046.0,8257.0,2022-08-03 03:09:54.000,1.1.265,344.0,78.0,36,True,,,,10.0,326.0,322.0,,,,,409505.0,,,,2.0,,-1.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-08-03 03:03:55.590,4.0,409505.0,,,,,,,,
36,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-08-02 10:00:28.000,2022-07-30 14:17:33,9677.0,547.0,401.0,123.0,250.0,1241.0,7234.0,2022-07-17 19:09:00.507,0.9.6,200.0,120.0,36,True,nuitka,conda-forge/nuitka,,203.0,654.0,617.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,67531.0,72357.0,https://anaconda.org/conda-forge/nuitka,2022-07-19 06:12:22.694,366841.0,1.0,,,,,,,,,,,,,,,,,,,,
37,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-08-01 21:32:35.000,2022-08-01 21:32:35,1741.0,40.0,525.0,103.0,787.0,733.0,6094.0,2022-06-30 09:26:49.000,6.8.0,104.0,173.0,36,True,pip-tools,conda-forge/pip-tools,,129.0,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,7910190.0,7911802.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,45140.0,2.0,,,,,,,,,,,,,,,,,,,,
38,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-08-02 14:25:39.000,2022-04-05 11:58:31,2743.0,,263.0,67.0,201.0,342.0,4111.0,2021-10-24 07:01:21.000,1.6.0,68.0,53.0,36,True,autopep8,conda-forge/autopep8,,95.0,133453.0,127846.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5607.0,3261150.0,3271578.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,771734.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-07-29 08:14:33.000,2022-07-29 08:14:33,2094.0,43.0,335.0,26.0,1450.0,929.0,1967.0,2022-03-11 19:01:02.000,0.16.1,54.0,172.0,36,True,wemake-python-styleguide,,,89.0,4015.0,3990.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,25.0,159442.0,159442.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-08-01 21:10:47.000,2022-07-27 16:17:56,897.0,27.0,173.0,33.0,219.0,215.0,1289.0,2021-10-04 01:48:57.000,3.0.0,43.0,78.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],115.0,167483.0,139069.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,14447195.0,14523288.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5859237.0,1.0,,,,,,,,,,,,,,,,,,,,
