,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,licnese
172,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,20,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2021-01-02 00:38:05.000,2021-01-02 00:37:37.000,160.0,2021-01-02 00:37:56.000,2.0.2,29.0,,,add-trailing-comma,11.0,,29.0,198.0,14.0,,9.0,https://pypi.org/project/add-trailing-comma,2021-01-02 00:37:56.000,14.0,2791.0,2791.0,,,,3.0,,,,,,,,
173,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2020-11-22 23:34:25.000,2019-10-22 13:19:39.000,129.0,2019-10-22 13:04:22.000,1.3.1,9.0,conda-forge/pytest-datadir,['pytest'],pytest-datadir,17.0,3.0,11.0,71.0,328.0,276.0,7.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,52.0,42711.0,43878.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,59559.0,3.0,,,,,,,,
174,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,20,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2020-12-22 01:59:58.000,2020-12-22 01:43:41.000,118.0,2020-12-22 02:04:30.000,2.5.0,16.0,,['mkdocs'],mkdocs-awesome-pages-plugin,17.0,,30.0,53.0,294.0,249.0,2.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000,45.0,9432.0,9432.0,,,,3.0,,,,,,,,
175,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2020-10-06 12:45:07.000,2020-10-01 09:23:01.000,111.0,2020-10-01 09:33:03.000,2.0.0,16.0,,,eradicate,18.0,4.0,13.0,164.0,156.0,,7.0,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000,156.0,71266.0,71266.0,,,,3.0,,,,,,,,
176,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2020-07-25 16:32:38.063,2020-07-25 16:06:31.000,82.0,2020-07-25 16:07:56.000,0.2.1,9.0,conda-forge/flake8-black,['flake8'],flake8-black,7.0,4.0,13.0,85.0,553.0,535.0,4.0,https://pypi.org/project/flake8-black,2020-07-25 16:07:56.000,18.0,76823.0,79942.0,https://anaconda.org/conda-forge/flake8-black,2020-07-25 16:32:38.063,59261.0,3.0,,,,,,,,
177,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,20,True,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2020-12-29 20:50:06.000,2020-08-29 05:51:08.000,57.0,2019-10-08 03:58:31.000,2.1.2,11.0,,['flake8'],flake8-bandit,13.0,3.0,7.0,44.0,132.0,,5.0,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000,132.0,67449.0,67449.0,,,,3.0,,,,,,,,
178,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,20,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2020-11-05 16:46:00.000,2019-08-07 13:44:00.000,53.0,2013-06-22 15:34:37.000,0.1.5,10.0,,,unify,10.0,6.0,3.0,69.0,205.0,190.0,5.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,15.0,14940.0,14940.0,,,,3.0,,,,,,,,
179,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,19,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2020-11-17 20:56:21.000,2020-11-17 20:56:15.000,1667.0,2019-10-26 03:38:01.000,2.0.0,13.0,,,icecream,33.0,9.0,26.0,176.0,2.0,,9.0,https://pypi.org/project/icecream,2019-10-26 03:30:15.000,2.0,2969.0,2969.0,,,,3.0,,,,,,,,
180,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,19,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2021-01-06 19:22:43.000,2020-10-31 06:49:18.000,692.0,2020-06-13 05:04:03.000,1.4.0,23.0,,,portray,49.0,18.0,20.0,201.0,4.0,,11.0,https://pypi.org/project/portray,2020-06-13 05:04:03.000,4.0,3055.0,3055.0,,,,3.0,,,,,,,,
181,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,19,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2020-10-31 17:54:07.000,2020-10-01 23:10:22.000,628.0,2020-09-02 06:33:11.000,1.19.0,45.0,,,wily,34.0,28.0,47.0,686.0,8.0,,14.0,https://pypi.org/project/wily,2020-09-02 06:33:11.000,8.0,2061.0,2061.0,,,,3.0,,,,,,,,
182,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2020-12-18 17:41:21.000,2019-05-10 19:18:48.000,370.0,2019-05-10 19:21:38.000,0.0.19,18.0,,,vex,23.0,2.0,38.0,200.0,35.0,19.0,3.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,16.0,590.0,590.0,,,,3.0,,,,,,,,
183,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,19,False,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2019-12-10 10:02:01.000,2019-12-10 10:01:59.000,301.0,2019-01-20 11:58:25.000,1.6.0,20.0,,,manhole,14.0,6.0,14.0,459.0,129.0,63.0,9.0,https://pypi.org/project/manhole,2019-01-20 11:58:25.000,66.0,4957.0,4957.0,,,,3.0,,,,,,,,
184,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2020-12-02 23:25:10.000,2020-12-01 19:46:08.000,283.0,2020-11-15 09:12:52.000,3.2.0,35.0,constructor,,,113.0,32.0,188.0,914.0,8.0,8.0,44.0,,,,,67.0,https://anaconda.org/anaconda/constructor,2020-08-22 09:13:31.665,3248.0,3.0,217.0,,,,,,,
185,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,18,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2021-01-01 01:57:17.000,2020-12-14 19:18:13.000,645.0,2020-11-21 15:09:28.000,0.2.9,23.0,,,pyflow,26.0,37.0,39.0,270.0,,,19.0,https://pypi.org/project/pyflow,2020-11-21 15:18:30.000,,152.0,300.0,,,,3.0,2529.0,,,,,,,
186,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,18,False,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-01-08 21:28:29.000,2018-12-06 03:53:03.000,491.0,2018-12-02 19:13:32.000,0.0.4,4.0,,,py-heat,27.0,2.0,8.0,51.0,29.0,25.0,4.0,https://pypi.org/project/py-heat,2018-12-06 03:20:43.000,4.0,277.0,277.0,,,,3.0,,,,,,,,
187,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2021-01-05 10:45:01.000,2017-12-09 20:00:47.000,213.0,2016-09-18 21:57:32.000,1.1.0,9.0,,,imhotep,37.0,23.0,23.0,356.0,11.0,7.0,15.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000,4.0,49.0,49.0,,,,3.0,,,,,,,,
188,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,18,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2021-01-04 18:19:51.000,2020-12-16 09:27:54.000,211.0,2020-12-11 01:56:10.000,0.1.3,5.0,,,fixit,27.0,17.0,19.0,146.0,2.0,2.0,21.0,https://pypi.org/project/fixit,2020-12-11 01:53:21.000,,454.0,454.0,,,,3.0,,,,,,,,
189,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2020-04-13 11:49:33.000,2019-10-04 19:05:46.000,149.0,2018-06-24 06:23:48.000,0.8.2,7.0,,,pynt,20.0,5.0,13.0,128.0,87.0,67.0,9.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,20.0,2982.0,2982.0,,,,3.0,,,,,,,,
190,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,18,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2021-01-06 04:14:45.000,2021-01-05 16:03:40.000,147.0,2020-12-20 04:52:14.000,1.9.1,17.0,conda-forge/blacken-docs,,blacken-docs,15.0,2.0,19.0,117.0,22.0,,10.0,https://pypi.org/project/blacken-docs,2020-12-20 04:52:14.000,22.0,4947.0,6894.0,https://anaconda.org/conda-forge/blacken-docs,2020-12-20 06:19:44.385,11682.0,3.0,,,,,,,,
191,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,18,True,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00.000,107.0,,,6.0,,['flake8'],flake8-mypy,16.0,19.0,3.0,50.0,647.0,615.0,8.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,32.0,20134.0,20134.0,,,,3.0,,,,,,,,
192,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,18,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000,2021-01-06 15:11:26.000,2021-01-06 15:11:21.000,90.0,2021-01-01 18:09:19.000,0.7.1,22.0,,,unimport,15.0,6.0,56.0,361.0,4.0,4.0,11.0,https://pypi.org/project/unimport,2021-01-01 18:09:19.000,,1233.0,1233.0,,,,3.0,,,,,,,,
193,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2020-12-16 03:23:26.000,2020-12-16 03:23:19.000,90.0,2019-07-29 01:14:33.000,0.2.1,5.0,conda-forge/pandas-vet,['flake8'],pandas-vet,13.0,14.0,25.0,175.0,26.0,26.0,9.0,https://pypi.org/project/pandas-vet,2019-07-27 06:54:02.000,,1921.0,2184.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445,5503.0,3.0,31.0,,,,,,,
194,sphinx-markdown-builder,https://github.com/codejamninja/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,18,True,codejamninja/sphinx-markdown-builder,https://github.com/codejamninja/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2020-10-07 04:18:38.000,2020-10-07 04:18:32.000,89.0,2019-12-23 17:05:52.000,0.5.4,22.0,,['sphinx'],sphinx-markdown-builder,26.0,15.0,16.0,99.0,156.0,114.0,16.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000,42.0,5139.0,5139.0,,,,3.0,,,,,,,,
195,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,18,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2020-12-23 02:17:37.000,2020-12-23 02:11:17.000,87.0,2020-12-23 02:19:02.000,0.69.1,14.0,,,massedit,13.0,3.0,5.0,178.0,10.0,,6.0,https://pypi.org/project/massedit,2020-12-23 01:49:47.000,10.0,1074.0,1074.0,,,,3.0,15.0,,,,,,,
196,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,18,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2020-10-16 02:02:54.000,2020-10-16 01:58:36.000,30.0,2020-10-16 02:02:42.000,0.3.1,8.0,,['mkdocs'],mkdocs-git-revision-date-plugin,5.0,1.0,9.0,24.0,142.0,124.0,6.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000,18.0,3191.0,3191.0,,,,3.0,,,,,,,,
197,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,18,False,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2021-01-08 19:33:19.000,2021-01-08 18:04:06.000,25.0,2021-01-08 19:33:19.000,0.8.2,23.0,,['mkdocs'],mkdocs-with-pdf,7.0,8.0,22.0,156.0,10.0,10.0,5.0,https://pypi.org/project/mkdocs-with-pdf,2021-01-08 18:05:12.000,,566.0,566.0,,,,3.0,,,,,,,,
198,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,17,False,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2020-08-08 20:55:38.000,2019-02-13 15:27:07.000,4048.0,2019-02-14 00:27:42.000,1.1.5,7.0,,,,271.0,102.0,170.0,463.0,,,41.0,,,,,,,,,3.0,,,,,,,,
199,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,17,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00.000,2044.0,2019-03-09 13:53:12.000,1.0.0,20.0,,,fake2db,111.0,6.0,15.0,242.0,13.0,12.0,18.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,1.0,130.0,130.0,,,,3.0,,,,,,,,
200,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,17,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2020-11-27 21:18:45.000,2020-11-27 21:18:44.000,194.0,2019-03-14 11:34:54.000,0.3.0,10.0,,,bellybutton,7.0,7.0,6.0,32.0,3.0,3.0,4.0,https://pypi.org/project/bellybutton,2019-12-11 13:36:20.000,0.0,3655.0,3655.0,,,,3.0,,,,,,,,
201,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same configuration across multiple projects.,linters,17,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2021-01-08 05:13:10.000,2021-01-01 05:12:50.000,114.0,2020-11-02 21:51:47.000,0.23.1,38.0,,['flake8'],nitpick,9.0,17.0,34.0,409.0,,,6.0,https://pypi.org/project/nitpick,2020-11-02 21:51:44.000,,5035.0,5035.0,,,,3.0,,,,,,,,
202,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,17,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2019-12-07 19:55:59.000,2019-05-24 17:17:56.000,84.0,2014-09-07 13:57:37.000,0.5.7,23.0,,,pyformat,4.0,3.0,3.0,199.0,89.0,70.0,3.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,19.0,3371.0,3371.0,,,,3.0,,,,,,,,
203,mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,,A tool that allows for versioning sites built with mkdocs.,documentation,17,False,zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2020-11-19 12:46:11.000,2020-11-19 12:03:05.000,32.0,2020-11-19 12:04:22.000,0.3.1,5.0,,['mkdocs'],mkdocs-versioning,6.0,6.0,17.0,113.0,12.0,12.0,4.0,https://pypi.org/project/mkdocs-versioning,2020-11-19 12:04:22.000,,389.0,389.0,,,,3.0,,,,,,,,
204,pep8ify,https://github.com/spulec/pep8ify,,A library that modifies python source code to conform to pep8.,refactoring,16,False,spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38.000,110.0,2014-10-24 20:36:57.000,0.0.13,13.0,,,pep8ify,13.0,6.0,12.0,154.0,46.0,34.0,6.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,12.0,90.0,90.0,,,,3.0,,,,,,,,
205,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,16,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2020-10-11 13:24:37.859,2020-10-11 09:52:52.000,93.0,2019-09-13 11:08:57.000,20.10.0,8.0,conda-forge/retype,,retype,14.0,9.0,3.0,92.0,34.0,,7.0,https://pypi.org/project/retype,2020-10-11 09:46:06.000,34.0,1144.0,1460.0,https://anaconda.org/conda-forge/retype,2020-10-11 13:24:37.859,11399.0,3.0,,,,,,,,
206,pytest-play,https://github.com/pytest-dev/pytest-play,,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,testing,16,False,pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28.000,63.0,2019-04-05 11:43:43.000,2.3.0,22.0,,['pytest'],pytest-play,3.0,3.0,24.0,382.0,25.0,21.0,3.0,https://pypi.org/project/pytest-play,2019-04-05 11:43:43.000,4.0,255.0,255.0,,,,3.0,,,,,,,,
207,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,15,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2021-01-06 19:42:30.000,2020-12-31 18:03:06.000,2771.0,2020-04-10 04:16:04.000,0.7.0,3.0,,,,99.0,182.0,110.0,,,,28.0,,,,,,,,,3.0,,,,,,,,
208,pyenv-installer,https://github.com/pyenv/pyenv-installer,,This tool is used to install `pyenv` and friends.,virtual-envs,15,False,pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2020-11-24 11:15:49.000,2019-10-12 14:34:36.000,2445.0,,,,,,,268.0,7.0,53.0,130.0,,,29.0,,,,,,,,,3.0,,,,,,,,
209,dh-virtualenv,https://github.com/spotify/dh-virtualenv,,Python virtualenvs in Debian packages.,virtual-envs,15,True,spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2020-12-31 10:35:22.000,2020-12-31 10:35:21.000,1410.0,,,,,,,152.0,22.0,156.0,404.0,,,55.0,,,,,,,,,3.0,,,,,,,,
210,tbvaccine,https://github.com/skorokithakis/tbvaccine,,A small utility to pretty-print Python tracebacks.,logging,15,True,skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44.000,357.0,2018-12-14 18:07:29.000,0.3.1,12.0,,,tbvaccine,12.0,7.0,12.0,80.0,9.0,9.0,12.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,330.0,330.0,,,,3.0,,,,,,,,
211,linty_fresh,https://github.com/lyft/linty_fresh,,Surface lint errors during code review.,linters,15,True,lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2020-11-30 22:20:25.000,2020-11-30 22:18:53.000,180.0,2018-12-12 19:47:05.000,0.7.0,10.0,,"['flake8', 'mypy']",linty-fresh,21.0,8.0,1.0,53.0,,,16.0,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000,,31.0,31.0,,,,3.0,,,,,,,,
212,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,15,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2020-12-23 05:02:52.000,2020-12-23 04:57:13.000,122.0,2020-12-06 07:39:42.000,0.5.1,9.0,conda-forge/beartype,,beartype,2.0,1.0,6.0,217.0,,,1.0,https://pypi.org/project/beartype,2020-12-06 07:39:42.000,,939.0,1194.0,https://anaconda.org/conda-forge/beartype,2020-12-06 08:34:54.425,1789.0,3.0,,,,,,,,
213,pip-run,https://github.com/jaraco/pip-run,,pip-run - dynamic dependency loader for Python.,dependency-managers,15,True,jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2020-12-13 04:04:12.000,2020-12-13 04:02:52.000,58.0,2020-11-29 17:06:39.000,8.2.1,16.0,,,pip-run,9.0,4.0,33.0,,,,7.0,https://pypi.org/project/pip-run,2020-11-29 17:06:34.000,,1941.0,1941.0,,,,3.0,,,,,,,,
214,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,14,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2020-06-24 12:43:11.000,2017-02-13 18:07:04.000,269.0,,,8.0,,,pycycle,11.0,12.0,1.0,26.0,41.0,37.0,2.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,4.0,669.0,669.0,,,,3.0,,,,,,,,
215,subpar,https://github.com/google/subpar,,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,packaging,13,False,google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2020-09-16 16:25:54.000,2019-08-15 01:37:08.000,459.0,2019-05-14 20:14:05.000,2.0.0,5.0,,,,62.0,30.0,30.0,93.0,,,14.0,,,,,,,,,3.0,,,,,,,,
216,pytest-plugins,https://github.com/man-group/pytest-plugins,,A grab-bag of nifty pytest plugins.,testing,13,True,man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2020-08-04 13:25:34.000,2020-04-11 14:20:38.000,354.0,,,,,,,51.0,30.0,51.0,747.0,,,46.0,,,,,,,,,3.0,,,,,,,,
217,pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,,A PipEnv Environment Switcher.,virtual-envs,13,False,gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2019-06-27 03:42:49.000,2019-06-27 03:42:48.000,125.0,,,23.0,,,pipenv-pipes,9.0,4.0,10.0,285.0,,,5.0,https://pypi.org/project/pipenv-pipes,2018-05-28 01:45:42.000,,205.0,205.0,,,,3.0,,,,,,,,
218,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,MkDocs Plugin allowing your visitors to *File Print Save as PDF* the entire site.,documentation,13,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2020-12-22 13:14:58.000,2020-12-21 19:27:51.000,12.0,2020-12-21 19:51:57.000,1.0.0,16.0,,['mkdocs'],mkdocs-print-site-plugin,2.0,3.0,34.0,112.0,6.0,6.0,,https://pypi.org/project/mkdocs-print-site-plugin,2020-12-21 19:51:57.000,,274.0,274.0,,,,3.0,,,,,,,,
219,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,12,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2020-08-17 14:14:00.000,2020-08-17 14:13:59.000,73.0,2019-06-17 19:19:47.000,0.1.1,2.0,,,com2ann,3.0,4.0,13.0,27.0,1.0,1.0,3.0,https://pypi.org/project/com2ann,2019-06-17 19:19:47.000,,36.0,36.0,,,,3.0,,,,,,,,
220,lazydocs,https://github.com/ml-tooling/lazydocs,,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,documentation,12,True,ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2020-12-17 13:59:43.000,2020-12-17 13:59:36.000,7.0,2020-12-13 16:12:58.000,0.4.3,13.0,,,lazydocs,,,,,8.0,8.0,3.0,https://pypi.org/project/lazydocs,2020-12-13 14:58:14.000,0.0,362.0,362.0,,,,3.0,,,,,,,,
221,cohesion,https://github.com/mschwager/cohesion,,A tool for measuring Python class cohesion.,code-metrics,11,False,mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2019-08-05 17:14:04.000,2019-08-05 17:14:01.000,122.0,2019-07-10 16:08:05.000,1.0.0,9.0,,,cohesion,2.0,1.0,11.0,78.0,2.0,,2.0,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,2.0,456.0,456.0,,,,3.0,,,,,,,,
222,pyship,https://github.com/jamesabel/pyship,,"freezer, installer and updater for Python applications.",packaging,11,False,jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000,2020-12-07 01:00:59.000,2020-12-07 01:00:54.000,4.0,2020-11-04 02:56:54.000,0.1.0,14.0,,,pyship,,4.0,,,,,,https://pypi.org/project/pyship,2020-12-07 00:53:45.000,,101.0,101.0,,,,3.0,,,,,,,,
223,universal-build,https://github.com/ml-tooling/universal-build,,Universal build utilities for containerized build pipelines.,build-tools,11,True,ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2020-12-18 08:20:56.000,2020-12-18 08:20:55.000,3.0,2020-12-12 17:07:55.000,0.6.6,30.0,,,universal-build,1.0,,,,,,4.0,https://pypi.org/project/universal-build,2020-12-12 13:21:08.000,,378.0,385.0,,,,3.0,15.0,,,,,,,
