,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
127,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-09-12 11:10:37.000,2023-09-12 11:10:32,629.0,1.0,119.0,16.0,184.0,53.0,167.0,564.0,2023-01-31 16:35:25.772,2.4.4,54.0,68.0,28,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],28336.0,27164.0,https://pypi.org/project/pylint-django,2504047.0,2505986.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,164437.0,2.0,278.0,2023-01-31 16:35:25.772,1172.0,,,,,,,,,,,,,,,,
128,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,31.0,52.0,513.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,28,False,,coloredlogs,anaconda/coloredlogs,,29883.0,27833.0,https://pypi.org/project/coloredlogs,7199660.0,7199816.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11265.0,3.0,,2021-06-11 10:24:04.382,2050.0,,,,,,,,,,,,,,,,
129,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-07-27 02:41:54.000,2023-02-09 08:53:43,295.0,,63.0,19.0,62.0,23.0,53.0,480.0,2022-04-20 19:59:44.000,2021.03.14,15.0,24.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],22379.0,19474.0,https://pypi.org/project/sphinx-autobuild,480131.0,482843.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,208894.0,2.0,,2021-03-14 13:46:47.000,2905.0,,,,,,,,,,,,,,,,
130,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-08-10 12:31:31.000,2023-08-10 12:31:31,584.0,20.0,55.0,9.0,121.0,13.0,128.0,453.0,2023-07-12 01:39:53.000,1.7.5,15.0,29.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3091.0,3091.0,https://pypi.org/project/docformatter,292641.0,295174.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,91166.0,3.0,8.0,,,,,,,,,,,,,,,,,,
131,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-06-07 10:00:19.970,2023-06-07 06:50:58,257.0,,24.0,16.0,34.0,4.0,5.0,427.0,2023-06-07 07:37:46.000,1.1.2,39.0,13.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,34376.0,34376.0,https://pypi.org/project/wasabi,5010540.0,5032067.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1184006.0,3.0,,,,,,,,,,,,,,,,,,,
132,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-09-07 15:28:58.000,2023-09-07 15:28:58,581.0,32.0,142.0,35.0,292.0,75.0,133.0,251.0,2022-10-08 14:08:14.000,1.5.0,14.0,79.0,28,False,,numpydoc,conda-forge/numpydoc,['sphinx'],40313.0,40313.0,https://pypi.org/project/numpydoc,375909.0,401741.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2066564.0,2.0,,,,,,,,,,,,,,,,,,,
133,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-09-05 15:05:45.000,2023-09-05 15:05:07,1068.0,2.0,66.0,33.0,7.0,,,231.0,2023-04-27 15:17:02.669,6.0.1,40.0,187.0,28,True,,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,66488.0,66488.0,,,,2.0,,2023-04-27 15:17:02.669,4397.0,,,,,,,,,,,,,,,,
134,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-05-12 22:09:01.000,2022-06-22 04:41:01,431.0,,481.0,164.0,153.0,139.0,169.0,9396.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,27,False,,gdbgui,,,318.0,318.0,https://pypi.org/project/gdbgui,9553.0,9958.0,,,,3.0,15425.0,,,,,,,,,,,,,,,,,,
135,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-07-19 05:29:25.000,2023-01-21 22:38:30,6697.0,,204.0,60.0,127.0,324.0,234.0,4875.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,27,True,,pyoxidizer,,,151.0,149.0,https://pypi.org/project/pyoxidizer,3746.0,4004.0,,,,3.0,11352.0,2023-01-02 16:18:55.910,2.0,,,,,,,,,,,,,,,,
136,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-09-11 20:51:32.000,2022-07-14 07:40:12,517.0,,98.0,31.0,361.0,43.0,67.0,2507.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,27,False,,notifiers,conda-forge/notifiers,,1100.0,1076.0,https://pypi.org/project/notifiers,396744.0,397790.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,34524.0,3.0,,2022-02-10 14:51:38.000,24.0,,,,,,,,,,,,,,,,
137,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-09-14 13:26:51.000,2023-08-28 11:47:24,763.0,23.0,326.0,82.0,402.0,119.0,213.0,2242.0,2023-08-24 21:56:12.000,9.0.0,13.0,133.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,348185.0,348597.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,13202.0,3.0,,,,,,,,,,,,,,,,,,,
138,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-09-12 11:42:19.000,2023-09-12 11:42:18,961.0,96.0,99.0,22.0,68.0,9.0,204.0,824.0,2022-10-26 13:47:55.000,4.2.0,44.0,43.0,27,True,,progressbar2,conda-forge/progressbar2,,,,https://pypi.org/project/progressbar2,16857451.0,16869621.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1007867.0,3.0,2078.0,,,,,,,,-7.0,,,,,,,,,,
139,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-09-12 13:01:01.000,2023-08-30 20:27:48,639.0,9.0,104.0,25.0,158.0,17.0,65.0,715.0,2021-12-12 20:12:19.000,V2.0.3,9.0,43.0,27,False,,pyhamcrest,conda-forge/pyhamcrest,,35185.0,35185.0,https://pypi.org/project/pyhamcrest,1089292.0,1094690.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,475058.0,3.0,,,,,,,,,,,,,,,,,,,
140,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-09-12 15:35:24.000,2023-09-10 14:22:03,584.0,24.0,29.0,5.0,515.0,9.0,53.0,536.0,2023-08-15 18:04:57.000,3.15.0,33.0,20.0,27,True,,pytest-randomly,conda-forge/pytest-randomly,,273.0,,https://pypi.org/project/pytest-randomly,1167982.0,1174613.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,152513.0,3.0,,2023-08-15 18:04:57.000,273.0,,,,,,6.0,,,,,,,,,,
141,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-06-16 13:15:30.349,2023-05-06 20:04:56,258.0,,137.0,16.0,123.0,18.0,78.0,466.0,2022-12-19 20:46:55.580,0.13.3,27.0,35.0,27,False,,pep8-naming,conda-forge/pep8-naming,,51293.0,49423.0,https://pypi.org/project/pep8-naming,1738954.0,1742639.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,335340.0,2.0,,2022-12-19 20:46:55.580,1870.0,,,,,,,,,,,,,,,,
142,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2023-06-16 13:23:45.665,2022-08-10 16:41:28,230.0,,110.0,21.0,61.0,12.0,42.0,429.0,2023-02-02 20:53:42.547,1.4.2,31.0,37.0,27,False,,ddt,conda-forge/ddt,,6585.0,5247.0,https://pypi.org/project/ddt,385418.0,386541.0,https://anaconda.org/conda-forge/ddt,2023-06-16 13:23:45.665,87646.0,3.0,,2023-02-02 20:53:42.547,1338.0,,,,,,,,,,,,,,,,
143,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-09-06 18:04:33.000,2022-12-22 22:55:55,353.0,,93.0,8.0,85.0,9.0,48.0,153.0,,,12.0,37.0,27,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],23664.0,23664.0,https://pypi.org/project/flake8-isort,1060557.0,1061575.0,https://anaconda.org/conda-forge/flake8-isort,2023-06-16 16:18:42.555,47848.0,2.0,,,,,,,,,,,,,,,,,,,
144,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-08-04 09:26:44.000,2022-12-04 22:09:17,262.0,,145.0,50.0,46.0,49.0,70.0,6964.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,26,True,,icecream,conda-forge/icecream,,141.0,13.0,https://pypi.org/project/icecream,275372.0,276175.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,23292.0,3.0,,2022-07-21 09:20:01.329,128.0,,,,,,,,,,,,,,,,
145,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2023-09-10 18:26:47.000,2022-02-16 05:16:40,168.0,,383.0,76.0,41.0,24.0,38.0,4018.0,2023-09-10 18:26:47.000,3.27.0,205.0,16.0,26,False,,rebound,conda-forge/rebound,,45.0,24.0,https://pypi.org/project/rebound,2183.0,9919.0,https://anaconda.org/conda-forge/rebound,2023-08-24 18:51:39.500,309347.0,3.0,233.0,2023-09-10 18:26:47.000,21.0,,,,,,,,,,,,,,,,
146,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-09-14 05:09:36.000,2023-09-14 04:58:44,1023.0,73.0,38.0,12.0,41.0,47.0,170.0,2035.0,2023-07-22 05:24:43.000,0.15.0,27.0,17.0,26,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,918437.0,920055.0,https://anaconda.org/conda-forge/beartype,2023-08-09 04:25:38.901,63120.0,2.0,,,,,,,,,,,,,,,,,,,
147,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-08-25 15:24:50.000,2023-07-10 03:17:08,1424.0,3.0,237.0,92.0,384.0,85.0,421.0,1576.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,26861.0,29349.0,https://anaconda.org/conda-forge/pybuilder,2023-07-10 05:27:47.685,54745.0,3.0,,,,,,,,,,,,,,,,,,,
148,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-08-07 14:53:26.000,2022-07-24 14:45:54,478.0,,86.0,10.0,60.0,56.0,53.0,1077.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,26,False,,pympler,conda-forge/pympler,,342.0,,https://pypi.org/project/pympler,1908105.0,1912852.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,370296.0,3.0,,2021-12-22 16:55:15.000,342.0,,,,,,,,,,,,,,,,
149,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,102.0,20.0,97.0,56.0,95.0,1014.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,26,False,,pylama,,,6677.0,6023.0,https://pypi.org/project/pylama,168960.0,168960.0,,,,2.0,,2022-08-08 11:29:01.059,654.0,,,,,,,,,,,,,,,,
150,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-08-24 02:21:44.000,2022-12-21 03:55:00,575.0,,139.0,8.0,116.0,123.0,203.0,1007.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3776.0,3558.0,https://pypi.org/project/pdoc3,206204.0,206236.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1474.0,3.0,,2021-08-03 14:51:19.000,218.0,,,,,,,,,,,,,,,,
151,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-09-03 20:47:47.000,2023-07-13 12:56:05,366.0,6.0,51.0,18.0,78.0,27.0,120.0,716.0,2023-07-13 13:22:05.000,2.0.12,84.0,24.0,26,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1166.0,1160.0,https://pypi.org/project/pytest-testmon,127150.0,127750.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40244.0,3.0,,2023-07-13 13:17:02.192,6.0,,,,,,,,,,,,,,,,
152,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,213.0,24.0,95.0,56.0,83.0,586.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,26,False,,sphinx-bootstrap-theme,,['sphinx'],620.0,,https://pypi.org/project/sphinx-bootstrap-theme,113910.0,113910.0,,,,3.0,,2022-02-03 20:27:24.000,620.0,,,,,,,,,,,,,,,,
153,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-09-10 13:43:00.000,2023-09-07 20:35:16,182.0,4.0,39.0,5.0,105.0,27.0,27.0,497.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,interrogate,,,5260.0,5082.0,https://pypi.org/project/interrogate,88767.0,88767.0,,,,3.0,,2021-09-10 23:05:20.000,178.0,,,,,,,,,,,,,,,,
154,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,56.0,95.0,479.0,,,18.0,22.0,26,False,,darglint,conda-forge/darglint,,19321.0,19321.0,https://pypi.org/project/darglint,434301.0,435843.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,74048.0,2.0,,,,,,,,,,,,,,,,,,,
155,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-09-12 04:54:34.000,2023-08-25 02:01:15,818.0,19.0,21.0,3.0,481.0,44.0,80.0,358.0,2023-08-19 01:46:45.000,0.34.0,52.0,16.0,26,True,,nitpick,,['flake8'],1259.0,1259.0,https://pypi.org/project/nitpick,53094.0,53094.0,,,,2.0,5.0,,,,,,,,,,,,,,,,,,
156,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,11.0,52.0,229.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,26,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],4147.0,3675.0,https://pypi.org/project/pytest-mypy,285829.0,287783.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,84028.0,3.0,,2022-12-18 18:49:02.248,472.0,,,,,,,,,,,,,,,,
157,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,32.0,4.0,65.0,6.0,44.0,167.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],19475.0,19475.0,https://pypi.org/project/flake8-quotes,744959.0,753096.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,683559.0,2.0,,,,,,,,,,,,,,,,,,,
158,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-07-16 20:56:29.139,2023-07-16 18:20:44,535.0,34.0,38.0,10.0,57.0,3.0,61.0,163.0,2023-07-16 18:33:22.000,0.9.31,31.0,24.0,26,True,,asteval,conda-forge/asteval,,175.0,,https://pypi.org/project/asteval,257656.0,267959.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,319414.0,3.0,,2022-05-24 15:52:50.000,175.0,,,,,,,,,,,,,,,,
159,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,44.0,17.0,6.0,83.0,10.0,41.0,156.0,2023-08-11 15:10:29.000,2023.8.2,7.0,14.0,26,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],395.0,395.0,https://pypi.org/project/pandas-vet,79153.0,80010.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16269.0,2.0,71.0,,,,,,,,,,,,,,,,,,
160,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2023-09-13 04:40:45.000,2023-09-12 16:40:59,6187.0,146.0,260.0,57.0,849.0,141.0,508.0,4329.0,,,75.0,96.0,25,False,,pytype,conda-forge/pytype,,,,https://pypi.org/project/pytype,379642.0,384089.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,173435.0,3.0,,,,,,,,,,,,,,,,,,,
161,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,618.0,156.0,35.0,166.0,119.0,1941.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,252.0,252.0,https://pypi.org/project/uiautomator,24312.0,24312.0,,,,3.0,,,,,,,,,,,,,,,,,,,
162,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1755.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,838.0,821.0,https://pypi.org/project/dephell,2918.0,2922.0,,,,3.0,249.0,2020-04-28 06:31:03.273,17.0,,,,,,,,,,,,,,,,
163,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-08-31 12:24:27.000,2023-02-20 18:24:13,204.0,,35.0,8.0,35.0,6.0,21.0,1251.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,295.0,295.0,https://pypi.org/project/stackprinter,355307.0,355455.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,7551.0,3.0,,,,,,,,,,,,,,,,,,,
164,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-06-16 13:25:36.186,2023-05-18 17:02:25,1091.0,,80.0,25.0,77.0,5.0,173.0,770.0,2022-09-21 00:00:55.818,3.4.3,145.0,39.0,25,True,,green,conda-forge/green,,235.0,,https://pypi.org/project/green,12183.0,13974.0,https://anaconda.org/conda-forge/green,2023-06-16 13:25:36.186,128957.0,3.0,,2022-09-21 00:00:55.818,235.0,,,,,,,,,,,,,,,,
165,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2023-09-13 11:55:14.000,2023-09-04 17:14:39,1127.0,27.0,163.0,33.0,394.0,39.0,290.0,417.0,2023-08-11 17:02:05.000,3.4.5,43.0,70.0,25,True,,,constructor,,14.0,14.0,,,94.0,https://anaconda.org/anaconda/constructor,2023-09-07 06:05:35.443,8178.0,3.0,276.0,,,,,,,,,,,,,,,,,,
166,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-08-19 21:30:31.000,2023-08-19 21:19:39,96.0,5.0,31.0,7.0,17.0,13.0,55.0,362.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],3243.0,3134.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,136789.0,136789.0,,,,3.0,,2023-08-19 21:30:31.000,109.0,,,,,,,,,,,,,,,,
167,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-07-21 16:19:56.000,2022-01-27 10:32:34,98.0,,22.0,9.0,22.0,20.0,21.0,343.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2133.0,1987.0,https://pypi.org/project/pytest-lazy-fixture,460909.0,467625.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,517206.0,3.0,,2020-02-01 18:04:00.000,146.0,,,,,,,,,,,,,,,,
168,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,,12.0,6.0,256.0,9.0,30.0,302.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,25,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],17110.0,17110.0,https://pypi.org/project/flake8-eradicate,602102.0,602498.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,11500.0,3.0,,,,,,,,,,,,,,,,,,,
169,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-09-07 10:28:58.000,2023-09-07 10:26:00,565.0,1.0,39.0,6.0,70.0,20.0,76.0,279.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12615.0,9505.0,https://pypi.org/project/check-manifest,195072.0,196852.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,101480.0,3.0,,2022-12-05 08:17:08.785,3110.0,,,,,,,,,,,,,,,,
