,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
171,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,22.0,85.0,28.0,52.0,504.0,2020-11-16 12:36:24.000,0.11.2,7.0,23.0,24,False,mamba,,,756.0,756.0,https://pypi.org/project/mamba,,,13601.0,13601.0,,,,3.0,,,,,,,,,,,,,,,,,,
172,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2023-04-26 17:09:09.000,2023-04-24 07:54:42,1087.0,13.0,160.0,33.0,354.0,39.0,278.0,406.0,2023-04-06 14:47:55.000,3.4.3,41.0,65.0,24,True,,constructor,,13.0,13.0,,,,,77.0,https://anaconda.org/anaconda/constructor,2023-04-22 13:13:51.136,6213.0,3.0,228.0,,,,,,,,,,,,,,,,,
173,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-02-28 01:38:58.000,2022-12-04 22:09:17,262.0,,137.0,51.0,41.0,34.0,70.0,6717.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,23,True,icecream,conda-forge/icecream,,,,https://pypi.org/project/icecream,,,265412.0,266021.0,https://anaconda.org/conda-forge/icecream,2022-07-21 16:51:26.595,14631.0,3.0,,,,,,,,,,,,,,,,,,
174,xxh,xxh/xxh,shell,Bring your favorite shell wherever you go through the ssh.,,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-04-27 07:35:08.000,2023-04-27 07:35:07,756.0,3.0,88.0,42.0,50.0,19.0,58.0,4357.0,2022-09-29 10:20:01.217,0.8.12,89.0,23.0,23,True,xxh-xxh,,,73.0,73.0,https://pypi.org/project/xxh-xxh,2022-09-29 10:20:01.217,,117.0,154.0,,,,3.0,1433.0,,,,,,,,,,,,,,,,,
175,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,44.0,22.0,55.0,60.0,72.0,1265.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,23,False,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,237.0,360.0,,,,3.0,5413.0,,,,,,,,,,,,,,,,,
176,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,118.0,32.0,90.0,29.0,143.0,839.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,True,pynsist,,,239.0,190.0,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,49.0,1726.0,1726.0,,,,3.0,,,,,,,,,,,,,,,,,,
177,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-04-26 13:55:11.805,2023-04-26 09:11:54,1074.0,19.0,41.0,15.0,21.0,39.0,54.0,722.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,23,True,hunter,conda-forge/hunter,,126.0,126.0,https://pypi.org/project/hunter,,,10458.0,12104.0,https://anaconda.org/conda-forge/hunter,2023-04-26 13:55:11.805,34584.0,3.0,,,,,,,,,,,,,,,,,,
178,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2022-11-03 15:48:18.639,2019-06-15 20:36:43,183.0,,55.0,11.0,49.0,41.0,42.0,688.0,,,1.0,16.0,23,False,pytest-watch,conda-forge/pytest-watch,['pytest'],7825.0,7825.0,https://pypi.org/project/pytest-watch,,,362299.0,363635.0,https://anaconda.org/conda-forge/pytest-watch,2022-11-03 15:48:18.639,84208.0,3.0,,,,,,,,,,,,,,,,,,
179,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,66.0,47.0,661.0,2019-03-17 19:03:54.000,0.9.2,6.0,34.0,23,False,redbaron,,,535.0,535.0,https://pypi.org/project/redbaron,,,30534.0,30534.0,,,,3.0,,,,,,,,,,,,,,,,,,
180,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,19.0,8.0,21.0,17.0,21.0,321.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,23,False,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1832.0,1692.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,140.0,443920.0,450187.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,451239.0,3.0,,,,,,,,,,,,,,,,,,
181,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-04-24 22:21:54.000,2023-04-04 02:12:06,113.0,3.0,22.0,6.0,40.0,9.0,12.0,200.0,2022-10-25 11:19:00.465,1.4.1,10.0,10.0,23,True,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1498.0,1381.0,https://pypi.org/project/pytest-datadir,2022-10-25 11:19:00.465,117.0,156704.0,159049.0,https://anaconda.org/conda-forge/pytest-datadir,2022-10-25 16:50:34.913,182943.0,3.0,,,,,,,,,,,,,,,,,,
182,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-04-03 20:28:50.813,2023-04-03 19:55:36,164.0,2.0,12.0,2.0,49.0,6.0,23.0,157.0,,,12.0,10.0,23,True,flake8-black,conda-forge/flake8-black,['flake8'],6647.0,6647.0,https://pypi.org/project/flake8-black,,,774914.0,784316.0,https://anaconda.org/conda-forge/flake8-black,2023-04-03 20:28:50.813,432527.0,3.0,,,,,,,,,,,,,,,,,,
183,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2022-12-23 19:26:57.671,2022-12-22 23:43:03,285.0,,21.0,3.0,57.0,1.0,42.0,103.0,,,19.0,17.0,23,True,flake8-builtins,conda-forge/flake8-builtins,['flake8'],8826.0,8826.0,https://pypi.org/project/flake8-builtins,,,629067.0,631639.0,https://anaconda.org/conda-forge/flake8-builtins,2022-12-23 19:26:57.671,198062.0,3.0,,,,,,,,,,,,,,,,,,
184,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,33.0,2.0,45.0,18.0,80.0,47.0,2021-09-21 19:52:30.000,0.12.0,13.0,23.0,23,False,pytkdocs,conda-forge/pytkdocs,,1217.0,1217.0,https://pypi.org/project/pytkdocs,,,110374.0,113037.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,79905.0,3.0,,,,,,,,,,,,,,,,,,
185,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,194.0,71.0,56.0,25.0,46.0,4351.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,22,True,better-exceptions,,,,,https://pypi.org/project/better-exceptions,,,134192.0,134192.0,,,,3.0,,,,,,,,,,,,,,,,,,
186,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,,2017-05-29 17:11:25.872,2023-04-11 12:34:02.647,2022-02-16 05:16:40,168.0,,374.0,78.0,41.0,14.0,38.0,4016.0,2018-12-04 10:11:53.000,2.0.0,43.0,16.0,22,False,rebound,conda-forge/rebound,,24.0,24.0,https://pypi.org/project/rebound,,,6436.0,10207.0,https://anaconda.org/conda-forge/rebound,2023-04-11 12:34:02.647,267573.0,3.0,220.0,,,,,,,,,,,,,,,,,
187,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,154.0,72.0,32.0,26.0,57.0,3903.0,,,19.0,17.0,22,True,vprof,,,109.0,109.0,https://pypi.org/project/vprof,,,3706.0,3706.0,,,,3.0,,,,,,,,,,,,,,,,,,
188,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-04-10 14:01:09.000,2022-12-06 17:25:01,713.0,,345.0,77.0,160.0,117.0,113.0,3861.0,,,12.0,101.0,22,False,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,,,689186.0,693070.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,322385.0,3.0,,,,,,,,,,,,,,,,,-8.0,
189,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,3.0,197.0,59.0,44.0,40.0,16.0,2677.0,,,,23.0,22,True,pyrasite,,,48.0,48.0,https://pypi.org/project/pyrasite,,,27724.0,27724.0,,,,3.0,,,,,,,,,,,,,,,,,,
190,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,232.0,70.0,116.0,21.0,78.0,2129.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,python-taint,,,84.0,84.0,https://pypi.org/project/python-taint,,,6087.0,6088.0,,,,3.0,103.0,,,,,,,,,,,,,,,,,
191,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,68.0,126.0,1748.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,22,False,sixpack,,,10.0,10.0,https://pypi.org/project/sixpack,,,314.0,314.0,,,,3.0,,,,,,,,,,,,,,,,,,
192,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,148.0,16.0,65.0,29.0,28.0,820.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,22,False,pycco,,,407.0,293.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,114.0,1517.0,1517.0,,,,3.0,,,,,,,,,,,,,,,,,,
193,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-04-13 13:44:31.000,2023-04-05 23:45:13,121.0,8.0,31.0,9.0,79.0,11.0,38.0,678.0,2023-04-05 18:22:56.000,0.11.0,15.0,11.0,22,True,python-devtools,conda-forge/python-devtools,,1424.0,1424.0,https://pypi.org/project/python-devtools,,,326.0,877.0,https://anaconda.org/conda-forge/python-devtools,2023-04-06 21:42:28.182,13231.0,3.0,,,,,,,,,,,,,,,,,,
194,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2023-03-15 15:29:58.000,2022-11-08 15:07:52,1711.0,,164.0,55.0,274.0,125.0,229.0,560.0,,,5.0,92.0,22,False,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,,,79014.0,80264.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,23752.0,3.0,,,,,,,,,,,,,,,,,-8.0,
195,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,50.0,13.0,100.0,44.0,30.0,280.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,baron,,,276.0,276.0,https://pypi.org/project/baron,,,30649.0,30649.0,,,,3.0,,,,,,,,,,,,,,,,,,
196,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-01-07 04:42:28.000,2021-10-14 20:29:54,188.0,,59.0,10.0,49.0,51.0,43.0,230.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,mkdocs-with-pdf,,['mkdocs'],319.0,319.0,https://pypi.org/project/mkdocs-with-pdf,,,25195.0,25195.0,,,,3.0,,,,,,,,,,,,,,,,,,
197,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-11-18 07:39:35.000,2022-02-24 16:06:18,113.0,,19.0,5.0,15.0,9.0,27.0,219.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,False,xenon,conda-forge/xenon,,1081.0,999.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,82.0,128392.0,128690.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,19681.0,3.0,,,,,,,,,,,,,,,,,,
198,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-08-05 12:40:27.000,2022-02-09 02:49:51,186.0,,16.0,6.0,70.0,17.0,30.0,155.0,2022-02-09 03:17:52.000,0.2.3,4.0,12.0,22,False,pandas-vet,conda-forge/pandas-vet,['flake8'],350.0,350.0,https://pypi.org/project/pandas-vet,,,63231.0,63539.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,14747.0,3.0,50.0,,,,,,,,,,,,,,,,,
199,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-03-24 14:28:05.000,2023-03-24 14:28:05,478.0,8.0,35.0,11.0,55.0,5.0,57.0,150.0,2023-02-11 21:55:09.000,0.9.29,22.0,24.0,22,True,asteval,conda-forge/asteval,,,,https://pypi.org/project/asteval,,,186445.0,189953.0,https://anaconda.org/conda-forge/asteval,2023-02-24 20:47:30.194,273641.0,3.0,,,,,,,,,,,,,,,,,,
200,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-04-16 21:01:19.000,2023-04-16 21:01:19,502.0,9.0,354.0,75.0,131.0,120.0,221.0,5486.0,2023-01-29 21:48:52.000,1.2.1,9.0,58.0,21,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
201,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58,433.0,,114.0,75.0,25.0,15.0,20.0,2974.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,profiling,,,58.0,58.0,https://pypi.org/project/profiling,,,6508.0,6508.0,,,,3.0,,,,,,,,,,,,,,,,,,
202,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-04-26 08:59:54.000,2023-03-13 20:38:27,472.0,9.0,67.0,19.0,407.0,9.0,106.0,560.0,,,10.0,36.0,21,True,mypy-protobuf,conda-forge/mypy-protobuf,,,,https://pypi.org/project/mypy-protobuf,,,1101993.0,1105143.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-08-24 19:50:22.562,91364.0,3.0,,,,,,,nipunn1313/mypy-protobuf,,,,,,,,,,,
203,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-04-25 04:29:55.000,2023-04-22 18:32:22,551.0,20.0,24.0,5.0,486.0,5.0,51.0,502.0,,,5.0,19.0,21,True,pytest-randomly,conda-forge/pytest-randomly,,,,https://pypi.org/project/pytest-randomly,,,719528.0,726344.0,https://anaconda.org/conda-forge/pytest-randomly,2022-05-12 01:12:32.731,122702.0,3.0,,,,,,,,,,,,,,,,,,
204,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2023-04-26 22:45:55.000,2023-04-26 22:45:49,259.0,42.0,48.0,20.0,240.0,36.0,41.0,393.0,2021-07-31 16:17:24.000,0.1.4,5.0,35.0,21,False,fixit,,,39.0,39.0,https://pypi.org/project/fixit,,,14575.0,14575.0,,,,3.0,,,,,,,,,,,,,,,,,,
205,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-11-22 05:06:36.000,2021-10-05 01:31:10,72.0,,41.0,19.0,31.0,40.0,46.0,278.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,mkdocs-pdf-export-plugin,,['mkdocs'],374.0,374.0,https://pypi.org/project/mkdocs-pdf-export-plugin,,,18077.0,18077.0,,,,3.0,,,,,,,,,,,,,,,,,,
206,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-04-20 23:00:31.000,2023-03-30 10:45:48,131.0,4.0,15.0,4.0,65.0,43.0,71.0,153.0,2022-07-28 16:34:01.302,0.19.3,36.0,12.0,21,True,flake8-simplify,conda-forge/flake8-simplify,,76.0,,https://pypi.org/project/flake8-simplify,2022-07-28 16:34:01.302,76.0,282582.0,283491.0,https://anaconda.org/conda-forge/flake8-simplify,2023-03-30 15:39:08.410,25467.0,3.0,,,,,,,,,,,,,,,,,,
207,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,25.0,4.0,38.0,5.0,26.0,126.0,,,,12.0,21,False,flake8-commas,,['flake8'],15094.0,15094.0,https://pypi.org/project/flake8-commas,,,510185.0,510185.0,,,,3.0,,,,,,,,,,,,,,,,,,
208,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,,2017-07-11 00:19:00.000,2023-03-20 22:56:45.195,2023-03-20 14:09:13,329.0,3.0,150.0,54.0,123.0,35.0,130.0,4192.0,,,16.0,45.0,20,False,monkeytype,conda-forge/monkeytype,,,,https://pypi.org/project/monkeytype,,,53582.0,54366.0,https://anaconda.org/conda-forge/monkeytype,2023-03-20 22:56:45.195,49450.0,3.0,,,,,,,,,,,,,,,,,,
209,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2022-12-07 18:15:43.000,2022-07-24 14:45:54,478.0,,79.0,10.0,59.0,45.0,53.0,1038.0,,,5.0,29.0,20,True,pympler,conda-forge/pympler,,,,https://pypi.org/project/pympler,,,1621658.0,1625745.0,https://anaconda.org/conda-forge/pympler,2022-07-24 00:00:16.620,298423.0,3.0,,,,,,,,,,,,,,,,,,
210,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,,71.0,18.0,42.0,31.0,31.0,832.0,,,,20.0,20,True,portray,,,790.0,790.0,https://pypi.org/project/portray,,,16399.0,16399.0,,,,3.0,,,,,,,,,,,,,,,,,,
211,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-04-22 10:46:09.000,2022-11-03 10:04:57,807.0,,69.0,23.0,112.0,44.0,59.0,507.0,,,4.0,62.0,20,True,pytest-virtualenv,conda-forge/pytest-shutil,,,,https://pypi.org/project/pytest-virtualenv,,,36468.0,37140.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,38337.0,3.0,,,,,,,,,,,,,,,,,,
212,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-04-24 21:37:57.000,2023-04-22 18:32:25,522.0,27.0,18.0,7.0,448.0,2.0,51.0,424.0,,,28.0,15.0,20,True,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,,https://pypi.org/project/flake8-comprehensions,,,968545.0,977715.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-04-13 19:34:20.810,706131.0,3.0,,,,,,,,,,,,,,,,,,
213,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-12-17 09:19:57.000,2022-12-17 09:19:54,492.0,,20.0,10.0,44.0,7.0,15.0,335.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,20,True,manhole,conda-forge/manhole,,238.0,238.0,https://pypi.org/project/manhole,,,15734.0,16359.0,https://anaconda.org/conda-forge/manhole,2022-11-02 02:11:21.465,13133.0,3.0,,,,,,,,,,,,,,,,,,
214,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-04-03 22:53:04.000,2023-04-03 22:41:28,472.0,10.0,20.0,4.0,174.0,8.0,97.0,191.0,2023-04-03 22:44:18.000,0.16.0,30.0,14.0,20,True,unimport,,,,,https://pypi.org/project/unimport,,,14175.0,14175.0,,,,3.0,,,,,,,hakancelikdev/unimport,,,,,,,,,,,
215,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-04-19 05:31:49.000,2023-04-19 05:31:49,827.0,5.0,9.0,5.0,101.0,18.0,25.0,182.0,2023-01-30 01:07:41.000,1.1.1,11.0,9.0,20,True,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,,,88852.0,92230.0,https://anaconda.org/conda-forge/xdoctest,2023-01-30 06:16:04.314,128370.0,3.0,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
216,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-01-23 14:44:55.000,2022-01-08 15:29:29,100.0,,40.0,7.0,25.0,24.0,17.0,158.0,2022-01-08 15:31:25.000,0.5.5,23.0,17.0,20,False,sphinx-markdown-builder,,['sphinx'],759.0,683.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,76.0,31602.0,31602.0,,,,3.0,,,,,,,,,,,,,,,,,,
217,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-03-25 02:13:36.000,2022-05-19 03:25:57,154.0,,28.0,6.0,26.0,7.0,21.0,137.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,20,True,lazydocs,,,165.0,142.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,23.0,7055.0,7055.0,,,,3.0,,,,,,,,,,,,,,,,,,
