,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
83,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-04-23 10:10:32.000,2023-04-23 01:30:43,524.0,13.0,132.0,24.0,395.0,48.0,265.0,1056.0,2023-04-23 01:43:49.000,2023.04.22,25.0,86.0,31,True,nox,conda-forge/nox,['pytest'],3945.0,3945.0,https://pypi.org/project/nox,,,1042687.0,1045665.0,https://anaconda.org/conda-forge/nox,2022-12-01 19:24:29.694,160838.0,2.0,,,,,,,wntrblm/nox,,,,,,,,,,,
84,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-04-04 14:56:00.000,2023-04-04 14:55:55,306.0,29.0,89.0,8.0,192.0,47.0,142.0,932.0,2023-03-23 14:48:01.895,23.3.23,57.0,73.0,31,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],32032.0,31614.0,https://pypi.org/project/flake8-bugbear,2023-01-20 21:20:01.679,418.0,1877646.0,1893356.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-03-23 17:22:10.646,691280.0,2.0,,,,,,,,,,,,,,,,,,
85,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-04-19 23:08:27.000,2023-02-28 20:05:14,1758.0,2.0,183.0,21.0,348.0,153.0,391.0,670.0,2023-03-31 19:07:42.000,4.35.0,65.0,107.0,31,True,breathe,conda-forge/breathe,,10474.0,9430.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1044.0,367090.0,373019.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,460958.0,2.0,492.0,,,,,,breathe-doc/breathe,,,,,,,,,,,
86,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-04-27 00:48:55.000,2023-04-27 00:48:55,303.0,13.0,93.0,10.0,184.0,26.0,139.0,484.0,2023-04-13 18:36:10.773,1.23.0,65.0,52.0,31,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],36583.0,34740.0,https://pypi.org/project/sphinx-autodoc-typehints,2023-01-30 23:11:04.728,1843.0,1336244.0,1343681.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-01-25 17:54:59.740,483461.0,2.0,,,,,,,,,,,,,,,,,,
87,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-04-25 15:44:10.000,2023-04-25 15:44:10,2953.0,39.0,250.0,70.0,216.0,134.0,217.0,7624.0,2023-04-20 20:02:50.000,1.5.21.2,142.0,39.0,30,True,scalene,,,413.0,409.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,16105.0,16105.0,,,,2.0,,,,,,,,,,,,,,,,,,
88,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-04-11 09:56:01.000,2023-04-11 09:56:01,379.0,8.0,140.0,28.0,83.0,59.0,127.0,1690.0,,,14.0,57.0,30,True,ipdb,conda-forge/ipdb,,44074.0,44074.0,https://pypi.org/project/ipdb,,,2688857.0,2693215.0,https://anaconda.org/conda-forge/ipdb,2023-03-23 21:56:15.404,353066.0,1.0,,,,,,,,,,,,,,,,,,
89,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,372.0,49.0,261.0,399.0,465.0,1357.0,,,1.0,95.0,30,False,nose,conda-forge/nose,,140670.0,140670.0,https://pypi.org/project/nose,,,4943555.0,4976153.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2705690.0,2.0,,,,,,,,,,,,,,,,,,
90,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-04-24 23:08:56.000,2023-04-24 23:08:55,504.0,115.0,85.0,18.0,82.0,10.0,245.0,1171.0,,,18.0,29.0,30,False,typeguard,conda-forge/typeguard,,14199.0,14199.0,https://pypi.org/project/typeguard,,,8010508.0,8015266.0,https://anaconda.org/conda-forge/typeguard,2023-03-23 08:06:25.663,242676.0,1.0,,,,,,,,,,,,,,,,,,
91,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-02-08 04:25:59.000,2022-08-29 14:53:21,230.0,,84.0,12.0,46.0,3.0,73.0,796.0,2022-08-29 14:53:13.855,6.7.0,66.0,30.0,30,True,colorlog,conda-forge/colorlog,,26846.0,24250.0,https://pypi.org/project/colorlog,2022-08-29 14:53:13.855,2596.0,7182226.0,7199261.0,https://anaconda.org/conda-forge/colorlog,2022-10-26 21:11:56.658,1430998.0,3.0,,,,,,,,,,,,,,,,,,
92,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-04-25 01:18:44.000,2023-04-25 01:18:44,2142.0,119.0,157.0,20.0,758.0,154.0,389.0,768.0,2022-02-06 14:17:08.000,0.5.1,18.0,72.0,30,True,asv,conda-forge/asv,,992.0,920.0,https://pypi.org/project/asv,2022-02-06 14:16:23.000,72.0,23408.0,32777.0,https://anaconda.org/conda-forge/asv,2022-11-04 11:34:14.554,702747.0,2.0,,,,,,,,,,,,,,,,,,
93,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-04-26 00:30:04.000,2023-04-26 00:30:00,1108.0,11.0,128.0,23.0,305.0,52.0,214.0,747.0,,,5.0,74.0,30,False,nose2,conda-forge/nose2,,23090.0,23090.0,https://pypi.org/project/nose2,,,570048.0,571587.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,90839.0,2.0,,,,,,,,,,,,,,,,,,
94,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-04-27 14:01:57.000,2023-04-27 05:35:21,1476.0,79.0,177.0,24.0,373.0,95.0,373.0,709.0,2022-12-17 15:59:27.000,7.1.0,50.0,115.0,30,True,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,16813145.0,16831800.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1585731.0,3.0,,,,,,,,,,,,,,,,,,
95,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,6.0,91.0,23.0,106.0,9.0,104.0,537.0,,,21.0,46.0,30,False,parso,conda-forge/parso,,293405.0,293405.0,https://pypi.org/project/parso,,,17743693.0,17953945.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,13456128.0,2.0,,,,,,,,,,,,,,,,,,
96,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-04-25 03:00:32.000,2023-01-25 16:29:31,473.0,,184.0,8.0,223.0,13.0,146.0,518.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,coveralls,conda-forge/coveralls,['pytest'],31070.0,31070.0,https://pypi.org/project/coveralls,,,526966.0,539015.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,903676.0,2.0,,,,,,,,,,,,,,,,,,
97,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-04-24 13:06:57.000,2023-04-24 13:06:57,10068.0,48.0,5031.0,1094.0,349.0,53.0,4878.0,26833.0,2023-01-02 22:32:55.000,1.7,8.0,127.0,29,False,sqlmap,,,,,https://pypi.org/project/sqlmap,,,7598.0,7598.0,,,,2.0,,,,,,,,,,,,,,,,,,
98,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-03-04 03:11:05.000,2022-06-22 04:41:01,431.0,,468.0,165.0,151.0,137.0,167.0,9191.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,29,True,gdbgui,,,275.0,275.0,https://pypi.org/project/gdbgui,,,61832.0,62237.0,,,,2.0,13382.0,,,,,,,,,,,,,,,,,
99,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-04-27 13:53:00.000,2023-04-27 13:52:58,628.0,23.0,689.0,120.0,707.0,35.0,964.0,8510.0,2023-03-29 17:36:28.000,1.32.1,72.0,32.0,29,True,playwright,,,,,https://pypi.org/project/playwright,,,1332622.0,1332622.0,,,,2.0,,,,,,,,,,,,,,,,,,
100,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-04-24 17:33:21.000,2023-04-24 17:33:16,665.0,26.0,176.0,46.0,47.0,15.0,174.0,4352.0,,,16.0,7.0,29,True,alive-progress,conda-forge/alive-progress,,1765.0,1765.0,https://pypi.org/project/alive-progress,,,291934.0,292732.0,https://anaconda.org/conda-forge/alive-progress,2023-04-08 05:54:08.845,30332.0,3.0,,,,,,,,,,,,,,,,,,
101,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-04-27 01:14:35.000,2023-02-27 07:59:09,717.0,2.0,116.0,22.0,134.0,15.0,162.0,2491.0,2023-01-08 21:24:44.000,2.7,46.0,35.0,29,True,vulture,conda-forge/vulture,,3952.0,3697.0,https://pypi.org/project/vulture,2023-01-09 21:18:34.095,255.0,388253.0,389105.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,68202.0,2.0,,,,,,,,,,,,,,,,,,
102,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-04-10 13:13:03.642,2023-04-10 11:51:09,424.0,14.0,69.0,17.0,158.0,21.0,90.0,1054.0,2023-04-10 11:18:29.000,0.9.7,8.0,48.0,29,False,pytest-sugar,conda-forge/pytest-sugar,['pytest'],21964.0,21964.0,https://pypi.org/project/pytest-sugar,,,810294.0,812974.0,https://anaconda.org/conda-forge/pytest-sugar,2023-04-10 13:13:03.642,182207.0,2.0,1.0,,,,,,,,,,,,,,,,,
103,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-04-11 08:30:15.746,2023-04-10 09:23:04,514.0,8.0,122.0,20.0,132.0,27.0,81.0,1004.0,2023-04-10 08:58:50.000,3.7.0,19.0,53.0,29,False,prettytable,conda-forge/prettytable,,42417.0,42417.0,https://pypi.org/project/prettytable,,,8327167.0,8340283.0,https://anaconda.org/conda-forge/prettytable,2023-04-11 08:30:15.746,1075591.0,3.0,,,,,,,,,,,,,,,,,,
104,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-04-24 23:58:08.000,2023-04-24 23:57:41,627.0,10.0,102.0,24.0,151.0,22.0,59.0,700.0,2022-08-07 15:50:19.406,2.0.4,24.0,42.0,29,False,pyhamcrest,conda-forge/pyhamcrest,,35195.0,33341.0,https://pypi.org/project/pyhamcrest,2022-08-07 15:50:19.406,1854.0,1283976.0,1289594.0,https://anaconda.org/conda-forge/pyhamcrest,2022-09-21 07:33:07.620,466327.0,2.0,,,,,,,,,,,,,,,,,,
105,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-04-20 14:31:29.000,2023-04-20 14:31:29,255.0,3.0,25.0,15.0,31.0,4.0,5.0,379.0,2023-01-16 06:54:10.000,1.1.1,38.0,12.0,29,True,wasabi,conda-forge/wasabi,,27423.0,27423.0,https://pypi.org/project/wasabi,,,4131623.0,4152659.0,https://anaconda.org/conda-forge/wasabi,2023-01-23 10:44:50.730,1051822.0,3.0,,,,,,,explosion/wasabi,,,,,,,,,,,
106,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-04-25 16:59:17.000,2023-04-25 14:50:41,1065.0,3.0,65.0,33.0,6.0,,,227.0,2023-04-19 08:08:01.193,6.0.0,39.0,186.0,29,True,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,2022-10-06 09:48:04.927,4397.0,205129.0,205129.0,,,,2.0,,,,,,,,,,,,,,,,,,
107,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-04-27 14:02:28.000,2023-04-26 08:51:26,2436.0,114.0,265.0,48.0,1196.0,464.0,835.0,4584.0,2023-04-06 14:24:04.000,2023.04.06,105.0,120.0,28,True,,conda-forge/mamba,,,,,,,,146555.0,https://anaconda.org/conda-forge/mamba,2023-04-06 15:21:25.785,7181234.0,3.0,,,,,,,,,,,,,,,,,,
108,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-04-26 23:51:56.000,2023-04-26 21:32:34,2893.0,465.0,265.0,41.0,594.0,106.0,485.0,1686.0,2023-04-12 04:02:57.000,0.3.14,24.0,116.0,28,True,briefcase,,,,,https://pypi.org/project/briefcase,,,5572.0,5574.0,,,,2.0,96.0,,,,,,,,,,,,,,,,,
109,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-04-21 13:18:12.000,2023-04-21 13:17:49,643.0,7.0,451.0,70.0,257.0,68.0,146.0,1652.0,,,7.0,91.0,28,False,pyelftools,conda-forge/pyelftools,,5061.0,5061.0,https://pypi.org/project/pyelftools,,,2569951.0,2571430.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,125729.0,2.0,,,,,,,,,,,,,,,,,,
110,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-04-05 10:48:47.000,2023-02-26 17:29:13,584.0,17.0,123.0,30.0,303.0,49.0,115.0,1486.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,28,True,safety,conda-forge/safety,,14.0,14.0,https://pypi.org/project/safety,,,973723.0,983553.0,https://anaconda.org/conda-forge/safety,2022-12-09 10:33:04.329,60792.0,3.0,315905.0,,,,,,,,,,,,,,,,,
111,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-04-24 19:01:28.000,2023-04-24 14:27:04,413.0,41.0,117.0,37.0,301.0,25.0,209.0,1134.0,2023-03-19 10:27:27.000,0.21.0,20.0,41.0,28,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,6334984.0,6357471.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1596262.0,3.0,83.0,,,,,,,,,,,,,,,,,
112,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-04-26 00:05:23.000,2023-04-26 00:05:22,586.0,32.0,73.0,14.0,152.0,34.0,69.0,754.0,2023-04-18 12:27:06.733,2.1.1,57.0,37.0,28,True,autoflake,conda-forge/autoflake,,706.0,,https://pypi.org/project/autoflake,2023-01-31 16:04:02.641,706.0,1334440.0,1344175.0,https://anaconda.org/conda-forge/autoflake,2022-10-14 07:46:06.339,467302.0,2.0,,,,,,,PyCQA/autoflake,,,,,,,,,,6.0,
113,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-12-31 03:02:53.000,2022-12-31 03:02:53,264.0,,94.0,25.0,109.0,38.0,77.0,713.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,astor,conda-forge/astor,,2164.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2164.0,6596489.0,6623841.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1969384.0,1.0,,,,,,,,,,,,,,,,,6.0,
114,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,,2013-02-20 22:19:04.000,2023-03-23 01:07:33.000,2023-03-23 01:07:33,145.0,2.0,53.0,17.0,57.0,9.0,39.0,559.0,,,4.0,22.0,28,True,mccabe,conda-forge/mccabe,,359741.0,359741.0,https://pypi.org/project/mccabe,,,27819820.0,27900063.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,6579964.0,2.0,,,,,,,,,,,,,,,,,,
115,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-04-26 01:47:44.000,2023-01-31 06:24:11,623.0,1.0,116.0,17.0,182.0,60.0,163.0,553.0,2022-03-26 22:16:11.000,2.5.3,54.0,67.0,28,True,pylint-django,conda-forge/pylint-django,['pylint'],26713.0,25540.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,1173.0,1004719.0,1006499.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,142013.0,2.0,230.0,,,,,,,,,,,,,,,,,
116,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-04-25 13:29:34.000,2021-06-11 10:22:09,273.0,,41.0,9.0,36.0,29.0,51.0,503.0,,,7.0,15.0,28,False,coloredlogs,anaconda/coloredlogs,,21077.0,21077.0,https://pypi.org/project/coloredlogs,,,6127444.0,6127580.0,https://anaconda.org/anaconda/coloredlogs,2023-03-17 13:09:02.979,9174.0,3.0,,,,,,,,,,,,,,,,,,
117,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-04-03 15:58:18.000,2023-04-03 15:58:18,257.0,1.0,131.0,15.0,122.0,17.0,77.0,445.0,2022-12-19 20:46:55.580,0.13.3,27.0,35.0,28,False,pep8-naming,conda-forge/pep8-naming,,48795.0,46922.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1873.0,1977784.0,1981241.0,https://anaconda.org/conda-forge/pep8-naming,2022-12-20 00:48:27.815,297344.0,2.0,,,,,,,,,,,,,,,,,,
118,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-04-26 20:47:13.842,2023-04-26 13:06:07,535.0,16.0,48.0,12.0,88.0,14.0,89.0,394.0,2023-04-26 13:15:21.000,1.6.4,8.0,26.0,28,True,docformatter,conda-forge/docformatter,,2776.0,2776.0,https://pypi.org/project/docformatter,,,341752.0,343665.0,https://anaconda.org/conda-forge/docformatter,2023-04-26 20:47:13.842,59320.0,3.0,,,,,,,PyCQA/docformatter,,,,,,,,,,,
119,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-04-26 23:53:05.000,2023-04-26 23:53:04,768.0,64.0,21.0,4.0,452.0,45.0,78.0,340.0,2023-03-29 18:53:41.000,0.33.1,50.0,15.0,28,True,nitpick,,['flake8'],1232.0,1232.0,https://pypi.org/project/nitpick,,,93134.0,93134.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,
120,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-04-02 17:19:51.000,2022-12-27 17:54:48,436.0,,27.0,11.0,38.0,16.0,18.0,237.0,2022-10-29 15:21:26.062,1.2.0,31.0,9.0,28,True,executing,conda-forge/executing,,67167.0,67041.0,https://pypi.org/project/executing,2022-10-29 15:21:26.062,126.0,10201014.0,10368138.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,6684973.0,1.0,,,,,,,,,,,,,,,,,,
121,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-10-29 20:43:34.047,2022-10-08 21:16:38,202.0,,55.0,20.0,106.0,1.0,86.0,217.0,2022-05-21 21:30:52.000,1.5.4,34.0,26.0,28,True,typed_ast,conda-forge/typed-ast,,5526.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5526.0,8803344.0,8893531.0,https://anaconda.org/conda-forge/typed-ast,2022-10-29 20:43:34.047,5952350.0,1.0,,,,,,,,,,,,,,,,,,
122,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-04-27 12:31:46.000,2023-04-27 12:31:46,570.0,58.0,24.0,4.0,31.0,27.0,91.0,160.0,2023-04-16 12:30:00.487,0.27.1,57.0,17.0,28,True,griffe,conda-forge/griffe,,1861.0,1836.0,https://pypi.org/project/griffe,2023-02-16 21:01:01.430,25.0,389549.0,398023.0,https://anaconda.org/conda-forge/griffe,2023-04-24 12:51:28.042,110163.0,2.0,,,,,,,,,,,,,,,,,,
123,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-04-16 20:28:43.000,2023-02-28 08:51:18,96.0,3.0,27.0,12.0,44.0,,29.0,127.0,2021-11-13 21:39:31.000,0.5.3,20.0,10.0,28,True,gast,conda-forge/gast,,116986.0,115049.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1937.0,13089801.0,13126062.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,2139429.0,1.0,,,,,,,,,,,,,,,,,,
124,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-04-24 08:06:16.000,2023-01-21 22:38:30,6697.0,,197.0,60.0,123.0,295.0,230.0,4685.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,53.0,27,True,pyoxidizer,,,148.0,148.0,https://pypi.org/project/pyoxidizer,,,5341.0,5542.0,,,,3.0,7861.0,,,,,,,,,,,,,,,,,
125,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-04-18 22:40:40.000,2023-02-22 05:49:22,592.0,18.0,237.0,33.0,219.0,106.0,177.0,3646.0,,,15.0,109.0,27,True,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,6147336.0,6158210.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,924370.0,3.0,,,,,,,,,,,,,,,,,,
126,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3152.0,835.0,2373.0,3461.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,27,False,coala-bears,,,121.0,12.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,109.0,1079.0,1080.0,,,,2.0,162.0,,,,,,,,,,,,,,,,,
