,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
85,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2024-01-18 07:00:34.000,2024-01-18 06:59:55,1827.0,70.0,208.0,28.0,1174.0,854.0,1196.0,2023-12-18 06:46:31.000,6.15.12,83.0,109.0,32,True,,48.0,cx_freeze,conda-forge/cx_freeze,,53.0,,https://pypi.org/project/cx_freeze,2023-12-18 06:46:31.000,53.0,101925.0,108413.0,https://anaconda.org/conda-forge/cx_freeze,2023-12-18 07:35:53.008,285494.0,2.0,,,,,,,,,,,,,,,,,
86,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2024-01-17 15:53:23.000,2024-01-17 15:51:43,364.0,35.0,101.0,8.0,238.0,160.0,1018.0,2024-01-17 15:53:23.000,24.1.17,67.0,82.0,32,True,,58.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],36416.0,35875.0,https://pypi.org/project/flake8-bugbear,2024-01-17 15:53:23.000,541.0,2120156.0,2140201.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-12-04 18:33:44.282,761745.0,2.0,,,,,,,,,,,,,,,,,
87,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-01-17 03:04:06.000,2024-01-17 03:04:03,1090.0,36.0,141.0,22.0,71.0,212.0,830.0,2023-12-18 13:26:55.000,4.3.2,106.0,46.0,32,True,,5.0,progressbar2,conda-forge/progressbar2,,1604.0,,https://pypi.org/project/progressbar2,2023-12-18 13:26:48.000,1604.0,22114912.0,22140525.0,https://anaconda.org/conda-forge/progressbar2,2023-12-21 22:48:56.610,1100212.0,2.0,2146.0,,,,,,,,,,,,,,,,
88,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-01-16 16:20:01.000,2024-01-16 16:20:00,344.0,15.0,99.0,11.0,232.0,152.0,514.0,2023-11-11 00:29:39.000,1.25.2,43.0,54.0,32,True,,29.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],46190.0,46190.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1193783.0,1208532.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-11-11 13:45:27.523,634209.0,2.0,,,,,,,,,,,,,,,,,
89,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-01-16 18:58:07.003,2024-01-16 17:43:44,796.0,44.0,35.0,6.0,54.0,154.0,232.0,2024-01-16 17:44:05.000,0.39.0,92.0,26.0,32,True,,17.0,griffe,conda-forge/griffe,,4176.0,4130.0,https://pypi.org/project/griffe,2024-01-16 17:43:57.000,46.0,728515.0,737752.0,https://anaconda.org/conda-forge/griffe,2024-01-16 18:58:07.003,203223.0,2.0,,,,,,,,,,,,,,,,,
90,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2024-01-17 11:06:05.000,2024-01-17 11:06:05,10137.0,33.0,5311.0,1090.0,375.0,5032.0,29627.0,2024-01-03 22:20:06.000,1.8,9.0,134.0,31,False,,49.0,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,9165.0,9165.0,,,,2.0,,,,,,,,,,,,,,,,,
91,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-12-02 19:41:03.000,2023-12-02 19:40:58,685.0,3.0,189.0,49.0,49.0,193.0,4866.0,2023-11-08 23:23:51.000,3.1.5,34.0,7.0,31,True,,20.0,alive-progress,conda-forge/alive-progress,,2854.0,2635.0,https://pypi.org/project/alive-progress,2023-11-08 23:23:51.000,219.0,469591.0,470732.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,47946.0,3.0,,,,,,,,,,,,,,,,,
92,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-01-15 19:50:07.000,2024-01-06 18:54:58,747.0,7.0,140.0,26.0,151.0,175.0,2883.0,2023-10-06 15:53:34.000,2.10,50.0,40.0,31,True,,22.0,vulture,conda-forge/vulture,,4555.0,4278.0,https://pypi.org/project/vulture,2023-10-06 15:53:22.000,277.0,441931.0,442800.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,77379.0,2.0,,,,,,,,,,,,,,,,,
93,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2024-01-16 16:53:31.000,2023-12-08 14:14:14,669.0,6.0,489.0,70.0,291.0,169.0,1829.0,,,11.0,97.0,31,True,,71.0,pyelftools,conda-forge/pyelftools,,7320.0,6750.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,570.0,2483207.0,2487027.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,149011.0,2.0,,,,,,,,,,,,,,,,,
94,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,380.0,48.0,262.0,465.0,1361.0,,,1.0,95.0,31,False,,401.0,nose,conda-forge/nose,,149890.0,149890.0,https://pypi.org/project/nose,,,4195846.0,4228592.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3012661.0,2.0,,,,,,,,,,,,,,,,,
95,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,2.0,187.0,19.0,318.0,225.0,1107.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,31,True,,121.0,pydocstyle,conda-forge/pydocstyle,,64764.0,61936.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2828.0,3176879.0,3196046.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1725039.0,2.0,69.0,,,,,,,,,,,,,,,,
96,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-12-02 19:22:57.004,2023-12-02 16:52:58,237.0,7.0,122.0,13.0,47.0,75.0,836.0,2023-12-02 16:46:59.000,6.8.0,67.0,32.0,31,True,,1.0,colorlog,conda-forge/colorlog,,35721.0,32928.0,https://pypi.org/project/colorlog,2023-12-02 16:46:59.000,2793.0,9221566.0,9266426.0,https://anaconda.org/conda-forge/colorlog,2023-12-02 19:22:57.004,1884156.0,3.0,,,,,,,,,,,,,,,,,
97,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2024-01-17 15:12:14.000,2024-01-08 08:04:35,2351.0,8.0,164.0,22.0,800.0,431.0,817.0,2023-09-11 14:23:39.000,0.6.1,14.0,79.0,31,True,,139.0,asv,conda-forge/asv,,1057.0,1057.0,https://pypi.org/project/asv,,,65809.0,83089.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,760310.0,2.0,160.0,,,,,,,,,,,,,,,,
98,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000,2023-12-03 13:55:50,149.0,1.0,56.0,17.0,60.0,45.0,616.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,437465.0,421459.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,16006.0,25663140.0,25748667.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7783037.0,2.0,,,,,,,,,,,,,,,,,
99,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-01-15 20:29:58.000,2023-11-04 22:55:07,654.0,24.0,119.0,16.0,198.0,169.0,575.0,2023-10-23 02:19:27.000,2.5.4,24.0,70.0,31,True,pylint-dev/pylint-django,58.0,pylint-django,conda-forge/pylint-django,['pylint'],28383.0,28383.0,https://pypi.org/project/pylint-django,,,1009767.0,1014427.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,176892.0,2.0,278.0,,,,,,,,,,,,,,,,
100,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-01-18 11:06:08.000,2024-01-18 10:03:38,2764.0,122.0,322.0,45.0,1569.0,1119.0,5708.0,2023-12-21 16:59:19.000,2023.12.21,118.0,147.0,30,True,,483.0,,conda-forge/mamba,,,,,,,,231270.0,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10175881.0,3.0,,,,,,,,,,,,,,,,,
101,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-01-18 14:15:00.000,2024-01-18 08:48:50,1000.0,8.0,378.0,41.0,494.0,395.0,3287.0,2023-07-19 09:04:00.000,3.3.0,43.0,129.0,30,True,,195.0,factory_boy,conda-forge/factory_boy,,845.0,,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,845.0,2744914.0,2748420.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,140247.0,2.0,,,,,,,,,,,,,,,,,
102,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-12-16 18:29:03.000,2023-12-09 12:48:14,1182.0,8.0,125.0,33.0,275.0,276.0,2059.0,2023-05-14 14:50:50.819,3.9.0,49.0,70.0,30,True,,132.0,flit,conda-forge/flit,,2208.0,1693.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,515.0,254930.0,257035.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,174722.0,3.0,,,,,,,,,,,,,,,,,
103,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,147.0,28.0,84.0,130.0,1788.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,63.0,ipdb,conda-forge/ipdb,,61184.0,52176.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,9008.0,1979835.0,1984635.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,432041.0,2.0,,,,,,,,,,,,,,,,,
104,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,48.0,163.0,218.0,1742.0,,,10.0,65.0,30,True,,84.0,doit,conda-forge/doit,,1691.0,1691.0,https://pypi.org/project/doit,,,443934.0,447326.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,247654.0,3.0,,,,,,,,,,,,,,,,,
105,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-12-24 18:05:39.000,2023-12-18 14:36:24,755.0,36.0,72.0,15.0,90.0,60.0,1321.0,2023-12-07 08:53:23.000,1.6.0,24.0,31.0,30,True,,20.0,yappi,conda-forge/yappi,,1440.0,1089.0,https://pypi.org/project/yappi,2023-12-07 08:53:23.000,351.0,1560212.0,1564497.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,167126.0,2.0,,,,,,,,,,,,,,,,,
106,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2024-01-10 00:12:49.000,2024-01-10 00:12:48,1143.0,21.0,200.0,49.0,398.0,349.0,1288.0,2023-11-21 15:21:18.000,3.5.0,50.0,93.0,30,True,,228.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,13170983.0,13303840.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5579950.0,2.0,5.0,,,,,,,,,,,,,,,,
107,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-12-31 15:52:09.000,2023-11-02 07:06:53,544.0,3.0,141.0,24.0,422.0,275.0,1168.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,30,True,wntrblm/nox,61.0,nox,conda-forge/nox,['pytest'],4890.0,4890.0,https://pypi.org/project/nox,,,823819.0,829670.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,251633.0,2.0,,,,,,,,,,,,,,,,,
108,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2024-01-16 15:56:10.000,2024-01-16 15:56:07,1145.0,21.0,128.0,23.0,328.0,217.0,768.0,,,5.0,77.0,30,False,,50.0,nose2,conda-forge/nose2,,24475.0,24475.0,https://pypi.org/project/nose2,,,590789.0,592634.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,125462.0,2.0,,,,,,,,,,,,,,,,,
109,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-01-18 13:29:38.000,2023-08-14 16:01:13,475.0,,181.0,8.0,230.0,146.0,537.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,,15.0,coveralls,conda-forge/coveralls,['pytest'],32839.0,32839.0,https://pypi.org/project/coveralls,,,463566.0,476091.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1052131.0,2.0,,,,,,,,,,,,,,,,,
110,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-17 04:50:55.000,2024-01-03 04:38:36,234.0,4.0,111.0,21.0,63.0,45.0,431.0,2024-01-03 04:48:22.000,1.7.1,24.0,38.0,30,True,,8.0,ddt,conda-forge/ddt,,5458.0,5458.0,https://pypi.org/project/ddt,,,488066.0,493753.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,90996.0,2.0,,,,,,,,,,,,,,,,,
111,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-11-06 14:59:28.000,2023-11-06 14:59:27,469.0,2.0,29.0,10.0,42.0,25.0,288.0,2023-10-29 10:17:10.000,2.0.1,33.0,10.0,30,True,,15.0,executing,conda-forge/executing,,141977.0,141762.0,https://pypi.org/project/executing,2023-10-29 10:17:10.000,215.0,18200212.0,18461877.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10204946.0,1.0,,,,,,,,,,,,,,,,,
112,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-01-11 03:11:48.000,2023-10-18 07:06:19,437.0,,483.0,164.0,160.0,172.0,9562.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,145.0,gdbgui,,,344.0,344.0,https://pypi.org/project/gdbgui,,,13338.0,13734.0,,,,2.0,16673.0,,,,,,,,,,,,,,,,
113,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-12-27 17:07:53.000,2022-12-04 22:09:17,262.0,,171.0,50.0,53.0,71.0,8106.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,29,False,,70.0,icecream,conda-forge/icecream,,199.0,21.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,178.0,406838.0,407745.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,29948.0,2.0,,,,,,,,,,,,,,,,,
114,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-01-17 23:50:14.000,2024-01-17 23:50:12,1001.0,24.0,175.0,27.0,305.0,333.0,1720.0,,,,48.0,29,True,,17.0,pdoc,,,2447.0,2447.0,https://pypi.org/project/pdoc,,,175611.0,175611.0,,,,2.0,,,,,,,,,,,,,,,,,
115,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-04 18:22:31.000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1569.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,29,True,,23.0,radon,conda-forge/radon,,5339.0,4680.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,659.0,361862.0,362772.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68294.0,2.0,,,,,,,,,,,,,,,,,
116,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2024-01-16 17:05:26.000,2024-01-16 17:01:59,615.0,116.0,127.0,38.0,456.0,250.0,1266.0,2024-01-01 14:04:00.000,0.23.3,29.0,44.0,29,True,,41.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,7641344.0,7683482.0,https://anaconda.org/conda-forge/pytest-asyncio,2024-01-02 15:54:52.126,1853775.0,3.0,176.0,,,,,,,,,,,,,,,,
117,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000,2023-12-15 12:49:52,1016.0,12.0,107.0,20.0,76.0,88.0,1158.0,,,5.0,41.0,29,True,,90.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8135.0,8135.0,https://pypi.org/project/pytest-benchmark,,,793518.0,814176.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1941939.0,3.0,,,,,,,,,,,,,,,,,
118,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-01-15 18:13:53.000,2024-01-08 18:44:03,1682.0,39.0,207.0,27.0,457.0,463.0,792.0,2023-10-02 15:08:38.000,8.0.4,55.0,131.0,29,True,,83.0,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,20310224.0,20357686.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2088333.0,3.0,,,,,,,,,,,,,,,,,
119,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-01-18 10:45:13.000,2024-01-18 10:45:13,649.0,10.0,105.0,25.0,161.0,65.0,733.0,2023-10-22 15:51:05.000,V2.1.0,10.0,43.0,29,False,,17.0,pyhamcrest,conda-forge/pyhamcrest,,36547.0,36547.0,https://pypi.org/project/pyhamcrest,,,1175576.0,1180782.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,478995.0,3.0,,,,,,,,,,,,,,,,,
120,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-01-18 13:01:01.000,2024-01-18 13:01:00,609.0,14.0,31.0,5.0,539.0,54.0,557.0,2023-08-15 18:04:57.000,3.15.0,33.0,20.0,29,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,8062.0,7765.0,https://pypi.org/project/pytest-randomly,2023-08-15 18:04:57.000,297.0,1460705.0,1467082.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,172179.0,3.0,,,,,,,,,,,,,,,,,
121,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-11-13 14:46:14.052,2021-06-11 10:22:09,273.0,,41.0,10.0,36.0,52.0,521.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,31.0,coloredlogs,anaconda/coloredlogs,,35904.0,33790.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2114.0,13895472.0,13895637.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,12540.0,3.0,,,,,,,,,,,,,,,,,
122,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-12-23 17:28:26.000,2023-12-21 21:19:44,305.0,10.0,67.0,21.0,65.0,53.0,497.0,2022-04-20 19:59:44.000,2021.03.14,4.0,26.0,29,True,,27.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],21494.0,21494.0,https://pypi.org/project/sphinx-autobuild,,,412330.0,415197.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,232303.0,2.0,,,,,,,,,,,,,,,,,
123,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-01-18 13:00:57.000,2024-01-18 13:00:56,577.0,14.0,21.0,7.0,495.0,51.0,458.0,2023-07-10 12:46:08.000,3.14.0,39.0,15.0,29,True,,4.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26713.0,25997.0,https://pypi.org/project/flake8-comprehensions,2023-07-10 12:46:08.000,716.0,809261.0,827170.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,770094.0,2.0,,,,,,,,,,,,,,,,,
124,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-01-14 18:47:47.000,2024-01-09 15:18:40,595.0,9.0,143.0,35.0,307.0,137.0,261.0,2023-09-26 00:23:25.000,1.6.0,15.0,81.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],42060.0,42060.0,https://pypi.org/project/numpydoc,,,436681.0,487179.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2221947.0,2.0,,,,,,,,,,,,,,,,,
125,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-11-18 22:04:00.000,2022-03-06 14:20:17,408.0,,384.0,155.0,72.0,228.0,9725.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,78.0,bpytop,conda-forge/bpytop,,169.0,168.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,5203.0,5640.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15323.0,3.0,,,,,,,,,,,,,,,,,
126,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000,2023-01-21 22:38:30,6697.0,,210.0,62.0,130.0,236.0,5021.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,True,,324.0,pyoxidizer,,,152.0,150.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,9280.0,9552.0,,,,3.0,13103.0,,,,,,,,,,,,,,,,
