,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
201,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,46.0,24.0,55.0,73.0,1306.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,64.0,pyflow,,,6705.0,643.0,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,522.0,,,,3.0,,,,,,,,,,,,,,
202,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2024-01-26 19:10:51.000,2024-01-26 19:10:51,133.0,1.0,49.0,10.0,98.0,39.0,921.0,2023-09-03 16:53:31.000,0.12.2,18.0,13.0,22,True,,22.0,python-devtools,conda-forge/python-devtools,,,1614.0,4435.0,4434.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,1005.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,21319.0,3.0,,,,,,,,,,,,,,
203,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,28.0,839.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,31.0,pycco,,,,1880.0,325.0,325.0,https://pypi.org/project/pycco,,,1880.0,,,,3.0,,,,,,,,,,,,,,
204,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2024-02-20 15:21:39.000,2024-02-20 15:21:38,481.0,6.0,22.0,6.0,208.0,58.0,331.0,2023-08-30 17:27:37.000,3.1.0,41.0,11.0,22,True,,,add-trailing-comma,,,,96306.0,22.0,,https://pypi.org/project/add-trailing-comma,2023-08-30 17:27:37.000,22.0,96306.0,,,,3.0,,,,,,,,,,,,,,
205,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,70.0,10.0,50.0,44.0,291.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,,55.0,mkdocs-with-pdf,,['mkdocs'],,36480.0,480.0,480.0,https://pypi.org/project/mkdocs-with-pdf,,,36480.0,,,,3.0,,,,,,,,,,,,,,
206,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2024-01-07 09:46:41.000,2024-01-07 09:46:36,493.0,6.0,22.0,5.0,185.0,107.0,237.0,2023-12-24 07:42:09.000,1.2.1,57.0,16.0,22,True,hakancelikdev/unimport,10.0,unimport,,,,21727.0,16.0,,https://pypi.org/project/unimport,2023-12-24 07:42:09.000,16.0,21727.0,,,,3.0,,,,,,,,,,,,,,
207,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-02-16 21:50:36.000,2024-01-16 13:20:10,156.0,1.0,37.0,8.0,40.0,27.0,171.0,2021-07-27 09:00:22.000,0.4.8,18.0,11.0,22,True,,6.0,lazydocs,,,,11739.0,230.0,208.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,11739.0,,,,3.0,,,,,,,,,,,,,,
208,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-02-24 01:48:41.000,2024-02-23 21:17:46,879.0,41.0,21.0,8.0,27.0,67.0,124.0,2024-02-10 14:29:57.000,12.6.1,62.0,23.0,22,True,,5.0,pip-run,,,,13591.0,3.0,,https://pypi.org/project/pip-run,2024-02-10 14:29:40.000,3.0,13591.0,,,,3.0,,,,,,,,,,,,,,
209,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2024-02-20 05:31:02.000,2024-02-12 09:58:27,506.0,1.0,384.0,74.0,137.0,230.0,5954.0,2023-07-30 13:52:49.000,1.2.2,10.0,61.0,21,True,,105.0,,,,,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,
210,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58,433.0,,113.0,74.0,25.0,20.0,2963.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,,15.0,profiling,,,,1611.0,69.0,69.0,https://pypi.org/project/profiling,,,1611.0,,,,3.0,,,,,,,,,,,,,,
211,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:29:11.000,2023-10-16 20:22:41,416.0,,74.0,42.0,48.0,36.0,1621.0,2023-10-16 20:29:11.000,0.9.5,41.0,10.0,21,True,,21.0,birdseye,,,,1269.0,4.0,,https://pypi.org/project/birdseye,2023-10-16 20:29:11.000,4.0,1269.0,,,,3.0,,,,,,,,,,,,,,
212,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,89.0,38.0,76.0,34.0,1506.0,,,5.0,27.0,21,False,,38.0,bowler,conda-forge/bowler,,,81577.0,,,https://pypi.org/project/bowler,,,81294.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,18140.0,3.0,,,,,,,,,,,,,,
213,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000,2022-07-24 14:45:54,478.0,,83.0,10.0,61.0,53.0,1134.0,,,5.0,30.0,21,False,,47.0,pympler,conda-forge/pympler,,,1317018.0,,,https://pypi.org/project/pympler,,,1312258.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,399885.0,3.0,,,,,,,,,,,,,,
214,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,78.0,17.0,43.0,32.0,857.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,21,False,,32.0,portray,,,,7917.0,844.0,822.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,22.0,7917.0,,,,3.0,,,,,,,,,,,,,,
215,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787,2023-04-26 09:11:54,1074.0,,44.0,14.0,21.0,54.0,774.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,21,True,,43.0,hunter,conda-forge/hunter,,,17133.0,169.0,169.0,https://pypi.org/project/hunter,,,15333.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,57614.0,3.0,,,,,,,,,,,,,,
216,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2024-03-05 02:03:45.000,2024-03-05 02:03:38,335.0,11.0,57.0,26.0,319.0,84.0,642.0,,,,41.0,21,False,,27.0,fixit,,,,50088.0,62.0,62.0,https://pypi.org/project/fixit,,,50088.0,,,,3.0,,,,,,,,,,,,,,
217,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-12-18 17:23:41.000,2023-12-18 17:23:36,498.0,6.0,23.0,10.0,44.0,15.0,362.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,21,True,,7.0,manhole,conda-forge/manhole,,,20881.0,275.0,275.0,https://pypi.org/project/manhole,,,20279.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,19280.0,3.0,,,,,,,,,,,,,,
218,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,46.0,306.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,,42.0,mkdocs-pdf-export-plugin,,['mkdocs'],,24535.0,746.0,746.0,https://pypi.org/project/mkdocs-pdf-export-plugin,,,24535.0,,,,3.0,,,,,,,,,,,,,,
219,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,,17.0,6.0,83.0,41.0,165.0,2023-08-11 15:10:29.000,2023.8.2,7.0,14.0,21,True,,11.0,pandas-vet,conda-forge/pandas-vet,['flake8'],73.0,58623.0,432.0,432.0,https://pypi.org/project/pandas-vet,,,57926.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,17412.0,3.0,,,,,,,,,,,,,,
220,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,27.0,4.0,38.0,26.0,127.0,,,,12.0,21,False,,5.0,flake8-commas,,['flake8'],,415035.0,17340.0,17340.0,https://pypi.org/project/flake8-commas,,,415035.0,,,,3.0,,,,,,,,,,,,,,
221,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2024-01-23 20:29:47.000,2024-01-23 20:29:17,235.0,6.0,15.0,4.0,12.0,72.0,111.0,2023-08-28 07:28:44.000,2.3.6,41.0,6.0,21,True,,14.0,mkdocs-print-site-plugin,,['mkdocs'],,19951.0,284.0,284.0,https://pypi.org/project/mkdocs-print-site-plugin,,,19951.0,,,,3.0,,,,,,,,,,,,,,
222,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,,203.0,58.0,44.0,16.0,2754.0,,,,24.0,20,True,,41.0,pyrasite,,,,7027.0,56.0,56.0,https://pypi.org/project/pyrasite,,,7027.0,,,,3.0,,,,,,,,,,,,,,
223,reloadium,reloadware/reloadium,debugging,Hot Reloading and Profiling for Python.,,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2024-02-20 14:16:19.000,2024-02-20 14:16:19,54.0,2.0,58.0,25.0,30.0,113.0,2665.0,2024-02-20 14:15:21.000,1.4.0,47.0,3.0,20,True,,16.0,reloadium,,,,8315.0,,,https://pypi.org/project/reloadium,2024-02-20 14:15:21.000,,8315.0,,,,3.0,,,,,,,,,,,,,,
224,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,,71.0,20.0,455.0,111.0,613.0,,,11.0,37.0,20,True,nipunn1313/mypy-protobuf,13.0,mypy-protobuf,conda-forge/mypy-protobuf,,,2433938.0,,,https://pypi.org/project/mypy-protobuf,,,2430864.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,122980.0,3.0,,,,,,,,,,,,,,
225,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2019-11-17 15:47:15.000,2023-09-10 22:29:17.739,2019-10-30 17:50:10,279.0,,61.0,1.0,,,433.0,,,13.0,10.0,20,False,,,assertpy,conda-forge/assertpy,,,445647.0,114.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,114.0,445105.0,https://anaconda.org/conda-forge/assertpy,2023-09-10 22:29:17.739,23866.0,3.0,,,,,,7.0,,,,,,,,
226,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,20,False,,3.0,vex,,,,8742.0,41.0,31.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,8742.0,,,,3.0,,,,,,,,,,,,,,
227,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2024-02-08 12:24:35.000,2023-09-13 20:26:49,293.0,,69.0,10.0,102.0,90.0,277.0,,,11.0,46.0,20,True,,11.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],,573542.0,,,https://pypi.org/project/flake8-import-order,,,570753.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,245455.0,3.0,,,,,,,,,,,,,,
228,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2021-02-11 03:06:29.408,2024-03-03 22:21:43.068,2023-11-06 14:59:10,539.0,,,,,,,2024-03-03 18:53:30.000,0.9.32,33.0,24.0,20,True,,,asteval,conda-forge/asteval,,,350008.0,183.0,,https://pypi.org/project/asteval,2024-03-03 18:53:30.000,183.0,340235.0,https://anaconda.org/conda-forge/asteval,2024-03-03 22:21:43.068,361629.0,3.0,,,,,,,,,,,,,,
229,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-28 22:35:49.000,2023-12-28 22:31:34,105.0,2.0,55.0,44.0,24.0,25.0,1578.0,2020-12-02 20:41:20.000,20.12.2,3.0,44.0,19,True,,8.0,xar,,,,432.0,28.0,28.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,432.0,,,,3.0,,,,,,,,,,,,,,
230,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,56.0,26.0,63.0,33.0,1405.0,,,,17.0,19,False,,27.0,pyannotate,,,,5836.0,132.0,132.0,https://pypi.org/project/pyannotate,,,5836.0,,,,3.0,,,,,,,,,,,,,,
231,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,19.0,6.0,14.0,3.0,118.0,,,2.0,14.0,19,False,,9.0,dodgy,conda-forge/dodgy,,,329521.0,2704.0,2704.0,https://pypi.org/project/dodgy,,,328555.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,87916.0,3.0,,,,,,,,,,,,,,
232,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2024-01-01 00:20:53.000,2024-01-01 00:18:13,201.0,2.0,10.0,8.0,6.0,3.0,94.0,2014-09-07 13:57:37.000,0.5.7,24.0,3.0,19,False,,7.0,pyformat,,,,18238.0,1873.0,1847.0,https://pypi.org/project/pyformat,2024-01-01 00:20:50.000,26.0,18238.0,,,,3.0,,,,,,,,,,,,,,
233,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,15.0,7.0,10.0,3.0,92.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,19,False,,10.0,unify,conda-forge/unify,,,59403.0,1355.0,1293.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,62.0,59348.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1815.0,3.0,,,,,,,,,,,,,,
234,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,7.0,3.0,8.0,6.0,64.0,,,4.0,7.0,19,False,,8.0,pylint-flask,conda-forge/pylint-flask,['pylint'],,256089.0,7864.0,7864.0,https://pypi.org/project/pylint-flask,,,254786.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,118579.0,3.0,,,,,,,,,,,,,,
235,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,8.0,5.0,9.0,9.0,56.0,2022-03-08 14:43:59.000,0.3.2,2.0,7.0,19,False,,5.0,mkdocs-git-revision-date-plugin,,['mkdocs'],,57843.0,1890.0,1890.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,57843.0,,,,3.0,,,,,,,,,,,,,,
236,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,242.0,,119.0,68.0,29.0,15.0,2257.0,2019-03-09 13:53:12.000,1.0.0,2.0,18.0,18,False,,7.0,fake2db,,,,640.0,25.0,25.0,https://pypi.org/project/fake2db,,,640.0,,,,3.0,,,,,,,,,,,,,,
237,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,124.0,32.0,4.0,5.0,1717.0,,,2.0,3.0,18,False,,5.0,heartrate,conda-forge/heartrate,,,784.0,56.0,56.0,https://pypi.org/project/heartrate,,,691.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,3100.0,3.0,,,,,,,,,,,,,,
238,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-12-25 09:43:40.000,2023-12-25 09:43:39,144.0,1.0,19.0,5.0,70.0,72.0,175.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,18,True,,51.0,flake8-simplify,conda-forge/flake8-simplify,,,350055.0,41.0,,https://pypi.org/project/flake8-simplify,2023-09-23 21:40:23.000,41.0,349109.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,36932.0,3.0,,,,,,,,,,,,,,
239,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,13.0,156.0,2018-06-24 06:23:48.000,0.8.2,7.0,10.0,18,False,,6.0,pynt,,,,11214.0,148.0,120.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,28.0,11214.0,,,,3.0,,,,,,,,,,,,,,
240,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-11-23 11:10:59.000,2023-11-23 11:09:40,546.0,,24.0,2.0,206.0,33.0,82.0,2023-11-23 11:09:50.000,1.4.0,41.0,15.0,18,True,,14.0,autoimport,,,,4312.0,135.0,127.0,https://pypi.org/project/autoimport,2023-11-23 11:09:50.000,8.0,4312.0,,,,3.0,,,,,,,,,,,,,,
241,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2023-09-12 01:27:09.000,2023-09-12 01:27:09,194.0,,16.0,5.0,17.0,7.0,113.0,2023-09-11 03:03:54.000,0.70.1,16.0,9.0,17,True,,4.0,massedit,,,23.0,4362.0,49.0,42.0,https://pypi.org/project/massedit,2023-09-11 02:59:59.000,7.0,4362.0,,,,3.0,,,,,,,,,,,,,,
242,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,5.0,13.0,3.0,102.0,,,,8.0,17,False,,19.0,flake8-mypy,,['flake8'],,44130.0,1671.0,1671.0,https://pypi.org/project/flake8-mypy,,,44130.0,,,,3.0,,,,,,,,,,,,,,
243,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,22.0,40.0,2021-02-11 10:24:03.000,0.4.0,2.0,5.0,17,False,,3.0,mkdocs-versioning,,['mkdocs'],,3680.0,66.0,66.0,https://pypi.org/project/mkdocs-versioning,,,3680.0,,,,3.0,,,,,,,,,,,,,,
244,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-06-10 12:37:58.000,2023-06-10 12:37:58,149.0,,412.0,75.0,60.0,77.0,3822.0,,,,39.0,16,True,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
245,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-05-18 15:24:11.000,2023-01-03 15:31:24,422.0,,177.0,41.0,154.0,172.0,1593.0,,,,61.0,16,False,,34.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
246,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2023-07-04 11:25:43.000,2021-09-18 20:16:24,55.0,,44.0,12.0,8.0,9.0,806.0,,,,5.0,16,False,,6.0,py-heat,,,,5031.0,62.0,62.0,https://pypi.org/project/py-heat,,,5031.0,,,,3.0,,,,,,,,,,,,,,
247,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,13.0,6.0,18.0,13.0,374.0,2017-07-27 16:45:20.000,0.2.2,8.0,12.0,16,False,,7.0,tbvaccine,,,,1385.0,13.0,13.0,https://pypi.org/project/tbvaccine,,,1385.0,,,,3.0,,,,,,,,,,,,,,
248,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,29.0,5.0,68.0,,233.0,2019-12-19 14:20:08.000,.0.3.3,3.0,16.0,16,False,,,flakehell,,['flake8'],72.0,21565.0,,,https://pypi.org/project/flakehell,,,21564.0,,,,3.0,,,,,,,,,,,,,,
249,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,17.0,2.0,16.0,21.0,162.0,,,4.0,16.0,16,True,,22.0,dlint,conda-forge/dlint,,,129692.0,,,https://pypi.org/project/dlint,,,129542.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,4219.0,3.0,,,,,,,,,,,,,,
