,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,conda_forge,updated_github_id
62,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,28,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-09-16 12:15:38.000000,2021-09-14 14:42:09.000000,1713.0,3940.0,8424.0,2021-08-07 05:53:00.000000,4.5.1,31.0,411.0,324.0,conda-forge/pyinstaller,pyinstaller,8019.0,0.0,,https://pypi.org/project/pyinstaller,2021-08-07 05:48:19.000000,0.0,546412.0,558071.0,https://anaconda.org/conda-forge/pyinstaller,2021-08-09 00:07:56.170000,259462.0,1.0,,717666.0,,,,,,,,,,,,,,
63,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,28,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2021-09-16 14:38:38.000000,2021-09-16 13:33:29.000000,435.0,425.0,5147.0,2021-08-24 18:10:13.000000,1.14.1,58.0,21.0,18.0,,playwright,421.0,422.0,422.0,https://pypi.org/project/playwright,2021-08-24 18:10:13.000000,0.0,118229.0,118229.0,,,,2.0,,,,,,,,,,,,,,,,
64,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,28,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151000,2021-09-10 01:04:41.000000,2021-09-07 01:36:59.000000,250.0,18.0,3527.0,2021-04-30 19:15:30.000000,3.2.5,8.0,26.0,33.0,conda-forge/line_profiler,line_profiler,165.0,692.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000000,692.0,287477.0,290665.0,https://anaconda.org/conda-forge/line_profiler,2021-06-05 03:09:37.408000,204057.0,2.0,,,,,,,,,,,,,,,,
65,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,28,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-09-16 07:37:16.557000,2021-08-24 02:15:43.000000,357.0,368.0,3480.0,2020-12-13 02:48:28.000000,1.7.0,31.0,134.0,180.0,conda-forge/bandit,bandit,1177.0,10366.0,8012.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,,3111.0,https://anaconda.org/conda-forge/bandit,2021-09-16 07:37:16.557000,87060.0,1.0,,92.0,,,,,,,,,,,,,,
66,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,28,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000000,2021-09-16 02:10:27.000000,2021-09-14 01:06:03.000000,211.0,337.0,3438.0,2021-09-09 21:56:11.000000,2021.9.9,109.0,68.0,100.0,conda-forge/pytype,pytype,4645.0,88.0,,https://pypi.org/project/pytype,2021-09-09 21:56:11.000000,88.0,112058.0,115743.0,https://anaconda.org/conda-forge/pytype,2020-10-13 18:48:00.617000,58969.0,2.0,,,,,,,,,,,,,,,,
67,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,28,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000000,2021-09-15 00:16:10.000000,2021-09-13 20:07:04.000000,274.0,286.0,3347.0,2021-06-20 13:16:14.000000,5.0.0,31.0,106.0,5.0,,mimesis,2022.0,84.0,,https://pypi.org/project/mimesis,2020-12-21 11:12:37.000000,84.0,108762.0,108764.0,,,,2.0,,174.0,,,,,,,,,,,,,,
68,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,28,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000000,2021-09-08 10:57:14.000000,2021-09-08 10:43:44.000000,137.0,224.0,1459.0,2021-08-29 06:59:13.000000,1.5.0.1,99.0,74.0,44.0,conda-forge/prospector,prospector,1105.0,1138.0,,https://pypi.org/project/prospector,2021-09-08 10:46:05.000000,1138.0,562565.0,562996.0,https://anaconda.org/conda-forge/prospector,2020-11-18 00:26:14.628000,26304.0,1.0,,,,,,,,2.0,,,,,,,,
69,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,28,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-04-09 10:35:26.000000,2016-03-04 01:16:26.000000,358.0,461.0,1344.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,conda-forge/nose,nose,1004.0,200624.0,114150.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,,28918.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1850793.0,2.0,,,,,,,,,,,,,,,,
70,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,28,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000000,2021-08-31 13:19:27.000000,2021-08-31 13:19:27.000000,402.0,114.0,1297.0,,,8.0,77.0,54.0,conda-forge/pyelftools,pyelftools,573.0,3367.0,2483.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000000,884.0,614581.0,615686.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901000,72963.0,1.0,,,,,,,,,,,,,,,,
71,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,28,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000000,2021-09-07 09:02:03.415000,2021-08-08 13:24:47.000000,97.0,136.0,1240.0,2021-06-08 16:35:34.000000,5.0.1,53.0,49.0,19.0,conda-forge/radon,radon,521.0,3084.0,1986.0,https://pypi.org/project/radon,2021-08-08 13:25:20.000000,1098.0,352086.0,352800.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415000,33563.0,1.0,,,,,,,,,,,,,,,,
72,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,28,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579000,2021-09-10 20:00:19.000000,2021-09-08 02:55:02.000000,236.0,2650.0,1228.0,2021-08-05 19:31:22.000000,4.2.0,14.0,135.0,653.0,conda-forge/scons,scons,7449.0,50.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000000,50.0,176788.0,180971.0,https://anaconda.org/conda-forge/scons,2021-08-01 10:59:18.245000,225246.0,2.0,,374.0,,,,,,,,,,,,,,
73,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,28,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000000,2021-08-25 12:36:04.000000,2021-04-28 19:57:23.000000,94.0,70.0,1102.0,2021-01-15 19:34:46.000000,1.10.3,38.0,35.0,47.0,conda-forge/safety,safety,372.0,3120.0,2576.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000000,544.0,583188.0,588346.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958000,22165.0,1.0,,78611.0,,,,,,,,,,,,,,
74,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,28,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000000,2021-08-24 13:10:43.310000,2021-08-23 10:09:38.000000,74.0,67.0,708.0,2021-08-23 10:16:08.000000,6.4.1,62.0,30.0,,conda-forge/colorlog,colorlog,,14949.0,11283.0,https://pypi.org/project/colorlog,2021-08-23 10:10:30.000000,3666.0,5313014.0,5319409.0,https://anaconda.org/conda-forge/colorlog,2021-08-24 13:10:43.310000,415720.0,2.0,,,,,,,,,,,,,,,,
75,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,28,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2021-09-07 10:52:07.000000,2021-04-26 10:09:38.000000,101.0,150.0,480.0,2021-04-09 06:40:49.000000,2.4.3,49.0,58.0,33.0,conda-forge/pylint-django,pylint-django,547.0,17110.0,14864.0,https://pypi.org/project/pylint-django,2021-04-09 06:39:56.000000,2246.0,645629.0,647031.0,https://anaconda.org/conda-forge/pylint-django,2021-01-12 09:07:20.984000,85062.0,2.0,,203.0,,,,,['pylint'],,,,,,,,,
76,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000000,2021-04-02 23:49:37.000000,2021-04-02 23:49:37.000000,41.0,34.0,428.0,2017-01-26 22:13:14.000000,0.6.1,11.0,21.0,6.0,conda-forge/mccabe,mccabe,142.0,245764.0,214754.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000000,31010.0,19061632.0,19112123.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536000,3180972.0,1.0,,,,,,,,,,,,,,,,
77,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,28,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000000,2021-08-08 04:41:02.577000,2021-08-08 02:43:05.000000,53.0,67.0,331.0,2021-08-08 02:45:08.000000,0.12.1,23.0,29.0,13.0,conda-forge/pep8-naming,pep8-naming,230.0,10494.0,7466.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000000,3028.0,1095397.0,1098373.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577000,199427.0,2.0,,,,,,,,,,,,,,,,
78,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2021-06-05 10:04:22.000000,2021-06-05 10:03:49.000000,66.0,,218.0,2021-04-21 10:37:50.000000,4.1.0,37.0,182.0,,,hacking,1052.0,8690.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,8690.0,193280.0,193280.0,,,,2.0,,,,,,,['flake8'],,,,,,,,,
79,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,28,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-07-27 09:28:31.000000,2019-12-22 18:11:19.000000,39.0,21.0,171.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,conda-forge/astunparse,astunparse,86.0,27755.0,27573.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,182.0,4170224.0,4179222.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,458899.0,2.0,,,,,,,,,,,,,,,,
80,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,28,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-08-06 10:14:34.000000,2021-08-06 10:14:34.000000,23.0,24.0,116.0,2021-08-02 05:45:24.000000,0.5.2,19.0,10.0,,conda-forge/gast,gast,90.0,69019.0,65631.0,https://pypi.org/project/gast,2021-08-02 05:45:24.000000,3388.0,8940396.0,8971943.0,https://anaconda.org/conda-forge/gast,2021-06-29 07:42:31.263000,1261911.0,2.0,,,,,,,,,,,,,,,,
81,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,27,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000000,2021-09-14 17:19:37.000000,2021-09-11 09:46:36.000000,906.0,94.0,14654.0,2021-09-11 09:50:56.000000,1.0.0,55.0,26.0,18.0,conda-forge/pysnooper,pysnooper,300.0,530.0,484.0,https://pypi.org/project/pysnooper,2021-09-11 09:50:56.000000,46.0,,1446.0,https://anaconda.org/conda-forge/pysnooper,2021-05-19 12:14:49.747000,40498.0,2.0,,,,,,,,,,,,,,,,
82,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,27,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000000,2021-09-16 11:31:49.000000,2021-09-15 09:06:18.000000,326.0,778.0,5826.0,2021-06-24 10:11:18.000000,0.6.16,157.0,102.0,221.0,conda-forge/nuitka,nuitka,7895.0,54.0,,https://pypi.org/project/nuitka,2021-08-25 10:10:54.000000,54.0,20911.0,25679.0,https://anaconda.org/conda-forge/nuitka,2021-08-25 19:56:02.966000,309972.0,2.0,,,,,,,,,,,,,,,,
83,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,27,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000000,2021-09-03 20:06:09.000000,2021-09-03 20:06:09.000000,183.0,142.0,2206.0,2017-09-02 18:52:28.000000,2017.1.4,69.0,78.0,138.0,conda-forge/pudb,pudb,,3968.0,2542.0,https://pypi.org/project/pudb,2021-05-08 20:11:53.000000,1426.0,201341.0,203083.0,https://anaconda.org/conda-forge/pudb,2021-08-21 21:47:40.449000,108009.0,2.0,,,,,,,,,,,,,,,,
84,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,27,True,hynek/structlog,https://github.com/hynek/structlog,MIT,2013-08-13 15:55:58.000000,2021-09-16 09:35:12.000000,2021-09-16 09:09:49.000000,140.0,161.0,1642.0,2021-02-18 16:17:00.000000,21.1.0,23.0,75.0,30.0,conda-forge/structlog,structlog,,4828.0,3622.0,https://pypi.org/project/structlog,2021-02-18 16:06:29.000000,1206.0,2316640.0,2318750.0,https://anaconda.org/conda-forge/structlog,2021-02-22 14:39:08.894000,130821.0,3.0,,,,,,,,,,,,,,,,
85,flit,https://github.com/takluyver/flit,,Simplified packaging of Python modules.,build-tools,27,True,takluyver/flit,https://github.com/takluyver/flit,BSD-3-Clause,2015-03-13 21:22:27.000000,2021-09-11 11:52:27.000000,2021-08-28 10:56:00.000000,79.0,175.0,1490.0,2021-07-31 15:27:36.000000,3.3.0,40.0,44.0,87.0,conda-forge/flit,flit,926.0,226.0,,https://pypi.org/project/flit,2021-07-31 15:27:36.000000,226.0,105409.0,107091.0,https://anaconda.org/conda-forge/flit,2021-07-31 18:54:02.848000,92534.0,3.0,,,,,,,,,,,,,,,,
86,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,27,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000000,2021-08-20 00:25:39.000000,2021-07-06 19:44:10.000000,133.0,192.0,1093.0,2020-09-04 06:38:01.000000,0.33.1,43.0,56.0,64.0,conda-forge/doit,doit,1367.0,1254.0,788.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000000,466.0,216456.0,217915.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103000,65692.0,3.0,,,,,,,,,,,,,,,,
87,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,27,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-09-12 21:16:57.000000,2021-09-12 21:16:57.000000,46.0,113.0,802.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,conda-forge/pdbpp,pdbpp,692.0,3286.0,2258.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,1028.0,182166.0,183455.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,63185.0,2.0,,,,,,,,,,,,,,,,
88,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,27,True,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000000,2020-10-24 19:01:48.000000,2020-10-24 18:04:51.000000,55.0,68.0,731.0,2020-07-06 18:40:33.000000,0.9.4,25.0,36.0,35.0,conda-forge/pytest-sugar,pytest-sugar,344.0,12678.0,8098.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000000,4580.0,515943.0,518208.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029000,111029.0,2.0,,,,,,,['pytest'],,,,,,,,,
89,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000000,2021-08-10 09:21:13.000000,2021-08-10 09:21:13.000000,48.0,34.0,708.0,2020-11-27 15:28:40.000000,1.3.2,17.0,25.0,14.0,conda-forge/yappi,yappi,645.0,1110.0,470.0,https://pypi.org/project/yappi,2020-11-27 15:28:40.000000,640.0,671255.0,672997.0,https://anaconda.org/conda-forge/yappi,2020-11-28 16:22:51.992000,88887.0,2.0,,,,,,,,,,,,,,,,
90,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,27,False,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000000,2021-06-21 16:20:37.000000,2020-01-10 23:50:18.000000,176.0,52.0,621.0,2018-10-03 01:39:17.000000,0.7.12,24.0,28.0,81.0,conda-forge/alabaster,alabaster,350.0,65746.0,50848.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000000,14898.0,,45821.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017000,2840950.0,2.0,,,,,,,['sphinx'],,,,,,,,,
91,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,27,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-03-15 17:27:04.000000,2021-03-15 17:27:04.000000,84.0,72.0,602.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,conda-forge/astor,astor,261.0,3756.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,3756.0,4208857.0,4233657.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1314436.0,3.0,,,,,,,,,,,,,,,,
92,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,27,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000000,2021-09-15 02:02:02.185000,2021-09-14 23:54:47.000000,145.0,342.0,549.0,2021-09-14 23:59:31.000000,4.31.0,60.0,95.0,121.0,conda-forge/breathe,breathe,1521.0,7065.0,5057.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000000,2008.0,,3769.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185000,221269.0,2.0,,98.0,,,,,,,,,,,,,,
93,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,27,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000000,2021-07-21 12:10:40.000000,2021-03-29 11:37:20.000000,173.0,203.0,517.0,2021-03-08 07:25:44.000000,2.13.4,103.0,89.0,138.0,,zc.buildout,1616.0,1974.0,,https://pypi.org/project/zc.buildout,2021-03-09 08:12:12.000000,1974.0,96166.0,96166.0,,,,3.0,,,,,,,,,,,,,,,,
94,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,27,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000000,2021-08-24 17:05:29.578000,2021-08-23 07:53:13.000000,34.0,40.0,131.0,2021-08-23 07:53:16.000000,3.3.0,38.0,29.0,3.0,conda-forge/flake8-quotes,flake8-quotes,101.0,4934.0,3530.0,https://pypi.org/project/flake8-quotes,2021-08-23 07:53:16.000000,1404.0,551055.0,560595.0,https://anaconda.org/conda-forge/flake8-quotes,2021-08-24 17:05:29.578000,572459.0,2.0,,,,,,,['flake8'],,,,,,,,,
95,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,26,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2021-09-16 11:59:47.000000,2021-09-16 11:59:42.000000,4463.0,4375.0,21114.0,2021-08-02 00:39:01.000000,1.5.8,71.0,108.0,52.0,,sqlmap,9811.0,8.0,,https://pypi.org/project/sqlmap,2021-09-02 19:45:03.000000,8.0,5373.0,5373.0,,,,2.0,,,,,,,,,,,,,,,,
96,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,26,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2021-09-13 05:30:51.000000,2021-09-06 05:46:27.000000,481.0,164.0,8174.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,38.0,111.0,,gdbgui,427.0,110.0,108.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,92634.0,92995.0,,,,3.0,,5066.0,,,,,,,,,,,,,,
97,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,26,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000000,2021-07-02 15:56:52.000000,2021-06-11 17:11:55.000000,1354.0,2371.0,3235.0,2017-05-30 10:07:57.000000,0.11.1,730.0,482.0,836.0,,coala-bears,4487.0,218.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000000,208.0,910.0,911.0,,,,2.0,,147.0,,,,,,,,,,,,,,
98,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,26,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000000,2021-06-12 20:24:38.000000,2021-06-12 20:24:38.000000,309.0,100.0,3065.0,2018-08-16 03:16:49.000000,0.54.0,52.0,88.0,94.0,,memory_profiler,638.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,364731.0,364731.0,,,,2.0,,,,,,,,,,,,,,,,
99,detect-secrets,https://github.com/Yelp/detect-secrets,,An enterprise friendly way of detecting and preventing secrets in code.,security,26,True,Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000000,2021-08-11 09:31:30.000000,2021-08-01 20:36:31.000000,218.0,151.0,1980.0,2021-04-14 21:25:44.000000,1.1.0,34.0,51.0,77.0,,detect-secrets,1095.0,34.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000000,34.0,165294.0,165294.0,,,,2.0,,,,,,,,,,,,,,,,
100,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,26,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000000,2021-09-16 05:39:07.000000,2021-09-16 05:39:07.000000,205.0,588.0,1952.0,2021-09-14 17:36:03.000000,2.1.50,139.0,101.0,145.0,,pex,,230.0,,https://pypi.org/project/pex,2021-09-14 17:36:03.000000,230.0,139311.0,146244.0,,,,2.0,,388263.0,,,,,,,,,,,,,,
101,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,26,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2021-08-11 13:46:18.000000,2021-06-04 15:25:15.000000,86.0,135.0,1885.0,2021-01-16 17:51:40.000000,2.3,42.0,28.0,13.0,conda-forge/vulture,vulture,680.0,1519.0,1159.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,360.0,136669.0,137456.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,48041.0,2.0,,,,,,,,,,,,,,,,
102,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,26,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2021-04-29 21:15:40.000000,2018-03-15 16:54:31.000000,593.0,129.0,1628.0,2016-11-25 22:13:29.000000,4.0.515,36.0,343.0,232.0,,diamond,3219.0,126.0,64.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,62.0,57010.0,57010.0,,,,2.0,,,,,,,,,,,,,,,,
103,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,26,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2021-09-15 09:37:02.000000,2021-09-15 08:49:33.000000,238.0,394.0,1323.0,2020-10-06 16:13:40.000000,0.12.10,625.0,36.0,91.0,,pybuilder,1317.0,110.0,,https://pypi.org/project/pybuilder,2021-09-15 09:37:02.000000,110.0,16941.0,16941.0,,,,3.0,,,,,,,,,,,,,,,,
104,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,26,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000000,2021-08-09 18:39:22.000000,2020-10-15 19:16:49.000000,67.0,47.0,802.0,2016-03-31 11:48:42.000000,0.4.3,15.0,26.0,35.0,conda-forge/pympler,pympler,443.0,478.0,,https://pypi.org/project/pympler,2020-10-14 20:27:50.000000,478.0,557876.0,561037.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935000,170707.0,2.0,,,,,,,,,,,,,,,,
105,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,26,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000000,2021-09-15 12:47:14.000000,2021-06-04 11:40:10.000000,62.0,118.0,712.0,2021-06-04 09:09:15.000000,2.12.1,41.0,18.0,41.0,conda-forge/typeguard,typeguard,238.0,158.0,,https://pypi.org/project/typeguard,2021-06-04 09:09:15.000000,158.0,9488160.0,9489790.0,https://anaconda.org/conda-forge/typeguard,2021-06-04 15:05:16.006000,52180.0,3.0,,,,,,,,,,,,,,,,
106,pdoc3,https://github.com/pdoc3/pdoc,,Auto-generate API documentation for Python projects.,documentation,26,True,pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000000,2021-08-22 22:34:08.000000,2021-08-03 04:29:02.000000,114.0,181.0,707.0,2021-08-03 14:51:19.000000,0.10.0,34.0,55.0,87.0,,pdoc3,568.0,1120.0,1030.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000000,90.0,216569.0,216569.0,,,,2.0,,,,,,,,,,,,,,,,
