,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,conda_forge,updated_github_id
152,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,23,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000000,2021-09-06 20:01:43.000000,2021-09-06 19:28:28.000000,29.0,87.0,492.0,2021-09-06 20:51:19.000000,1.2.0,37.0,16.0,25.0,conda-forge/pytest-testmon,pytest-testmon,285.0,98.0,,https://pypi.org/project/pytest-testmon,2021-09-06 19:30:22.000000,98.0,91332.0,92079.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063000,32136.0,3.0,,,,,,,['pytest'],,,,,,,,,
153,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,23,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000000,2021-06-01 21:27:30.000000,2020-11-16 12:31:58.000000,64.0,52.0,473.0,2020-11-16 12:36:24.000000,0.11.2,21.0,22.0,45.0,,mamba,468.0,220.0,,https://pypi.org/project/mamba,2020-11-16 12:35:41.000000,220.0,15543.0,15543.0,,,,3.0,,,,,,,,,,,,,,,,
154,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,23,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2021-09-14 08:54:00.000000,2021-09-14 08:53:59.000000,21.0,39.0,350.0,2021-08-13 09:48:44.000000,3.10.0,26.0,16.0,5.0,,pytest-randomly,,214.0,,https://pypi.org/project/pytest-randomly,2021-08-13 20:24:33.000000,214.0,316409.0,316409.0,,,,3.0,,,,,,,,,,,,,,,,
155,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,23,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000000,2021-09-14 08:53:56.000000,2021-09-14 08:53:56.000000,13.0,31.0,298.0,2021-08-16 08:19:59.000000,3.6.1,29.0,10.0,7.0,conda-forge/flake8-comprehensions,flake8-comprehensions,,714.0,,https://pypi.org/project/flake8-comprehensions,2021-08-16 08:19:59.000000,714.0,556207.0,563360.0,https://anaconda.org/conda-forge/flake8-comprehensions,2021-08-16 18:10:44.084000,414901.0,3.0,,,,,,,['flake8'],,,,,,,,,
156,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,23,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2021-07-08 02:15:54.000000,2021-07-08 02:15:53.000000,7.0,25.0,196.0,2021-06-22 10:21:07.000000,1.1.0,11.0,11.0,2.0,,flake8-eradicate,318.0,72.0,,https://pypi.org/project/flake8-eradicate,2021-06-22 10:20:25.000000,72.0,212199.0,212199.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
157,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,23,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000000,2021-09-03 15:36:06.000000,2021-09-03 15:36:04.000000,15.0,24.0,194.0,2021-05-26 07:12:42.000000,0.7.3,20.0,8.0,7.0,conda-forge/xenon,xenon,108.0,370.0,246.0,https://pypi.org/project/xenon,2021-09-03 15:34:36.000000,124.0,62310.0,62585.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883000,12946.0,3.0,,,,,,,,,,,,,,,,
158,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,23,False,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2020-01-30 01:07:19.000000,2020-01-26 03:27:03.000000,37.0,42.0,159.0,2020-01-11 00:29:49.000000,1.6.3,32.0,10.0,33.0,,releases,520.0,1075.0,369.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,706.0,11505.0,11505.0,,,,2.0,,,,,,,['sphinx'],,,,,,,,,
159,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,23,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000000,2021-08-30 16:33:18.000000,2021-08-30 16:33:18.000000,8.0,14.0,95.0,2021-07-16 22:59:22.000000,0.2.3,11.0,5.0,7.0,conda-forge/flake8-black,flake8-black,94.0,1249.0,1213.0,https://pypi.org/project/flake8-black,2021-07-16 22:59:22.000000,36.0,194903.0,200201.0,https://anaconda.org/conda-forge/flake8-black,2021-07-17 00:37:54.092000,143066.0,3.0,,,,,,,['flake8'],,,,,,,,,
160,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,22,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000000,2021-02-20 07:50:28.000000,2021-02-20 07:47:40.000000,165.0,56.0,3768.0,2018-06-24 14:16:36.000000,0.37.6,24.0,17.0,24.0,,vprof,619.0,96.0,78.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000000,18.0,3008.0,3008.0,,,,3.0,,,,,,,,,,,,,,,,
161,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,22,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000000,2021-03-18 20:44:50.000000,2021-01-01 18:48:26.000000,33.0,15.0,1142.0,2020-10-31 13:10:42.000000,0.2.5,14.0,6.0,11.0,,stackprinter,159.0,79.0,75.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000000,4.0,24666.0,24666.0,,,,3.0,,,,,,,,,,,,,,,,
162,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,22,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000000,2021-09-13 15:32:42.000000,2021-09-13 15:32:38.000000,164.0,632.0,784.0,2021-09-07 06:19:08.000000,6.8,31.0,90.0,68.0,conda-forge/cx_freeze,cx_freeze,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000000,153.0,48912.0,51792.0,https://anaconda.org/conda-forge/cx_freeze,2021-07-15 06:40:42.917000,92171.0,3.0,,,,,,,,,,,,,,,,
163,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000000,2021-08-16 09:39:11.000000,2021-08-16 09:39:00.000000,35.0,50.0,641.0,2021-06-23 20:47:14.000000,3.3.8,45.0,8.0,37.0,,hunter,958.0,101.0,67.0,https://pypi.org/project/hunter,2021-06-23 20:47:14.000000,34.0,7727.0,7727.0,,,,3.0,,,,,,,,,,,,,,,,
164,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,22,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-08-11 15:25:52.000000,2021-08-11 15:25:51.000000,87.0,48.0,571.0,2020-03-02 14:42:32.000000,2.0.2,22.0,34.0,15.0,conda-forge/pyhamcrest,pyhamcrest,,3392.0,,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000000,3392.0,,5892.0,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195000,377117.0,3.0,,,,,,,,,,,,,,,,
165,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,22,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000000,2021-06-11 10:22:42.000000,2021-06-11 10:22:09.000000,37.0,49.0,429.0,2021-06-11 10:22:42.000000,15.0.1,63.0,16.0,25.0,,coloredlogs,273.0,10996.0,8900.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000000,2096.0,,,,,,3.0,,,,,,,,-6.0,,,,,,,,
166,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,22,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-09-15 11:45:37.000000,2021-09-15 11:45:37.000000,15.0,15.0,311.0,2021-04-08 20:14:54.000000,1.8.0,22.0,11.0,5.0,,manhole,485.0,141.0,75.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,66.0,11611.0,11611.0,,,,3.0,,,,,,,,,,,,,,,,
167,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,22,False,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-01-31 10:24:10.000000,2020-02-10 02:47:14.000000,50.0,29.0,262.0,2019-02-25 23:55:38.000000,0.8,19.0,31.0,47.0,,baron,1489.0,285.0,173.0,https://pypi.org/project/baron,2019-02-01 15:17:04.000000,112.0,34431.0,34431.0,,,,3.0,,,,,,,,,,,,,,,,
168,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,22,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-07-09 17:10:56.000000,2021-07-09 17:10:56.000000,15.0,19.0,208.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,15.0,conda-forge/pytest-lazy-fixture,pytest-lazy-fixture,94.0,472.0,410.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,62.0,190418.0,195565.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,272830.0,3.0,,,,,,,['pytest'],,,,,,,,,
169,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,22,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000000,2021-02-16 17:29:01.000000,2021-02-16 17:29:00.000000,57.0,23.0,186.0,2021-02-16 16:47:31.000000,0.2.23,26.0,44.0,39.0,,data-science-types,446.0,125.0,125.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000000,0.0,38739.0,38739.0,,,,3.0,,,,,,,,,,,,,,,,
170,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,22,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000000,2021-08-25 03:48:21.000000,2021-04-14 06:13:26.000000,17.0,31.0,69.0,2020-05-14 10:45:01.000000,1.5.3,23.0,14.0,3.0,conda-forge/flake8-builtins,flake8-builtins,211.0,3137.0,2625.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000000,512.0,413671.0,415826.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836000,125047.0,3.0,,,,,,,['flake8'],,,,,,,,,
171,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2020-10-20 18:00:58.207000,2018-06-28 13:35:12.000000,11.0,,65.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,conda-forge/memory_profiler,memory_profiler,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,364731.0,366785.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207000,131502.0,3.0,,,,,,,,,,,,,,,,
172,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,21,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58.000000,114.0,20.0,2992.0,2017-06-28 06:10:16.000000,0.1.3,3.0,18.0,15.0,,profiling,433.0,44.0,39.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000000,5.0,2534.0,2534.0,,,,3.0,,,,,,,,,,,,,,,,
173,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,21,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-07-18 13:18:20.000000,2020-11-16 01:36:32.000000,594.0,117.0,1718.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,,uiautomator,316.0,313.0,191.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,122.0,,,,,,3.0,,,,,,,,,,,,,,,,
174,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,False,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000000,2021-08-03 05:52:12.000000,2020-08-26 00:32:16.000000,185.0,125.0,1708.0,2017-11-22 14:27:35.000000,2.7.0,37.0,56.0,88.0,,sixpack,828.0,12.0,8.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000000,4.0,147.0,147.0,,,,3.0,,,,,,,,,,,,,,,,
175,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,21,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000000,2021-09-01 18:41:17.000000,2021-09-01 18:41:12.000000,85.0,34.0,1317.0,2020-09-17 01:55:39.000000,0.9.0,8.0,26.0,46.0,conda-forge/bowler,bowler,,10.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000000,10.0,34965.0,35276.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246000,10598.0,3.0,,,,,,,,,,,,,,,,
176,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,21,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-09-13 14:40:15.000000,2021-09-13 14:40:15.000000,69.0,62.0,1235.0,2021-04-27 16:06:42.000000,0.5.1,56.0,33.0,27.0,,shiv,,10.0,,https://pypi.org/project/shiv,2021-04-30 16:25:28.000000,10.0,6682.0,6687.0,,,,3.0,,142.0,,,,,,,,,,,,,,
177,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,21,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000000,2021-07-30 02:31:09.000000,2021-03-19 18:13:03.000000,51.0,33.0,1229.0,2019-09-16 15:37:03.000000,1.2.0,9.0,16.0,26.0,,pyannotate,94.0,90.0,64.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000000,26.0,3187.0,3187.0,,,,3.0,,,,,,,,,,,,,,,,
178,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,21,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000000,2021-07-01 09:03:50.000000,2021-07-01 09:03:43.000000,45.0,52.0,802.0,2020-09-02 06:33:11.000000,1.19.0,46.0,16.0,28.0,,wily,703.0,16.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000000,16.0,9689.0,9689.0,,,,3.0,,,,,,,,,,,,,,,,
179,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,21,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000000,2021-06-21 13:21:11.000000,2021-06-21 13:21:11.000000,101.0,130.0,724.0,2020-07-03 08:11:24.000000,2.5.1,21.0,28.0,25.0,,pynsist,543.0,88.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000000,88.0,2296.0,2296.0,,,,3.0,,,,,,,,,,,,,,,,
180,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,21,True,mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000000,2021-09-14 10:48:14.000000,2021-09-14 10:48:14.000000,50.0,143.0,449.0,2021-06-09 21:24:38.000000,0.15.2,37.0,22.0,45.0,conda-forge/mkdocstrings,mkdocstrings,436.0,0.0,,https://pypi.org/project/mkdocstrings,2021-06-09 21:24:38.000000,0.0,57552.0,58266.0,https://anaconda.org/conda-forge/mkdocstrings,2021-06-10 00:40:28.008000,7860.0,3.0,,,,,,,['mkdocs'],,,,,,,,,
181,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,21,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000000,2021-09-01 18:05:12.000000,2021-09-01 18:05:09.000000,58.0,84.0,386.0,,,34.0,27.0,6.0,,mypy-protobuf,,24.0,,https://pypi.org/project/mypy-protobuf,2021-07-31 00:42:36.000000,24.0,775323.0,775323.0,,,,3.0,,,,,,,,,,,,,,,,
182,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,21,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000000,2021-06-24 02:56:51.000000,2021-03-14 13:43:08.000000,50.0,44.0,351.0,2021-03-14 13:46:47.000000,2021.3.14,15.0,17.0,12.0,conda-forge/sphinx-autobuild,sphinx-autobuild,,4682.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000000,4682.0,,1355.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297000,71836.0,3.0,,,,,,,['sphinx'],,,,,,,,,
183,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,21,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2021-09-10 23:10:55.000000,2021-09-10 23:10:55.000000,22.0,23.0,312.0,2021-09-10 23:05:20.000000,1.5.0,14.0,11.0,8.0,,interrogate,172.0,875.0,875.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,0.0,,,,,,3.0,,,,,,,,,,,,,,,,
184,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,21,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000000,2021-08-05 20:47:50.000000,2021-08-05 20:47:45.000000,39.0,25.0,276.0,2021-07-31 16:17:24.000000,0.1.4,6.0,27.0,32.0,,fixit,159.0,9.0,9.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000000,0.0,2215.0,2215.0,,,,3.0,,,,,,,,,,,,,,,,
185,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,21,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000000,2021-09-13 20:30:37.000000,2021-09-13 20:30:36.000000,18.0,32.0,260.0,2021-08-27 20:23:14.000000,1.11.0,20.0,12.0,1.0,conda-forge/blacken-docs,blacken-docs,191.0,22.0,,https://pypi.org/project/blacken-docs,2021-08-27 20:23:14.000000,22.0,8694.0,9965.0,https://anaconda.org/conda-forge/blacken-docs,2021-08-27 23:27:48.536000,17799.0,3.0,,,,,,,,,,,,,,,,
186,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,21,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000000,2021-09-11 03:38:23.000000,2021-06-14 12:23:20.000000,41.0,14.0,230.0,2021-06-14 12:12:56.000000,0.10.3,15.0,11.0,17.0,,pytest-docker,60.0,28.0,,https://pypi.org/project/pytest-docker,2021-06-14 12:09:30.000000,28.0,33991.0,33995.0,,,,3.0,,81.0,,,,,['pytest'],,,,,,,,,
187,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,21,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000000,2021-09-16 10:07:55.000000,2021-09-16 10:07:31.000000,13.0,254.0,153.0,2021-08-30 09:14:55.000000,0.25,40.0,26.0,143.0,,py2app,686.0,5413.0,3771.0,https://pypi.org/project/py2app,2021-08-30 09:13:44.000000,1642.0,,,,,,3.0,,,,,,,,,,,,,,,,
188,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,21,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000000,2021-09-15 16:55:41.000000,2020-10-07 04:18:32.000000,29.0,16.0,107.0,2019-12-23 17:05:52.000000,0.5.4,22.0,16.0,18.0,,sphinx-markdown-builder,99.0,222.0,180.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000000,42.0,17564.0,17564.0,,,,3.0,,,,,,,['sphinx'],,,,,,,,,clayrisser/sphinx-markdown-builder
189,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,21,True,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000000,2021-09-08 01:49:22.000000,2021-07-03 02:00:20.000000,14.0,35.0,89.0,2021-07-03 02:09:02.000000,0.9.3,28.0,6.0,19.0,,mkdocs-with-pdf,186.0,61.0,61.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000000,,8497.0,8497.0,,,,3.0,,,,,,,['mkdocs'],,,,,,,,,
190,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,20,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000000,2021-06-04 01:31:20.000000,2017-03-13 17:42:17.000000,190.0,15.0,2569.0,,,13.0,20.0,40.0,,pyrasite,274.0,40.0,34.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000000,6.0,15288.0,15288.0,,,,3.0,,,,,,,,,,,,,,,,
191,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,20,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000000,2021-08-19 17:32:41.000000,2021-08-19 17:32:35.000000,65.0,31.0,2163.0,2021-08-19 17:31:53.000000,1.2.24,47.0,5.0,,,pretty_errors,129.0,0.0,,https://pypi.org/project/pretty_errors,2021-08-19 17:31:53.000000,0.0,18957.0,18957.0,,,,3.0,,,,,,,,,,,,,,,,
192,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,20,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000000,2021-09-06 21:15:30.000000,2021-08-23 18:33:17.000000,77.0,54.0,1975.0,2021-08-23 20:42:56.000000,1.3.0,26.0,16.0,38.0,,notifiers,424.0,178.0,172.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000000,6.0,,,,,,3.0,,,,,,,,-5.0,,,,,,,,
193,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,20,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-09-08 10:38:28.000000,2021-09-08 10:38:28.000000,15.0,34.0,408.0,2021-09-03 16:52:57.000000,0.7.0,11.0,7.0,6.0,,python-devtools,98.0,423.0,422.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,416.0,416.0,,,,3.0,,,,,,,,2.0,,,,,,,,
194,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,20,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2020-12-08 17:21:33.000000,2020-12-08 17:21:32.000000,13.0,12.0,315.0,2020-10-30 20:40:39.000000,0.11.0,13.0,7.0,20.0,,dlint,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000000,18.0,101556.0,101556.0,,,,3.0,,,,,,,,,,,,,,,,
195,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000000,2020-11-22 23:34:25.000000,2019-10-22 13:19:39.000000,17.0,11.0,147.0,2019-10-22 13:04:22.000000,1.3.1,9.0,7.0,4.0,conda-forge/pytest-datadir,pytest-datadir,71.0,476.0,398.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000000,78.0,94248.0,95688.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374000,85000.0,3.0,,,,,,,['pytest'],,,,,,,,,
196,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000000,2021-07-26 20:00:21.000000,2020-10-01 09:23:01.000000,19.0,13.0,114.0,2020-10-01 09:33:03.000000,2.0.0,16.0,7.0,6.0,,eradicate,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000000,156.0,233329.0,233329.0,,,,3.0,,,,,,,,,,,,,,,,
197,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,20,False,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000000,2020-06-19 16:51:36.000000,2020-06-19 16:51:00.000000,15.0,3.0,103.0,2017-08-31 23:17:01.000000,17.8.0,6.0,8.0,19.0,,flake8-mypy,50.0,937.0,739.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000000,198.0,42904.0,42904.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
