,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-11-23 12:09:02.000,2023-11-23 12:08:59,5875.0,376.0,3204.0,124.0,2649.0,35.0,2082.0,16263.0,2023-11-23 11:14:37.000,9.4.11,356.0,241.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],40803.0,39740.0,https://pypi.org/project/mkdocs-material,2023-11-23 11:14:37.000,1063.0,3339074.0,3347041.0,https://anaconda.org/conda-forge/mkdocs-material,2023-11-20 16:01:59.521,334625.0,1.0,,,,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-11-22 22:44:09.000,2023-11-22 20:53:41,14371.0,239.0,2207.0,480.0,686.0,304.0,3991.0,8526.0,2023-07-28 19:29:00.000,6.1.1,122.0,191.0,43,True,,robotframework,conda-forge/robotframework,,10417.0,9294.0,https://pypi.org/project/robotframework,2023-11-22 20:52:36.000,1123.0,1721792.0,1726940.0,https://anaconda.org/conda-forge/robotframework,2023-10-10 22:35:13.903,164579.0,1.0,553.0,,,,,,,,,,,,,,,,,,
16,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-11-23 11:20:27.000,2023-11-21 16:15:05,16613.0,144.0,1427.0,195.0,3965.0,743.0,8663.0,5831.0,2023-10-30 16:37:48.000,23.10.0,100.0,445.0,43,True,,conda,conda-forge/conda,,45306.0,44210.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1096.0,117131.0,1263127.0,https://anaconda.org/conda-forge/conda,2023-11-07 21:45:39.233,48131869.0,1.0,,,,,,,,,,,,,,,,,,,
17,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-10-18 21:45:39.000,2023-10-04 07:41:55,8402.0,16.0,502.0,114.0,590.0,51.0,1323.0,5554.0,2023-10-02 09:20:35.000,0.19.1,34.0,165.0,43,True,,jedi,conda-forge/jedi,,376506.0,368008.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,8498.0,31274984.0,31762211.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,19976335.0,1.0,,,,,,,,,,,,,,,,,,,
18,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-11-07 09:56:23.000,2023-08-10 10:52:15,1964.0,,1319.0,209.0,534.0,464.0,577.0,26308.0,2023-08-10 11:59:02.000,4.66.1,135.0,112.0,42,True,,tqdm,conda-forge/tqdm,,619968.0,591626.0,https://pypi.org/project/tqdm,2023-08-10 11:38:57.000,28342.0,78938629.0,79526118.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24079748.0,1.0,11456.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4129.0,,,,,,,,,,,,
19,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-11-23 01:53:45.000,2023-11-21 20:46:31,2001.0,51.0,2311.0,229.0,1216.0,129.0,1780.0,17413.0,2023-09-18 21:27:59.000,1.5.3,60.0,245.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],57141.0,52509.0,https://pypi.org/project/mkdocs,2023-09-18 21:26:09.000,4632.0,2472021.0,2482608.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,307027.0,1.0,,,,,,,,,,,,,,,,,,,
20,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-11-23 03:21:31.000,2023-11-19 15:53:46,9057.0,119.0,1950.0,231.0,2291.0,274.0,4826.0,10772.0,2023-11-11 16:53:08.000,6.2.0,59.0,461.0,42,True,,pyinstaller,conda-forge/pyinstaller,,51317.0,50936.0,https://pypi.org/project/pyinstaller,2023-11-11 16:50:48.000,381.0,1874618.0,1895634.0,https://anaconda.org/conda-forge/pyinstaller,2023-11-11 19:11:28.083,507607.0,1.0,742625.0,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-11-21 18:30:52.000,2023-11-21 18:30:52,13433.0,227.0,585.0,72.0,2336.0,40.0,1416.0,7036.0,2023-11-20 02:33:42.000,6.90.0,1099.0,320.0,42,True,,hypothesis,conda-forge/hypothesis,,25872.0,23541.0,https://pypi.org/project/hypothesis,2023-11-20 02:33:42.000,2331.0,6578051.0,6775508.0,https://anaconda.org/conda-forge/hypothesis,2023-11-20 04:30:16.802,8293202.0,1.0,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-11-22 13:58:14.000,2023-11-17 12:27:23,8991.0,163.0,1047.0,75.0,4017.0,831.0,4404.0,4939.0,2023-10-22 13:55:18.000,3.0.2,182.0,551.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,416681.0,393659.0,https://pypi.org/project/pylint,2023-10-22 13:55:18.000,23022.0,19882641.0,19996919.0,https://anaconda.org/conda-forge/pylint,2023-10-22 20:06:43.450,4685423.0,1.0,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-11-21 17:52:22.000,2023-11-10 18:56:10,746.0,28.0,1082.0,170.0,1327.0,22.0,1285.0,4587.0,2023-11-21 17:53:08.000,20.24.7,213.0,267.0,42,True,,virtualenv,conda-forge/virtualenv,,357431.0,339413.0,https://pypi.org/project/virtualenv,2023-11-21 17:52:22.000,18018.0,108339540.0,108493126.0,https://anaconda.org/conda-forge/virtualenv,2023-10-23 20:27:05.672,5682683.0,2.0,,,,,,,,,,,,,,,,,,,
24,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-11-13 23:52:16.000,2023-11-13 23:52:14,2429.0,17.0,293.0,37.0,346.0,26.0,1519.0,3092.0,2023-07-29 19:05:02.000,6.1.0,88.0,172.0,42,True,,flake8,conda-forge/flake8,,552040.0,506261.0,https://pypi.org/project/flake8,2023-07-29 19:05:02.000,45779.0,25416325.0,25581651.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6943722.0,1.0,,,,,,,,,,,,,,,,,,,
25,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-11-23 10:54:49.000,2023-11-21 15:44:21,3017.0,82.0,2142.0,192.0,2577.0,664.0,4783.0,27495.0,2023-11-16 19:09:04.000,1.7.1,166.0,499.0,41,True,,poetry,conda-forge/poetry,,342.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,342.0,26387902.0,26653440.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1068043.0,2.0,15327353.0,,,,,,,,,,,,,,,,,,
26,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-11-17 14:50:08.000,2023-11-08 21:44:38,1336.0,35.0,933.0,214.0,357.0,365.0,461.0,13490.0,2023-09-22 18:40:43.000,0.40.2,74.0,151.0,41,True,,yapf,conda-forge/yapf,,89123.0,86804.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2319.0,4953325.0,5007200.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1670129.0,2.0,,,,,,,,,,,,,,,,,,,
27,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-11-18 13:20:57.000,2023-11-14 02:41:08,2613.0,38.0,755.0,87.0,1143.0,23.0,1879.0,11221.0,2023-10-13 16:06:55.000,3.5.0,187.0,154.0,41,True,,pre-commit,conda-forge/pre-commit,,165877.0,159767.0,https://pypi.org/project/pre-commit,2023-10-13 15:57:46.000,6110.0,15349404.0,15472370.0,https://anaconda.org/conda-forge/pre-commit,2023-10-13 18:39:42.607,3937924.0,1.0,773637.0,,,,,,,,,,,,,,,,,,
28,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-11-18 17:25:03.000,2023-11-18 17:25:03,4120.0,17.0,541.0,48.0,956.0,178.0,1064.0,6147.0,2023-01-31 16:31:31.154,5.8.0,143.0,289.0,40,True,,isort,conda-forge/isort,,448037.0,429844.0,https://pypi.org/project/isort,2023-01-31 16:31:31.154,18193.0,27779753.0,27842346.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5508251.0,2.0,,,,,,,,,,,,,,,,,,,
29,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-11-23 14:18:28.000,2023-11-22 15:02:20,11632.0,337.0,540.0,134.0,334.0,188.0,1887.0,10020.0,2023-11-11 13:39:58.000,1.8.6,277.0,158.0,39,True,,nuitka,conda-forge/nuitka,,1673.0,1611.0,https://pypi.org/project/nuitka,2023-11-22 13:26:32.000,62.0,84521.0,98719.0,https://anaconda.org/conda-forge/nuitka,2023-11-22 14:26:49.967,596333.0,1.0,,,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-11-20 16:48:13.000,2023-11-14 10:07:05,670.0,31.0,494.0,42.0,1369.0,76.0,1586.0,3401.0,2023-09-08 22:45:32.000,4.11.3,208.0,290.0,39,True,,tox,conda-forge/tox,['pytest'],129682.0,107250.0,https://pypi.org/project/tox,2023-09-08 22:45:32.000,22432.0,13101861.0,13121696.0,https://anaconda.org/conda-forge/tox,2023-09-09 02:01:04.061,833084.0,1.0,,,,,,,,,,,,,,,,,,,
31,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-11-23 13:58:05.000,2023-11-21 12:20:17,2002.0,120.0,462.0,69.0,1424.0,161.0,920.0,1652.0,2023-11-21 10:53:51.000,1.36.0,205.0,198.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,53009.0,52565.0,https://pypi.org/project/sentry-sdk,2023-11-21 10:53:38.000,444.0,22476393.0,22493282.0,https://anaconda.org/conda-forge/sentry-sdk,2023-11-13 11:32:33.512,688832.0,1.0,3509.0,,,,,,,,,,,,,,,,,,
32,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-11-01 14:26:35.000,2023-11-01 14:26:27,776.0,49.0,648.0,130.0,150.0,124.0,749.0,16693.0,2023-09-11 15:25:24.000,0.7.2,21.0,51.0,38,True,,loguru,conda-forge/loguru,,70818.0,67940.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,2878.0,17830534.0,17873957.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1823801.0,2.0,,,,,,,,,,,,,,,,,,,
33,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-11-22 22:51:09.000,2023-11-22 03:13:39,6856.0,342.0,1222.0,111.0,983.0,11.0,4790.0,11217.0,2023-11-22 03:22:19.000,1.1.337,421.0,100.0,38,True,,,,,685.0,673.0,,,,,763456.0,,,,2.0,1247.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-11-22 03:15:01.404,12.0,763391.0,,,,,,,
34,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-11-23 04:35:51.000,2023-11-04 16:01:55,2060.0,30.0,601.0,103.0,981.0,163.0,865.0,7206.0,2023-08-08 23:42:23.000,7.3.0,119.0,204.0,38,True,,pip-tools,conda-forge/pip-tools,,26579.0,24024.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2555.0,10742179.0,10745305.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,131304.0,2.0,,-1.0,,,,,,,,,,,,,,,,,
35,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-11-15 19:10:50.000,2023-10-31 21:27:11,1476.0,13.0,1751.0,165.0,708.0,245.0,620.0,4503.0,2023-08-21 18:28:32.000,1.3.0,51.0,115.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7808.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-10-31 21:19:32.000,7792.0,3922440.0,4011588.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3655098.0,2.0,,,,,,,,,,,,,,,,,,,
36,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-11-09 19:33:29.000,2023-10-27 07:04:25,2846.0,20.0,298.0,73.0,234.0,122.0,362.0,4453.0,2023-08-26 13:59:08.000,2.0.4,75.0,60.0,38,True,,autopep8,conda-forge/autopep8,,201444.0,195514.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5930.0,4137354.0,4170738.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1368767.0,3.0,,,,,,,,,,,,,,,,,,,
37,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-11-21 19:28:41.000,2023-11-21 19:28:41,677.0,19.0,235.0,27.0,404.0,73.0,275.0,547.0,2023-10-01 13:50:29.000,23.2,43.0,102.0,38,True,,packaging,conda-forge/packaging,,973420.0,953635.0,https://pypi.org/project/packaging,2023-10-01 13:50:03.000,19785.0,255689301.0,256670079.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41192096.0,2.0,746.0,,,,,,,,,,,,,,,,,,
38,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-11-21 11:53:20.000,2023-11-21 11:53:20,1442.0,13.0,778.0,117.0,495.0,109.0,627.0,4925.0,2023-10-12 23:39:38.000,2.11.1,19.0,133.0,37,True,,pycodestyle,conda-forge/pycodestyle,,11665.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11645.0,34622598.0,34848241.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7220606.0,1.0,,,,,,,,,,,,,,,,,,,
39,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2023-11-23 07:36:17.000,2023-11-23 07:36:09,1480.0,81.0,189.0,34.0,275.0,27.0,276.0,2842.0,2023-10-09 14:56:16.000,23.2.0,32.0,106.0,37,True,,structlog,conda-forge/structlog,,11147.0,10033.0,https://pypi.org/project/structlog,2023-10-09 14:56:16.000,1114.0,7800305.0,7810564.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,348814.0,2.0,,,,,,,,,,,,,,,,,,,
40,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,174.0,29.0,295.0,56.0,459.0,1307.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,37,True,,pyflakes,conda-forge/pyflakes,,269655.0,255840.0,https://pypi.org/project/pyflakes,2023-07-29 17:00:40.000,13815.0,27144326.0,27361580.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6952144.0,1.0,,,,,,,,,,,,,,,,,,,
