,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-02-16 06:50:43.000,2022-02-15 14:01:51,2758.0,307.0,1111.0,524.0,598.0,657.0,35145.0,2022-02-08 20:13:09.000,11.2.0,153.0,151.0,49.0,42,True,rich,conda-forge/rich,,13332.0,11901.0,https://pypi.org/project/rich,2022-02-08 20:12:21.000,1431.0,4183134.0,4216382.0,https://anaconda.org/conda-forge/rich,2022-02-08 21:24:54.371,631715.0,1.0,,,,,,,,,,,,,,,,,,,
11,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-02-17 12:36:47.000,2022-02-17 08:49:43,10060.0,174.0,2023.0,211.0,4890.0,5210.0,12338.0,,,87.0,537.0,2082.0,42,True,mypy,conda-forge/mypy,,65744.0,60328.0,https://pypi.org/project/mypy,2022-01-07 17:03:15.000,5416.0,9059228.0,9090736.0,https://anaconda.org/conda-forge/mypy,2022-01-11 06:15:23.330,1606930.0,1.0,,,,,,,,,,,,,,,,,,,
12,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-02-16 20:56:46.000,2022-02-16 13:00:31,13348.0,242.0,1853.0,471.0,521.0,3542.0,6687.0,2021-12-15 19:00:16.000,4.1.3,83.0,155.0,221.0,42,True,robotframework,conda-forge/robotframework,,5939.0,4919.0,https://pypi.org/project/robotframework,2022-02-11 15:55:26.000,1020.0,941016.0,942474.0,https://anaconda.org/conda-forge/robotframework,2021-12-15 22:28:24.922,71237.0,1.0,515.0,,,,,,,,,,,,,,,,,,
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-02-07 13:33:25.000,2022-01-27 23:51:23,1626.0,18.0,1867.0,228.0,995.0,1526.0,13618.0,2021-10-12 21:59:03.000,1.2.3,49.0,211.0,112.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],22037.0,18510.0,https://pypi.org/project/mkdocs,2021-12-15 14:53:23.599,3527.0,873618.0,875962.0,https://anaconda.org/conda-forge/mkdocs,2021-10-13 01:18:18.279,164091.0,1.0,,,,,,,,,,,,,,,,,,,
14,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-02-16 17:05:15.000,2022-02-05 21:17:52,511.0,49.0,930.0,157.0,1086.0,1141.0,4056.0,2022-02-05 21:07:26.000,20.13.1,180.0,224.0,64.0,41,True,virtualenv,conda-forge/virtualenv,,17664.0,,https://pypi.org/project/virtualenv,2022-02-05 21:07:26.000,17664.0,26051675.0,26077185.0,https://anaconda.org/conda-forge/virtualenv,2022-02-06 06:47:55.979,1505097.0,2.0,,,,,,,,,,,,,,,,,,,
15,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-02-10 20:51:32.000,2022-02-10 20:51:31,2191.0,113.0,191.0,29.0,200.0,1330.0,1817.0,2021-10-11 12:42:47.000,4.0.1,81.0,161.0,39.0,41,True,flake8,conda-forge/flake8,,268579.0,228061.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,40518.0,15620437.0,15674273.0,https://anaconda.org/conda-forge/flake8,2021-11-02 21:24:52.298,3660849.0,1.0,,,,,,,,,,,,,,,,,,,
16,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-02-14 15:26:19.000,2021-09-20 16:15:31,1889.0,,1073.0,201.0,457.0,541.0,21193.0,2021-09-20 15:24:06.000,4.62.3,125.0,107.0,338.0,40,True,tqdm,conda-forge/tqdm,,270945.0,249945.0,https://pypi.org/project/tqdm,2021-12-15 16:50:56.695,21000.0,33539790.0,33683550.0,https://anaconda.org/conda-forge/tqdm,2021-09-20 17:51:38.361,9764192.0,1.0,8316.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2021-10-30 01:39:15.438974,2.0,3968.0,,,,,,,,,,,,
17,mkdocs-material,squidfunk/mkdocs-material,documentation,Technical documentation that just works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-02-13 16:22:12.000,2022-02-13 16:21:08,4053.0,286.0,2030.0,86.0,1759.0,1281.0,8774.0,2022-02-10 21:01:55.000,8.1.11,241.0,145.0,7.0,40,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],12439.0,11331.0,https://pypi.org/project/mkdocs-material,2022-02-10 21:01:55.000,1108.0,1014906.0,1017363.0,https://anaconda.org/conda-forge/mkdocs-material,2022-02-11 10:54:22.942,81088.0,1.0,,,,,,,,,,,,,,,,,,,
18,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-01-19 07:06:42.000,2021-12-25 13:08:44,8262.0,6.0,460.0,113.0,553.0,1247.0,5075.0,2021-11-17 00:47:47.000,0.18.1,31.0,149.0,29.0,40,True,jedi,conda-forge/jedi,,187100.0,178841.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8259.0,14352075.0,14472570.0,https://anaconda.org/conda-forge/jedi,2021-11-17 19:12:02.897,7711714.0,1.0,,-1.0,,,,,,,,,,,,,,,,,
19,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-02-16 16:31:53.000,2022-02-16 16:31:52,15826.0,44.0,1100.0,196.0,2948.0,6451.0,4502.0,2021-11-22 18:47:32.000,4.11.0,100.0,378.0,1847.0,40,True,conda,conda-forge/conda,,1087.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1087.0,72222.0,446495.0,https://anaconda.org/conda-forge/conda,2021-11-23 11:16:29.692,24702042.0,2.0,,,,,,,,,,,,,,,,,,,
20,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-02-17 10:32:12.000,2022-02-14 11:39:17,6358.0,297.0,802.0,73.0,1870.0,3201.0,3804.0,2021-12-03 17:31:36.000,2.12.2,132.0,436.0,771.0,40,True,pylint,conda-forge/pylint,,20833.0,,https://pypi.org/project/pylint,2021-12-03 17:31:36.000,20833.0,10053937.0,10092697.0,https://anaconda.org/conda-forge/pylint,2021-12-03 20:37:10.043,2558193.0,1.0,,,,,,,,,,,,,,,,,,,
21,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-02-17 06:53:15.000,2022-02-11 05:53:48,2038.0,63.0,1533.0,164.0,1467.0,2403.0,18340.0,2022-02-10 21:34:42.000,1.1.13,143.0,328.0,1272.0,39,True,poetry,conda-forge/poetry,,121.0,,https://pypi.org/project/poetry,2022-02-10 21:34:42.000,121.0,5461284.0,5691534.0,https://anaconda.org/conda-forge/poetry,2022-02-11 02:56:21.599,362479.0,2.0,10384962.0,,,,,,,,,,,,,,,,,,
22,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-02-10 17:56:14.000,2022-01-31 21:25:02,2158.0,56.0,545.0,79.0,866.0,1334.0,7429.0,2022-01-18 18:42:21.000,2.17.0,165.0,129.0,21.0,39,True,pre-commit,conda-forge/pre-commit,,41704.0,38926.0,https://pypi.org/project/pre-commit,2022-01-18 18:38:17.000,2778.0,4491569.0,4525857.0,https://anaconda.org/conda-forge/pre-commit,2022-01-19 10:50:51.993,1010414.0,1.0,32273.0,2.0,,,,,,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-02-14 01:34:22.000,2022-02-13 20:58:00,11353.0,252.0,483.0,66.0,2019.0,1154.0,5687.0,2022-02-13 02:30:37.000,hypothesis-python-6.36.2,923.0,256.0,57.0,39,True,hypothesis,conda-forge/hypothesis,,13278.0,11393.0,https://pypi.org/project/hypothesis,2022-02-13 02:30:23.000,1885.0,2317644.0,2395683.0,https://anaconda.org/conda-forge/hypothesis,2022-02-13 05:29:42.499,5228667.0,1.0,,,,,,,,,,,,,,,,,,,
24,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-02-16 22:00:10.000,2022-01-07 06:54:33,3876.0,23.0,435.0,38.0,840.0,1007.0,4598.0,2021-11-09 05:43:22.000,5.10.1,132.0,254.0,50.0,39,True,isort,conda-forge/isort,,234243.0,219937.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,14306.0,17467392.0,17509123.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,2796023.0,2.0,,,,,,,,,,,,,,,,,,,
25,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-02-10 17:22:42.000,2022-01-26 11:13:29,2062.0,10.0,399.0,39.0,988.0,1268.0,2610.0,2022-01-10 16:56:12.000,4.0.0a10,127.0,255.0,42.0,38,True,tox,conda-forge/tox,['pytest'],74671.0,54205.0,https://pypi.org/project/tox,2022-02-06 10:28:03.000,20466.0,4392610.0,4400338.0,https://anaconda.org/conda-forge/tox,2021-12-29 15:02:18.880,409590.0,1.0,,,,,,,,,,,,,,,,,,,
26,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-02-17 12:08:07.000,2022-02-16 15:08:08,1361.0,46.0,271.0,44.0,746.0,439.0,1152.0,2022-02-11 12:55:45.000,1.5.5,141.0,121.0,187.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,18864.0,17910.0,https://pypi.org/project/sentry-sdk,2022-02-11 12:55:41.000,954.0,12739055.0,12742417.0,https://anaconda.org/conda-forge/sentry-sdk,2022-02-11 15:32:27.787,126649.0,1.0,4515.0,,,,,,,,,,,,,,,,,,
27,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-02-11 07:32:01.000,2022-02-11 07:29:48,1187.0,30.0,840.0,212.0,255.0,393.0,12326.0,2020-04-23 19:07:36.000,0.30.0,68.0,135.0,342.0,37,True,yapf,conda-forge/yapf,,30690.0,28601.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,1811547.0,1825276.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,933587.0,2.0,,,,,,,,,,,,,,,,,,,
28,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-02-17 12:06:37.000,2022-02-14 16:59:03,8283.0,79.0,1760.0,230.0,1878.0,4110.0,8856.0,2022-02-04 09:10:39.000,4.9,35.0,420.0,313.0,37,True,pyinstaller,conda-forge/pyinstaller,,137.0,,https://pypi.org/project/pyinstaller,2022-02-04 09:08:33.000,137.0,784492.0,796008.0,https://anaconda.org/conda-forge/pyinstaller,2022-02-04 18:13:27.708,291150.0,1.0,724289.0,,,,,,,,,,,,,,,,,,
29,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-02-17 13:54:22.000,2022-02-12 15:10:06,22580.0,200.0,1567.0,201.0,4980.0,760.0,4761.0,2022-02-10 09:09:46.000,3.4.1,117.0,811.0,633.0,37,True,buildbot,conda-forge/buildbot,,725.0,268.0,https://pypi.org/project/buildbot,2022-02-10 09:09:46.000,457.0,59161.0,61211.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804,49457.0,1.0,19718.0,1.0,,,,,,,,,,,,,,,,,
30,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-01-31 23:40:03.000,2022-01-31 23:39:49,1275.0,22.0,614.0,122.0,403.0,558.0,4503.0,2021-10-11 00:56:25.000,2.8.0,13.0,131.0,113.0,37,True,pycodestyle,conda-forge/pycodestyle,,203502.0,192264.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11238.0,21282943.0,21339194.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,3825072.0,1.0,,,,,,,,,,,,,,,,,,,
31,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-01-23 14:32:27.000,2022-01-23 14:32:19,4228.0,55.0,1265.0,496.0,521.0,1234.0,19961.0,2021-11-29 13:01:08.000,3.2.4.2,78.0,153.0,212.0,36,True,glances,conda-forge/glances,,441.0,391.0,https://pypi.org/project/glances,2021-11-22 10:55:51.000,50.0,144229.0,146362.0,https://anaconda.org/conda-forge/glances,2021-11-20 23:54:35.274,150910.0,1.0,710.0,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-02-16 05:51:44.000,2022-02-08 08:46:34,1692.0,22.0,492.0,97.0,752.0,678.0,5653.0,2022-02-08 10:11:33.000,6.5.1,99.0,164.0,142.0,36,True,pip-tools,conda-forge/pip-tools,,1799.0,,https://pypi.org/project/pip-tools,2022-02-08 10:13:24.000,1799.0,4175082.0,4176181.0,https://anaconda.org/conda-forge/pip-tools,2022-02-08 14:16:40.284,24199.0,2.0,,,,,,,,,,,,,,,,,,,
33,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-01-25 01:20:31.000,2022-01-25 01:20:30,2734.0,4.0,256.0,66.0,192.0,341.0,3995.0,2021-10-24 07:01:21.000,1.6.0,68.0,51.0,92.0,36,True,autopep8,conda-forge/autopep8,,111629.0,106022.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5607.0,2697717.0,2706692.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,610340.0,3.0,,,,,,,,,,,,,,,,,,,
34,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2021-12-20 03:34:57.000,2021-12-20 03:34:42,2285.0,63.0,149.0,25.0,204.0,162.0,1284.0,2021-11-22 15:09:58.000,0.22.0,69.0,68.0,72.0,36,True,rope,conda-forge/rope,,36249.0,34665.0,https://pypi.org/project/rope,2021-12-15 13:42:34.748,1584.0,620009.0,630849.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372,628723.0,1.0,,,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-02-03 13:22:14.000,2022-02-02 17:53:26,870.0,9.0,168.0,34.0,210.0,208.0,1190.0,2021-10-04 01:48:57.000,3.0.0,43.0,74.0,111.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],143007.0,114593.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,12454685.0,12519133.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,4575814.0,1.0,,,,,,,,,,,,,,,,,,,
36,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-02-13 16:32:09.000,2022-02-13 16:32:09,520.0,4.0,158.0,27.0,252.0,370.0,1104.0,2021-10-06 20:39:49.000,2.4.0,33.0,80.0,84.0,36,True,pyflakes,conda-forge/pyflakes,,131986.0,118400.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13586.0,15950271.0,16004172.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,3665297.0,1.0,,,,,,,,,,,,,,,,,,,
37,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-02-14 07:20:34.000,2022-01-30 19:28:37,584.0,22.0,482.0,112.0,62.0,431.0,11081.0,2022-01-29 13:50:01.000,0.6.0,18.0,33.0,101.0,35,True,loguru,conda-forge/loguru,,15757.0,14440.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1317.0,2682621.0,2692913.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476,370534.0,2.0,,,,,,,,,,,,,,,,,,,
38,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-02-17 06:19:45.000,2022-02-17 06:19:39,4624.0,499.0,424.0,78.0,359.0,2460.0,7665.0,2022-02-16 03:43:39.000,1.1.222,301.0,71.0,17.0,35,True,,,,206.0,203.0,,,,,302647.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-02-16 03:40:19.881,3.0,302647.0,,,,,,,
39,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-01-19 16:45:03.000,2021-10-19 23:03:00,1347.0,,1611.0,156.0,587.0,542.0,3977.0,2018-10-05 13:20:49.000,0.4.2,23.0,108.0,195.0,35,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],11910.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,11894.0,2288658.0,2320829.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2123303.0,2.0,,,,,,,,,,,,,,,,,,,
40,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-02-17 05:24:49.000,2022-02-15 13:04:53,1212.0,31.0,400.0,62.0,262.0,395.0,3874.0,2022-01-26 01:00:17.000,1.7.2,33.0,144.0,192.0,35,True,bandit,conda-forge/bandit,,12388.0,10916.0,https://pypi.org/project/bandit,2022-01-26 01:00:17.000,1472.0,2434733.0,2437984.0,https://anaconda.org/conda-forge/bandit,2022-01-26 10:27:27.386,107212.0,1.0,158.0,,,,,,,,,,,,,,,,,,
