,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,36,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-05-25 18:59:18.000,2021-05-24 18:26:33.000,183.0,1239.0,1273.0,2021-03-14 23:32:11.000,3.9.0,79.0,155.0,,conda-forge/flake8,flake8,36.0,1959.0,239937.0,168647.0,https://pypi.org/project/flake8,2021-05-08 19:52:32.000,71290.0,12029248.0,12070912.0,https://anaconda.org/conda-forge/flake8,2021-05-10 17:37:45.968,2458205.0,1.0,,,,,,,,,,
11,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,35,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2021-05-10 00:37:04.000,2021-05-10 00:37:04.000,1601.0,2882.0,21926.0,2020-11-15 04:19:27.000,2020.11.15,297.0,383.0,,conda-forge/pipenv,pipenv,506.0,7056.0,21137.0,18863.0,https://pypi.org/project/pipenv,2020-11-15 04:19:27.000,2274.0,3173061.0,3175133.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831,39381.0,1.0,,-1.0,,,,,,,,
12,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-05-26 20:42:46.000,2021-05-25 17:11:41.000,1708.0,1395.0,12209.0,2020-05-14 15:18:01.000,1.1.2,44.0,192.0,['mkdocs'],conda-forge/mkdocs,mkdocs,147.0,1533.0,18362.0,12420.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,565800.0,567980.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,133038.0,1.0,,,,,,,,,,
13,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,34,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-05-27 13:19:32.000,2021-05-26 19:41:45.000,1638.0,3796.0,8109.0,2021-04-17 05:02:21.000,4.3,28.0,399.0,,conda-forge/pyinstaller,pyinstaller,367.0,7773.0,17255.0,17255.0,https://pypi.org/project/pyinstaller,2021-04-17 04:46:48.000,0.0,576138.0,587681.0,https://anaconda.org/conda-forge/pyinstaller,2021-04-21 15:08:29.384,227972.0,1.0,700462.0,2.0,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2021-05-27 13:12:21.000,2021-05-25 14:09:27.000,2244.0,4773.0,7168.0,2021-05-23 09:52:07.000,21.1.2,105.0,608.0,,conda-forge/pip,pip,978.0,,69020.0,50354.0,https://pypi.org/project/pip,2021-05-23 09:52:07.000,18666.0,94513033.0,94864021.0,https://anaconda.org/conda-forge/pip,2021-05-23 11:54:56.735,20357339.0,1.0,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-05-27 13:14:06.000,2021-05-25 11:29:09.000,1689.0,3361.0,5918.0,2021-05-25 11:27:33.000,4.0.3,62.0,140.0,,conda-forge/robotframework,robotframework,203.0,12913.0,5202.0,3794.0,https://pypi.org/project/robotframework,2021-05-25 11:28:06.000,1408.0,705232.0,706445.0,https://anaconda.org/conda-forge/robotframework,2021-05-25 13:52:36.408,48301.0,1.0,505.0,,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-05-26 09:46:52.000,2021-05-06 22:18:19.000,599.0,530.0,4312.0,2021-03-14 18:44:02.000,2.7.0,12.0,125.0,,conda-forge/pycodestyle,pycodestyle,113.0,1222.0,160705.0,139475.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000,21230.0,16457343.0,16501329.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361,2595175.0,1.0,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-04-30 08:34:16.877,2021-04-30 06:04:29.000,244.0,332.0,3775.0,2021-04-30 06:09:29.000,1.5.7,67.0,50.0,,conda-forge/autopep8,autopep8,86.0,2702.0,86598.0,76414.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000,10184.0,2042158.0,2049924.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877,458240.0,1.0,,,,,,,,,,
18,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,34,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-05-26 19:50:11.000,2021-05-26 11:13:37.000,699.0,2709.0,3363.0,2021-04-26 16:01:12.000,2.8.2,104.0,390.0,,conda-forge/pylint,pylint,705.0,5456.0,37734.0,,https://pypi.org/project/pylint,2021-04-26 16:01:12.000,37734.0,9932259.0,9964952.0,https://anaconda.org/conda-forge/pylint,2021-03-03 00:06:43.039,1863503.0,1.0,,,,,,,,,,
19,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-05-25 07:06:14.000,2021-05-23 02:11:33.000,728.0,1234.0,1358.0,2021-05-23 03:55:07.000,57.0.0,430.0,441.0,,conda-forge/setuptools,setuptools,538.0,,160514.0,102584.0,https://pypi.org/project/setuptools,2021-05-23 03:54:57.000,57930.0,105502658.0,105878662.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,21808178.0,1.0,107.0,,,,,,,,,
20,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-05-24 16:03:31.000,2021-05-21 10:00:53.000,778.0,445.0,26197.0,2021-05-19 16:16:58.000,10.2.2,126.0,91.0,,conda-forge/rich,rich,4.0,1952.0,4201.0,4201.0,https://pypi.org/project/rich,2021-05-19 16:16:00.000,0.0,1715537.0,1737586.0,https://anaconda.org/conda-forge/rich,2021-05-19 19:58:08.049,220491.0,1.0,,,,,,,,,,
21,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-05-27 13:58:06.000,2021-05-27 13:58:06.000,1346.0,1155.0,21129.0,2021-05-10 15:10:43.000,21.5b1,28.0,248.0,,conda-forge/black,black,380.0,,65451.0,59223.0,https://pypi.org/project/black,2021-05-10 15:11:11.000,6228.0,7569942.0,7614359.0,https://anaconda.org/conda-forge/black,2021-05-25 10:15:40.076,1579647.0,2.0,13997.0,,,,,,,,,
22,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-05-27 09:37:09.000,2021-05-27 09:36:08.000,1556.0,1023.0,6485.0,2021-05-19 09:03:55.000,7.1.5,199.0,115.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,10.0,3359.0,8183.0,6681.0,https://pypi.org/project/mkdocs-material,2021-05-19 09:03:55.000,1502.0,456771.0,458553.0,https://anaconda.org/conda-forge/mkdocs-material,2021-05-19 14:21:17.734,42787.0,1.0,,,,,,,,,,
23,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-05-27 14:41:50.301,2021-05-27 14:04:35.000,465.0,1049.0,5189.0,2021-05-27 13:16:32.000,hypothesis-python-6.13.7,843.0,248.0,,conda-forge/hypothesis,hypothesis,56.0,10761.0,11354.0,8738.0,https://pypi.org/project/hypothesis,2021-05-27 13:16:15.000,2616.0,1970127.0,2041573.0,https://anaconda.org/conda-forge/hypothesis,2021-05-27 14:41:50.301,4143897.0,1.0,,,,,,,,,,
24,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-05-26 07:54:28.000,2021-05-26 07:54:28.000,398.0,925.0,3910.0,2021-03-21 06:05:17.000,5.8.0,126.0,235.0,,conda-forge/isort,isort,29.0,,197617.0,173399.0,https://pypi.org/project/isort,2020-12-31 01:15:41.000,24218.0,15121497.0,15154654.0,https://anaconda.org/conda-forge/isort,2021-03-21 08:22:11.429,1923117.0,2.0,,,,,,,,,,
25,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-05-26 15:43:10.000,2021-05-01 01:50:03.000,1526.0,490.0,3700.0,2018-10-05 13:20:49.000,0.4.2,23.0,104.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,166.0,1217.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,2106791.0,2129895.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009,1316948.0,1.0,,,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-05-26 16:40:01.000,2021-05-21 14:02:34.000,1210.0,1875.0,15163.0,2021-04-14 17:08:31.000,1.1.6,135.0,275.0,,conda-forge/poetry,poetry,1108.0,1799.0,64.0,,https://pypi.org/project/poetry,2021-05-21 14:01:30.000,64.0,2208082.0,2386168.0,https://anaconda.org/conda-forge/poetry,2021-04-15 00:21:03.148,211865.0,2.0,6498949.0,,,,,,,,,
27,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,32,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-05-27 14:31:19.000,2021-05-26 09:26:02.000,1517.0,686.0,4617.0,2021-04-28 10:47:25.000,3.1.1,111.0,790.0,,conda-forge/buildbot,buildbot,639.0,21990.0,1140.0,248.0,https://pypi.org/project/buildbot,2021-04-28 11:01:30.000,892.0,57922.0,59895.0,https://anaconda.org/conda-forge/buildbot,2021-04-28 12:55:11.512,33541.0,1.0,15079.0,1.0,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-05-27 13:29:49.000,2021-05-26 17:31:24.000,1029.0,6018.0,4152.0,2021-04-15 16:31:48.000,4.10.1,100.0,355.0,,conda-forge/conda,conda,1987.0,15686.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,54454.0,375894.0,https://anaconda.org/conda-forge/conda,2021-04-21 16:07:33.360,18322112.0,2.0,,,,,,,,,,
29,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-05-24 21:48:38.685,2021-05-24 18:22:31.000,894.0,1075.0,3882.0,2021-05-24 18:15:38.000,20.4.7,162.0,171.0,,conda-forge/virtualenv,virtualenv,60.0,,34422.0,,https://pypi.org/project/virtualenv,2021-05-24 18:15:38.000,34422.0,18644381.0,18662114.0,https://anaconda.org/conda-forge/virtualenv,2021-05-24 21:48:38.685,886668.0,2.0,,,,,,,,,,
30,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-05-17 09:01:01.000,2020-12-31 16:25:35.000,280.0,357.0,3283.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,,conda-forge/invoke,invoke,303.0,3499.0,12390.0,7788.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,1429143.0,1434161.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,306127.0,1.0,,,,,,,,,,
31,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-05-21 22:59:19.000,2021-04-12 17:48:57.000,323.0,364.0,3246.0,2020-12-13 02:48:28.000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1169.0,9073.0,6719.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,1460453.0,1463292.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125,68135.0,1.0,46.0,,,,,,,,,
32,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-05-07 15:53:29.000,2021-01-20 07:44:52.000,196.0,165.0,2889.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,521.0,16391.0,8039.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,3644501.0,3648007.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,217392.0,1.0,,,,,,,,,,
33,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-04-09 10:35:26.000,2016-03-04 01:16:26.000,358.0,461.0,1339.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,195512.0,109038.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,4237205.0,4266311.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1746419.0,1.0,,,,,,,,,,
34,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,32,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-05-26 01:51:06.000,2021-04-10 19:15:48.000,238.0,312.0,1122.0,2021-03-15 16:36:43.000,3.4.0,42.0,101.0,,conda-forge/twine,twine,42.0,952.0,57789.0,40285.0,https://pypi.org/project/twine,2021-03-15 16:36:43.000,17504.0,1844029.0,1848745.0,https://anaconda.org/conda-forge/twine,2021-03-17 03:54:06.297,268866.0,1.0,,,,,,,,,,
35,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-05-22 03:34:08.000,2021-05-22 03:34:08.000,145.0,341.0,1026.0,2021-03-24 16:32:54.000,2.3.1,30.0,77.0,,conda-forge/pyflakes,pyflakes,80.0,512.0,115113.0,88615.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000,26498.0,12693343.0,12735497.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104,2487105.0,1.0,,,,,,,,,,
36,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-05-26 16:27:37.000,2021-05-14 11:37:02.000,143.0,192.0,1023.0,2021-05-14 11:32:50.000,2.12.0,41.0,64.0,['pytest'],conda-forge/pytest-cov,pytest-cov,101.0,806.0,130152.0,86758.0,https://pypi.org/project/pytest-cov,2021-05-14 11:32:50.000,43394.0,11166093.0,11211641.0,https://anaconda.org/conda-forge/pytest-cov,2021-05-14 21:28:13.405,2824025.0,1.0,,,,,,,,,,
37,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-05-24 06:42:57.000,2021-05-17 09:32:46.000,208.0,372.0,933.0,2021-05-06 17:24:17.000,1.1.0,128.0,94.0,,conda-forge/sentry-sdk,sentry-sdk,171.0,1236.0,12265.0,11279.0,https://pypi.org/project/sentry-sdk,2021-05-06 17:24:12.000,986.0,8724663.0,8727538.0,https://anaconda.org/conda-forge/sentry-sdk,2021-05-11 18:36:53.766,82083.0,2.0,4457.0,,,,,,,,,
38,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-05-25 05:54:20.000,2021-05-15 11:16:23.000,68.0,89.0,405.0,2021-03-30 20:43:51.000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1082.0,138984.0,127620.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000,11364.0,13264441.0,13362578.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064,4023630.0,1.0,,,,,,,,,,
39,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-05-23 18:58:51.000,2021-05-23 18:58:13.000,90.0,289.0,241.0,2020-12-13 18:09:07.000,0.36.2,64.0,61.0,,conda-forge/wheel,wheel,23.0,732.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,73182327.0,73486222.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,17625929.0,1.0,,,,,,,,,,
40,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-04-19 15:15:46.138,2021-03-19 22:08:53.000,403.0,356.0,8963.0,2020-09-20 07:56:32.000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,49.0,558.0,7545.0,7203.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,1535356.0,1541781.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138,173489.0,2.0,,,,,,,,,,
41,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-05-27 13:32:23.502,2021-05-24 18:19:27.000,447.0,1105.0,5986.0,2021-05-21 21:08:51.000,2.13.0,160.0,121.0,,conda-forge/pre-commit,pre-commit,24.0,2015.0,2136.0,,https://pypi.org/project/pre-commit,2021-05-21 21:05:09.000,2136.0,3220423.0,3246560.0,https://anaconda.org/conda-forge/pre-commit,2021-05-27 13:32:23.502,546144.0,1.0,5805.0,,,,,,,,,
42,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-05-27 13:49:01.000,2021-05-18 10:51:21.000,426.0,607.0,4983.0,2021-04-14 09:19:42.000,6.1.0,92.0,147.0,,conda-forge/pip-tools,pip-tools,122.0,1539.0,3252.0,,https://pypi.org/project/pip-tools,2021-03-16 00:32:58.000,3252.0,1979762.0,1980590.0,https://anaconda.org/conda-forge/pip-tools,2021-04-14 11:47:58.017,10764.0,2.0,,,,,,,,,,
43,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-05-26 11:14:06.000,2021-05-26 11:13:58.000,132.0,109.0,1416.0,2021-05-26 11:13:47.000,0.13.8,40.0,48.0,,conda-forge/ipdb,ipdb,51.0,348.0,43077.0,26179.0,https://pypi.org/project/ipdb,2021-05-26 11:13:47.000,16898.0,1599564.0,1602444.0,https://anaconda.org/conda-forge/ipdb,2021-04-19 03:20:52.710,167085.0,1.0,,,,,,,,,,
44,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-05-07 18:18:51.000,2019-10-16 17:48:40.000,157.0,125.0,1397.0,2019-01-16 20:35:25.000,1.4.3,41.0,76.0,,conda-forge/logbook,logbook,56.0,1194.0,4640.0,2576.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2064.0,480096.0,481673.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145,40937.0,2.0,244.0,,,,,,,,,
