,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-12-20 21:43:28.000,2023-12-20 21:43:27,6005.0,43.0,1316.0,235.0,662.0,1414.0,9691.0,,,38.0,201.0,44,True,,254.0,psutil,conda-forge/psutil,,410674.0,410674.0,https://pypi.org/project/psutil,,,80710700.0,81385627.0,https://anaconda.org/conda-forge/psutil,2023-12-17 17:25:17.736,27672021.0,1.0,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-12-16 22:30:39.000,2023-11-15 16:31:56,3870.0,26.0,1611.0,543.0,1054.0,1058.0,45861.0,2023-11-15 16:33:44.000,13.7.0,108.0,235.0,43,True,,152.0,rich,conda-forge/rich,,151086.0,151086.0,https://pypi.org/project/rich,,,38326670.0,38469299.0,https://anaconda.org/conda-forge/rich,2023-11-16 18:47:06.251,5847829.0,1.0,,,,,,,,,,,,,,,,,,,
12,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-12-21 08:37:24.000,2023-12-21 08:37:24,5957.0,257.0,3081.0,123.0,2702.0,2122.0,16651.0,2023-12-11 15:21:45.000,9.5.2,190.0,245.0,43,True,,35.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],40832.0,40832.0,https://pypi.org/project/mkdocs-material,,,3541463.0,3549377.0,https://anaconda.org/conda-forge/mkdocs-material,2023-12-11 17:43:09.512,340334.0,1.0,,,,,,,,,,,,,,,,,,,
13,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-12-21 13:57:17.000,2023-12-21 13:56:02,14487.0,295.0,2209.0,478.0,693.0,4075.0,8584.0,2023-07-28 19:29:00.000,6.1.1,123.0,192.0,43,True,,299.0,robotframework,conda-forge/robotframework,,10589.0,9461.0,https://pypi.org/project/robotframework,2023-12-15 21:57:28.000,1128.0,1945404.0,1950465.0,https://anaconda.org/conda-forge/robotframework,2023-10-10 22:35:13.903,166871.0,1.0,554.0,,,,,,,,,,,,,,,,,,
14,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-12-19 23:40:36.000,2023-11-15 22:14:14,20450.0,26.0,1977.0,148.0,5073.0,5510.0,5823.0,2023-09-13 23:13:23.000,7.2.6,198.0,790.0,43,True,,1207.0,sphinx,conda-forge/sphinx,['sphinx'],411943.0,348272.0,https://pypi.org/project/sphinx,2023-09-13 23:13:23.000,63671.0,13809463.0,14009563.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8604321.0,1.0,,,,,,,,,,,,,,,,,,,
15,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-12-18 08:59:47.000,2023-08-10 10:52:15,1964.0,,1271.0,208.0,537.0,577.0,26539.0,2023-08-10 11:59:02.000,4.66.1,108.0,112.0,42,True,,373.0,tqdm,conda-forge/tqdm,,612649.0,612649.0,https://pypi.org/project/tqdm,,,83500591.0,84078871.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24280206.0,1.0,11684.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4130.0,,,,,,,,,,,,,
16,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-12-21 10:38:08.000,2023-12-21 04:20:17,5914.0,801.0,691.0,70.0,5496.0,2930.0,21550.0,2023-12-13 19:15:17.000,0.1.8,100.0,331.0,42,True,astral-sh/ruff,613.0,ruff,conda-forge/ruff,,26537.0,26537.0,https://pypi.org/project/ruff,,,8413551.0,8458631.0,https://anaconda.org/conda-forge/ruff,2023-12-14 04:16:14.191,450663.0,1.0,124978.0,,,,,,,,,,,,,,,,,,
17,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-12-21 13:51:33.000,2023-12-17 16:01:14,2031.0,68.0,2270.0,230.0,1238.0,1790.0,17603.0,2023-09-18 21:27:59.000,1.5.3,29.0,246.0,42,True,,111.0,mkdocs,conda-forge/mkdocs,['mkdocs'],53840.0,53840.0,https://pypi.org/project/mkdocs,,,2533091.0,2543444.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,310603.0,1.0,,,,,,,,,,,,,,,,,,,
18,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-12-20 10:29:06.000,2023-12-20 10:29:05,9088.0,107.0,1795.0,231.0,2304.0,4855.0,10899.0,2023-12-10 23:44:46.000,6.3.0,60.0,461.0,42,True,,268.0,pyinstaller,conda-forge/pyinstaller,,52112.0,52112.0,https://pypi.org/project/pyinstaller,,,1892781.0,1913476.0,https://anaconda.org/conda-forge/pyinstaller,2023-12-11 12:02:08.120,512903.0,1.0,743087.0,,,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-12-19 03:08:25.000,2023-12-16 05:36:55,13523.0,246.0,585.0,72.0,2350.0,1423.0,7067.0,2023-12-16 05:36:58.000,6.92.1,1105.0,320.0,42,True,,42.0,hypothesis,conda-forge/hypothesis,,26368.0,24009.0,https://pypi.org/project/hypothesis,2023-12-16 05:36:58.000,2359.0,5454095.0,5647763.0,https://anaconda.org/conda-forge/hypothesis,2023-12-16 07:05:52.800,8327733.0,1.0,,,,,,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-12-14 01:51:17.173,2023-12-13 20:34:58,4158.0,55.0,598.0,48.0,964.0,1074.0,6174.0,2023-12-13 20:37:31.000,5.13.2,146.0,294.0,42,True,,188.0,isort,conda-forge/isort,,454328.0,435920.0,https://pypi.org/project/isort,2023-12-13 20:37:23.000,18408.0,29289120.0,29424538.0,https://anaconda.org/conda-forge/isort,2023-12-14 01:51:17.173,5552155.0,2.0,,,,,,,,,,,,,,,,,,,
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-12-02 18:44:21.000,2023-10-04 07:41:55,8402.0,4.0,502.0,114.0,591.0,1324.0,5576.0,2023-10-02 09:20:35.000,0.19.1,34.0,165.0,42,True,,53.0,jedi,conda-forge/jedi,,386216.0,377701.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,8515.0,30208116.0,30688795.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,20188526.0,1.0,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-12-21 13:49:55.000,2023-12-21 13:49:54,9031.0,117.0,1057.0,76.0,4044.0,4423.0,4976.0,2023-12-11 13:20:16.000,3.0.3,183.0,551.0,42,True,pylint-dev/pylint,843.0,pylint,conda-forge/pylint,,421213.0,398084.0,https://pypi.org/project/pylint,2023-12-11 13:20:16.000,23129.0,18521313.0,18633705.0,https://anaconda.org/conda-forge/pylint,2023-12-11 15:36:48.979,4720487.0,1.0,,,,,,,,,,,,,,,,,,,
23,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-12-20 17:42:30.000,2023-12-20 17:42:30,3033.0,72.0,2164.0,185.0,2602.0,4826.0,27783.0,2023-11-16 19:09:04.000,1.7.1,166.0,510.0,41,True,,697.0,poetry,conda-forge/poetry,,352.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,352.0,27024562.0,27286617.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1086756.0,1.0,15351727.0,,,,,,,,,,,,,,,,,,
24,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-12-15 16:01:27.000,2023-11-08 21:44:38,1336.0,21.0,933.0,214.0,360.0,462.0,13521.0,2023-09-22 18:40:43.000,0.40.2,74.0,151.0,41,True,,365.0,yapf,conda-forge/yapf,,90269.0,87931.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2338.0,4884550.0,4937242.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1686152.0,2.0,,,,,,,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-12-20 22:24:01.000,2023-12-09 21:24:52,2622.0,32.0,781.0,86.0,1152.0,1895.0,11336.0,2023-12-09 21:29:42.000,3.6.0,188.0,155.0,41,True,,26.0,pre-commit,conda-forge/pre-commit,,171068.0,164463.0,https://pypi.org/project/pre-commit,2023-12-09 21:25:28.000,6605.0,15858010.0,15980028.0,https://anaconda.org/conda-forge/pre-commit,2023-12-10 03:04:10.677,3991494.0,1.0,835858.0,,,,,,,,,,,,,,,,,,
26,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2023-12-21 01:06:59.000,2023-12-20 15:51:04,16655.0,136.0,1379.0,196.0,4009.0,8708.0,5887.0,2023-12-01 04:46:19.000,23.11.0,100.0,447.0,41,False,,663.0,conda,conda-forge/conda,,44748.0,44748.0,https://pypi.org/project/conda,,,110492.0,1237733.0,https://anaconda.org/conda-forge/conda,2023-12-04 23:31:22.998,48471367.0,1.0,,,,,,,,,,,,,,,,,,,
27,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-12-18 22:30:13.000,2023-12-18 22:30:12,756.0,25.0,954.0,171.0,1335.0,1287.0,4606.0,2023-12-01 16:24:25.000,20.25.0,66.0,113.0,41,True,,21.0,virtualenv,conda-forge/virtualenv,,346503.0,346503.0,https://pypi.org/project/virtualenv,,,109670836.0,109823672.0,https://anaconda.org/conda-forge/virtualenv,2023-12-01 19:29:52.700,5807804.0,2.0,,,,,,,,,,,,,,,,,,,
28,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-12-20 22:31:46.000,2023-12-20 22:31:43,6967.0,371.0,1242.0,112.0,1062.0,4944.0,11384.0,2023-12-20 08:20:36.000,1.1.342,426.0,102.0,38,True,,10.0,,,,699.0,687.0,,,,,834647.0,,,,2.0,1360.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-12-20 08:17:02.096,12.0,834576.0,,,,,,,,
29,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-12-18 17:39:33.000,2023-11-29 04:14:40,2069.0,24.0,605.0,103.0,982.0,875.0,7240.0,2023-08-08 23:42:23.000,7.3.0,119.0,204.0,38,True,,165.0,pip-tools,conda-forge/pip-tools,,27241.0,24655.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2586.0,10335250.0,10338346.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,133150.0,2.0,,,,,,,,,,,,,,,,,,,
30,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-12-21 13:10:19.000,2023-12-16 13:22:51,1332.0,10.0,545.0,66.0,410.0,461.0,5691.0,2023-12-09 02:50:36.000,1.7.6,13.0,174.0,38,True,,166.0,bandit,conda-forge/bandit,,46012.0,46012.0,https://pypi.org/project/bandit,,,3502708.0,3510046.0,https://anaconda.org/conda-forge/bandit,2023-09-25 08:07:42.894,278430.0,1.0,755.0,,,,,,,,,,,,,,,,,,
31,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-12-18 05:09:58.000,2023-10-27 07:04:25,2846.0,13.0,298.0,73.0,235.0,362.0,4464.0,2023-08-26 13:59:08.000,2.0.4,75.0,60.0,38,True,,122.0,autopep8,conda-forge/autopep8,,203801.0,197851.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5950.0,4071493.0,4104450.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1384205.0,3.0,,,,,,,,,,,,,,,,,,,
32,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-12-18 22:29:08.000,2023-12-18 22:29:07,680.0,20.0,476.0,42.0,1376.0,1591.0,3408.0,2023-11-28 04:13:52.000,4.11.4,90.0,67.0,38,True,,76.0,tox,conda-forge/tox,['pytest'],108359.0,108359.0,https://pypi.org/project/tox,,,12797781.0,12817373.0,https://anaconda.org/conda-forge/tox,2023-11-28 16:27:31.374,842481.0,1.0,,,,,,,,,,,,,,,,,,,
33,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2023-12-20 13:01:02.000,2023-12-20 13:01:01,2437.0,20.0,286.0,37.0,351.0,1525.0,3127.0,,,30.0,173.0,38,False,,22.0,flake8,conda-forge/flake8,,513486.0,513486.0,https://pypi.org/project/flake8,,,24823232.0,24985730.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6987425.0,1.0,,,,,,,,,,,,,,,,,,,
34,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-12-21 06:16:16.000,2023-12-19 23:12:41,679.0,16.0,235.0,27.0,408.0,277.0,552.0,2023-10-01 13:50:29.000,23.2,43.0,104.0,38,True,,73.0,packaging,conda-forge/packaging,,1009077.0,989150.0,https://pypi.org/project/packaging,2023-10-01 13:50:03.000,19927.0,254943681.0,255914155.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41729812.0,1.0,749.0,,,,,,,,,,,,,,,,,,
35,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-12-16 15:04:52.000,2023-12-16 15:04:52,780.0,17.0,643.0,132.0,154.0,757.0,16935.0,2023-09-11 15:25:24.000,0.7.2,21.0,52.0,37,True,,135.0,loguru,conda-forge/loguru,,70509.0,70509.0,https://pypi.org/project/loguru,,,16600034.0,16644466.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1910594.0,1.0,,,,,,,,,,,,,,,,,,,
36,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-12-21 09:34:49.000,2023-12-17 13:50:53,11760.0,361.0,544.0,134.0,346.0,1922.0,10170.0,,,191.0,164.0,37,True,,151.0,nuitka,conda-forge/nuitka,,1684.0,1684.0,https://pypi.org/project/nuitka,,,100174.0,114218.0,https://anaconda.org/conda-forge/nuitka,2023-12-15 05:25:17.123,603926.0,2.0,,,,,,,,,,,,,,,,,,,
37,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-11-30 15:46:03.000,2023-11-28 18:00:56,1478.0,8.0,1783.0,165.0,710.0,620.0,4519.0,2023-11-28 04:13:59.000,2.0.0,52.0,115.0,37,True,,246.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],8006.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-11-28 04:13:59.000,7990.0,4144209.0,4231669.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3673329.0,2.0,,,,,,,,,,,,,,,,,,,
38,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-12-21 11:28:10.000,2023-12-15 09:31:55,2053.0,131.0,468.0,70.0,1479.0,949.0,1670.0,2023-12-14 09:44:31.000,1.39.1,210.0,200.0,37,True,,162.0,sentry-sdk,conda-forge/sentry-sdk,,466.0,,https://pypi.org/project/sentry-sdk,2023-12-14 09:44:18.000,466.0,24318276.0,24335104.0,https://anaconda.org/conda-forge/sentry-sdk,2023-12-14 11:24:24.116,703037.0,1.0,3547.0,,,,,,,,,,,,,,,,,,
39,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-12-17 15:26:28.000,2023-12-13 23:38:41,1097.0,16.0,300.0,39.0,544.0,427.0,1490.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,37,True,,51.0,twine,conda-forge/twine,,114336.0,98447.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15889.0,3828308.0,3838557.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,901950.0,1.0,,,,,,,,,,,,,,,,,,,
40,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-12-18 21:14:34.000,2023-12-18 19:26:38,916.0,18.0,143.0,34.0,211.0,342.0,462.0,2023-11-26 14:37:13.000,0.42.0,77.0,78.0,37,True,,43.0,wheel,conda-forge/wheel,,280258.0,242939.0,https://pypi.org/project/wheel,2023-11-26 14:37:10.000,37319.0,284714245.0,286784828.0,https://anaconda.org/conda-forge/wheel,2023-11-26 15:42:45.198,82823337.0,1.0,,,,,,,,,,,,,,,,,,,
41,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-12-21 10:03:23.000,2023-12-19 01:48:23,2558.0,116.0,275.0,31.0,870.0,1329.0,5738.0,2023-12-14 11:07:52.000,2.11.1,183.0,158.0,36,True,,45.0,pdm,conda-forge/pdm,,263.0,208.0,https://pypi.org/project/pdm,2023-12-14 11:07:45.000,55.0,593014.0,601151.0,https://anaconda.org/conda-forge/pdm,2023-12-15 03:39:26.360,219704.0,2.0,4.0,,,,,,,,,,,,,,,,,,
