,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_forge
121,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000000,2021-11-26 06:02:28.000000,2021-10-20 14:00:57.000000,54.0,71.0,349.0,2021-08-08 02:45:08.000000,0.12.1,23.0,31.0,13.0,conda-forge/pep8-naming,pep8-naming,,11459.0,8431.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000000,3028.0,661380.0,664340.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577000,207225.0,2.0,,,,,,,,,,,,,,,,
122,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,26,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000000,2021-10-19 22:36:39.426000,2021-10-19 07:06:59.000000,34.0,40.0,134.0,2021-10-19 07:07:05.000000,3.3.1,39.0,30.0,3.0,conda-forge/flake8-quotes,flake8-quotes,104.0,5367.0,3963.0,https://pypi.org/project/flake8-quotes,2021-10-19 07:07:05.000000,1404.0,347139.0,356365.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426000,581259.0,2.0,['flake8'],,,,,,,,,,,,,,,
123,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,26,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000000,2021-12-03 11:26:42.000000,2021-12-03 11:26:42.000000,40.0,40.0,113.0,2021-10-14 11:43:49.000000,4.1.1,33.0,30.0,13.0,conda-forge/flake8-isort,flake8-isort,274.0,5169.0,4241.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000000,928.0,287234.0,287786.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684000,14358.0,2.0,['flake8'],,,,,,,,,,,,,,,
124,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,25,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000000,2021-12-09 06:55:12.000000,2021-12-09 06:38:35.000000,398.0,2158.0,7447.0,2021-12-09 06:55:12.000000,1.1.194,275.0,67.0,12.0,,,,160.0,156.0,,,,,222266.0,,,,3.0,,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2021-12-09 06:39:18.939000,4.0,222266.0,,
125,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,25,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000000,2021-12-09 01:46:41.000000,2021-12-09 01:46:38.000000,366.0,205.0,5702.0,2021-10-29 20:10:20.000000,0.9.8,66.0,183.0,78.0,,pyre-check,,46.0,,https://pypi.org/project/pyre-check,2021-10-29 20:10:20.000000,46.0,15070.0,15070.0,,,,3.0,,,,,,,,,,,,,,,,
126,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,25,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000000,2021-12-08 23:46:00.000000,2021-12-08 22:37:44.000000,222.0,367.0,3535.0,2021-12-08 23:37:31.000000,2021.12.8,120.0,70.0,95.0,conda-forge/pytype,pytype,,88.0,,https://pypi.org/project/pytype,2021-12-08 23:37:31.000000,88.0,74162.0,77528.0,https://anaconda.org/conda-forge/pytype,2021-11-18 19:24:48.868000,63968.0,3.0,,,,,,,,,,,,,,,,
127,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,25,False,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-12-01 06:29:43.000000,2020-11-16 01:36:32.000000,594.0,117.0,1742.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,,uiautomator,316.0,322.0,200.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,122.0,14972.0,14972.0,,,,3.0,,,,,,,,,,,,,,,,
128,flit,https://github.com/pypa/flit,,Simplified packaging of Python modules.,build-tools,25,True,takluyver/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000000,2021-12-08 09:53:38.000000,2021-12-08 09:53:38.000000,86.0,192.0,1588.0,2021-11-23 11:11:36.000000,3.5.1,43.0,49.0,92.0,conda-forge/flit,flit,,226.0,,https://pypi.org/project/flit,2021-11-23 11:11:36.000000,226.0,214445.0,216146.0,https://anaconda.org/conda-forge/flit,2021-11-23 16:25:44.897000,98675.0,3.0,,,,,,,,-2.0,,,,,,,pypa/flit,
129,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,25,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000000,2021-11-28 05:10:23.000000,2021-11-28 05:10:23.000000,85.0,239.0,1298.0,2021-11-16 01:14:15.000000,2.29.1,121.0,21.0,10.0,conda-forge/pyupgrade,pyupgrade,800.0,10.0,,https://pypi.org/project/pyupgrade,2021-11-16 01:14:15.000000,10.0,70243.0,78380.0,https://anaconda.org/conda-forge/pyupgrade,2021-11-16 02:58:30.868000,284806.0,2.0,,,,,,,,,,,,,,,,
130,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,25,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000000,2021-07-24 08:50:12.000000,2021-07-16 01:00:57.000000,75.0,166.0,717.0,2021-07-16 01:03:10.000000,3.3.0,141.0,37.0,6.0,conda-forge/green,green,1048.0,980.0,622.0,https://pypi.org/project/green,2021-07-16 01:03:10.000000,358.0,8515.0,10283.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157000,90179.0,3.0,,,,,,,,,,,,,,,,
131,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,25,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000000,2021-11-08 20:30:28.394000,2021-08-15 10:06:12.000000,129.0,301.0,621.0,2020-05-16 12:35:26.000000,0.4.2,16.0,55.0,113.0,conda-forge/asv,asv,1894.0,300.0,212.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000000,88.0,16697.0,26005.0,https://anaconda.org/conda-forge/asv,2021-11-08 20:30:28.394000,549175.0,3.0,,,,,,,,,,,,,,,,
132,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,25,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-12-06 23:06:27.000000,2021-12-06 23:06:22.000000,89.0,49.0,586.0,2020-03-02 14:42:32.000000,2.0.2,22.0,36.0,16.0,conda-forge/pyhamcrest,pyhamcrest,,3392.0,,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000000,3392.0,505981.0,511701.0,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195000,383266.0,3.0,,,,,,,,,,,,,,,,
133,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,25,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,50.0,33.0,461.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,conda-forge/autoflake,autoflake,439.0,3981.0,3401.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,580.0,327114.0,334124.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,224334.0,2.0,,,,,,,,,,,,,,,,
134,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,25,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2021-12-06 07:09:32.000000,2021-09-10 23:10:55.000000,24.0,23.0,326.0,2021-09-10 23:05:20.000000,1.5.0,14.0,11.0,8.0,,interrogate,172.0,1127.0,1127.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,0.0,47876.0,47876.0,,,,2.0,,,,,,,,,,,,,,,,
135,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,25,True,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-12-09 03:34:37.000000,2021-12-09 03:33:22.000000,52.0,29.0,265.0,2021-12-09 03:33:32.000000,0.10.1,21.0,33.0,46.0,,baron,1505.0,297.0,185.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000000,112.0,18492.0,18492.0,,,,2.0,,,,,,,,2.0,,,,,,,,
136,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000000,2021-10-16 09:35:31.000000,2021-10-16 09:35:29.000000,31.0,72.0,245.0,,,41.0,20.0,16.0,conda-forge/check-manifest,check-manifest,527.0,8762.0,6958.0,https://pypi.org/project/check-manifest,2021-09-22 09:08:46.000000,1804.0,98532.0,99531.0,https://anaconda.org/conda-forge/check-manifest,2021-09-22 11:40:52.389000,35989.0,3.0,,,,,,,,,,,,,,,,
137,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,25,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000000,2021-10-29 16:01:57.000000,2021-10-05 18:21:10.000000,16.0,271.0,160.0,2021-09-27 15:32:37.000000,0.26.1,42.0,26.0,103.0,,py2app,695.0,5487.0,3845.0,https://pypi.org/project/py2app,2021-09-27 15:32:37.000000,1642.0,6903.0,6903.0,,,,2.0,,,,,,,,,,,,,,,,
138,briefcase,https://github.com/beeware/briefcase,,Tools to support converting a Python project into a standalone native application.,packaging,24,True,beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000000,2021-12-09 00:27:06.000000,2021-11-17 23:01:54.000000,206.0,256.0,1271.0,2021-03-06 05:36:18.000000,0.3.5,35.0,87.0,99.0,,briefcase,1220.0,24.0,,https://pypi.org/project/briefcase,2021-03-06 05:37:12.000000,24.0,1889.0,1889.0,,,,2.0,,,,,,,,,,,,,,,,
139,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,24,True,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000000,2021-12-09 03:12:39.000000,2021-12-09 03:12:36.000000,67.0,46.0,618.0,2019-03-17 19:03:54.000000,0.9.2,15.0,34.0,80.0,,redbaron,1672.0,509.0,337.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000000,172.0,18368.0,18368.0,,,,2.0,,,,,,,,,,,,,,,,
140,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,24,False,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000000,2021-10-21 18:03:56.000000,2020-11-16 12:31:58.000000,64.0,52.0,479.0,2020-11-16 12:36:24.000000,0.11.2,21.0,22.0,45.0,,mamba,468.0,605.0,385.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000000,220.0,12464.0,12464.0,,,,3.0,,,,,,,,,,,,,,,,
141,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000000,2021-06-21 14:55:20.000000,2021-06-21 14:55:20.000000,78.0,93.0,444.0,2017-12-31 01:13:41.000000,1.3.4,28.0,45.0,37.0,conda-forge/paver,paver,534.0,1908.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000000,1908.0,19073.0,19459.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122000,23560.0,3.0,,,,,,,,,,,,,,,,
142,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,24,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000000,2021-11-16 21:28:10.000000,2021-11-16 21:13:22.000000,43.0,88.0,327.0,2021-11-16 21:26:10.000000,0.11.0.1,12.0,14.0,4.0,,py2exe,1005.0,1692.0,1346.0,https://pypi.org/project/py2exe,2021-11-16 21:28:10.000000,346.0,13394.0,13600.0,,,,2.0,,,6802.0,,,,,,,,,,,,,
143,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,False,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000000,2021-03-12 04:22:24.000000,2020-08-04 12:21:12.000000,61.0,85.0,250.0,2019-03-04 08:39:11.000000,0.18.1,34.0,40.0,13.0,conda-forge/flake8-import-order,flake8-import-order,274.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000000,1892.0,192089.0,195406.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199000,202346.0,3.0,['flake8'],,,,,,,,,,,,,,,
144,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,24,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000000,2021-06-16 15:01:08.000000,2021-06-16 15:01:08.000000,32.0,38.0,193.0,2021-03-21 15:51:09.000000,0.8.1,17.0,15.0,9.0,conda-forge/pytest-mypy,pytest-mypy,222.0,1664.0,1398.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000000,266.0,242309.0,243129.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057000,18042.0,3.0,['pytest'],,,,,,,,,,,,,,,
145,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,24,True,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45.000000,23.0,26.0,128.0,2021-10-13 19:25:39.000000,2.1.0,20.0,12.0,5.0,,flake8-commas,176.0,550.0,,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000000,550.0,131913.0,131913.0,,,,3.0,['flake8'],,,,,,,,,,,,,,,
146,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,23,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000000,2021-10-19 01:43:50.000000,2021-10-19 01:43:50.000000,195.0,41.0,4084.0,2021-01-29 16:48:55.000000,0.3.3,16.0,15.0,29.0,,better-exceptions,99.0,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000000,74.0,13325.0,13325.0,,,,3.0,,,,,,,,,,,,,,,,
147,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872000,2021-12-01 12:49:37.000000,2021-01-04 03:14:37.000000,353.0,38.0,3759.0,2021-11-17 15:34:55.000000,3.18.1,172.0,16.0,20.0,conda-forge/rebound,rebound,166.0,36.0,22.0,https://pypi.org/project/rebound,2021-11-17 15:34:55.000000,14.0,956.0,3912.0,https://anaconda.org/conda-forge/rebound,2021-11-17 17:47:34.225000,162418.0,3.0,,,175.0,,,,,,,,,,,,,
148,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000000,2021-10-03 07:01:51.000000,2021-09-15 00:20:06.000000,128.0,112.0,3596.0,2021-05-21 22:24:36.000000,21.5.0,21.0,37.0,37.0,conda-forge/monkeytype,monkeytype,,192.0,158.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000000,34.0,18409.0,19202.0,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937000,37296.0,3.0,,,,,,,,,,,,,,,,
149,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,23,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000000,2021-12-08 19:36:37.442000,2021-12-08 17:53:39.000000,131.0,473.0,2503.0,2021-11-22 09:01:26.000000,2021.11.19,84.0,66.0,198.0,conda-forge/mamba,,1602.0,,,,,,,50198.0,https://anaconda.org/conda-forge/mamba,2021-12-08 19:36:37.442000,1656565.0,3.0,,,,,,,,,,,,,,,,
150,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,23,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000000,2021-12-07 23:35:21.000000,2021-12-07 23:35:16.000000,285.0,199.0,1985.0,2021-12-07 12:36:00.000000,6.5.0,6.0,107.0,114.0,,pytest-testinfra,684.0,0.0,,https://pypi.org/project/pytest-testinfra,2021-12-07 12:36:00.000000,0.0,59613.0,59613.0,,,,3.0,['pytest'],,,,,,,,,,,,,,,
151,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,23,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39.000000,104.0,161.0,1727.0,2020-04-28 06:31:17.000000,.0.8.3,30.0,37.0,108.0,,dephell,2145.0,332.0,324.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000000,8.0,3492.0,3497.0,,,,3.0,,,164.0,,,,,,,,,,,,,
152,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,23,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000000,2021-03-18 20:44:50.000000,2021-01-01 18:48:26.000000,33.0,15.0,1148.0,2020-10-31 13:10:42.000000,0.2.5,14.0,6.0,11.0,,stackprinter,159.0,87.0,83.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000000,4.0,183476.0,183476.0,,,,3.0,,,,,,,,,,,,,,,,
153,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,23,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000000,2021-11-26 10:07:28.000000,2021-11-26 10:07:28.000000,119.0,187.0,1091.0,2021-10-29 15:14:31.000000,8.0.1,72.0,32.0,6.0,,pdoc,,748.0,460.0,https://pypi.org/project/pdoc,2021-10-29 15:14:31.000000,288.0,52108.0,52108.0,,,,3.0,,,,,,,,,,,,,,,,
154,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,23,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000000,2021-12-09 04:57:44.000000,2021-12-01 20:00:19.000000,105.0,204.0,670.0,2021-10-01 13:11:23.000000,2021.10.1,21.0,65.0,36.0,conda-forge/nox,nox,,56.0,,https://pypi.org/project/nox,2021-10-01 13:11:23.000000,56.0,339119.0,340254.0,https://anaconda.org/conda-forge/nox,2021-12-03 16:19:15.112000,43151.0,3.0,['pytest'],,,,,,,,,,,,,,,
155,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,23,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000000,2021-11-26 19:01:09.000000,2021-11-26 19:01:09.000000,64.0,92.0,408.0,2021-10-12 20:17:02.000000,3.0.0,36.0,30.0,5.0,,mypy-protobuf,,24.0,,https://pypi.org/project/mypy-protobuf,2021-10-12 20:17:02.000000,24.0,626882.0,626882.0,,,,3.0,,,,,,,,,,,,,,,,
156,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,23,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2021-12-07 11:33:36.000000,2021-12-07 11:33:36.000000,22.0,42.0,386.0,2021-11-30 21:30:40.000000,3.10.3,28.0,16.0,5.0,,pytest-randomly,,214.0,,https://pypi.org/project/pytest-randomly,2021-11-30 21:30:40.000000,214.0,204753.0,204753.0,,,,3.0,,,,,,,,,,,,,,,,
157,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,23,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000000,2021-06-24 02:56:51.000000,2021-03-14 13:43:08.000000,51.0,44.0,365.0,2021-03-14 13:46:47.000000,2021.3.14,15.0,17.0,14.0,conda-forge/sphinx-autobuild,sphinx-autobuild,,4682.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000000,4682.0,117314.0,118718.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297000,78667.0,3.0,['sphinx'],,,,,,,,,,,,,,,
158,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,23,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000000,2021-08-19 05:41:14.000000,2020-12-27 18:10:35.000000,32.0,22.0,239.0,2019-11-10 16:23:03.000000,1.3.1,48.0,15.0,27.0,,docformatter,441.0,877.0,767.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000000,110.0,46497.0,46497.0,,,,3.0,,,,,,,,,,,,,,,,
159,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,23,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2021-12-01 11:17:40.000000,2021-12-01 11:17:37.000000,7.0,27.0,207.0,2021-10-19 12:43:12.000000,1.2.0,12.0,13.0,1.0,,flake8-eradicate,329.0,72.0,,https://pypi.org/project/flake8-eradicate,2021-10-19 12:43:12.000000,72.0,131855.0,131855.0,,,,3.0,['flake8'],,,,,,,,,,,,,,,
160,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000000,2021-09-25 04:16:51.000000,2021-09-25 04:16:29.000000,32.0,46.0,125.0,2021-06-22 12:00:47.000000,0.9.25,25.0,19.0,6.0,conda-forge/asteval,asteval,417.0,924.0,686.0,https://pypi.org/project/asteval,2021-06-22 12:00:47.000000,238.0,71941.0,74377.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922000,151069.0,3.0,,,,,,,,,,,,,,,,
161,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,23,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000000,2021-12-06 16:39:12.000000,2021-12-06 16:39:11.000000,8.0,14.0,103.0,2021-07-16 22:59:22.000000,0.2.3,11.0,5.0,7.0,conda-forge/flake8-black,flake8-black,100.0,1588.0,1552.0,https://pypi.org/project/flake8-black,2021-07-16 22:59:22.000000,36.0,130560.0,136451.0,https://anaconda.org/conda-forge/flake8-black,2021-07-17 00:37:54.092000,176731.0,3.0,['flake8'],,,,,,,,,,,,,,,
162,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,22,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000000,2021-12-07 20:54:36.000000,2021-08-31 15:45:26.000000,111.0,57.0,5595.0,2021-06-22 20:52:25.000000,2.1.1,15.0,16.0,26.0,,icecream,213.0,6.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000000,6.0,60869.0,60869.0,,,,3.0,,,,,,,,,,,,,,,,
163,pipx,https://github.com/pypa/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,22,True,pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000000,2021-12-04 11:52:26.000000,2021-11-24 14:00:00.000000,194.0,339.0,4353.0,2021-09-26 09:07:51.000000,0.16.5,46.0,65.0,96.0,,pipx,,4.0,,https://pypi.org/project/pipx,2021-08-05 07:45:12.000000,4.0,41648.0,41648.0,,,,3.0,,,,,,,,,,,,,,,,
164,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,22,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000000,2021-02-20 07:50:28.000000,2021-02-20 07:47:40.000000,167.0,56.0,3796.0,2018-06-24 14:16:36.000000,0.37.6,24.0,17.0,25.0,,vprof,619.0,103.0,85.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000000,18.0,1842.0,1842.0,,,,3.0,,,,,,,,,,,,,,,,
165,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",logging,22,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000000,2021-11-06 05:27:06.000000,2021-11-06 05:27:01.000000,122.0,66.0,2916.0,2021-10-19 01:28:57.000000,2.1.0,21.0,1.0,25.0,conda-forge/alive-progress,alive-progress,,501.0,501.0,https://pypi.org/project/alive-progress,2021-10-19 01:28:57.000000,0.0,8206.0,8715.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990000,11215.0,3.0,,,,,,,,,,,,,,,,
166,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,22,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,224.0,76.0,2060.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,,python-taint,1576.0,78.0,56.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,22.0,1360.0,1361.0,,,,3.0,,,68.0,,,,,,,,,,,,,
