,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
125,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-04-24 08:06:16.000,2023-01-21 22:38:30,6697.0,,197.0,60.0,123.0,295.0,230.0,4709.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,53.0,27,True,,pyoxidizer,,,148.0,148.0,https://pypi.org/project/pyoxidizer,,,5035.0,5235.0,,,,2.0,8003.0,,,,,,,,,,,,,,,,,,
126,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-04-18 22:40:40.000,2023-02-22 05:49:22,592.0,16.0,237.0,33.0,219.0,106.0,177.0,3653.0,,,15.0,109.0,27,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,5998449.0,6009559.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,955522.0,3.0,,,,,,,,,,,,,,,,,,,
127,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-04-03 20:26:41.000,2022-07-14 07:40:12,517.0,,96.0,33.0,360.0,41.0,66.0,2435.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,27,True,,notifiers,conda-forge/notifiers,,817.0,792.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,25.0,504619.0,505709.0,https://anaconda.org/conda-forge/notifiers,2022-09-07 07:53:17.789,31623.0,3.0,,,,,,,,,,,,,,,,,,,
128,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-04-24 05:47:21.000,2023-01-11 17:43:24,719.0,,321.0,82.0,372.0,128.0,207.0,2196.0,2022-12-06 07:57:49.000,7.0.1,11.0,123.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],9.0,,https://pypi.org/project/pytest-testinfra,2022-12-01 20:31:08.422,9.0,320350.0,320709.0,https://anaconda.org/conda-forge/pytest-testinfra,2022-12-13 07:21:44.910,10076.0,3.0,,,,,,,,,,,,,,,,,,,
129,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2023-03-06 21:28:54.000,2023-03-06 21:28:54,298.0,8.0,97.0,16.0,129.0,36.0,46.0,1801.0,2023-03-04 00:35:51.589,4.0.3,27.0,39.0,27,True,,line_profiler,conda-forge/line_profiler,,73.0,,https://pypi.org/project/line_profiler,2022-12-09 15:21:59.908,73.0,452685.0,457260.0,https://anaconda.org/conda-forge/line_profiler,2022-12-09 23:55:22.319,384359.0,2.0,,,,,,,,,,,,,,,,,,,
130,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-05-02 14:13:53.000,2023-04-25 10:37:20,1078.0,18.0,182.0,48.0,355.0,210.0,316.0,1140.0,,,46.0,90.0,27,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,8033351.0,8089764.0,https://anaconda.org/conda-forge/pytest-xdist,2023-03-13 11:04:35.514,4625877.0,3.0,,,,,,,,,,,,,,,,,,-8.0,
131,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-01-17 07:07:26.000,2022-11-25 12:58:03,700.0,,61.0,13.0,64.0,21.0,50.0,1122.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,27,True,,yappi,conda-forge/yappi,,1266.0,920.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,346.0,1382977.0,1385054.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,147507.0,2.0,,,,,,,,,,,,,,,,,,,
132,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-04-27 00:15:19.000,2023-04-27 00:15:19,1004.0,3.0,100.0,18.0,67.0,86.0,86.0,1075.0,,,5.0,39.0,27,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],6650.0,6650.0,https://pypi.org/project/pytest-benchmark,,,930691.0,950754.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1725499.0,3.0,,,,,,,,,,,,,,,,,,,
133,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-04-17 09:40:56.000,2022-08-08 11:25:05,700.0,,99.0,20.0,96.0,48.0,95.0,988.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,27,True,,pylama,,,6432.0,5781.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,651.0,173328.0,173328.0,,,,3.0,,,,,,,,,,,,,,,,,,,
134,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-05-02 07:56:38.000,2023-05-02 07:54:54,349.0,21.0,43.0,16.0,75.0,26.0,115.0,657.0,2023-03-25 21:24:43.000,2.0.2,38.0,23.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1088.0,1088.0,https://pypi.org/project/pytest-testmon,,,131191.0,131804.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,38647.0,3.0,,,,,,,,,,,,,,,,,,,
135,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-11-16 17:18:02.000,2022-08-10 16:41:28,230.0,,109.0,21.0,61.0,8.0,41.0,426.0,2022-08-10 16:45:07.000,1.6.0,22.0,37.0,27,True,,ddt,conda-forge/ddt,,5023.0,5023.0,https://pypi.org/project/ddt,,,349504.0,350622.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,82792.0,3.0,,,,,,,,,,,,,,,,,,,
136,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-03-15 17:25:55.000,2023-03-14 19:01:25,547.0,3.0,138.0,34.0,265.0,63.0,127.0,243.0,2022-10-08 14:08:14.000,1.5.0,14.0,76.0,27,False,,numpydoc,conda-forge/numpydoc,['sphinx'],38093.0,38093.0,https://pypi.org/project/numpydoc,,,388628.0,412337.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1801908.0,2.0,,,,,,,,,,,,,,,,,,,
137,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,,365.0,151.0,69.0,72.0,227.0,9342.0,,,8.0,35.0,26,False,,bpytop,conda-forge/bpytop,,107.0,107.0,https://pypi.org/project/bpytop,,,5992.0,6417.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,11498.0,3.0,,,,,,,,,,,,,,,,,,,
138,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2023-04-11 12:34:02.647,2022-02-16 05:16:40,168.0,,383.0,78.0,41.0,24.0,38.0,4017.0,2023-04-07 14:10:00.760,3.24.3,198.0,16.0,26,False,,rebound,conda-forge/rebound,,43.0,24.0,https://pypi.org/project/rebound,2022-04-25 14:15:09.000,19.0,5498.0,9250.0,https://anaconda.org/conda-forge/rebound,2023-04-11 12:34:02.647,269973.0,3.0,220.0,,,,,,,,,,,,,,,,,4.0,
139,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-05-03 11:15:44.000,2023-05-03 09:02:42,975.0,12.0,362.0,40.0,475.0,167.0,379.0,3093.0,,,10.0,126.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,2588822.0,2590350.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,122290.0,3.0,,,,,,,,,,,,,,,,,,,
140,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-05-01 12:41:56.000,2023-04-11 16:04:33,1217.0,6.0,318.0,47.0,403.0,86.0,198.0,3020.0,2022-10-05 17:13:10.000,1.4.0,8.0,71.0,26,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,384636.0,384636.0,,,,3.0,,,,,,,,,,,,,,,,,,,
141,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-02-22 17:27:24.000,2023-01-29 19:46:36,3335.0,,563.0,90.0,533.0,66.0,170.0,1703.0,,,,385.0,26,True,,diamond,,,127.0,127.0,https://pypi.org/project/diamond,,,19353.0,19353.0,,,,3.0,,,,,,,,,,,,,,,,,,,
142,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-02-08 01:23:10.000,2022-07-14 18:31:38,706.0,,58.0,19.0,316.0,91.0,125.0,1082.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,26,True,,pdbpp,conda-forge/pdbpp,,5423.0,4729.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,694.0,236449.0,237826.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,95053.0,2.0,,,,,,,,,,,,,,,,,,,
143,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-03-13 06:57:40.000,2023-03-13 01:30:13,821.0,16.0,56.0,25.0,88.0,30.0,60.0,1065.0,2023-02-22 04:00:16.000,1.24.1,50.0,23.0,26,True,,wily,,,185.0,175.0,https://pypi.org/project/wily,2022-10-20 05:13:01.074,10.0,10144.0,10144.0,,,,3.0,,,,,,,,,,,,,,,,,,,
144,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2023-04-30 04:06:49.000,2023-04-30 04:06:04,1578.0,66.0,195.0,29.0,927.0,67.0,779.0,1065.0,2023-04-08 19:04:21.000,6.14.9,53.0,103.0,26,True,,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,92721.0,96932.0,https://anaconda.org/conda-forge/cx_freeze,2023-04-09 01:25:04.667,219018.0,3.0,,,,,,,,,,,,,,,,,,-5.0,
145,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-04-27 00:15:35.000,2022-09-20 23:55:51,1073.0,,74.0,24.0,76.0,5.0,173.0,761.0,,,8.0,38.0,26,True,,green,conda-forge/green,,988.0,988.0,https://pypi.org/project/green,,,13738.0,15506.0,https://anaconda.org/conda-forge/green,2022-10-30 14:19:59.665,120259.0,3.0,,,,,,,,,,,,,,,,,,,
146,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-05-01 21:40:54.000,2023-04-27 15:38:18,523.0,27.0,20.0,7.0,449.0,3.0,51.0,427.0,2023-04-13 09:29:03.639,3.12.0,37.0,15.0,26,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],694.0,,https://pypi.org/project/flake8-comprehensions,2022-10-29 23:12:51.523,694.0,939220.0,948296.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-04-13 19:34:20.810,707958.0,3.0,,,,,,,,,,,,,,,,,,6.0,
147,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-04-11 20:30:35.000,2023-04-11 20:24:54,89.0,17.0,28.0,7.0,15.0,12.0,46.0,316.0,2023-04-11 20:33:48.000,2.9.0,22.0,6.0,26,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],2519.0,2519.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,,,100173.0,100173.0,,,,2.0,,,,,,,,,,,,,,,,,,,
148,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-05-02 21:10:36.000,2022-12-27 20:44:55,370.0,,12.0,5.0,255.0,8.0,30.0,299.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,26,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],16077.0,16077.0,https://pypi.org/project/flake8-eradicate,,,524892.0,525221.0,https://anaconda.org/conda-forge/flake8-eradicate,2022-09-26 17:26:04.280,8229.0,3.0,,,,,,,,,,,,,,,,,,,
149,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-05-01 17:20:46.000,2023-04-16 08:34:06,854.0,7.0,25.0,11.0,24.0,161.0,303.0,244.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,26,False,,py2app,,,4401.0,4401.0,https://pypi.org/project/py2app,,,17859.0,17859.0,,,,3.0,,,,,,,,,,,,,,,,,,,
150,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-04-28 19:12:20.000,2023-04-28 19:12:18,591.0,21.0,40.0,5.0,27.0,28.0,46.0,170.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,26,True,,releases,conda-forge/sphinx-releases,['sphinx'],933.0,562.0,https://pypi.org/project/releases,2023-01-02 18:25:53.338,371.0,13537.0,14341.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,48299.0,2.0,,,,,,,,,,,,,,,,,,,
151,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2022-12-20 11:05:53.269,2022-12-19 16:44:44,108.0,,31.0,4.0,65.0,5.0,43.0,165.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],18124.0,18124.0,https://pypi.org/project/flake8-quotes,,,767556.0,776014.0,https://anaconda.org/conda-forge/flake8-quotes,2022-12-20 11:05:53.269,676683.0,3.0,,,,,,,,,,,,,,,,,,,
152,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-05-03 20:59:56.281,2023-05-03 13:38:43,572.0,60.0,24.0,4.0,31.0,29.0,92.0,161.0,,,27.0,17.0,26,True,,griffe,conda-forge/griffe,,1902.0,1902.0,https://pypi.org/project/griffe,,,390038.0,398145.0,https://anaconda.org/conda-forge/griffe,2023-05-03 20:59:56.281,113501.0,2.0,,,,,,,,,,,,,,,,,,,
153,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-05-02 14:51:09.000,2023-05-02 14:50:47,500.0,30.0,36.0,11.0,56.0,5.0,58.0,150.0,2023-02-11 21:55:09.000,0.9.29,29.0,24.0,26,True,,asteval,conda-forge/asteval,,172.0,,https://pypi.org/project/asteval,2022-11-07 21:57:22.231,172.0,188182.0,191675.0,https://anaconda.org/conda-forge/asteval,2023-02-24 20:47:30.194,276023.0,3.0,,,,,,,,,,,,,,,,,,4.0,
154,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-12-23 09:25:56.098,2022-12-22 22:55:55,353.0,,91.0,7.0,80.0,7.0,48.0,149.0,,,12.0,37.0,26,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],21870.0,21870.0,https://pypi.org/project/flake8-isort,,,1052000.0,1052853.0,https://anaconda.org/conda-forge/flake8-isort,2022-12-23 09:25:56.098,36684.0,3.0,,,,,,,,,,,,,,,,,,,
155,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-02-28 01:38:58.000,2022-12-04 22:09:17,262.0,,137.0,51.0,41.0,38.0,70.0,6736.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,25,True,,icecream,conda-forge/icecream,,125.0,,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,125.0,262032.0,262629.0,https://anaconda.org/conda-forge/icecream,2022-07-21 16:51:26.595,14948.0,3.0,,,,,,,,,,,,,,,,,,,
156,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,612.0,155.0,35.0,166.0,119.0,1899.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,242.0,242.0,https://pypi.org/project/uiautomator,,,51157.0,51157.0,,,,3.0,,,,,,,,,,,,,,,,,,,
157,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,25.0,221.0,107.0,161.0,1755.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,831.0,815.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,16.0,3132.0,3136.0,,,,3.0,213.0,,,,,,,,,,,,,,,,,,
158,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-12-21 03:55:00.000,2022-12-21 03:55:00,575.0,,135.0,8.0,114.0,104.0,201.0,965.0,2019-01-24 16:15:02.000,0.3.11,5.0,58.0,25,True,,pdoc3,anaconda/pdoc3,,3195.0,3195.0,https://pypi.org/project/pdoc3,,,221893.0,221921.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,1192.0,3.0,,,,,,,,,,,,,,,,,,,
159,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-05-03 16:18:42.000,2023-03-13 20:38:27,472.0,9.0,70.0,19.0,409.0,10.0,106.0,562.0,2022-10-20 06:20:02.477,3.4.0,40.0,36.0,25,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,85.0,,https://pypi.org/project/mypy-protobuf,2022-10-20 06:20:02.477,85.0,1075732.0,1078814.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-08-24 19:50:22.562,92464.0,3.0,,,,,,,,,,,,,,,,,,,
160,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-02-09 10:55:49.000,2023-02-09 08:53:43,295.0,1.0,58.0,19.0,59.0,16.0,53.0,460.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,25,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],17694.0,17694.0,https://pypi.org/project/sphinx-autobuild,,,395809.0,398192.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,174031.0,3.0,,,,,,,,,,,,,,,,,,,
161,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-05-02 14:07:31.000,2023-05-02 14:06:24,564.0,1.0,37.0,6.0,69.0,18.0,76.0,279.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12413.0,9074.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3339.0,201797.0,203422.0,https://anaconda.org/conda-forge/check-manifest,2022-12-05 13:13:18.863,86163.0,3.0,,,,,,,,,,,,,,,,,,,
162,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-12-18 18:46:32.000,2022-12-18 18:44:36,259.0,,33.0,8.0,91.0,10.0,51.0,224.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,25,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3484.0,3484.0,https://pypi.org/project/pytest-mypy,,,223061.0,224668.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,62703.0,3.0,,,,,,,,,,,,,,,,,,,
163,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,54.0,9.0,171.0,33.0,23.0,194.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,971.0,971.0,https://pypi.org/project/data-science-types,,,101983.0,102254.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,7865.0,3.0,,,,,,,,,,,,,,,,,,,
164,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/wemake-services/eradicate,https://github.com/wemake-services/eradicate,,2012-12-23 04:39:48.000,2023-03-03 08:37:32.000,2023-03-02 07:12:43,177.0,3.0,23.0,4.0,22.0,6.0,16.0,177.0,2023-03-01 08:38:22.000,2.2.0,3.0,13.0,25,False,wemake-services/eradicate,eradicate,conda-forge/eradicate,,13275.0,13275.0,https://pypi.org/project/eradicate,,,581422.0,581657.0,https://anaconda.org/conda-forge/eradicate,2022-04-13 14:13:20.049,5889.0,2.0,,,,,,,,,,,,,,,,,,,
165,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-04-16 03:54:42.000,2023-04-12 09:10:26,308.0,1.0,928.0,234.0,114.0,21.0,100.0,15834.0,,,23.0,27.0,24,True,,pysnooper,conda-forge/pysnooper,,,,https://pypi.org/project/pysnooper,,,284708.0,286006.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,62319.0,3.0,,,,,,,,,,,,,,,,,,,
166,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-04-25 04:05:38.166,2023-04-25 01:35:06,1029.0,13.0,144.0,38.0,451.0,13.0,355.0,2620.0,,,111.0,34.0,24,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,383313.0,393494.0,https://anaconda.org/conda-forge/pyupgrade,2023-04-25 04:05:38.166,529448.0,2.0,,,,,,,,,,,,,,,,,,,
167,beartype,beartype/beartype,linters,Unbearably fast near-real-time runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-05-04 07:36:39.000,2023-05-04 07:23:33,921.0,84.0,34.0,12.0,39.0,44.0,138.0,1785.0,2023-05-02 04:55:53.000,0.14.0,25.0,16.0,24,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,,,195489.0,196761.0,https://anaconda.org/conda-forge/beartype,2023-05-02 07:37:54.210,44533.0,3.0,,,,,,,,,,,,,,,,,,,
