,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
25,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2024-04-08 23:37:54.000000,2024-03-19 11:19:50,2451.0,5.0,297.0,39.0,362.0,1540.0,3246.0,2024-01-05 00:41:49.000,7.0.0,89.0,175.0,41,True,,24.0,flake8,conda-forge/flake8,,,30396939.0,588300.0,541354.0,https://pypi.org/project/flake8,2024-01-05 00:41:49.000,46946.0,30244187.0,https://anaconda.org/conda-forge/flake8,2024-01-05 19:47:00.587,7179359.0,1.0,,,,,,,,,,,,,,,,,,
26,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2024-04-01 20:13:45.000000,2024-04-01 20:13:38,1346.0,10.0,882.0,210.0,369.0,463.0,13635.0,2023-09-22 18:40:43.000,0.40.2,74.0,154.0,40,True,,380.0,yapf,conda-forge/yapf,,,5148822.0,94308.0,91925.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2383.0,5100233.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1749225.0,2.0,,,,,,,,,,,,,,,,,,
27,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2024-04-11 07:44:58.000000,2024-04-10 07:13:30,12230.0,982.0,575.0,136.0,382.0,2083.0,10693.0,2024-04-06 13:34:14.000,2.1.5,297.0,170.0,40,True,,114.0,nuitka,conda-forge/nuitka,,,138856.0,1996.0,1924.0,https://pypi.org/project/nuitka,2024-04-06 13:34:14.000,72.0,125340.0,https://anaconda.org/conda-forge/nuitka,2024-04-07 07:55:49.358,635259.0,1.0,,,,,,,,,,,,,,,,,,
28,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2024-04-11 09:20:13.000000,2024-04-04 20:17:50,14547.0,15.0,2222.0,477.0,721.0,4114.0,9003.0,2024-01-11 16:01:12.000,7.0,127.0,198.0,40,True,,274.0,robotframework,conda-forge/robotframework,,554.0,2403361.0,11331.0,10170.0,https://pypi.org/project/robotframework,2024-01-11 16:17:42.000,1161.0,2398676.0,https://anaconda.org/conda-forge/robotframework,2024-01-11 22:50:41.389,173222.0,1.0,,,,,,,,,,,,,,,,,,
29,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2024-04-09 16:48:29.000000,2024-04-09 16:48:28,730.0,44.0,492.0,41.0,1424.0,1608.0,3505.0,2024-03-22 15:44:43.000,4.14.2,215.0,300.0,40,True,,94.0,tox,conda-forge/tox,['pytest'],,14640490.0,136107.0,113106.0,https://pypi.org/project/tox,2024-03-22 15:44:43.000,23001.0,14621527.0,https://anaconda.org/conda-forge/tox,2024-03-23 13:31:23.756,891302.0,1.0,,,,,,,,,,,,,,,,,,
30,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2024-03-25 20:05:37.000000,2024-03-25 19:56:14,2142.0,43.0,595.0,103.0,999.0,894.0,7451.0,2024-03-06 12:13:40.000,7.4.1,121.0,213.0,39,True,,162.0,pip-tools,conda-forge/pip-tools,,,12481361.0,29690.0,26927.0,https://pypi.org/project/pip-tools,2024-03-06 12:13:40.000,2763.0,12478310.0,https://anaconda.org/conda-forge/pip-tools,2024-03-06 14:43:42.984,143426.0,2.0,,,,,,,,,,,,,,,,,,
31,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2024-03-20 17:41:36.000000,2024-01-15 05:16:11,4162.0,1.0,559.0,46.0,977.0,1075.0,6303.0,2023-12-13 20:37:31.000,5.13.2,146.0,294.0,39,True,,220.0,isort,conda-forge/isort,,,39105236.0,478846.0,459750.0,https://pypi.org/project/isort,2023-12-13 20:37:23.000,19096.0,38977746.0,https://anaconda.org/conda-forge/isort,2023-12-14 01:51:17.173,5737069.0,2.0,,,,,,-1.0,,,,,,,,,,,,
32,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2024-03-23 23:49:32.000000,2024-03-23 23:49:31,2889.0,43.0,291.0,72.0,251.0,373.0,4508.0,2024-03-17 10:44:22.000,2.1.0,76.0,63.0,39,True,,128.0,autopep8,conda-forge/autopep8,,,4614829.0,211583.0,205587.0,https://pypi.org/project/autopep8,2024-03-17 10:44:22.000,5996.0,4583343.0,https://anaconda.org/conda-forge/autopep8,2024-03-17 12:14:23.844,1448369.0,2.0,,,,,,,,,,,,,,,,,,
33,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2024-04-04 10:13:05.000000,2024-04-04 10:13:05,1153.0,43.0,312.0,38.0,571.0,447.0,1535.0,2024-02-11 19:59:38.000,5.0.0,53.0,120.0,39,True,,60.0,twine,conda-forge/twine,,7.0,6227182.0,119676.0,102901.0,https://pypi.org/project/twine,2024-02-11 19:59:38.000,16775.0,6206754.0,https://anaconda.org/conda-forge/twine,2024-02-11 22:36:42.897,939705.0,1.0,,,,,,,,,,,,,,,,,,
34,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2024-04-10 14:08:52.000000,2024-04-10 14:08:51,1197.0,54.0,218.0,50.0,424.0,366.0,1349.0,2023-11-21 15:21:18.000,3.5.0,67.0,101.0,39,True,,249.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],26.0,20915663.0,102036.0,96284.0,https://pypi.org/project/pytest-xdist,2023-11-21 15:21:13.000,5752.0,20786991.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5790049.0,1.0,,,,,,,,,,,,,,,,,,
35,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2024-04-10 21:48:46.000000,2024-04-10 21:48:46,7295.0,252.0,1256.0,114.0,1301.0,5430.0,11951.0,2024-04-10 02:38:01.000,1.1.358,442.0,108.0,38,True,,18.0,,,,1986.0,1244778.0,809.0,797.0,,,,,,,,2.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2024-04-10 02:32:41.236,12.0,1244684.0,,,,,,,
36,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2024-04-09 00:21:27.000000,2024-04-09 00:21:27,1363.0,29.0,576.0,66.0,445.0,478.0,5941.0,2024-03-08 19:25:54.000,1.7.8,39.0,178.0,38,True,,193.0,bandit,conda-forge/bandit,,770.0,4818388.0,49896.0,47980.0,https://pypi.org/project/bandit,2024-03-08 19:25:54.000,1916.0,4811412.0,https://anaconda.org/conda-forge/bandit,2024-01-26 11:30:27.704,292540.0,1.0,,,,,,,,,,,,,,,,,,
37,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2024-04-08 20:56:53.000000,2024-04-08 20:56:52,695.0,11.0,230.0,29.0,428.0,289.0,580.0,2024-03-10 09:39:50.000,24.0,44.0,107.0,38,True,,82.0,packaging,conda-forge/packaging,,798.0,337695820.0,1143548.0,1122962.0,https://pypi.org/project/packaging,2024-03-10 09:39:25.000,20586.0,336758560.0,https://anaconda.org/conda-forge/packaging,2024-03-10 13:08:54.872,44050604.0,2.0,,,,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2024-04-10 14:44:33.000000,2024-04-09 07:26:45,5425.0,129.0,1433.0,503.0,799.0,1560.0,24779.0,2024-03-24 12:32:43.000,3.4.0.5,99.0,186.0,37,True,,234.0,glances,conda-forge/glances,,1581.0,434722.0,909.0,857.0,https://pypi.org/project/glances,2024-03-23 13:48:30.000,52.0,429243.0,https://anaconda.org/conda-forge/glances,2024-03-24 14:18:05.288,213120.0,1.0,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2024-04-01 14:36:38.000000,2024-04-01 14:36:32,814.0,18.0,658.0,138.0,175.0,789.0,17955.0,2023-09-11 15:25:24.000,0.7.2,21.0,53.0,37,True,,158.0,loguru,conda-forge/loguru,,,23942607.0,83666.0,80282.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,3384.0,23898628.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,2067050.0,1.0,,,,,,,,,,,,,,,,,,
40,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-04-09 10:38:04.000000,2024-04-09 07:02:00,768.0,67.0,806.0,134.0,869.0,1219.0,10568.0,2024-04-09 10:38:04.000,1.43.0,110.0,38.0,37,True,,38.0,playwright,,,,3130213.0,15308.0,14742.0,https://pypi.org/project/playwright,2024-04-09 10:38:04.000,566.0,3130213.0,,,,2.0,,,,,,,,,,,,,,,,,,
