,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2026-03-06 16:06:41.000000,2025-02-10 20:44:26,1355.0,,902.0,198.0,424.0,473.0,13991.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,418.0,39,False,,yapf,conda-forge/yapf,108814.0,107558.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,8610589.0,8662629.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,3070388.0,2.0,,,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2026-03-10 01:07:55.000000,2026-03-10 00:56:06,2566.0,117.0,646.0,96.0,1168.0,967.0,7996.0,2026-02-11 18:25:06.000,7.5.3,125.0,224.0,200.0,39,True,,pip-tools,conda-forge/pip-tools,40245.0,37320.0,https://pypi.org/project/pip-tools,2026-02-11 18:25:06.000,2925.0,23291598.0,23295849.0,https://anaconda.org/conda-forge/pip-tools,2026-02-12 02:27:03.925,297608.0,2.0,,,,,,,,,,,,,,,,,,,,
33,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-12-22 21:54:36.000000,2025-12-22 21:54:35,2506.0,4.0,342.0,37.0,395.0,1585.0,3772.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,23.0,39,True,,flake8,conda-forge/flake8,709930.0,683396.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,50228156.0,50375757.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,10332127.0,1.0,,,,,,,,,,,,,,,,,,,,
34,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2026-03-11 04:46:17.000000,2026-03-11 04:46:17,9886.0,91.0,338.0,61.0,1318.0,2814.0,2356.0,2025-11-16 22:46:54.000,4.10.1,42.0,171.0,649.0,39,True,,scons,conda-forge/scons,4219.0,4161.0,https://pypi.org/project/scons,2025-11-16 22:43:35.000,58.0,976952.0,995801.0,https://anaconda.org/conda-forge/scons,2025-11-17 08:09:00.894,1261281.0,1.0,,2022.0,,,,,,,,,,,,,,,,,,
35,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-03-11 22:07:58.000000,2026-03-11 22:07:58,927.0,93.0,279.0,27.0,688.0,346.0,716.0,2026-01-21 21:03:25.000,26.0,51.0,134.0,102.0,39,False,,packaging,conda-forge/packaging,1846625.0,1829199.0,https://pypi.org/project/packaging,2026-01-21 20:50:37.000,17426.0,1372890026.0,1374169602.0,https://anaconda.org/conda-forge/packaging,2026-01-22 14:54:28.371,89569536.0,2.0,,972.0,,,,,,,,,,,,,,,,,,
36,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2026-03-03 21:31:38.000000,2026-03-03 21:31:26,1001.0,15.0,174.0,27.0,262.0,406.0,551.0,2026-01-22 12:39:53.000,0.46.3,85.0,88.0,14.0,39,True,,wheel,conda-forge/wheel,399597.0,384026.0,https://pypi.org/project/wheel,2026-01-22 12:39:48.000,15571.0,475522779.0,477898317.0,https://anaconda.org/conda-forge/wheel,2026-01-23 03:34:02.654,159161047.0,1.0,,,,,,,,,,,,,,,,,,,,
37,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2026-03-11 20:51:12.000000,2026-03-11 20:50:53,6929.0,256.0,1697.0,502.0,1032.0,2038.0,32031.0,2026-03-07 15:10:42.000,4.5.1,133.0,227.0,148.0,38,False,,glances,conda-forge/glances,1228.0,1222.0,https://pypi.org/project/glances,2026-03-07 15:06:40.000,6.0,115205.0,124752.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,591113.0,1.0,,1761.0,,,,,,,,,,,,,,,,,,
38,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2026-02-22 14:57:48.000000,2026-02-22 00:32:28,1000.0,10.0,763.0,138.0,293.0,912.0,23678.0,2024-12-06 11:25:42.000,0.7.3,22.0,72.0,236.0,38,True,,loguru,conda-forge/loguru,160669.0,149181.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11488.0,64337838.0,64396415.0,https://anaconda.org/conda-forge/loguru,2026-01-16 11:15:00.482,4100391.0,2.0,,,,,,,,,,,,,,,,,,,,
39,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2026-03-12 13:58:41.000000,2026-03-12 13:58:41,8444.0,15.0,1763.0,129.0,2365.0,7233.0,15301.0,2026-01-08 01:30:41.000,1.1.408,492.0,140.0,213.0,38,True,,,,1561.0,1522.0,,,,,2793929.0,,,,2.0,,6415.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2026-01-08 01:25:24.427,39.0,2793741.0,,,,,,,
40,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2026-03-09 22:48:23.000000,2026-03-09 13:53:59,1498.0,14.0,731.0,70.0,608.0,524.0,7858.0,2026-02-25 06:44:13.000,1.9.4,51.0,197.0,214.0,38,True,,bandit,conda-forge/bandit,66470.0,63094.0,https://pypi.org/project/bandit,2026-02-25 06:44:13.000,3376.0,16951028.0,16960160.0,https://anaconda.org/conda-forge/bandit,2026-02-25 10:39:26.216,592989.0,1.0,,918.0,,,,,,,,,,,,,,,,,,
