,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_forge
83,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,28,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-12-15 03:45:47.000000,2021-10-27 00:10:12.000000,84.0,75.0,628.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,astor,conda-forge/astor,262.0,3756.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,3756.0,4769920.0,4795388.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1426220.0,2.0,,,,,,,,,,,,,,,,
84,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,28,True,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000000,2021-10-02 23:08:01.000000,2021-10-02 23:08:01.000000,206.0,81.0,577.0,2021-09-12 03:26:49.000000,0.8.0,57.0,38.0,56.0,sphinx-bootstrap-theme,,396.0,976.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000000,976.0,215388.0,215388.0,,,,2.0,,['sphinx'],,,,,,,,,,,,,,
85,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,28,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000000,2021-12-16 22:17:03.000000,2021-12-16 22:16:57.000000,172.0,217.0,525.0,2021-11-25 21:08:56.000000,2.13.6,117.0,90.0,133.0,zc.buildout,,1650.0,1974.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000000,1974.0,129126.0,129126.0,,,,3.0,,,,,,,,,,,,,,,,
86,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,28,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2021-12-29 12:53:01.000000,2021-12-28 20:57:40.000000,103.0,153.0,489.0,2021-04-09 06:40:49.000000,2.4.3,49.0,60.0,34.0,pylint-django,conda-forge/pylint-django,580.0,18233.0,15987.0,https://pypi.org/project/pylint-django,2021-04-09 06:39:56.000000,2246.0,574258.0,575647.0,https://anaconda.org/conda-forge/pylint-django,2021-09-27 16:49:16.482000,88451.0,2.0,,['pylint'],,204.0,,,,,,,,,,,,
87,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,28,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-10-26 05:16:28.000000,2021-10-04 22:40:52.000000,100.0,38.0,401.0,2021-10-04 22:43:34.000000,1.4.4,28.0,36.0,15.0,ddt,conda-forge/ddt,222.0,6388.0,3904.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000000,2484.0,261915.0,263074.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,66079.0,2.0,,,,,,,,,,,,,,,,
88,wasabi,https://github.com/ines/wasabi,,A lightweight console printing and formatting toolkit.,logging,28,True,ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000000,2021-12-07 08:28:14.218000,2021-12-06 13:51:43.000000,20.0,3.0,316.0,2021-12-06 13:54:33.000000,0.9.0,35.0,7.0,3.0,wasabi,conda-forge/wasabi,224.0,15772.0,15358.0,https://pypi.org/project/wasabi,2021-12-06 14:21:35.000000,414.0,5433872.0,5450071.0,https://anaconda.org/conda-forge/wasabi,2021-12-07 08:28:14.218000,550779.0,2.0,,,,,,,,,,,,,,,,
89,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,28,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-12-05 16:31:05.000000,2019-12-22 18:11:19.000000,41.0,21.0,174.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,astunparse,conda-forge/astunparse,86.0,34661.0,34479.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,182.0,6456168.0,6466413.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,553237.0,2.0,,,,,,,,,,,,,,,,
90,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,28,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-11-15 08:20:52.503000,2021-11-13 21:38:20.000000,24.0,25.0,118.0,2021-11-13 21:39:31.000000,0.5.3,20.0,10.0,1.0,gast,conda-forge/gast,92.0,76792.0,73404.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000000,3388.0,11650460.0,11681896.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503000,1351766.0,2.0,,,,,,,,,,,,,,,,
91,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,27,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-12-30 10:27:45.000000,2021-12-30 10:27:29.000000,1736.0,4065.0,8706.0,2021-11-10 11:31:07.000000,4.7,33.0,417.0,327.0,pyinstaller,conda-forge/pyinstaller,8019.0,0.0,,https://pypi.org/project/pyinstaller,2021-11-10 11:29:41.000000,0.0,609038.0,620704.0,https://anaconda.org/conda-forge/pyinstaller,2021-11-13 17:34:17.088000,284043.0,2.0,,,,722463.0,,,,,,,,,,,,
92,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,27,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000000,2021-11-05 18:08:14.000000,2021-06-11 17:11:55.000000,1356.0,2371.0,3289.0,2017-05-30 10:07:57.000000,0.11.1,730.0,482.0,835.0,coala-bears,,4487.0,218.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000000,208.0,2655.0,2656.0,,,,2.0,,,,147.0,,,,,,,,,,,,
93,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000000,2021-12-18 13:38:58.000000,2021-12-18 13:35:40.000000,329.0,104.0,3252.0,2018-08-16 03:16:49.000000,0.54.0,52.0,91.0,111.0,memory_profiler,,648.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,410590.0,410590.0,,,,2.0,,,,,,,,,,,,,,,,
94,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,True,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2021-12-29 02:33:50.000000,2021-12-29 02:33:50.000000,593.0,131.0,1645.0,2016-11-25 22:13:29.000000,4.0.515,36.0,356.0,232.0,diamond,,3249.0,131.0,69.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,62.0,52497.0,52497.0,,,,2.0,,,,,,,,,,,,,,,,
95,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000000,2021-12-28 06:52:23.000000,2021-12-28 06:52:19.000000,145.0,236.0,1558.0,2021-12-08 10:44:47.000000,1.5.3.1,104.0,78.0,53.0,prospector,conda-forge/prospector,1127.0,1138.0,,https://pypi.org/project/prospector,2021-12-08 10:45:17.000000,1138.0,373139.0,373566.0,https://anaconda.org/conda-forge/prospector,2021-11-05 14:49:56.765000,27365.0,2.0,,,,,,,,,,,,,,,,
96,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,27,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2021-11-08 14:01:49.000000,2021-11-08 13:47:19.000000,239.0,412.0,1349.0,2021-10-14 07:45:09.000000,0.13.3,650.0,36.0,89.0,pybuilder,,1378.0,110.0,,https://pypi.org/project/pybuilder,2021-11-08 14:01:49.000000,110.0,16033.0,16033.0,,,,3.0,,,,,,,,,,,,,,,,
97,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,27,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000000,2021-12-27 10:51:39.000000,2021-12-27 06:38:30.000000,157.0,628.0,1287.0,2021-12-27 10:51:39.000000,7.2.4,239.0,17.0,8.0,pyarmor,,3341.0,344.0,334.0,https://pypi.org/project/pyarmor,2021-12-27 07:43:56.000000,10.0,64089.0,64089.0,,,,2.0,,,,,,,,,,,,,,,,
98,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,27,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000000,2021-12-27 22:03:56.000000,2021-12-27 22:03:55.000000,162.0,136.0,931.0,2021-10-25 16:25:47.000000,5.0.0,91.0,45.0,135.0,pytest-bdd,conda-forge/pytest-bdd,689.0,268.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000000,268.0,215849.0,217196.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114000,41781.0,3.0,,['pytest'],,,,,,,,,,,,,,
99,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,27,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000000,2021-12-29 11:53:11.000000,2021-12-29 11:52:34.000000,75.0,50.0,851.0,2021-12-22 16:55:15.000000,1.0.1,17.0,29.0,40.0,pympler,conda-forge/pympler,474.0,478.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000000,478.0,1001346.0,1004415.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935000,174934.0,2.0,,,,,,,,,,,,,,,,
100,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,27,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-12-04 10:32:13.000000,2021-11-27 18:29:02.000000,46.0,116.0,841.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,pdbpp,conda-forge/pdbpp,698.0,3493.0,2465.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,1028.0,194127.0,195413.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,66884.0,2.0,,,,,,,,,,,,,,,,
101,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000000,2021-12-22 18:17:59.000000,2021-12-13 04:01:32.000000,134.0,201.0,698.0,2021-01-27 21:57:28.000000,0.10.0,26.0,71.0,55.0,nose2,conda-forge/nose2,1006.0,6303.0,4365.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000000,1938.0,404196.0,405166.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004000,41725.0,3.0,,,,,,,,,,,,,,,,
102,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,27,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000000,2021-11-23 16:44:16.000000,2021-10-18 03:34:23.000000,33.0,92.0,370.0,2021-10-18 03:40:35.000000,1.8.1,48.0,22.0,47.0,darglint,conda-forge/darglint,504.0,1472.0,1452.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000000,20.0,212126.0,213150.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449000,27673.0,2.0,,,,,,,,,,,,,,,,
103,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,27,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000000,2021-12-15 15:00:09.741000,2021-10-19 07:06:59.000000,33.0,40.0,134.0,2021-10-19 07:07:05.000000,3.3.1,40.0,30.0,3.0,flake8-quotes,conda-forge/flake8-quotes,104.0,5464.0,4060.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741000,1404.0,466098.0,475360.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426000,583557.0,2.0,,['flake8'],,,,,,,,,,,,,,
104,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,27,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000000,2021-12-03 11:26:42.000000,2021-12-03 11:26:42.000000,40.0,40.0,114.0,2021-10-14 11:43:49.000000,4.1.1,33.0,30.0,13.0,flake8-isort,conda-forge/flake8-isort,274.0,5298.0,4370.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000000,928.0,503924.0,504485.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684000,14595.0,2.0,,['flake8'],,,,,,,,,,,,,,
105,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,26,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000000,2021-12-23 18:01:28.000000,2021-12-23 18:01:28.000000,2254.0,1346.0,25640.0,2021-12-22 06:48:56.000000,2.2.3,53.0,354.0,30.0,pyenv,,2787.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000000,1.0,6493.0,6493.0,,,,2.0,,,,,,,,,,,,,,,,
106,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,26,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2021-12-27 10:19:53.000000,2021-12-27 10:19:49.000000,4568.0,4479.0,22038.0,2021-11-01 20:50:33.000000,1.5.11,74.0,110.0,51.0,sqlmap,,9885.0,8.0,,https://pypi.org/project/sqlmap,2021-12-02 16:01:24.000000,8.0,7721.0,7721.0,,,,3.0,,,,,,,,,,,,,,,,
107,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,26,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2021-11-26 16:52:09.000000,2021-09-06 05:46:27.000000,481.0,164.0,8351.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,38.0,116.0,gdbgui,,427.0,131.0,129.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,147402.0,147779.0,,,,3.0,,,,6423.0,,,,,,,,,,,,
108,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,26,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2021-12-27 18:50:15.000000,2021-12-10 00:36:07.000000,495.0,512.0,5631.0,2021-12-02 23:05:00.000000,1.17.2,67.0,21.0,27.0,playwright,,,637.0,637.0,https://pypi.org/project/playwright,2021-12-02 23:05:00.000000,0.0,182026.0,182026.0,,,,3.0,,,,,,,,,,,,,,,,
109,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,26,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2021-12-29 22:40:03.000000,2021-12-29 22:40:00.000000,166.0,116.0,4858.0,2021-10-21 20:35:42.000000,1.3.16,115.0,23.0,38.0,scalene,,2137.0,75.0,75.0,https://pypi.org/project/scalene,2021-10-21 20:35:42.000000,0.0,3978.0,3978.0,,,,3.0,,,,,,,,,,,,,,,,
110,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,26,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000000,2021-12-17 14:51:42.000000,2021-12-17 14:51:42.000000,160.0,79.0,3926.0,2021-11-14 19:24:48.000000,4.1.1,36.0,38.0,15.0,pyinstrument,conda-forge/pyinstrument,,595.0,459.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000000,136.0,220676.0,222140.0,https://anaconda.org/conda-forge/pyinstrument,2021-11-15 12:40:54.294000,92290.0,3.0,,,,,,,,,,,,,,,,
111,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,26,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151000,2021-12-30 01:00:53.000000,2021-12-29 22:15:46.000000,250.0,21.0,3527.0,2021-09-24 04:49:37.000000,3.3.1,8.0,27.0,29.0,line_profiler,conda-forge/line_profiler,,692.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000000,692.0,119133.0,122446.0,https://anaconda.org/conda-forge/line_profiler,2021-11-13 04:18:41.049000,222006.0,3.0,,,,,,,,,,,,,,,,
112,detect-secrets,https://github.com/Yelp/detect-secrets,,An enterprise friendly way of detecting and preventing secrets in code.,security,26,True,Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000000,2021-12-07 14:12:45.000000,2021-11-15 18:55:16.000000,244.0,154.0,2099.0,2021-04-14 21:25:44.000000,1.1.0,34.0,53.0,83.0,detect-secrets,,1100.0,34.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000000,34.0,235953.0,235953.0,,,,3.0,,,,,,,,,,,,,,,,
113,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,26,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000000,2021-12-27 17:24:13.000000,2021-09-22 08:42:01.000000,78.0,54.0,2047.0,2021-08-23 20:42:56.000000,1.3.0,26.0,16.0,38.0,notifiers,,426.0,208.0,202.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000000,6.0,300725.0,300725.0,,,,3.0,,,,,,,,,,,,,,,,
114,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,26,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000000,2021-12-23 18:07:40.000000,2021-12-23 17:35:53.000000,212.0,629.0,2008.0,2021-12-23 18:09:12.000000,2.1.61,150.0,101.0,146.0,pex,,,230.0,,https://pypi.org/project/pex,2021-12-23 18:07:40.000000,230.0,162984.0,173799.0,,,,2.0,,,,540784.0,,,,,,,,,,,,
115,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,26,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2021-11-26 23:10:26.000000,2021-10-27 20:37:28.000000,92.0,136.0,1975.0,2021-01-16 17:51:40.000000,2.3,42.0,29.0,14.0,vulture,conda-forge/vulture,682.0,1684.0,1324.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,360.0,179126.0,179920.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,50848.0,2.0,,,,,,,,,,,,,,,,
116,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000000,2021-12-15 15:32:37.134000,2021-06-14 13:01:06.000000,92.0,78.0,838.0,2021-04-17 19:47:26.000000,3.4.1,42.0,34.0,78.0,pytest-benchmark,conda-forge/pytest-benchmark,986.0,3171.0,2441.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000000,730.0,334913.0,351253.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860000,1127500.0,3.0,,['pytest'],,,,,,,,,,,,,,
117,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,26,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000000,2021-12-10 21:09:37.000000,2021-12-10 21:05:38.000000,69.0,149.0,781.0,2021-12-10 21:09:37.000000,2.13.3,45.0,19.0,29.0,typeguard,conda-forge/typeguard,266.0,158.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000000,158.0,8783677.0,8785602.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312000,67379.0,3.0,,,,,,,,,,,,,,,,
118,pdoc3,https://github.com/pdoc3/pdoc,,Auto-generate API documentation for Python projects.,documentation,26,True,pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000000,2021-11-08 07:00:59.000000,2021-09-24 14:45:57.000000,117.0,184.0,761.0,2021-08-03 14:51:19.000000,0.10.0,34.0,56.0,87.0,pdoc3,,569.0,1285.0,1195.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000000,90.0,203868.0,203868.0,,,,2.0,,,,,,,,,,,,,,,,
119,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,26,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000000,2021-12-08 10:01:20.000000,2019-06-15 20:36:43.000000,50.0,42.0,613.0,2018-05-20 19:52:16.000000,4.2.0,17.0,16.0,39.0,pytest-watch,conda-forge/pytest-watch,183.0,4006.0,3224.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000000,782.0,235264.0,236401.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305000,53485.0,3.0,,['pytest'],,,,,,,,,,,,,,
120,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,26,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-12-27 22:28:00.000000,2021-12-27 22:27:58.000000,91.0,50.0,594.0,2021-12-12 20:12:38.000000,2.0.3,23.0,37.0,19.0,pyhamcrest,conda-forge/pyhamcrest,,3392.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000000,3392.0,839402.0,845135.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148000,384141.0,3.0,,,,,,,,,,,,,,,,
121,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,26,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000000,2021-12-29 23:35:12.000000,2021-12-29 22:43:47.000000,148.0,290.0,529.0,2021-09-11 19:20:03.000000,6.3.2,47.0,96.0,81.0,setuptools_scm,conda-forge/setuptools_scm,,694.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000000,694.0,16486091.0,16498296.0,https://anaconda.org/conda-forge/setuptools_scm,2021-09-11 22:03:30.037000,842152.0,3.0,,,,,,,,,,,,,,,,
122,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,26,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,51.0,33.0,465.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,autoflake,conda-forge/autoflake,439.0,4089.0,3509.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,580.0,584901.0,592144.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,231805.0,2.0,,,,,,,,,,,,,,,,
123,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,26,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000000,2021-06-11 10:22:42.000000,2021-06-11 10:22:09.000000,37.0,49.0,446.0,2021-06-11 10:22:42.000000,15.0.1,63.0,16.0,25.0,coloredlogs,,273.0,11961.0,9865.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000000,2096.0,1977609.0,1977609.0,,,,3.0,,,,,,,,,,,,,,,,
124,sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,26,True,agronholm/sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000000,2021-11-28 19:51:42.000000,2021-10-08 05:38:23.000000,71.0,70.0,378.0,2020-10-12 20:37:53.000000,1.11.1,28.0,30.0,56.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,178.0,1380.0,,https://pypi.org/project/sphinx-autodoc-typehints,2020-10-12 20:37:53.000000,1380.0,335276.0,340469.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666000,254470.0,2.0,,['sphinx'],,,,,,,,,,,,,,
125,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000000,2021-11-26 06:02:28.000000,2021-10-20 14:00:57.000000,54.0,71.0,353.0,2021-08-08 02:45:08.000000,0.12.1,23.0,31.0,13.0,pep8-naming,conda-forge/pep8-naming,,11706.0,8678.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000000,3028.0,952302.0,955281.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577000,208591.0,2.0,,,,,,,,,,,,,,,,
126,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,26,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2021-12-29 16:52:16.000000,2021-12-27 17:39:09.000000,26.0,23.0,329.0,2021-09-10 23:05:20.000000,1.5.0,14.0,12.0,8.0,interrogate,,174.0,1207.0,1207.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,0.0,83082.0,83082.0,,,,2.0,,,,,,,,,,,,,,,,
