,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,conda_forge
256,pyship,jamesabel/pyship,packaging,pyship - ship Python desktop apps to end users.,,https://github.com/jamesabel/pyship,2.0,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000,2026-07-19 22:30:31.000,3.0,4.0,45.0,14,False,pyship,,,13.0,13.0,https://pypi.org/project/pyship,2026-07-19 22:30:31.000,2026-07-19 22:30:31.000,0.7.5,36.0,,321.0,321.0,,,,3.0,2.0,,,,,,,,,,,,,,,
257,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,4.0,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-01-30 07:52:09.000,5.0,1.0,14.0,14,False,yala,,"['flake8', 'pylint']",68.0,58.0,https://pypi.org/project/yala,2021-11-15 05:05:38.000,2023-01-30 07:35:02.100,3.2.0,29.0,10.0,2428.0,2428.0,,,,3.0,,,,,,,,,,,,,,,,
258,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,9.0,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2025-04-22 14:56:45.636,18.0,1.0,142.0,13,False,retype,conda-forge/retype,,4.0,,https://pypi.org/project/retype,2022-08-14 07:10:00.969,2022-08-14 07:10:00.969,22.8.0,12.0,4.0,2054.0,2989.0,https://anaconda.org/conda-forge/retype,2025-04-22 14:56:45.636,64547.0,3.0,,,,,,,,,,,,,,,,
259,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,6.0,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,12.0,7.0,118.0,13,False,pep8ify,,,66.0,66.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,2014-10-24 20:36:57.000,0.0.13,13.0,,47.0,47.0,,,,3.0,,,,,,,,,,,,,,,,
260,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,43.0,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2024-04-21 19:06:48.000,423.0,3.0,3900.0,12,False,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
261,linty_fresh,lyft/linty_fresh,linters,Surface lint errors during code review.,,https://github.com/lyft/linty_fresh,18.0,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2023-06-23 23:37:25.000,27.0,9.0,184.0,12,False,linty-fresh,,"['flake8', 'mypy']",,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000,2018-12-12 19:47:05.000,0.7.0,10.0,,44.0,44.0,,,,3.0,,,,,,,,,,,,,,,,
262,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,3.0,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2023-02-03 19:03:46.000,3.0,2.0,154.0,12,False,freshenv,raiyanyahya/freshenv,,2.0,2.0,https://pypi.org/project/freshenv,2022-11-06 21:28:09.190,2022-11-06 21:28:09.190,3.0.2,43.0,,217.0,217.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,
263,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,5.0,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,8.0,1.0,25.0,12,True,universal-build,,,7.0,,https://pypi.org/project/universal-build,2021-11-16 23:08:45.000,2021-11-16 23:08:45.000,0.6.18,40.0,7.0,283.0,283.0,,,,3.0,,,,,,,,,,,,,,,,
264,livepython,agermanidis/livepython,profiling,Visually trace Python code in real-time.,,https://github.com/agermanidis/livepython,3.0,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000,2019-01-22 17:39:55.000,169.0,11.0,2566.0,11,False,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
265,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,61.0,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2024-04-27 01:41:37.000,185.0,40.0,1625.0,11,False,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
266,pipenv-pipes,gtalarico/pipenv-pipes,virtual-envs,A PipEnv Environment Switcher.,,https://github.com/gtalarico/pipenv-pipes,5.0,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2019-06-27 03:42:49.000,11.0,7.0,126.0,10,False,pipenv-pipes,,,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000,2018-11-08 03:05:43.000,0.7.1,25.0,,74.0,74.0,,,,3.0,,,,,,,,,,,,,,,,
267,subpar,google/subpar,packaging,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,,https://github.com/google/subpar,16.0,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2022-12-27 14:53:53.000,71.0,44.0,568.0,9,False,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
