,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
92,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-09-19 02:02:36.000,2022-09-18 21:36:57,6548.0,197.0,183.0,60.0,114.0,218.0,4323.0,2022-08-08 04:38:49.000,apple-codesign/0.17.0,20.0,52.0,30,True,296.0,pyoxidizer,,,144.0,144.0,https://pypi.org/project/pyoxidizer,2022-06-05 23:21:43.000,,2089.0,2237.0,,,,2.0,,4755.0,,,,,,,,,,,,,,,,,,,
93,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-09-24 13:14:51.000,2022-08-17 15:40:14,946.0,9.0,346.0,40.0,446.0,370.0,2935.0,2021-10-26 14:02:33.000,3.2.1,42.0,123.0,30,True,157.0,factory_boy,conda-forge/factory_boy,,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,735.0,2273663.0,2275172.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,108683.0,2.0,,,,,,,,,,,,,,,,,,,,,
94,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-09-27 01:46:26.000,2022-09-27 01:46:25,960.0,79.0,120.0,32.0,404.0,302.0,1977.0,2022-09-26 02:17:14.140,2.38.2,137.0,29.0,30,True,7.0,pyupgrade,conda-forge/pyupgrade,,52.0,,https://pypi.org/project/pyupgrade,2022-06-06 20:38:50.000,52.0,345941.0,355686.0,https://anaconda.org/conda-forge/pyupgrade,2022-09-26 06:29:10.390,428786.0,2.0,,,,,,,,,,,,,,,,,,,,,
95,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2022-09-29 13:41:59.000,2022-09-29 07:27:28,1950.0,330.0,238.0,40.0,384.0,383.0,1480.0,2022-08-17 01:00:25.440,0.3.9,40.0,98.0,30,True,78.0,briefcase,,,17.0,,https://pypi.org/project/briefcase,2022-06-27 03:23:53.000,17.0,3546.0,3546.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
96,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-08-20 13:55:15.000,2022-08-20 13:55:15,1409.0,10.0,245.0,93.0,368.0,415.0,1441.0,2022-08-11 03:32:40.000,0.13.7,662.0,38.0,30,True,93.0,pybuilder,conda-forge/pybuilder,,61.0,,https://pypi.org/project/pybuilder,2022-06-10 23:39:25.000,61.0,20808.0,21299.0,https://anaconda.org/conda-forge/pybuilder,2022-08-11 04:53:40.750,21145.0,3.0,,,,,,,,,,,,,,,,,,,,,
97,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-09-26 23:47:39.000,2022-09-26 23:47:39,461.0,35.0,120.0,31.0,267.0,91.0,1370.0,2022-09-20 07:04:30.797,2.2.0,47.0,39.0,30,True,61.0,safety,conda-forge/safety,,357.0,3.0,https://pypi.org/project/safety,2022-06-28 21:38:28.000,354.0,1141008.0,1148814.0,https://anaconda.org/conda-forge/safety,2022-09-20 14:19:35.456,38924.0,3.0,,205014.0,,,,,,,,,,,,,,,,,,,
98,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-07-19 21:41:35.000,2022-01-24 01:11:19,143.0,,47.0,16.0,56.0,37.0,504.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,30,True,12.0,mccabe,conda-forge/mccabe,,315967.0,300095.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15872.0,24228717.0,24298705.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,5249147.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
99,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2022-09-26 23:20:41.000,2022-09-26 16:28:06,465.0,9.0,187.0,7.0,208.0,145.0,477.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,12.0,coveralls,conda-forge/coveralls,['pytest'],32094.0,22820.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9274.0,526253.0,537400.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,758033.0,2.0,,,,,,,,,,,,,,,,,,,,,
100,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2022-09-28 14:07:10.000,2022-09-28 14:07:10,244.0,12.0,24.0,13.0,21.0,4.0,361.0,2022-07-28 08:08:31.000,0.10.1,38.0,11.0,30,True,4.0,wasabi,conda-forge/wasabi,,21721.0,21433.0,https://pypi.org/project/wasabi,2022-03-30 11:12:31.000,288.0,3993155.0,4013996.0,https://anaconda.org/conda-forge/wasabi,2022-07-27 14:26:00.871,896183.0,3.0,,,,,,,,,,,,,,,,,,,explosion/wasabi,,
101,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2022-09-15 03:43:40.000,2022-07-16 00:35:44,595.0,3.0,156.0,41.0,41.0,132.0,3804.0,2022-04-01 19:56:01.000,2.4.1,26.0,7.0,29,True,19.0,alive-progress,conda-forge/alive-progress,,1236.0,1127.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,109.0,90610.0,91228.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,19172.0,3.0,,,,,,,,,,,,,,,,,,,,,
102,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3152.0,2371.0,3375.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,29,False,835.0,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,2978.0,2979.0,,,,2.0,,152.0,,,,,,,,,,,,,,,,,,,
103,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-09-29 13:58:11.000,2022-09-29 13:58:11,1088.0,19.0,103.0,31.0,243.0,245.0,1821.0,2022-02-23 11:36:30.000,3.7.1,46.0,60.0,29,True,113.0,flit,conda-forge/flit,,232.0,,https://pypi.org/project/flit,2022-02-23 11:36:30.000,232.0,176050.0,177956.0,https://anaconda.org/conda-forge/flit,2022-02-23 15:12:56.087,127759.0,3.0,,,,,,,,,,,,,,,,,,,,,
104,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2022-09-24 19:34:13.000,2022-09-24 19:34:13,1237.0,4.0,148.0,33.0,207.0,277.0,1691.0,2022-03-09 20:13:02.000,1.7.7,114.0,79.0,29,True,39.0,prospector,conda-forge/prospector,,668.0,,https://pypi.org/project/prospector,2022-03-18 13:16:26.000,668.0,464164.0,464700.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,39175.0,2.0,,,,,,,,,,,,,,,,,,,,,
105,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-09-14 20:55:19.000,2022-09-14 20:55:19,3321.0,9.0,593.0,91.0,529.0,169.0,1685.0,2016-11-25 22:13:29.000,4.0.515,36.0,383.0,29,True,232.0,diamond,,,142.0,110.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,32.0,36464.0,36464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
106,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2022-09-26 07:56:14.000,2022-09-08 15:23:41,695.0,33.0,55.0,13.0,55.0,49.0,975.0,2022-08-03 08:13:12.269,1.3.6,21.0,28.0,29,True,20.0,yappi,conda-forge/yappi,,989.0,647.0,https://pypi.org/project/yappi,2022-05-20 09:48:23.000,342.0,1231984.0,1233887.0,https://anaconda.org/conda-forge/yappi,2022-08-03 12:07:32.069,119893.0,2.0,,,,,,,,,,,,,,,,,,,,,
107,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-09-27 06:47:58.000,2022-09-27 06:45:09,1408.0,47.0,193.0,25.0,762.0,712.0,969.0,2022-06-22 04:29:28.000,6.11.1,48.0,99.0,29,True,62.0,cx_freeze,conda-forge/cx_freeze,,35.0,,https://pypi.org/project/cx_freeze,2022-06-22 04:29:28.000,35.0,43305.0,46793.0,https://anaconda.org/conda-forge/cx_freeze,2022-06-22 07:50:25.583,153473.0,3.0,,,,,,,,,,,,,,,,,,,,,
108,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-08-08 11:26:59.000,2022-08-08 11:25:05,700.0,15.0,95.0,17.0,91.0,93.0,928.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,29,True,41.0,pylama,,,4857.0,4257.0,https://pypi.org/project/pylama,2022-03-11 14:17:31.000,600.0,154531.0,154531.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
109,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-07-11 14:07:52.240,2022-07-10 18:13:46,353.0,4.0,65.0,17.0,136.0,70.0,910.0,2022-07-10 18:13:03.547,0.9.5,27.0,40.0,29,True,47.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],13287.0,10678.0,https://pypi.org/project/pytest-sugar,2022-07-10 18:13:03.547,2609.0,808950.0,811452.0,https://anaconda.org/conda-forge/pytest-sugar,2022-07-11 14:07:52.240,152657.0,3.0,,,,,,,,,,,,,,,,,,,,,
110,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2022-09-29 10:13:17.000,2022-09-23 19:25:22,236.0,17.0,69.0,7.0,142.0,101.0,824.0,2022-09-23 17:49:09.765,22.9.23,48.0,61.0,29,True,51.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],957.0,,https://pypi.org/project/flake8-bugbear,2022-07-01 18:02:11.000,957.0,1545120.0,1561940.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-09-23 22:20:02.800,622346.0,2.0,,,,,,,,,,,,,,,,,,,,,
111,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-09-02 18:15:40.000,2022-06-25 09:17:57,263.0,,90.0,25.0,108.0,75.0,679.0,2019-12-10 01:50:33.000,0.8.1,14.0,32.0,29,True,34.0,astor,conda-forge/astor,,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2109.0,5481230.0,5507902.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1733704.0,2.0,,,,,,,,,,,,,,,,,,,,,
112,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2022-09-28 13:18:03.000,2022-09-28 13:18:03,492.0,53.0,61.0,11.0,69.0,52.0,604.0,2022-09-21 16:18:41.292,1.6.1,42.0,29.0,29,True,29.0,autoflake,conda-forge/autoflake,,540.0,,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,540.0,1120050.0,1129713.0,https://anaconda.org/conda-forge/autoflake,2022-09-21 22:00:48.937,396183.0,2.0,,,,,,,,,,,,,,,,,,,PyCQA/autoflake,,
113,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-09-22 14:18:02.000,2022-09-22 14:18:01,622.0,3.0,109.0,17.0,176.0,160.0,532.0,2022-03-26 22:16:11.000,2.5.3,53.0,67.0,29,True,40.0,pylint-django,conda-forge/pylint-django,['pylint'],20090.0,18925.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,1165.0,734602.0,736075.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,107161.0,2.0,,212.0,,,,,,,,,,,,,,,,,,,
114,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-09-28 13:31:56.527,2022-09-27 15:03:00,247.0,18.0,86.0,10.0,116.0,121.0,450.0,2022-09-27 23:00:53.923,1.19.4,49.0,44.0,29,True,24.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1437.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-07-31 19:28:05.288,1437.0,691378.0,697607.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2022-09-28 13:31:56.527,361313.0,2.0,,,,,,,,,,,,,,,,,,,,,
115,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-09-22 12:35:17.572,2022-08-10 16:41:28,230.0,3.0,104.0,21.0,60.0,41.0,420.0,2022-08-10 16:47:16.981,1.6.0,30.0,37.0,29,True,11.0,ddt,conda-forge/ddt,,5761.0,4440.0,https://pypi.org/project/ddt,2022-05-24 02:14:19.000,1321.0,290762.0,291877.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,73643.0,3.0,,,,,,,,,,,,,,,,,,,,,
116,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2022-08-22 19:55:12.624,2022-08-19 19:21:52,253.0,5.0,78.0,14.0,118.0,76.0,398.0,2022-08-19 19:25:26.278,0.13.2,26.0,34.0,29,False,17.0,pep8-naming,conda-forge/pep8-naming,,18517.0,16765.0,https://pypi.org/project/pep8-naming,2022-06-02 15:46:24.000,1752.0,1350720.0,1353790.0,https://anaconda.org/conda-forge/pep8-naming,2022-08-22 19:55:12.624,242573.0,2.0,,,,,,,,,,,,,,,,,,,,,
117,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-07-15 06:04:03.000,2022-07-15 06:04:03,201.0,1.0,52.0,20.0,104.0,86.0,214.0,2022-05-21 21:30:52.000,1.5.4,34.0,25.0,29,True,3.0,typed_ast,conda-forge/typed-ast,,5487.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5487.0,11898672.0,11989454.0,https://anaconda.org/conda-forge/typed-ast,2022-05-22 13:55:44.801,5356168.0,2.0,,,,,,,,,,,,,,,,,,,,,
118,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2022-09-28 22:21:02.000,2022-09-27 22:15:59,824.0,88.0,253.0,53.0,137.0,56.0,9278.0,2022-08-30 16:44:23.000,1.3.1,7.0,21.0,28,True,11.0,memray,conda-forge/memray,,34.0,33.0,https://pypi.org/project/memray,2022-05-16 23:52:50.000,1.0,47137.0,48441.0,https://anaconda.org/conda-forge/memray,2022-08-30 21:49:44.433,6521.0,3.0,,,,,,,,,,,,,,,,,,,,,
119,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-09-26 10:57:01.000,2022-08-17 04:06:12,527.0,4.0,250.0,65.0,386.0,403.0,5531.0,2022-05-28 04:17:00.000,1.1.0,51.0,81.0,28,True,107.0,pipx,conda-forge/pipx,,9.0,,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,9.0,546854.0,547832.0,https://anaconda.org/conda-forge/pipx,2022-06-10 20:42:56.604,8805.0,3.0,,,,,,,,,,,,,,,,,,,,,
120,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-09-29 14:47:01.000,2022-09-29 09:32:57,2112.0,170.0,200.0,40.0,943.0,649.0,3694.0,2022-07-26 16:08:19.000,2022.07.26,95.0,90.0,28,True,370.0,,conda-forge/mamba,,,,,,,,102582.0,https://anaconda.org/conda-forge/mamba,2022-08-23 21:14:30.905,4308480.0,3.0,,,,,,,,,,,,,,,,,,,,,
121,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-09-17 16:40:09.000,2022-06-28 17:30:47,685.0,,351.0,76.0,147.0,109.0,3579.0,2021-12-18 13:42:24.000,0.60.0,58.0,98.0,28,True,115.0,memory_profiler,conda-forge/memory_profiler,,173.0,,https://pypi.org/project/memory_profiler,2021-12-18 13:42:24.000,173.0,586401.0,589279.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,218802.0,3.0,,,,,,,,,,,,,,,,,,,,,
122,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2022-09-29 03:59:50.000,2022-09-29 03:59:50,1979.0,123.0,145.0,29.0,512.0,743.0,3150.0,2022-09-17 03:26:19.000,2.1.4,132.0,77.0,28,True,24.0,pdm,conda-forge/pdm,,2.0,,https://pypi.org/project/pdm,2022-07-02 11:37:49.000,2.0,69984.0,72869.0,https://anaconda.org/conda-forge/pdm,2022-09-17 08:18:39.647,34623.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,
123,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-09-19 07:16:48.000,2022-09-19 07:16:31,697.0,9.0,106.0,21.0,127.0,147.0,2249.0,2022-09-19 07:16:57.000,2.6,45.0,33.0,28,True,19.0,vulture,conda-forge/vulture,,2154.0,1932.0,https://pypi.org/project/vulture,2022-07-03 20:36:20.000,222.0,345774.0,346581.0,https://anaconda.org/conda-forge/vulture,2022-05-20 07:12:50.897,58966.0,2.0,,,,,,,,,,,,,,,,,,,,,
124,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2022-09-26 19:04:17.000,2022-09-25 09:47:53,325.0,5.0,76.0,17.0,61.0,165.0,1015.0,2021-12-10 21:09:37.000,2.13.3,45.0,21.0,28,True,43.0,typeguard,conda-forge/typeguard,,386.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,386.0,6033298.0,6036470.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,139596.0,2.0,,,,,,,,,,,,,,,,,,,,,
125,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2022-07-29 13:29:19.248,2022-02-23 21:20:41,987.0,,98.0,18.0,61.0,80.0,971.0,2021-12-15 15:32:37.134,0.0.1,42.0,35.0,28,True,87.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],3890.0,3291.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,599.0,458788.0,477583.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-07-29 13:29:19.248,1466068.0,3.0,,,,,,,,,,,,,,,,,,,,,
126,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-09-23 02:01:37.000,2022-09-16 00:47:23,491.0,11.0,121.0,20.0,363.0,257.0,893.0,2022-08-08 00:29:01.111,2022.8.7,23.0,79.0,28,True,33.0,nox,conda-forge/nox,['pytest'],189.0,3.0,https://pypi.org/project/nox,2022-01-07 23:34:01.000,186.0,1124458.0,1126714.0,https://anaconda.org/conda-forge/nox,2022-09-05 20:15:07.830,106038.0,3.0,,,,,,,,,,,,,,,,,,,wntrblm/nox,,
127,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2022-09-14 22:58:00.000,2022-09-02 13:28:34,456.0,10.0,107.0,20.0,112.0,71.0,853.0,2022-09-02 13:35:06.105,3.4.1,26.0,49.0,28,False,21.0,prettytable,conda-forge/prettytable,,654.0,,https://pypi.org/project/prettytable,2022-05-05 15:21:28.000,654.0,6539142.0,6550282.0,https://anaconda.org/conda-forge/prettytable,2022-09-02 18:13:03.683,835514.0,3.0,,,,,,,,,,,,,,,,,,,,,
128,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2022-09-20 23:58:26.000,2022-09-20 23:55:51,1073.0,8.0,79.0,23.0,74.0,172.0,746.0,2022-09-21 00:00:55.818,3.4.3,145.0,38.0,28,True,4.0,green,conda-forge/green,,935.0,726.0,https://pypi.org/project/green,2022-05-23 22:25:25.000,209.0,18438.0,20188.0,https://anaconda.org/conda-forge/green,2022-03-21 06:59:29.210,105027.0,3.0,,,,,,,,,,,,,,,,,,,,,
129,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2022-09-21 07:33:07.620,2022-09-05 13:57:27,607.0,23.0,96.0,22.0,146.0,58.0,664.0,2022-08-07 15:50:19.406,2.0.4,24.0,40.0,28,False,19.0,pyhamcrest,conda-forge/pyhamcrest,,1821.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000,1821.0,1611997.0,1617632.0,https://anaconda.org/conda-forge/pyhamcrest,2022-09-21 07:33:07.620,428272.0,3.0,,,,,,,,,,,,,,,,,,,,,
130,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2022-09-16 09:12:26.000,2022-07-25 12:32:04,1671.0,1.0,172.0,54.0,270.0,222.0,545.0,2021-11-25 21:08:56.000,2.13.6,120.0,91.0,28,False,134.0,zc.buildout,conda-forge/zc.buildout,,1065.0,,https://pypi.org/project/zc.buildout,2022-04-07 19:12:49.000,1065.0,85144.0,86266.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,13474.0,3.0,,,,,,,,,,,,,,,,,,,,,
131,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2022-09-28 14:13:25.000,2022-09-28 14:13:24,437.0,44.0,67.0,20.0,322.0,105.0,496.0,2022-08-24 11:20:03.106,3.3.0,39.0,35.0,28,True,4.0,mypy-protobuf,conda-forge/mypy-protobuf,,60.0,,https://pypi.org/project/mypy-protobuf,2022-01-23 22:29:40.000,60.0,1154608.0,1157567.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-08-24 19:50:22.562,65116.0,2.0,,,,,,,,,,,,,,,,,,,nipunn1313/mypy-protobuf,,
132,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-08-05 11:23:49.284,2022-08-04 16:53:17,294.0,12.0,53.0,7.0,65.0,44.0,137.0,2022-08-04 16:55:02.029,4.2.0,36.0,34.0,28,True,9.0,flake8-isort,conda-forge/flake8-isort,['flake8'],11592.0,10957.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000,635.0,734568.0,735211.0,https://anaconda.org/conda-forge/flake8-isort,2022-08-05 11:23:49.284,22510.0,2.0,,,,,,,,,,,,,,,,,,,,,
