,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-01-18 23:23:42.000,2024-01-18 23:23:41,301.0,24.0,158.0,52.0,179.0,3.0,2110.0,2024-01-18 23:23:48.000,2024.01.18,100.0,14.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2024-01-22 23:27:40.000,2024-01-22 23:27:39,251.0,33.0,37.0,12.0,167.0,13.0,657.0,2023-06-29 18:48:34.000,2023.06.29,68.0,24.0,0,True,mkdocs/catalog,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2024-01-25 08:42:14.000,2024-01-25 08:42:13,15588.0,210.0,2474.0,193.0,5474.0,4751.0,11018.0,2023-12-31 12:09:47.000,7.4.4,168.0,938.0,48,True,,864.0,pytest,conda-forge/pytest,['pytest'],1155622.0,1133484.0,https://pypi.org/project/pytest,2024-01-17 21:40:39.000,22138.0,81740721.0,82356287.0,https://anaconda.org/conda-forge/pytest,2023-12-31 15:09:15.693,24007111.0,1.0,,,,,,,,,,,,,,,,,
5,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2024-01-25 14:06:53.000,2024-01-25 09:31:49,1785.0,79.0,2357.0,229.0,1647.0,2133.0,35917.0,2023-12-22 23:06:14.000,23.12.1,55.0,432.0,46,True,,386.0,black,conda-forge/black,,471613.0,457526.0,https://pypi.org/project/black,2023-12-22 23:06:14.000,14087.0,26984067.0,27202641.0,https://anaconda.org/conda-forge/black,2023-12-23 07:58:09.823,9141327.0,1.0,53631.0,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2024-01-25 05:22:22.000,2024-01-24 17:22:28,14401.0,216.0,1044.0,93.0,1492.0,1834.0,2234.0,2023-12-23 15:09:27.000,69.0.3,556.0,588.0,46,True,,573.0,setuptools,conda-forge/setuptools,,493317.0,453623.0,https://pypi.org/project/setuptools,2023-12-23 15:09:09.000,39694.0,305758541.0,308039954.0,https://anaconda.org/conda-forge/setuptools,2024-01-02 19:48:28.599,100382181.0,1.0,,,,,,,,,,,,,,,,,
7,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2024-01-24 02:40:47.000,2024-01-22 03:13:02,8716.0,47.0,1797.0,358.0,1852.0,3920.0,24402.0,2024-01-22 03:04:17.000,2023.11.17,98.0,498.0,45,True,,206.0,pipenv,conda-forge/pipenv,,127589.0,127589.0,https://pypi.org/project/pipenv,,,10401157.0,10404350.0,https://anaconda.org/conda-forge/pipenv,2024-01-22 05:08:29.539,140494.0,1.0,,,,,,,,,,,,,,,,,
8,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2024-01-25 07:59:16.000,2024-01-19 20:12:44,6022.0,40.0,1410.0,236.0,666.0,1418.0,9758.0,2024-01-19 20:47:14.000,5.9.8,93.0,202.0,45,True,,297.0,psutil,conda-forge/psutil,,444418.0,426468.0,https://pypi.org/project/psutil,2024-01-19 20:47:14.000,17950.0,78437500.0,79105392.0,https://anaconda.org/conda-forge/psutil,2024-01-20 03:59:05.167,28051487.0,1.0,,,,,,,,,,,,,,,,,
9,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2024-01-25 11:06:41.000,2024-01-15 11:45:22,14238.0,42.0,2835.0,318.0,5365.0,6082.0,9121.0,,,68.0,760.0,44,True,,975.0,pip,conda-forge/pip,,169003.0,169003.0,https://pypi.org/project/pip,,,246957633.0,249232015.0,https://anaconda.org/conda-forge/pip,2023-12-17 14:07:53.848,100072808.0,1.0,,,,,,,,,,,,,,,,,
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2024-01-25 13:48:18.000,2023-11-15 16:31:56,3870.0,20.0,1617.0,543.0,1064.0,1062.0,46151.0,2023-11-15 16:33:44.000,13.7.0,108.0,235.0,43,True,,163.0,rich,conda-forge/rich,,161193.0,161193.0,https://pypi.org/project/rich,,,35730189.0,35873132.0,https://anaconda.org/conda-forge/rich,2023-11-16 18:47:06.251,6003637.0,1.0,,,,,,,,,,,,,,,,,
11,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2024-01-25 09:58:44.000,2024-01-24 21:36:50,16692.0,127.0,1432.0,196.0,4051.0,8734.0,5941.0,2023-12-01 04:46:19.000,23.11.0,100.0,448.0,43,True,,736.0,conda,conda-forge/conda,,46405.0,45309.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1096.0,117715.0,1227634.0,https://anaconda.org/conda-forge/conda,2023-12-04 23:31:22.998,48836466.0,1.0,,,,,,,,,,,,,,,,,
12,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2024-01-25 12:04:57.000,2024-01-21 20:42:23,20606.0,159.0,1909.0,150.0,5144.0,5639.0,5886.0,2023-09-13 23:13:00.000,7.2.6,108.0,802.0,43,False,,1083.0,sphinx,conda-forge/sphinx,['sphinx'],354777.0,354777.0,https://pypi.org/project/sphinx,,,10112489.0,10309418.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8664889.0,1.0,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-12-28 20:38:16.000,2023-08-10 10:52:15,1964.0,,1284.0,208.0,540.0,577.0,26893.0,2023-08-10 11:59:02.000,4.66.1,108.0,112.0,42,True,,378.0,tqdm,conda-forge/tqdm,,634292.0,634292.0,https://pypi.org/project/tqdm,,,79576630.0,80146774.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24508450.0,1.0,11919.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4200.0,,,,,,,,,,,
14,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2024-01-25 13:29:49.000,2024-01-25 07:28:32,6137.0,683.0,719.0,69.0,5750.0,3076.0,22391.0,2024-01-19 20:22:26.000,0.1.14,100.0,348.0,42,True,astral-sh/ruff,617.0,ruff,conda-forge/ruff,,30394.0,30394.0,https://pypi.org/project/ruff,,,8404105.0,8451869.0,https://anaconda.org/conda-forge/ruff,2024-01-24 19:12:02.583,490768.0,1.0,152520.0,,,,,,,,,,,,,,,,
15,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2024-01-21 05:23:02.000,2023-12-23 12:59:57,2032.0,54.0,2275.0,232.0,1246.0,1794.0,17782.0,2023-09-18 21:27:59.000,1.5.3,29.0,246.0,42,True,,116.0,mkdocs,conda-forge/mkdocs,['mkdocs'],55635.0,55635.0,https://pypi.org/project/mkdocs,,,2427409.0,2437551.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,314431.0,1.0,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2024-01-25 12:04:48.000,2024-01-24 08:46:35,6029.0,226.0,3109.0,123.0,2746.0,2163.0,17110.0,2024-01-24 04:01:25.000,9.5.5,192.0,251.0,42,True,,26.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],42431.0,42431.0,https://pypi.org/project/mkdocs-material,,,3257608.0,3265499.0,https://anaconda.org/conda-forge/mkdocs-material,2024-01-15 13:34:28.397,347231.0,1.0,,,,,,,,,,,,,,,,,
17,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2024-01-21 15:24:22.000,2024-01-21 15:24:21,9121.0,95.0,1801.0,233.0,2318.0,4900.0,10994.0,2023-12-10 23:44:46.000,6.3.0,60.0,461.0,42,True,,269.0,pyinstaller,conda-forge/pyinstaller,,53507.0,53507.0,https://pypi.org/project/pyinstaller,,,1789240.0,1809695.0,https://anaconda.org/conda-forge/pyinstaller,2024-01-09 20:51:23.693,520551.0,1.0,743622.0,,,,,,,,,,,,,,,,
18,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2024-01-24 23:25:00.000,2024-01-11 21:48:10,14532.0,248.0,2214.0,474.0,702.0,4088.0,8676.0,2024-01-11 16:01:12.000,7.0,127.0,193.0,42,True,,249.0,robotframework,conda-forge/robotframework,,10850.0,9714.0,https://pypi.org/project/robotframework,2024-01-11 16:17:42.000,1136.0,1816124.0,1821093.0,https://anaconda.org/conda-forge/robotframework,2024-01-11 22:50:41.389,168818.0,1.0,554.0,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2024-01-25 13:04:47.000,2024-01-25 05:56:26,13749.0,415.0,588.0,73.0,2375.0,1437.0,7120.0,2024-01-25 05:56:29.000,6.97.0,1124.0,322.0,42,True,,46.0,hypothesis,conda-forge/hypothesis,,26989.0,24600.0,https://pypi.org/project/hypothesis,2024-01-25 05:56:29.000,2389.0,4679736.0,4869937.0,https://anaconda.org/conda-forge/hypothesis,2024-01-25 07:49:35.535,8368853.0,1.0,,,,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2024-01-19 23:01:16.000,2024-01-15 05:16:11,4162.0,43.0,598.0,48.0,970.0,1074.0,6201.0,2023-12-13 20:37:31.000,5.13.2,146.0,294.0,42,True,,188.0,isort,conda-forge/isort,,461244.0,442673.0,https://pypi.org/project/isort,2023-12-13 20:37:23.000,18571.0,28333598.0,28466826.0,https://anaconda.org/conda-forge/isort,2023-12-14 01:51:17.173,5595617.0,2.0,,,,,,,,,,,,,,,,,
21,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2024-01-23 21:18:43.000,2024-01-23 21:18:42,9052.0,73.0,1026.0,77.0,4074.0,4438.0,5004.0,2023-12-11 13:19:48.000,3.0.3,83.0,554.0,42,True,pylint-dev/pylint,868.0,pylint,conda-forge/pylint,,403027.0,403027.0,https://pypi.org/project/pylint,,,16012441.0,16123026.0,https://anaconda.org/conda-forge/pylint,2023-12-11 15:36:48.979,4755171.0,1.0,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2024-01-24 20:01:51.000,2024-01-24 17:01:21,3062.0,82.0,2185.0,188.0,2634.0,4867.0,28142.0,2023-11-16 19:09:04.000,1.7.1,166.0,529.0,41,True,,685.0,poetry,conda-forge/poetry,,363.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,363.0,23944505.0,24203166.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1105068.0,2.0,15375495.0,,,,,,5.0,,,,,,,,,,
23,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2024-01-25 13:24:09.000,2024-01-25 13:24:09,11693.0,120.0,2602.0,235.0,6797.0,7489.0,17068.0,,,58.0,691.0,41,False,,2437.0,mypy,conda-forge/mypy,,222906.0,222906.0,https://pypi.org/project/mypy,,,18132411.0,18217884.0,https://anaconda.org/conda-forge/mypy,2023-12-21 19:13:37.556,3675374.0,1.0,,,,,,,,,,,,,,,,,
24,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2024-01-18 09:03:00.000,2024-01-12 16:39:51,2629.0,22.0,704.0,87.0,1156.0,1905.0,11511.0,2023-12-09 21:29:42.000,3.6.0,100.0,156.0,41,True,,18.0,pre-commit,conda-forge/pre-commit,,170144.0,170144.0,https://pypi.org/project/pre-commit,,,14220735.0,14341992.0,https://anaconda.org/conda-forge/pre-commit,2023-12-10 03:04:10.677,4049307.0,1.0,898122.0,,,,,,,,,,,,,,,,
25,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2024-01-22 22:08:15.000,2024-01-16 16:26:23,759.0,17.0,955.0,169.0,1340.0,1288.0,4624.0,2023-12-01 16:24:25.000,20.25.0,66.0,113.0,41,True,,22.0,virtualenv,conda-forge/virtualenv,,354323.0,354323.0,https://pypi.org/project/virtualenv,,,96284767.0,96437220.0,https://anaconda.org/conda-forge/virtualenv,2023-12-01 19:29:52.700,5945670.0,2.0,,,,,,,,,,,,,,,,,
26,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2024-01-22 21:52:49.000,2024-01-22 21:52:49,1337.0,6.0,959.0,214.0,361.0,462.0,13560.0,2023-09-22 18:40:43.000,0.40.2,74.0,152.0,40,True,,379.0,yapf,conda-forge/yapf,,91554.0,89200.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2354.0,4498846.0,4550464.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1703418.0,2.0,,,,,,,,,,,,,,,,,
27,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2024-01-25 09:26:09.000,2024-01-25 09:26:05,7103.0,379.0,1173.0,114.0,1169.0,5119.0,11502.0,2024-01-21 18:12:40.000,1.1.348,100.0,104.0,38,True,,28.0,,,,711.0,711.0,,,,,790288.0,,,,2.0,1498.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,790214.0,,,,,,,
28,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2024-01-22 09:20:15.000,2024-01-20 15:16:39,2094.0,39.0,523.0,104.0,989.0,883.0,7300.0,2023-08-08 23:35:03.000,7.3.0,67.0,204.0,38,True,,145.0,pip-tools,conda-forge/pip-tools,,25328.0,25328.0,https://pypi.org/project/pip-tools,,,10121839.0,10124921.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,135625.0,2.0,,,,,,,,,,,,,,,,,
29,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2024-01-24 01:55:02.000,2024-01-24 01:55:02,1344.0,20.0,553.0,66.0,424.0,477.0,5751.0,2024-01-23 21:10:23.000,1.7.7,14.0,175.0,38,True,,158.0,bandit,conda-forge/bandit,,46652.0,46652.0,https://pypi.org/project/bandit,,,3351727.0,3358986.0,https://anaconda.org/conda-forge/bandit,2024-01-22 10:54:20.369,282673.0,1.0,760.0,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2024-01-25 05:51:42.000,2024-01-24 16:55:33,695.0,29.0,481.0,42.0,1390.0,1593.0,3433.0,2024-01-17 04:16:15.000,4.12.1,92.0,71.0,38,True,,87.0,tox,conda-forge/tox,['pytest'],109759.0,109759.0,https://pypi.org/project/tox,,,11274589.0,11293987.0,https://anaconda.org/conda-forge/tox,2024-01-17 13:37:29.011,853541.0,1.0,,,,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2024-01-23 10:32:34.000,2024-01-10 16:48:01,796.0,22.0,649.0,135.0,161.0,769.0,17209.0,2023-09-11 15:25:24.000,0.7.2,21.0,52.0,37,True,,138.0,loguru,conda-forge/loguru,,73283.0,73283.0,https://pypi.org/project/loguru,,,14138358.0,14182605.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1946875.0,1.0,,,,,,,,,,,,,,,,,
32,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2024-01-25 09:17:35.000,2024-01-24 21:47:14,11908.0,660.0,554.0,134.0,355.0,1939.0,10367.0,,,192.0,166.0,37,True,,168.0,nuitka,conda-forge/nuitka,,1755.0,1755.0,https://pypi.org/project/nuitka,,,94995.0,108945.0,https://anaconda.org/conda-forge/nuitka,2023-12-31 12:34:26.926,613823.0,1.0,,,,,,,,,,,,,,,,,
33,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2024-01-24 12:11:30.000,2023-12-28 10:20:12,8404.0,2.0,489.0,114.0,593.0,1326.0,5593.0,,,23.0,166.0,37,False,,54.0,jedi,conda-forge/jedi,,388235.0,388235.0,https://pypi.org/project/jedi,,,27657304.0,28131727.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,20400229.0,1.0,,,,,,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2024-01-23 07:06:05.000,2023-10-27 07:04:25,2846.0,,297.0,73.0,236.0,362.0,4476.0,2023-08-26 13:59:08.000,2.0.4,75.0,60.0,37,True,,128.0,autopep8,conda-forge/autopep8,,206118.0,200156.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5962.0,3500441.0,3533030.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1401342.0,3.0,,,,,,,,,,,,,,,,,
35,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2024-01-09 10:10:40.000,2024-01-08 22:40:02,2446.0,18.0,288.0,37.0,356.0,1529.0,3157.0,,,31.0,174.0,37,False,,22.0,flake8,conda-forge/flake8,,521727.0,521727.0,https://pypi.org/project/flake8,,,23109258.0,23269077.0,https://anaconda.org/conda-forge/flake8,2024-01-05 19:47:00.587,7032041.0,1.0,,,,,,,,,,,,,,,,,
36,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2024-01-25 14:17:41.000,2024-01-25 09:56:01,2064.0,103.0,471.0,69.0,1518.0,960.0,1682.0,2024-01-10 10:48:30.000,1.39.2,211.0,200.0,37,True,,169.0,sentry-sdk,conda-forge/sentry-sdk,,482.0,,https://pypi.org/project/sentry-sdk,2024-01-10 10:48:13.000,482.0,24375513.0,24392251.0,https://anaconda.org/conda-forge/sentry-sdk,2024-01-10 11:58:57.685,715692.0,1.0,3795.0,,,,,,,,,,,,,,,,
37,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2024-01-06 03:05:03.000,2024-01-06 03:05:03,1109.0,26.0,291.0,39.0,551.0,427.0,1499.0,2022-12-01 01:51:31.000,4.0.2,25.0,118.0,37,True,,52.0,twine,conda-forge/twine,,99610.0,99610.0,https://pypi.org/project/twine,,,3504110.0,3514325.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,909146.0,1.0,,,,,,,,,,,,,,,,,
38,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2024-01-23 21:24:20.000,2024-01-23 21:24:18,922.0,20.0,132.0,34.0,217.0,343.0,466.0,2023-11-26 14:37:13.000,0.42.0,34.0,78.0,37,True,,40.0,wheel,conda-forge/wheel,,248569.0,248569.0,https://pypi.org/project/wheel,,,287293883.0,289346340.0,https://anaconda.org/conda-forge/wheel,2023-11-26 15:42:45.198,84150772.0,1.0,,,,,,,,,,,,,,,,,
39,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2024-01-17 17:28:37.000,2023-06-07 11:16:23,408.0,,1130.0,187.0,158.0,228.0,9152.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,455.0,pyautogui,conda-forge/pyautogui,,31680.0,30790.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,890.0,661751.0,667279.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,215612.0,1.0,,,,,,,,,,,,,,,,,
40,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2024-01-25 02:18:55.000,2024-01-25 02:18:54,2598.0,124.0,305.0,29.0,895.0,1373.0,6025.0,2024-01-20 22:57:51.000,2.12.2,187.0,164.0,36,True,,41.0,pdm,conda-forge/pdm,,299.0,227.0,https://pypi.org/project/pdm,2024-01-20 22:57:45.000,72.0,590369.0,598645.0,https://anaconda.org/conda-forge/pdm,2024-01-21 09:41:59.195,231744.0,2.0,4.0,,,,,,,,,,,,,,,,
41,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2024-01-24 23:05:09.000,2024-01-21 10:08:21,24663.0,430.0,1489.0,199.0,5757.0,876.0,5136.0,2023-12-26 17:36:06.000,3.10.1,63.0,857.0,36,True,,688.0,buildbot,conda-forge/buildbot,,344.0,344.0,https://pypi.org/project/buildbot,,,20941.0,23536.0,https://anaconda.org/conda-forge/buildbot,2023-12-26 19:17:03.662,91883.0,2.0,36572.0,,,,,,,,,,,,,,,,
42,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2024-01-08 22:39:59.000,2024-01-08 22:39:58,1446.0,6.0,801.0,117.0,499.0,633.0,4944.0,2023-10-12 23:39:38.000,2.11.1,19.0,133.0,36,True,,109.0,pycodestyle,conda-forge/pycodestyle,,11701.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11681.0,30516527.0,30731562.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7311204.0,1.0,,,,,,,,,,,,,,,,,
43,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2024-01-23 16:52:32.000,2024-01-18 04:42:14,3256.0,79.0,158.0,27.0,367.0,242.0,1790.0,2024-01-18 04:51:10.000,1.12.0,27.0,81.0,36,True,,86.0,rope,conda-forge/rope,,71618.0,71618.0,https://pypi.org/project/rope,,,660448.0,695840.0,https://anaconda.org/conda-forge/rope,2024-01-18 06:12:43.442,1380248.0,1.0,2.0,,,,,,,,,,,,,,,,
