,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
130,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2024-01-24 09:48:39.000,2023-10-24 08:23:51,1761.0,,187.0,20.0,369.0,399.0,710.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,28,False,breathe-doc/breathe,176.0,breathe,conda-forge/breathe,,12187.0,12187.0,https://pypi.org/project/breathe,,,237470.0,249774.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,528360.0,3.0,564.0,,,,,,,,,,,,,,,,
131,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-11-13 14:46:14.052,2021-06-11 10:22:09,273.0,,41.0,10.0,36.0,52.0,522.0,,,7.0,15.0,28,False,,29.0,coloredlogs,anaconda/coloredlogs,,34164.0,34164.0,https://pypi.org/project/coloredlogs,,,14419109.0,14419274.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,12590.0,3.0,,,,,,,,,,,,,,,,,
132,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,1.0,152.0,16.0,130.0,79.0,480.0,2022-12-19 20:46:55.580,0.13.3,27.0,36.0,28,False,,18.0,pep8-naming,conda-forge/pep8-naming,,53483.0,51583.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1900.0,1451265.0,1455066.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,361104.0,2.0,,,,,,,,,,,,,,,,,
133,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-01-22 18:13:54.000,2024-01-22 18:13:53,578.0,12.0,22.0,7.0,497.0,51.0,458.0,,,30.0,15.0,28,True,,5.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26041.0,26041.0,https://pypi.org/project/flake8-comprehensions,,,874427.0,892343.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,770422.0,2.0,,,,,,,,,,,,,,,,,
134,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-01-25 10:24:02.000,2024-01-25 10:24:01,869.0,43.0,21.0,5.0,511.0,82.0,377.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,28,True,,48.0,nitpick,,['flake8'],1292.0,1279.0,https://pypi.org/project/nitpick,2023-12-31 16:40:30.000,13.0,77913.0,77913.0,,,,2.0,5.0,,,,,,,,,,,,,,,,
135,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-01-22 09:03:16.000,2024-01-22 09:03:13,382.0,11.0,13.0,5.0,267.0,31.0,305.0,2022-09-20 20:06:30.000,1.4.0,15.0,16.0,28,True,,8.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],18081.0,18081.0,https://pypi.org/project/flake8-eradicate,,,509665.0,510071.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13427.0,2.0,,,,,,,,,,,,,,,,,
136,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-12-08 14:15:04.000,2023-12-06 17:49:22,1073.0,2.0,70.0,33.0,7.0,,234.0,2023-12-08 14:15:04.000,6.1.0,41.0,187.0,28,True,,,hacking,,['flake8'],4401.0,,https://pypi.org/project/hacking,2023-12-08 14:15:04.000,4401.0,92140.0,92140.0,,,,2.0,,,,,,,,,,,,,,,,,
137,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,86.0,225.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,5551.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5551.0,6541124.0,6701171.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6241841.0,2.0,,,,,,,,,,,,,,,,,
138,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,9.0,37.0,22.0,212.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,99185.0,98708.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,477.0,7746261.0,7772549.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2076755.0,2.0,,,,,,,,,,,,,,,,,
139,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000,2023-12-19 18:16:42,104.0,7.0,31.0,13.0,48.0,33.0,132.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,28,True,,2.0,gast,conda-forge/gast,,146072.0,144107.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1965.0,13196503.0,13259123.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2567432.0,2.0,,,,,,,,,,,,,,,,,
140,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-11-18 22:04:00.000,2022-03-06 14:20:17,408.0,,385.0,155.0,72.0,228.0,9733.0,,,8.0,35.0,27,False,,79.0,bpytop,conda-forge/bpytop,,169.0,169.0,https://pypi.org/project/bpytop,,,5408.0,5847.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15370.0,3.0,,,,,,,,,,,,,,,,,
141,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1295.0,101.0,3152.0,2374.0,3509.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,27,False,,658.0,coala-bears,,,13.0,13.0,https://pypi.org/project/coala-bears,,,8077.0,8078.0,,,,3.0,176.0,,,,,,,,,,,,,,,,
142,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2024-01-24 14:55:11.000,2023-11-13 17:13:13,776.0,13.0,336.0,78.0,415.0,214.0,2285.0,2023-11-13 17:16:27.000,10.0.0,14.0,136.0,27,True,,125.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,,,319598.0,320011.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-11-19 14:00:16.233,14897.0,3.0,,,,,,,,,,,,,,,,,
143,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-10-05 20:40:10.000,2023-07-10 03:17:08,1424.0,,256.0,91.0,385.0,424.0,1610.0,2023-07-10 03:25:42.000,0.13.10,674.0,39.0,27,True,,95.0,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,2023-07-10 03:12:02.337,60.0,21947.0,24324.0,https://anaconda.org/conda-forge/pybuilder,2023-09-26 20:19:01.834,61812.0,3.0,,,,,,,,,,,,,,,,,
144,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2024-01-25 06:44:18.000,2024-01-25 06:22:34,1836.0,71.0,204.0,28.0,1184.0,855.0,1201.0,2024-01-24 08:04:22.000,6.15.13,69.0,109.0,27,True,,46.0,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,111541.0,118051.0,https://anaconda.org/conda-forge/cx_freeze,2024-01-24 16:10:33.900,286471.0,3.0,,,,,,,-5.0,,,,,,,,,,
145,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2024-01-24 22:49:10.000,2024-01-24 22:49:10,428.0,2.0,71.0,18.0,162.0,91.0,1191.0,2023-04-10 11:18:29.000,0.9.7,8.0,51.0,27,False,,23.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],23934.0,23934.0,https://pypi.org/project/pytest-sugar,,,961763.0,967435.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,226871.0,3.0,12.0,,,,,,,,,,,,,,,,
146,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-15 12:54:13.000,2023-10-11 03:48:44,905.0,,56.0,25.0,124.0,73.0,1164.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,219.0,210.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,16927.0,16927.0,,,,3.0,,,,,,,,,,,,,,,,,
147,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000,2022-07-24 14:45:54,478.0,,86.0,10.0,61.0,53.0,1125.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,27,False,,56.0,pympler,conda-forge/pympler,,360.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,360.0,1078901.0,1083728.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,395879.0,3.0,,,,,,,5.0,,,,,,,,,,
148,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-01-04 17:57:04.000,2022-12-21 03:55:00,575.0,,144.0,8.0,121.0,205.0,1051.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,27,False,,123.0,pdoc3,anaconda/pdoc3,,4115.0,3856.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,259.0,152852.0,152887.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1797.0,3.0,,,,,,,,,,,,,,,,,
149,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2024-01-17 17:47:26.000,2024-01-17 17:47:24,632.0,9.0,77.0,14.0,178.0,74.0,836.0,2023-09-01 06:20:05.000,2.2.1,59.0,38.0,27,True,PyCQA/autoflake,38.0,autoflake,conda-forge/autoflake,,785.0,,https://pypi.org/project/autoflake,2023-09-01 06:19:21.000,785.0,1434512.0,1443642.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,520439.0,2.0,,,,,,,,,,,,,,,,,
150,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-01-25 09:16:59.000,2024-01-25 09:16:55,1094.0,40.0,102.0,22.0,71.0,213.0,830.0,2023-12-18 13:26:55.000,4.3.2,47.0,45.0,27,True,,4.0,progressbar2,conda-forge/progressbar2,,,,https://pypi.org/project/progressbar2,,,22510904.0,22536744.0,https://anaconda.org/conda-forge/progressbar2,2023-12-21 22:48:56.610,1110001.0,3.0,2148.0,,,,,,-5.0,,,,,,,,,,
151,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-12-05 07:38:40.000,2023-11-23 12:41:05,375.0,8.0,50.0,17.0,79.0,126.0,754.0,2023-11-07 09:57:34.000,2.1.0,50.0,24.0,27,True,,24.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1214.0,1214.0,https://pypi.org/project/pytest-testmon,,,147646.0,148219.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40720.0,3.0,,,,,,,,,,,,,,,,,
152,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-01-22 18:13:49.000,2024-01-22 18:13:48,388.0,12.0,40.0,9.0,242.0,63.0,586.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,27,True,adamchainz/blacken-docs,12.0,blacken-docs,conda-forge/blacken-docs,,881.0,825.0,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,56.0,107412.0,108200.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,33113.0,3.0,,,,,,,,,,,,,,,,,
153,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000,2023-11-03 14:34:37,258.0,1.0,22.0,14.0,35.0,5.0,431.0,2023-06-07 07:37:46.000,1.1.2,39.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,39690.0,39690.0,https://pypi.org/project/wasabi,,,4809532.0,4830970.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1264854.0,3.0,,,,,,,,,,,,,,,,,
154,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2024-01-13 18:41:17.000,2024-01-13 18:36:15,110.0,2.0,39.0,5.0,66.0,45.0,170.0,2022-12-19 16:50:01.696,3.3.2,41.0,33.0,27,True,,8.0,flake8-quotes,conda-forge/flake8-quotes,['flake8'],21607.0,20674.0,https://pypi.org/project/flake8-quotes,2022-12-19 16:50:01.696,933.0,611805.0,619610.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,686904.0,3.0,,,,,,,,,,,,,,,,,
155,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-12-22 19:31:19.000,2023-12-09 22:44:55,325.0,29.0,22.0,5.0,73.0,46.0,109.0,2023-11-03 08:51:01.000,2.2.0,28.0,18.0,27,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],10601.0,10078.0,https://pypi.org/project/flake8-builtins,2023-11-03 08:51:01.000,523.0,618966.0,634505.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,233087.0,3.0,,,,,,,,,,,,,,,,,
156,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2024-01-25 06:16:44.828,2024-01-24 21:43:00,6447.0,106.0,260.0,57.0,893.0,530.0,4464.0,,,81.0,100.0,26,False,,146.0,pytype,conda-forge/pytype,,,,https://pypi.org/project/pytype,,,505226.0,509579.0,https://anaconda.org/conda-forge/pytype,2024-01-25 06:16:44.828,187207.0,3.0,,,,,,,-6.0,,,,,,,,,,
157,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2024-01-13 00:34:41.000,2024-01-13 00:34:37,339.0,4.0,164.0,54.0,143.0,138.0,4460.0,2023-03-20 14:10:04.829,23.3.0,23.0,48.0,26,True,,42.0,monkeytype,conda-forge/monkeytype,,29.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,29.0,75386.0,76169.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,56412.0,2.0,,,,,,,,,,,,,,,,,
158,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2023-06-16 13:17:34.885,2018-06-28 13:35:12,500.0,,371.0,5.0,1.0,,3963.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,26,False,,,memory_profiler,conda-forge/memory_profiler,,265.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,265.0,1017865.0,1022090.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,388738.0,3.0,,,,,,,,,,,,,,,,,
159,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-11-27 07:51:58.000,2023-11-24 20:16:12,210.0,6.0,37.0,8.0,36.0,24.0,1266.0,2023-11-24 20:11:45.000,0.2.11,8.0,7.0,26,True,,6.0,stackprinter,conda-forge/stackprinter,,323.0,323.0,https://pypi.org/project/stackprinter,,,293504.0,293670.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9144.0,3.0,,,,,,,,,,,,,,,,,
160,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:34:22.000,2023-11-09 15:30:55,473.0,3.0,64.0,23.0,86.0,52.0,514.0,2023-11-09 15:34:22.000,0.11.3,22.0,23.0,26,True,,52.0,mamba,,,1037.0,907.0,https://pypi.org/project/mamba,2023-11-09 15:34:22.000,130.0,5147.0,5147.0,,,,3.0,,,,,,,,,,,,,,,,,
161,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-01-09 10:11:45.000,2023-10-15 16:08:38,586.0,,57.0,9.0,123.0,129.0,481.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,26,True,PyCQA/docformatter,20.0,docformatter,conda-forge/docformatter,,3470.0,3308.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,162.0,369273.0,372028.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,110163.0,3.0,11.0,,,,,,,,,,,,,,,,
162,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,41.0,7.0,61.0,95.0,481.0,,,18.0,22.0,26,False,,56.0,darglint,conda-forge/darglint,,20299.0,20299.0,https://pypi.org/project/darglint,,,355592.0,357189.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,83090.0,3.0,,,,,,,,,,,,,,,,,
163,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-01-01 16:26:19.000,2023-11-07 13:52:10,172.0,3.0,11.0,3.0,54.0,23.0,162.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,26,True,,6.0,flake8-black,conda-forge/flake8-black,['flake8'],7811.0,7532.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,279.0,686089.0,694458.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,460327.0,3.0,,,,,,,,,,,,,,,,,
164,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,620.0,159.0,35.0,119.0,1982.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,166.0,uiautomator,,,262.0,262.0,https://pypi.org/project/uiautomator,,,19884.0,19884.0,,,,3.0,,,,,,,,,,,,,,,,,
165,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,161.0,1760.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,107.0,dephell,,,842.0,825.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,17.0,2017.0,2021.0,,,,3.0,254.0,,,,,,,,,,,,,,,,
166,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-01-25 00:14:55.000,2024-01-25 00:14:55,1117.0,26.0,74.0,26.0,83.0,176.0,780.0,2024-01-16 21:26:31.000,4.0.0,48.0,39.0,25,True,,7.0,green,conda-forge/green,,,,https://pypi.org/project/green,,,14379.0,17556.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,133437.0,3.0,,,,,,,,,,,,,,,,,
167,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2024-01-08 16:46:38.000,2023-04-16 08:34:06,854.0,,33.0,13.0,30.0,307.0,298.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,178.0,py2app,,,4679.0,4679.0,https://pypi.org/project/py2app,,,20278.0,20278.0,,,,3.0,,,,,,,,,,,,,,,,,
168,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000,2023-12-18 11:40:52,570.0,2.0,39.0,7.0,71.0,77.0,283.0,,,43.0,22.0,25,True,,20.0,check-manifest,conda-forge/check-manifest,,13087.0,9826.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3261.0,176651.0,178447.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,109583.0,3.0,,,,,,,,,,,,,,,,,
169,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,53.0,234.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,25,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],4368.0,3864.0,https://pypi.org/project/pytest-mypy,2022-12-18 18:49:02.248,504.0,232018.0,234019.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,94050.0,3.0,,,,,,,,,,,,,,,,,
