,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-05-25 11:01:49.000,2023-05-25 11:01:47,2195.0,45.0,368.0,26.0,1593.0,113.0,959.0,2221.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,35,True,,wemake-python-styleguide,,,14740.0,14689.0,https://pypi.org/project/wemake-python-styleguide,263495.0,263495.0,,,,2.0,2022-09-27 22:22:25.120,51.0,,,,,,,,,,,,,,,
44,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-05-23 00:30:26.000,2023-05-23 00:30:26,8644.0,88.0,285.0,61.0,977.0,658.0,2719.0,1698.0,2023-03-21 16:25:11.000,4.5.2,32.0,148.0,35,True,,scons,conda-forge/scons,,60.0,,https://pypi.org/project/scons,656974.0,662933.0,https://anaconda.org/conda-forge/scons,2023-03-22 07:57:20.421,439152.0,2.0,2022-07-30 21:23:00.222,60.0,1287.0,,,,,,,,,,,,,,
45,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-05-24 21:50:47.170,2023-05-24 18:28:10,920.0,12.0,195.0,36.0,237.0,119.0,238.0,1428.0,,,20.0,86.0,35,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],254078.0,254078.0,https://pypi.org/project/pytest-cov,23361316.0,23459791.0,https://anaconda.org/conda-forge/pytest-cov,2023-05-24 21:50:47.170,8468903.0,2.0,,,,,,,,,,,,,,,,,
46,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-05-17 22:07:58.000,2023-04-14 07:08:49,336.0,16.0,342.0,61.0,144.0,162.0,97.0,5145.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,34,True,,pipreqs,conda-forge/pipreqs,,19686.0,19323.0,https://pypi.org/project/pipreqs,2317038.0,2317487.0,https://anaconda.org/conda-forge/pipreqs,2023-04-14 08:24:42.847,35970.0,2.0,2021-10-23 09:15:35.000,363.0,,,,,,,,,,,,,,,
47,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a robust data generator for Python, capable of rapidly producing large volumes of synthetic data for..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-05-25 10:57:18.000,2023-05-21 14:56:27,2472.0,138.0,314.0,61.0,1019.0,7.0,309.0,3969.0,2023-05-20 12:06:02.495,10.0.0,46.0,115.0,34,True,,mimesis,conda-forge/mimesis,,1407.0,1341.0,https://pypi.org/project/mimesis,117563.0,121085.0,https://anaconda.org/conda-forge/mimesis,2023-05-20 14:16:08.650,119583.0,2.0,2022-12-17 18:19:31.923,66.0,410.0,,,,,,,,,,,,,,
48,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-05-22 15:13:28.000,2023-05-22 15:13:26,1339.0,29.0,180.0,33.0,241.0,28.0,246.0,2579.0,2023-04-06 12:17:40.000,23.1.0,12.0,98.0,34,False,,structlog,conda-forge/structlog,,8396.0,8396.0,https://pypi.org/project/structlog,8405856.0,8409523.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,300747.0,2.0,,,,,,,,,,,,,,,,,
49,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-05-24 10:49:00.000,2023-05-24 10:48:28,4015.0,430.0,232.0,43.0,38.0,11.0,1107.0,2226.0,2023-05-19 22:06:48.000,8.2.1,307.0,29.0,34,False,,pyarmor,,,853.0,829.0,https://pypi.org/project/pyarmor,172222.0,172222.0,,,,2.0,2022-12-11 06:32:00.693,24.0,,,,,,,,,,,,,,,
50,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-05-25 11:51:55.174,2023-05-25 01:19:58,1379.0,30.0,166.0,35.0,257.0,52.0,308.0,1812.0,2023-05-25 01:30:01.451,1.10.2,124.0,88.0,34,True,,prospector,conda-forge/prospector,,5044.0,4275.0,https://pypi.org/project/prospector,642481.0,643361.0,https://anaconda.org/conda-forge/prospector,2023-05-25 11:51:55.174,71280.0,1.0,2023-01-10 19:32:09.781,769.0,,,,,,,,,,,,,,,
51,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-04-25 23:37:23.000,2023-04-25 23:37:22,556.0,1.0,169.0,27.0,289.0,56.0,447.0,1264.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,34,True,,pyflakes,conda-forge/pyflakes,,239546.0,225786.0,https://pypi.org/project/pyflakes,20472489.0,20546643.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,6154856.0,2.0,2022-11-24 16:55:02.246,13760.0,,,,,,,,,,,,,,,
52,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-05-22 21:19:07.000,2023-05-22 21:19:06,522.0,127.0,93.0,19.0,88.0,13.0,250.0,1199.0,2023-05-12 07:43:21.691,4.0.0,59.0,29.0,34,True,,typeguard,conda-forge/typeguard,,16389.0,14967.0,https://pypi.org/project/typeguard,9070857.0,9075959.0,https://anaconda.org/conda-forge/typeguard,2023-05-12 09:34:55.089,265337.0,3.0,2023-03-01 22:37:52.893,1422.0,,,,,,,,,,,,,,,
53,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-05-24 18:20:33.000,2023-05-24 18:20:33,644.0,5.0,201.0,26.0,377.0,64.0,252.0,495.0,2023-04-12 16:11:39.000,23.1,18.0,89.0,34,False,,packaging,conda-forge/packaging,,726457.0,726457.0,https://pypi.org/project/packaging,152373059.0,152765301.0,https://anaconda.org/conda-forge/packaging,2023-04-12 22:06:30.481,32554777.0,2.0,,,710.0,,,,,,,,,,,,,,
54,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-05-22 22:19:28.000,2023-05-22 22:19:27,864.0,33.0,119.0,29.0,169.0,31.0,333.0,409.0,,,29.0,71.0,34,True,,wheel,conda-forge/wheel,,210405.0,210405.0,https://pypi.org/project/wheel,171975609.0,172767834.0,https://anaconda.org/conda-forge/wheel,2023-03-14 16:43:24.949,64962490.0,2.0,,,,,,,,,,,,,,,,,
55,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-05-25 08:23:47.000,2023-05-25 08:23:39,3096.0,43.0,2738.0,382.0,950.0,27.0,1575.0,31966.0,2023-05-25 08:23:47.000,2.3.18,74.0,420.0,33,True,,pyenv,,,,,https://pypi.org/project/pyenv,9817.0,9817.0,,,,2.0,,,,,,,,,,,,,,,,,
56,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-05-25 14:15:03.000,2023-05-24 07:08:44,559.0,19.0,267.0,71.0,432.0,113.0,433.0,6455.0,2023-03-12 06:08:11.000,1.2.0,24.0,92.0,33,True,,pipx,conda-forge/pipx,,1226.0,1226.0,https://pypi.org/project/pipx,1072146.0,1073658.0,https://anaconda.org/conda-forge/pipx,2023-03-13 16:16:53.369,25420.0,3.0,,,795.0,,,,,,,,,,,,,,
57,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-04-18 22:40:40.000,2023-02-22 05:49:22,592.0,,249.0,33.0,219.0,129.0,177.0,3680.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4602.0,,https://pypi.org/project/freezegun,6314092.0,6326049.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,1028336.0,2.0,2022-08-12 12:25:03.405,4602.0,,,,,,,,,,,,,,,
58,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-05-23 19:55:36.000,2023-04-30 10:08:19,610.0,1.0,131.0,22.0,88.0,72.0,129.0,1663.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,33,True,,tabulate,conda-forge/tabulate,,128270.0,120574.0,https://pypi.org/project/tabulate,45617000.0,45675358.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4902108.0,2.0,2022-10-06 17:23:25.701,7696.0,,,,,,,,,,,,,,,
59,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-05-16 11:07:04.000,2023-05-16 11:07:04,551.0,10.0,124.0,34.0,224.0,12.0,125.0,1595.0,2022-10-05 18:53:03.000,3.10.0,37.0,64.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],62995.0,62995.0,https://pypi.org/project/pytest-mock,10084813.0,10110022.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,2067157.0,2.0,,,,,,,,,,,,,,,,,
60,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-05-12 12:06:46.491,2023-05-12 08:01:49,682.0,10.0,176.0,35.0,155.0,45.0,134.0,1586.0,2023-05-12 08:13:47.000,1.8.0,46.0,91.0,33,False,,nodeenv,conda-forge/nodeenv,,47023.0,47023.0,https://pypi.org/project/nodeenv,10624804.0,10662543.0,https://anaconda.org/conda-forge/nodeenv,2023-05-12 12:06:46.491,2566290.0,2.0,,,,,,,,,,,,,,,,,
61,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-04-26 12:28:32.000,2023-02-28 17:40:55,262.0,1.0,206.0,26.0,82.0,9.0,89.0,1493.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,51158.0,50349.0,https://pypi.org/project/python-json-logger,15322246.0,15373881.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-22 15:29:12.361,3769371.0,2.0,2022-07-11 14:10:01.875,809.0,,,,,,,,,,,,,,,
62,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-05-23 07:11:23.000,2023-05-13 19:04:08,464.0,51.0,204.0,23.0,320.0,121.0,212.0,588.0,2022-11-11 08:16:56.000,3.2.0,20.0,49.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],33728.0,33728.0,https://pypi.org/project/pytest-html,3297632.0,3303453.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,419168.0,2.0,,,,,,,,,,,,,,,,,
63,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,,93.0,23.0,106.0,9.0,104.0,539.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,311520.0,305515.0,https://pypi.org/project/parso,18139922.0,18354431.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,13943125.0,2.0,2021-11-30 21:05:47.000,6005.0,,,,,,,,,,,,,,,
64,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-05-25 01:30:50.000,2023-05-24 21:52:11,468.0,6.0,340.0,115.0,285.0,110.0,185.0,10294.0,2022-09-07 21:58:56.000,0.3.14,20.0,32.0,32,True,,py-spy,conda-forge/py-spy,,2648.0,2648.0,https://pypi.org/project/py-spy,2802031.0,2813158.3333333335,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,441346.0,2.0,,,12198.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,599.3333333333334,406041.0,
65,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-05-24 06:49:05.000,2023-05-24 02:43:17,2283.0,131.0,220.0,32.0,682.0,30.0,1043.0,4606.0,2023-05-10 03:30:00.605,2.6.1,161.0,113.0,32,True,,pdm,conda-forge/pdm,,175.0,138.0,https://pypi.org/project/pdm,209246.0,215749.0,https://anaconda.org/conda-forge/pdm,2023-05-10 06:08:26.595,130078.0,3.0,2023-03-02 07:45:03.847,37.0,3.0,,,,,,,,,,,,,,
66,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-05-23 15:52:15.000,2023-05-23 15:52:13,1204.0,7.0,216.0,48.0,267.0,157.0,167.0,2677.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,32,True,,pudb,conda-forge/pudb,,5595.0,4836.0,https://pypi.org/project/pudb,202846.0,205475.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,215641.0,1.0,2022-11-03 17:20:34.545,759.0,,,,,,,,,,,,,,,
67,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-05-16 14:17:25.000,2023-05-14 14:47:29,1157.0,14.0,116.0,33.0,264.0,126.0,269.0,1956.0,2023-05-14 14:50:50.819,3.9.0,49.0,66.0,32,True,,flit,conda-forge/flit,,1844.0,1417.0,https://pypi.org/project/flit,147549.0,149654.0,https://anaconda.org/conda-forge/flit,2023-05-14 17:16:09.544,157922.0,3.0,2022-11-05 13:10:04.066,427.0,,,,,,,,,,,,,,,
68,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-04-11 09:56:01.000,2023-04-11 09:56:01,379.0,8.0,146.0,28.0,83.0,60.0,127.0,1705.0,2023-03-09 15:41:00.602,0.13.13,46.0,57.0,32,True,,ipdb,conda-forge/ipdb,,54136.0,45180.0,https://pypi.org/project/ipdb,2191500.0,2195911.0,https://anaconda.org/conda-forge/ipdb,2023-03-23 21:56:15.404,361766.0,1.0,2022-12-13 15:37:01.965,8956.0,,,,,,,,,,,,,,,
69,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-05-05 07:09:09.431,2023-05-05 05:10:46,3141.0,20.0,144.0,27.0,344.0,70.0,224.0,1616.0,,,23.0,77.0,32,True,,rope,conda-forge/rope,,63633.0,63633.0,https://pypi.org/project/rope,630700.0,646387.0,https://anaconda.org/conda-forge/rope,2023-05-05 07:09:09.431,1145223.0,1.0,,,,,,,,,,,,,,,,,
70,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-05-18 08:05:18.000,2023-03-18 11:25:49,975.0,3.0,97.0,21.0,67.0,11.0,200.0,815.0,2022-10-26 13:47:55.000,4.2.0,44.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,28631.0,28631.0,https://pypi.org/project/progressbar2,15520433.0,15531943.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,907230.0,2.0,,,1887.0,,,,,,,,,,,,,,
71,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-05-22 19:55:23.000,2023-05-22 18:31:16,1012.0,67.0,312.0,56.0,233.0,20.0,92.0,10583.0,2023-02-21 20:02:22.000,1.7.0,11.0,33.0,31,True,,memray,conda-forge/memray,,147.0,147.0,https://pypi.org/project/memray,81570.0,84588.0,https://anaconda.org/conda-forge/memray,2023-02-22 05:53:10.527,39244.0,2.0,,,,,,,,,,,,,,,,,
72,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-05-25 06:57:25.000,2023-05-24 14:31:31,14247.0,599.0,394.0,111.0,358.0,108.0,238.0,6353.0,2023-02-14 00:24:14.000,0.9.18,11.0,243.0,31,True,,pyre-check,,,,,https://pypi.org/project/pyre-check,52450.0,52450.0,,,,3.0,,,,,,,,,,,,,,,,,
73,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-05-24 15:16:18.000,2023-05-24 15:16:18,1452.0,6.0,1557.0,165.0,676.0,166.0,603.0,4370.0,,,19.0,115.0,31,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,3321631.0,3362856.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-05-23 11:45:55.227,3339242.0,2.0,,,,,,,,,,,,,,,,,
74,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-05-10 13:59:56.000,2023-01-16 03:40:03,1483.0,,165.0,53.0,162.0,80.0,215.0,1599.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,,doit,conda-forge/doit,,1804.0,1512.0,https://pypi.org/project/doit,394307.0,397346.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,197575.0,3.0,2022-04-22 15:33:23.000,292.0,,,,,,,,,,,,,,,
75,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-05-09 07:41:22.000,2023-03-26 13:44:46,538.0,11.0,101.0,31.0,81.0,20.0,145.0,1444.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,31,True,,radon,conda-forge/radon,,4665.0,4030.0,https://pypi.org/project/radon,436925.0,437800.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,58651.0,2.0,2021-08-08 13:25:20.000,635.0,,,,,,,,,,,,,,,
76,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-05-24 10:04:41.000,2023-05-24 10:04:41,571.0,22.0,91.0,11.0,158.0,44.0,293.0,1225.0,2023-01-19 23:00:14.000,0.20.0,15.0,36.0,31,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],7841.0,7841.0,https://pypi.org/project/mkdocstrings,354704.0,356772.0,https://anaconda.org/conda-forge/mkdocstrings,2023-05-23 00:41:41.981,64117.0,2.0,,,,,,,,,,,,,,,,,
77,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-05-09 05:14:52.000,2023-04-04 06:58:55,1023.0,7.0,185.0,55.0,318.0,105.0,190.0,1163.0,2022-11-09 16:51:21.000,6.1.1,4.0,54.0,31,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2821.0,2821.0,https://pypi.org/project/pytest-bdd,697623.0,698728.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,53086.0,2.0,,,,,,,,,,,,,,,,,
78,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-05-24 23:11:25.000,2023-05-23 05:24:26,1583.0,60.0,200.0,29.0,933.0,71.0,780.0,1080.0,2023-05-23 06:15:02.632,6.15.0,63.0,103.0,31,True,,cx_freeze,conda-forge/cx_freeze,,43.0,,https://pypi.org/project/cx_freeze,106505.0,110873.0,https://anaconda.org/conda-forge/cx_freeze,2023-05-23 13:54:12.142,227187.0,2.0,2023-01-30 09:51:27.855,43.0,,,,,,,5.0,,,,,,,,
79,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-05-14 15:25:13.000,2023-04-23 01:30:43,524.0,10.0,131.0,24.0,396.0,51.0,265.0,1062.0,2023-04-23 01:43:49.000,2023.04.22,25.0,86.0,31,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4060.0,4060.0,https://pypi.org/project/nox,1047424.0,1050624.0,https://anaconda.org/conda-forge/nox,2023-04-29 21:25:10.082,176013.0,2.0,,,,,,,,,,,,,,,,,
80,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,,188.0,19.0,313.0,111.0,222.0,1048.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,31,True,,pydocstyle,conda-forge/pydocstyle,,58103.0,55317.0,https://pypi.org/project/pydocstyle,3063684.0,3080599.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1387083.0,2.0,2023-01-17 20:31:11.783,2786.0,60.0,,,,,,,,,,,,,,
81,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-05-22 17:42:56.000,2023-05-22 17:42:56,312.0,19.0,92.0,8.0,195.0,47.0,144.0,940.0,2023-05-10 00:00:02.878,23.5.9,58.0,74.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],32678.0,32241.0,https://pypi.org/project/flake8-bugbear,1922089.0,1937657.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-05-11 21:59:40.652,700562.0,2.0,2023-01-20 21:20:01.679,437.0,,,,,,,,,,,,,,,
82,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-05-22 06:14:18.000,2023-05-22 06:14:18,2167.0,123.0,157.0,21.0,763.0,137.0,394.0,774.0,2022-02-06 14:17:08.000,0.5.1,13.0,74.0,31,True,,asv,conda-forge/asv,,932.0,932.0,https://pypi.org/project/asv,21426.0,30789.0,https://anaconda.org/conda-forge/asv,2022-11-04 11:34:14.554,711657.0,2.0,,,,,,,,,,,,,,,,,
83,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-04-30 12:05:23.000,2023-04-21 00:12:44,383.0,10.0,170.0,30.0,88.0,63.0,56.0,693.0,,,6.0,29.0,31,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],98230.0,98230.0,https://pypi.org/project/alabaster,6225907.0,6299446.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,6030233.0,2.0,,,,,,,,,,,,,,,,,
84,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-05-15 17:36:58.000,2023-05-03 22:39:02,305.0,12.0,93.0,11.0,189.0,27.0,139.0,484.0,2023-04-13 18:32:10.000,1.23.0,35.0,52.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],36753.0,36753.0,https://pypi.org/project/sphinx-autodoc-typehints,1184951.0,1192556.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-01-25 17:54:59.740,501979.0,2.0,,,,,,,,,,,,,,,,,
85,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-05-10 00:07:23.000,2023-04-25 15:44:10,2953.0,14.0,240.0,70.0,217.0,139.0,220.0,7704.0,2023-04-20 20:02:50.000,1.5.21.2,37.0,39.0,30,True,,scalene,,,447.0,447.0,https://pypi.org/project/scalene,14900.0,14900.0,,,,2.0,,,,,,,,,,,,,,,,,
