,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-10-06 09:53:23.000,2022-09-03 10:56:22,1928.0,4.0,1168.0,204.0,490.0,558.0,23045.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,376.0,tqdm,conda-forge/tqdm,,353271.0,330842.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,22429.0,44331363.0,44520136.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,14333017.0,1.0,10129.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-10-01 01:53:08.992101,2.0,4048.0,,,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-10-05 05:52:46.000,2022-10-03 17:30:02,1791.0,144.0,2078.0,233.0,1072.0,1609.0,15052.0,2022-09-27 23:29:59.250,1.4.0,53.0,221.0,42,True,121.0,mkdocs,conda-forge/mkdocs,['mkdocs'],29500.0,25750.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,1143434.0,1146045.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,203670.0,1.0,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-10-02 18:33:24.000,2022-10-02 18:33:24,8505.0,96.0,1828.0,233.0,2029.0,4381.0,9586.0,2022-09-19 15:43:47.717,5.4.1,42.0,438.0,42,True,277.0,pyinstaller,conda-forge/pyinstaller,,31002.0,30813.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,823086.0,834535.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,355255.0,1.0,731787.0,,,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-10-04 13:44:43.000,2022-10-04 13:42:29,4577.0,188.0,2508.0,108.0,2033.0,1548.0,11254.0,2022-10-02 14:50:10.172,8.5.6,281.0,164.0,41,True,10.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],18517.0,17252.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1551314.0,1555203.0,https://anaconda.org/conda-forge/mkdocs-material,2022-09-18 18:35:12.577,159475.0,1.0,,,,,,,,,,,,,,,,,,,,
17,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-10-05 13:50:42.000,2022-10-04 14:21:28,13717.0,154.0,2004.0,481.0,594.0,3702.0,7341.0,2022-05-16 07:56:15.000,5.0.1,93.0,170.0,41,True,239.0,robotframework,conda-forge/robotframework,,6999.0,5951.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1048.0,1635356.0,1637038.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,95607.0,1.0,539.0,,,,,,,,,,,,,,,,,,,
18,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-10-05 09:02:05.588,2022-10-05 05:17:17,12476.0,199.0,527.0,69.0,2150.0,1281.0,6243.0,2022-10-05 05:18:25.516,6.56.1,995.0,295.0,41,True,37.0,hypothesis,conda-forge/hypothesis,,16234.0,14260.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,1974.0,3222724.0,3306466.0,https://anaconda.org/conda-forge/hypothesis,2022-10-05 09:02:05.588,6280691.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
19,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-10-04 01:19:13.000,2022-10-04 01:19:12,2292.0,60.0,229.0,32.0,262.0,1415.0,2337.0,2022-08-03 23:23:36.795,5.0.4,86.0,168.0,41,True,28.0,flake8,conda-forge/flake8,,337134.0,295235.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,41899.0,17620388.0,17684555.0,https://anaconda.org/conda-forge/flake8,2022-08-04 20:32:50.634,4876712.0,1.0,,,,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-10-06 04:31:01.000,2022-10-04 17:28:29,2602.0,206.0,1733.0,179.0,2049.0,3610.0,22094.0,2022-09-16 18:22:23.000,1.2.1,153.0,400.0,40,True,993.0,poetry,conda-forge/poetry,,155.0,,https://pypi.org/project/poetry,2022-08-31 03:48:14.633,155.0,9491683.0,9767464.0,https://anaconda.org/conda-forge/poetry,2022-08-31 12:09:56.826,638848.0,1.0,14158219.0,,,,,,,,,,,,,,,,,,,
21,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-10-06 13:31:26.000,2022-10-06 13:28:04,16061.0,99.0,1260.0,196.0,3259.0,7717.0,4901.0,2022-09-20 09:40:51.000,22.9.0,100.0,398.0,40,True,1058.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,207889.0,640653.0,https://anaconda.org/conda-forge/conda,2022-09-27 23:46:05.654,32024604.0,1.0,,,,,,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-10-06 06:11:05.000,2022-09-19 23:06:28,591.0,36.0,955.0,161.0,1163.0,1165.0,4273.0,2022-09-08 03:30:59.000,20.16.5,193.0,224.0,40,True,76.0,virtualenv,conda-forge/virtualenv,,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,36780710.0,36820961.0,https://anaconda.org/conda-forge/virtualenv,2022-09-08 13:29:58.143,2696866.0,2.0,,,,,,,,,,,,,,,,,,,,
23,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-10-06 13:55:52.000,2022-10-05 18:54:46,7873.0,281.0,915.0,73.0,3089.0,3854.0,4259.0,2022-09-20 06:35:50.564,2.15.3,153.0,482.0,40,True,669.0,pylint,conda-forge/pylint,,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,12569417.0,12613315.0,https://anaconda.org/conda-forge/pylint,2022-09-19 20:34:46.218,3248472.0,1.0,,,,,,,,,,,,,,,,,,,,
24,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-10-04 21:57:27.000,2022-10-01 14:58:22,2113.0,19.0,424.0,42.0,1054.0,1308.0,3009.0,2022-09-08 06:15:10.471,3.26.0,131.0,263.0,40,True,64.0,tox,conda-forge/tox,['pytest'],84377.0,63482.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20895.0,5353596.0,5362472.0,https://anaconda.org/conda-forge/tox,2022-09-08 14:33:36.288,541485.0,1.0,,,,,,,,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-10-05 13:33:48.000,2022-10-03 23:13:54,2277.0,35.0,645.0,81.0,941.0,1553.0,8940.0,2022-07-11 00:58:54.000,2.20.0,169.0,142.0,39,True,24.0,pre-commit,conda-forge/pre-commit,,65513.0,62065.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,6612470.0,6663762.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1860039.0,1.0,143001.0,,,,,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-09-05 20:36:59.000,2022-09-03 12:36:01,8274.0,8.0,464.0,114.0,562.0,1266.0,5242.0,2021-11-17 00:47:47.000,0.18.1,31.0,152.0,39,True,47.0,jedi,conda-forge/jedi,,237179.0,228870.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8309.0,15458489.0,15620979.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,11699295.0,1.0,,,,,,,,,,,,,,,,,,,,
27,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-09-29 00:28:48.000,2022-09-29 00:28:48,1319.0,22.0,658.0,123.0,432.0,577.0,4694.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,38,True,119.0,pycodestyle,conda-forge/pycodestyle,,267218.0,255856.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,27249915.0,27316253.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,5041709.0,1.0,,,,,,,,,,,,,,,,,,,,
28,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-09-23 01:37:35.000,2022-09-23 01:37:35,2775.0,32.0,273.0,66.0,208.0,344.0,4170.0,2022-08-09 12:57:05.771,1.7.0,69.0,55.0,38,True,101.0,autopep8,conda-forge/autopep8,,141574.0,135888.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5686.0,3416937.0,3428070.0,https://anaconda.org/conda-forge/autopep8,2022-08-09 15:59:52.816,846170.0,2.0,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-10-06 08:39:46.000,2022-10-03 15:36:31,1518.0,88.0,311.0,59.0,914.0,582.0,1337.0,2022-10-03 15:37:33.712,1.9.10,164.0,145.0,38,True,176.0,sentry-sdk,conda-forge/sentry-sdk,,25582.0,24567.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,18274558.0,18279962.0,https://anaconda.org/conda-forge/sentry-sdk,2022-10-03 21:23:25.645,249547.0,1.0,4006.0,,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-10-04 08:41:26.000,2022-10-04 08:41:26,4438.0,116.0,1309.0,490.0,546.0,1320.0,21527.0,2022-07-29 11:22:05.000,3.2.7,85.0,163.0,37,True,226.0,glances,conda-forge/glances,,566.0,516.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,135300.0,137465.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,170354.0,1.0,810.0,,,,,,,,,,,,,,,,,,,
31,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-10-06 12:27:43.000,2022-10-05 21:04:49,1782.0,49.0,533.0,106.0,805.0,742.0,6281.0,2022-10-05 19:52:11.824,6.9.0,105.0,175.0,37,True,134.0,pip-tools,conda-forge/pip-tools,,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,6750666.0,6752496.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,54902.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
32,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-09-10 18:27:11.000,2022-05-20 06:58:02,3909.0,,469.0,41.0,854.0,1018.0,5227.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,37,True,99.0,isort,conda-forge/isort,,290110.0,274988.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,23530224.0,23579622.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3704862.0,2.0,,,,,,,,,,,,,,,,,,,,
33,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-10-05 13:30:02.000,2022-10-03 21:12:51,1415.0,58.0,1691.0,160.0,619.0,559.0,4190.0,2021-12-15 14:46:50.702,0.1.0,32.0,110.0,37,True,217.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6044.0,3044102.0,3081621.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2776463.0,2.0,,,,,,,,,,,,,,,,,,,,
34,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-10-06 09:17:06.000,2022-10-06 09:17:06,1115.0,73.0,162.0,30.0,214.0,215.0,2219.0,2022-07-20 11:47:25.000,22.1.0,28.0,91.0,37,True,25.0,structlog,conda-forge/structlog,,6240.0,5301.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,3538513.0,3541673.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,237052.0,2.0,,,,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-10-05 04:30:23.000,2022-09-28 15:20:20,903.0,33.0,182.0,34.0,221.0,220.0,1320.0,2022-09-28 18:41:46.166,4.0.0,44.0,79.0,37,True,119.0,pytest-cov,conda-forge/pytest-cov,['pytest'],178064.0,148377.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,29687.0,16084038.0,16164610.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6365199.0,1.0,,,,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-10-05 22:42:05.000,2022-10-05 18:02:08,5366.0,196.0,506.0,76.0,433.0,3224.0,8489.0,2022-10-05 04:43:49.000,1.1.274,358.0,80.0,36,True,9.0,,,,371.0,365.0,,,,,315719.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-10-05 04:39:55.202,6.0,315719.0,,,,,,,,
37,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-10-03 08:14:48.000,2022-09-14 17:49:59,1288.0,14.0,471.0,58.0,346.0,432.0,4537.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,36,True,170.0,bandit,conda-forge/bandit,,21886.0,20402.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2678991.0,2683234.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,173618.0,1.0,476.0,,,,,,,,,,,,,,,,,,,
38,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-10-06 14:51:40.510,2022-09-30 21:53:37,3568.0,10.0,325.0,96.0,216.0,378.0,3698.0,2022-09-30 21:54:38.717,1.7.3,58.0,57.0,36,True,343.0,invoke,conda-forge/invoke,,16156.0,13525.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2631.0,3610834.0,3620915.0,https://anaconda.org/conda-forge/invoke,2022-10-06 14:51:40.510,786373.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-10-06 08:44:56.000,2022-10-06 08:44:54,2121.0,48.0,348.0,27.0,1477.0,942.0,2032.0,2022-09-27 22:22:25.120,0.17.0,55.0,176.0,36,True,99.0,wemake-python-styleguide,,,6383.0,6352.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,31.0,291165.0,291165.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
40,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-10-06 04:40:35.000,2022-10-03 20:27:13,541.0,8.0,164.0,27.0,275.0,420.0,1185.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,36,True,65.0,pyflakes,conda-forge/pyflakes,,172665.0,159025.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,18065986.0,18129740.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4845349.0,1.0,,,,,,,,,,,,,,,,,,,,
