,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-11-23 18:07:37.000,2023-11-23 18:07:36,286.0,23.0,152.0,51.0,171.0,1.0,2.0,2068.0,2023-11-23 18:07:42.000,2023.11.23,100.0,13.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2023-11-23 18:42:24.000,2023-11-23 18:42:23,232.0,33.0,31.0,11.0,146.0,5.0,11.0,551.0,2023-06-29 18:48:34.000,2023.06.29,68.0,19.0,0,True,mkdocs/catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-11-30 13:25:08.000,2023-11-28 18:14:20,15433.0,152.0,2449.0,191.0,5355.0,856.0,4690.0,10819.0,2023-10-24 19:37:45.000,7.4.3,165.0,924.0,47,True,,pytest,conda-forge/pytest,['pytest'],1113386.0,1093096.0,https://pypi.org/project/pytest,2023-10-24 19:23:14.000,20290.0,91705159.0,92344756.0,https://anaconda.org/conda-forge/pytest,2023-10-25 11:38:48.696,23665119.0,1.0,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-11-28 13:29:10.000,2023-11-28 07:08:29,14202.0,131.0,3042.0,314.0,5341.0,1072.0,6054.0,9031.0,2023-10-21 11:10:25.000,23.3.1,136.0,756.0,47,True,,pip,conda-forge/pip,,172883.0,161686.0,https://pypi.org/project/pip,2023-10-21 11:10:25.000,11197.0,202529906.0,204844582.0,https://anaconda.org/conda-forge/pip,2023-10-21 14:02:44.666,97216393.0,1.0,,,,,,,,,,,,,,,,,,,
6,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-11-30 09:26:46.278,2023-11-24 18:05:59,1746.0,119.0,2143.0,230.0,1602.0,372.0,2088.0,35552.0,2023-11-08 05:41:28.000,23.11.0,52.0,423.0,46,True,,black,conda-forge/black,,453948.0,440684.0,https://pypi.org/project/black,2023-11-08 05:41:28.000,13264.0,30355067.0,30578804.0,https://anaconda.org/conda-forge/black,2023-11-30 09:26:46.278,8912434.0,1.0,51952.0,,,,,,,,,,,,,,,,,,
7,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-11-22 17:19:32.000,2023-11-15 23:33:07,8684.0,139.0,1928.0,359.0,1840.0,198.0,3906.0,24282.0,2023-11-15 23:32:56.000,2023.11.15,383.0,490.0,45,True,,pipenv,conda-forge/pipenv,,125574.0,124317.0,https://pypi.org/project/pipenv,2023-11-15 23:32:56.000,1257.0,11273255.0,11276505.0,https://anaconda.org/conda-forge/pipenv,2023-11-16 13:48:37.531,136501.0,1.0,,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2023-11-29 21:19:18.000,2023-11-29 05:14:38,11645.0,181.0,2732.0,234.0,6733.0,2520.0,7421.0,16822.0,2023-11-23 17:58:45.000,1.7.1,112.0,679.0,45,True,,mypy,conda-forge/mypy,,225292.0,215604.0,https://pypi.org/project/mypy,2023-11-23 17:58:45.000,9688.0,19996745.0,20084807.0,https://anaconda.org/conda-forge/mypy,2023-11-23 21:26:49.740,3610563.0,1.0,,-1.0,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-11-29 08:06:41.000,2023-11-29 08:06:41,5984.0,22.0,1402.0,235.0,658.0,287.0,1410.0,9668.0,2023-10-15 09:08:50.000,5.9.6,91.0,199.0,45,True,,psutil,conda-forge/psutil,,417697.0,399997.0,https://pypi.org/project/psutil,2023-10-15 09:08:50.000,17700.0,88966066.0,89651627.0,https://anaconda.org/conda-forge/psutil,2023-09-22 07:35:14.305,27422479.0,1.0,,,,,,,,,,,,,,,,,,,
10,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-11-29 00:23:59.000,2023-11-28 16:55:30,14293.0,187.0,1044.0,92.0,1471.0,570.0,1821.0,2187.0,2023-11-21 19:01:21.000,69.0.2,555.0,586.0,45,True,,setuptools,conda-forge/setuptools,,470297.0,431122.0,https://pypi.org/project/setuptools,2023-11-21 19:00:58.000,39175.0,327185196.0,329521077.0,https://anaconda.org/conda-forge/setuptools,2023-09-12 19:55:09.802,98107016.0,1.0,,-1.0,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-11-30 12:20:14.000,2023-11-15 22:14:14,20450.0,57.0,1977.0,148.0,5061.0,1207.0,5510.0,5770.0,2023-09-13 23:13:23.000,7.2.6,198.0,790.0,44,True,,sphinx,conda-forge/sphinx,['sphinx'],407471.0,343976.0,https://pypi.org/project/sphinx,2023-09-13 23:13:23.000,63495.0,12273461.0,12477212.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8557562.0,1.0,,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-11-30 13:30:23.000,2023-11-15 16:31:56,3870.0,37.0,1675.0,551.0,1048.0,197.0,1056.0,45618.0,2023-11-15 16:33:44.000,13.7.0,190.0,235.0,43,True,,rich,conda-forge/rich,,149680.0,144087.0,https://pypi.org/project/rich,2023-11-15 16:32:11.000,5593.0,36965146.0,37108464.0,https://anaconda.org/conda-forge/rich,2023-11-16 18:47:06.251,5732759.0,1.0,,,,,,,,,,,,,,,,,,,
13,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-11-30 05:34:59.000,2023-11-30 03:22:04,5749.0,909.0,670.0,69.0,5319.0,609.0,2817.0,20757.0,2023-11-17 18:52:35.000,0.1.6,273.0,323.0,43,True,astral-sh/ruff,ruff,conda-forge/ruff,,25780.0,24148.0,https://pypi.org/project/ruff,2023-11-17 18:45:25.000,1632.0,7667759.0,7712643.0,https://anaconda.org/conda-forge/ruff,2023-11-17 22:00:45.100,431160.0,1.0,98498.0,,,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-11-30 12:30:34.000,2023-11-30 12:30:31,5904.0,373.0,3207.0,124.0,2652.0,29.0,2090.0,16380.0,2023-11-26 15:59:00.000,9.4.14,359.0,242.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],41058.0,39990.0,https://pypi.org/project/mkdocs-material,2023-11-26 15:59:00.000,1068.0,3381320.0,3389317.0,https://anaconda.org/conda-forge/mkdocs-material,2023-11-26 18:39:43.239,335907.0,1.0,,,,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-11-30 13:06:50.000,2023-11-30 12:21:44,14387.0,245.0,2207.0,480.0,688.0,304.0,3995.0,8540.0,2023-07-28 19:29:00.000,6.1.1,122.0,191.0,43,True,,robotframework,conda-forge/robotframework,,10469.0,9346.0,https://pypi.org/project/robotframework,2023-11-22 20:52:36.000,1123.0,1775115.0,1780280.0,https://anaconda.org/conda-forge/robotframework,2023-10-10 22:35:13.903,165135.0,1.0,553.0,,,,,,,,,,,,,,,,,,
16,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-11-29 15:15:02.000,2023-11-29 15:15:02,16624.0,142.0,1427.0,196.0,3971.0,743.0,8674.0,5842.0,2023-10-30 16:37:48.000,23.10.0,100.0,446.0,43,True,,conda,conda-forge/conda,,45447.0,44351.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1096.0,113262.0,1261098.0,https://anaconda.org/conda-forge/conda,2023-11-07 21:45:39.233,48209143.0,1.0,,,,,,,,,,,,,,,,,,,
17,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-10-18 21:45:39.000,2023-10-04 07:41:55,8402.0,16.0,502.0,114.0,590.0,51.0,1324.0,5562.0,2023-10-02 09:20:35.000,0.19.1,34.0,165.0,43,True,,jedi,conda-forge/jedi,,378820.0,370321.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,8499.0,30363687.0,30852132.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,20026271.0,1.0,,,,,,,,,,,,,,,,,,,
18,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-11-29 22:43:24.000,2023-08-10 10:52:15,1964.0,,1319.0,208.0,535.0,464.0,577.0,26373.0,2023-08-10 11:59:02.000,4.66.1,135.0,112.0,42,True,,tqdm,conda-forge/tqdm,,625082.0,596622.0,https://pypi.org/project/tqdm,2023-08-10 11:38:57.000,28460.0,78472057.0,79060729.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24128228.0,1.0,11468.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4130.0,,,,,,,,,,,,
19,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-11-25 17:25:25.000,2023-11-21 20:46:31,2001.0,50.0,2311.0,229.0,1218.0,129.0,1781.0,17470.0,2023-09-18 21:27:59.000,1.5.3,60.0,245.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],57455.0,52812.0,https://pypi.org/project/mkdocs,2023-09-18 21:26:09.000,4643.0,2448579.0,2459195.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,307869.0,1.0,,,,,,,,,,,,,,,,,,,
20,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-11-26 23:35:07.000,2023-11-26 15:24:31,9074.0,128.0,1950.0,231.0,2294.0,274.0,4830.0,10815.0,2023-11-11 16:53:08.000,6.2.0,59.0,461.0,42,True,,pyinstaller,conda-forge/pyinstaller,,51629.0,51248.0,https://pypi.org/project/pyinstaller,2023-11-11 16:50:48.000,381.0,1855222.0,1876280.0,https://anaconda.org/conda-forge/pyinstaller,2023-11-11 19:11:28.083,508997.0,1.0,742737.0,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-11-30 06:18:48.000,2023-11-27 09:25:27,13444.0,223.0,586.0,72.0,2341.0,43.0,1419.0,7042.0,2023-11-27 09:25:30.000,6.91.0,1101.0,320.0,42,True,,hypothesis,conda-forge/hypothesis,,25971.0,23633.0,https://pypi.org/project/hypothesis,2023-11-27 09:25:30.000,2338.0,6455244.0,6652945.0,https://anaconda.org/conda-forge/hypothesis,2023-11-27 12:36:48.546,8303457.0,1.0,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-11-28 13:32:54.000,2023-11-27 20:55:24,8998.0,159.0,1047.0,75.0,4022.0,835.0,4409.0,4952.0,2023-10-22 13:55:18.000,3.0.2,182.0,551.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,417742.0,394692.0,https://pypi.org/project/pylint,2023-10-22 13:55:18.000,23050.0,19102795.0,19217284.0,https://anaconda.org/conda-forge/pylint,2023-10-22 20:06:43.450,4694062.0,1.0,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-11-30 00:20:30.000,2023-11-29 01:54:50,748.0,27.0,1082.0,170.0,1331.0,22.0,1285.0,4589.0,2023-11-21 17:53:08.000,20.24.7,213.0,267.0,42,True,,virtualenv,conda-forge/virtualenv,,359326.0,341303.0,https://pypi.org/project/virtualenv,2023-11-21 17:52:22.000,18023.0,106008337.0,106162698.0,https://anaconda.org/conda-forge/virtualenv,2023-11-23 14:21:38.427,5711384.0,2.0,,,,,,,,,,,,,,,,,,,
24,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-11-27 22:46:50.000,2023-11-27 22:46:49,2433.0,20.0,293.0,37.0,347.0,26.0,1520.0,3108.0,2023-07-29 19:05:02.000,6.1.0,88.0,173.0,42,True,,flake8,conda-forge/flake8,,554035.0,508193.0,https://pypi.org/project/flake8,2023-07-29 19:05:02.000,45842.0,24981777.0,25147363.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6954616.0,1.0,,,,,,,,,,,,,,,,,,,
25,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-11-28 08:04:22.000,2023-11-25 09:14:18,3018.0,78.0,2149.0,191.0,2580.0,671.0,4795.0,27565.0,2023-11-16 19:09:04.000,1.7.1,166.0,501.0,41,True,,poetry,conda-forge/poetry,,343.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,343.0,26236160.0,26501906.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1072324.0,2.0,15333922.0,,,,,,,,,,,,,,,,,,
26,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-11-17 14:50:08.000,2023-11-08 21:44:38,1336.0,32.0,933.0,214.0,357.0,365.0,461.0,13494.0,2023-09-22 18:40:43.000,0.40.2,74.0,151.0,41,True,,yapf,conda-forge/yapf,,89449.0,87127.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2322.0,4899904.0,4953913.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1674286.0,2.0,,,,,,,,,,,,,,,,,,,
27,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-11-27 22:55:05.000,2023-11-27 22:55:04,2615.0,36.0,755.0,87.0,1144.0,23.0,1882.0,11249.0,2023-10-13 16:06:55.000,3.5.0,187.0,154.0,41,True,,pre-commit,conda-forge/pre-commit,,167071.0,160961.0,https://pypi.org/project/pre-commit,2023-10-13 15:57:46.000,6110.0,15071269.0,15194758.0,https://anaconda.org/conda-forge/pre-commit,2023-10-13 18:39:42.607,3949673.0,1.0,787533.0,,,,,,,,,,,,,,,,,,
28,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-11-18 17:25:03.000,2023-11-18 17:25:03,4120.0,17.0,541.0,48.0,956.0,178.0,1064.0,6155.0,2023-01-31 16:31:31.154,5.8.0,143.0,289.0,40,True,,isort,conda-forge/isort,,449632.0,431391.0,https://pypi.org/project/isort,2023-01-31 16:31:31.154,18241.0,27033882.0,27096597.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5519002.0,2.0,,,,,,,,,,,,,,,,,,,
29,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-11-30 14:03:13.000,2023-11-27 03:45:24,11675.0,327.0,543.0,134.0,336.0,154.0,1906.0,10053.0,2023-11-27 15:53:41.000,1.9.2,279.0,159.0,39,True,,nuitka,conda-forge/nuitka,,1699.0,1635.0,https://pypi.org/project/nuitka,2023-11-27 15:53:41.000,64.0,90225.0,104476.0,https://anaconda.org/conda-forge/nuitka,2023-11-27 21:03:57.530,598569.0,1.0,,,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-11-29 19:54:37.000,2023-11-29 19:54:35,677.0,31.0,500.0,42.0,1371.0,77.0,1587.0,3397.0,2023-11-28 04:14:11.000,4.11.4,209.0,292.0,39,True,,tox,conda-forge/tox,['pytest'],130029.0,107566.0,https://pypi.org/project/tox,2023-11-28 04:14:11.000,22463.0,12881279.0,12901159.0,https://anaconda.org/conda-forge/tox,2023-11-28 16:27:31.374,834961.0,1.0,,,,,,,,,,,,,,,,,,,
31,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-11-30 13:30:14.000,2023-11-30 11:34:07,2025.0,127.0,465.0,69.0,1437.0,159.0,927.0,1651.0,2023-11-29 12:28:46.000,1.38.0,208.0,198.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,53390.0,52938.0,https://pypi.org/project/sentry-sdk,2023-11-29 12:28:33.000,452.0,22324036.0,22341009.0,https://anaconda.org/conda-forge/sentry-sdk,2023-11-29 13:22:18.216,692173.0,1.0,3471.0,,,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-11-30 08:16:50.000,2023-11-30 08:16:45,6885.0,345.0,1227.0,111.0,1000.0,22.0,4818.0,11271.0,2023-11-29 06:18:52.000,1.1.338,422.0,100.0,38,True,,,,,689.0,677.0,,,,,732339.0,,,,2.0,1270.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-11-29 06:11:55.398,12.0,732273.0,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-11-29 04:23:51.000,2023-11-29 04:14:40,2069.0,39.0,602.0,103.0,981.0,161.0,867.0,7211.0,2023-08-08 23:42:23.000,7.3.0,119.0,204.0,38,True,,pip-tools,conda-forge/pip-tools,,26759.0,24192.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2567.0,10151331.0,10154466.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,131686.0,2.0,,,,,,,,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-11-09 19:33:29.000,2023-10-27 07:04:25,2846.0,13.0,298.0,73.0,234.0,122.0,362.0,4451.0,2023-08-26 13:59:08.000,2.0.4,75.0,60.0,38,True,,autopep8,conda-forge/autopep8,,202037.0,196106.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5931.0,4101720.0,4135199.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1372654.0,3.0,,,,,,,,,,,,,,,,,,,
35,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-11-21 19:28:41.000,2023-11-21 19:28:41,677.0,19.0,235.0,27.0,404.0,73.0,275.0,547.0,2023-10-01 13:50:29.000,23.2,43.0,102.0,38,True,,packaging,conda-forge/packaging,,982302.0,962477.0,https://pypi.org/project/packaging,2023-10-01 13:50:03.000,19825.0,251711820.0,252695751.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41324542.0,2.0,746.0,,,,,,,,,,,,,,,,,,
36,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-11-30 13:22:54.000,2023-11-01 14:26:27,776.0,33.0,648.0,132.0,151.0,130.0,751.0,16762.0,2023-09-11 15:25:24.000,0.7.2,21.0,51.0,37,True,,loguru,conda-forge/loguru,,71589.0,68711.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,2878.0,16587726.0,16631791.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1850756.0,2.0,,-1.0,,,,,,,,,,,,,,,,,
37,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-11-21 11:53:20.000,2023-11-21 11:53:20,1442.0,13.0,778.0,117.0,495.0,109.0,628.0,4928.0,2023-10-12 23:39:38.000,2.11.1,19.0,133.0,37,True,,pycodestyle,conda-forge/pycodestyle,,11668.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11648.0,34115968.0,34341978.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7232328.0,1.0,,,,,,,,,,,,,,,,,,,
38,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-11-30 12:09:27.000,2023-11-28 18:00:56,1478.0,8.0,1783.0,165.0,710.0,246.0,620.0,4505.0,2023-11-28 04:13:59.000,2.0.0,52.0,115.0,37,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7981.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-11-28 04:13:59.000,7965.0,3898241.0,3987491.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3659250.0,2.0,,-1.0,,,,,,,,,,,,,,,,,
39,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2023-11-28 12:30:16.000,2023-11-28 12:29:48,1481.0,82.0,190.0,33.0,275.0,27.0,276.0,2852.0,2023-10-09 14:56:16.000,23.2.0,32.0,106.0,37,True,,structlog,conda-forge/structlog,,11200.0,10081.0,https://pypi.org/project/structlog,2023-10-09 14:56:16.000,1119.0,7774808.0,7785094.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,349751.0,2.0,,,,,,,,,,,,,,,,,,,
40,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,174.0,29.0,295.0,56.0,459.0,1308.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,37,True,,pyflakes,conda-forge/pyflakes,,270698.0,256880.0,https://pypi.org/project/pyflakes,2023-07-29 17:00:40.000,13818.0,26681216.0,26898807.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6962920.0,1.0,,,,,,,,,,,,,,,,,,,
41,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-11-26 15:42:45.198,2023-11-26 14:35:45,914.0,19.0,143.0,35.0,207.0,43.0,341.0,458.0,2023-11-26 14:37:13.000,0.42.0,77.0,77.0,37,True,,wheel,conda-forge/wheel,,276447.0,239214.0,https://pypi.org/project/wheel,2023-11-26 14:37:10.000,37233.0,288026483.0,290126282.0,https://anaconda.org/conda-forge/wheel,2023-11-26 15:42:45.198,81892178.0,1.0,,,,,,,,,,,,,,,,,,,
