,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
114,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2025-08-01 14:00:08.000,2025-07-21 15:27:55,682.0,11.0,170.0,31.0,388.0,120.0,153.0,336.0,2025-06-24 12:28:53.000,1.9.0,34.0,90.0,28,False,,numpydoc,conda-forge/numpydoc,['sphinx'],,55528.0,3177.0,,https://pypi.org/project/numpydoc,2025-06-24 12:22:53.000,3177.0,https://anaconda.org/conda-forge/numpydoc,2025-06-25 14:22:41.569,3498284.0,2.0,,,,,,,,,,,,,,,,,,
115,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2025-06-01 20:57:08.000,2025-06-01 20:57:08,409.0,1.0,418.0,159.0,79.0,88.0,231.0,10705.0,2021-12-22 19:23:21.000,1.0.68,53.0,36.0,27,True,,bpytop,conda-forge/bpytop,,,447.0,230.0,229.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,https://anaconda.org/conda-forge/bpytop,2025-04-22 14:57:45.970,24148.0,3.0,,,,,,,,,,,,,,,,,,
116,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2025-06-30 11:49:13.000,2025-06-30 09:30:35,405.0,2.0,417.0,56.0,201.0,213.0,113.0,7301.0,2024-02-18 18:23:06.000,0.5.0,43.0,74.0,27,True,,pipreqs,conda-forge/pipreqs,,,595.0,40267.0,39961.0,https://pypi.org/project/pipreqs,2024-02-18 17:49:34.000,306.0,https://anaconda.org/conda-forge/pipreqs,2025-04-22 14:56:27.577,63691.0,3.0,,,,,,,,,,,,,,,,,,
117,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2025-04-22 14:56:23.864,2024-04-16 15:33:52,719.0,,380.0,82.0,166.0,136.0,117.0,4508.0,2022-11-15 17:59:01.069,0.61.0,59.0,105.0,27,False,,memory_profiler,conda-forge/memory_profiler,,,61554.0,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,464.0,https://anaconda.org/conda-forge/memory_profiler,2025-04-22 14:56:23.864,3570146.0,3.0,,,,,,,,,,,,,,,,,,
118,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2025-06-04 19:51:56.000,2025-06-04 19:51:56,777.0,1.0,165.0,27.0,166.0,40.0,190.0,3965.0,2024-12-08 17:39:52.000,2.14,54.0,46.0,27,True,,vulture,conda-forge/vulture,,,1902.0,5927.0,5724.0,https://pypi.org/project/vulture,2024-12-08 17:39:40.000,203.0,https://anaconda.org/conda-forge/vulture,2025-04-22 14:56:26.274,116052.0,2.0,,,,,,,,,,,,,,,,,,
119,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-07-23 15:43:15.000,2025-07-23 15:43:15,816.0,2.0,356.0,68.0,451.0,142.0,232.0,2434.0,2025-03-30 09:04:11.000,10.2.2,19.0,143.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,560.0,2511.0,2491.0,https://pypi.org/project/pytest-testinfra,2025-03-30 09:06:00.000,20.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,30843.0,3.0,,,,,,,,,,,,,,,,,,
120,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2025-08-05 13:55:50.000,2025-08-05 13:55:49,662.0,10.0,23.0,7.0,563.0,5.0,56.0,469.0,2024-10-27 21:51:16.000,3.16.0,41.0,16.0,27,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,14121.0,29855.0,29151.0,https://pypi.org/project/flake8-comprehensions,2024-10-27 21:51:16.000,704.0,https://anaconda.org/conda-forge/flake8-comprehensions,2025-04-22 14:56:29.814,875545.0,2.0,,,,,,,,,,,,,,,,,,
121,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2025-06-29 22:40:49.000,2025-06-29 22:34:16,438.0,1.0,513.0,168.0,167.0,169.0,174.0,10144.0,2025-06-29 22:40:49.000,0.15.3.0,96.0,45.0,26,True,,gdbgui,,,19664.0,322.0,498.0,496.0,https://pypi.org/project/gdbgui,2025-06-29 22:39:12.000,2.0,,,,3.0,,,,,,,,,,,,,,,,,,
122,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2025-04-25 02:28:32.370,2025-02-03 09:49:09,1034.0,,401.0,40.0,524.0,190.0,433.0,3668.0,2025-02-03 09:49:01.000,3.3.3,46.0,133.0,26,True,,factory_boy,conda-forge/factory_boy,,,3275.0,647.0,,https://pypi.org/project/factory_boy,2025-02-03 09:49:01.000,647.0,https://anaconda.org/conda-forge/factory_boy,2025-04-25 02:28:32.370,193251.0,3.0,,,,,,,,,,,,,,,,,,
123,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2025-08-05 11:29:51.000,2025-08-05 11:29:51,546.0,4.0,107.0,30.0,370.0,39.0,69.0,2711.0,2025-05-17 15:59:40.000,1.3.6,34.0,27.0,26,True,,notifiers,conda-forge/notifiers,,,1020.0,1408.0,1371.0,https://pypi.org/project/notifiers,2025-05-17 15:58:56.000,37.0,https://anaconda.org/conda-forge/notifiers,2025-05-20 18:12:25.759,57153.0,3.0,,,,,,,,,,,,,,,,,,
124,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2025-08-01 08:24:42.000,2025-07-11 11:22:27,1093.0,4.0,199.0,32.0,373.0,45.0,397.0,2174.0,2025-06-04 17:05:48.000,15.0.4,113.0,76.0,26,False,,pdoc,,,,,4509.0,3896.0,https://pypi.org/project/pdoc,2025-06-04 17:05:48.000,613.0,,,,2.0,,,,,,,,,,,,,,,,,-6.0,
125,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827,2024-10-20 09:52:52,549.0,,123.0,33.0,97.0,34.0,146.0,1871.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,26,True,,radon,conda-forge/radon,,,1673.0,6983.0,6766.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,217.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,100422.0,2.0,,,,,,,,,,,,,,,,,,
126,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2025-08-01 04:57:18.000,2025-07-30 04:17:09,1439.0,4.0,262.0,86.0,400.0,104.0,428.0,1837.0,2025-08-01 04:57:19.000,0.13.16,685.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,6510.0,6.0,,https://pypi.org/project/pybuilder,2025-07-30 04:26:23.000,6.0,https://anaconda.org/conda-forge/pybuilder,2025-07-30 10:44:56.807,292993.0,3.0,,,,,,,,,,,,,,,,,,
127,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-05-09 06:16:42.000,2025-05-09 06:16:42,448.0,,75.0,18.0,167.0,28.0,94.0,1455.0,2024-02-01 18:30:29.000,1.0.0,30.0,54.0,26,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],41.0,5415.0,29382.0,28220.0,https://pypi.org/project/pytest-sugar,2024-02-01 18:30:29.000,1162.0,https://anaconda.org/conda-forge/pytest-sugar,2025-04-22 14:56:39.433,319446.0,3.0,,,,,,,,,,,,,,,,,,
128,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2025-08-05 15:09:18.000,2025-08-05 15:09:09,1059.0,5.0,121.0,19.0,86.0,114.0,91.0,1361.0,2024-10-30 11:51:45.000,5.1.0,46.0,49.0,26,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],,49512.0,915.0,,https://pypi.org/project/pytest-benchmark,2024-10-30 11:51:45.000,915.0,https://anaconda.org/conda-forge/pytest-benchmark,2025-04-22 14:56:21.335,2574634.0,3.0,,,,,,,,,,,,,,,,,,
129,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2025-07-21 21:47:21.000,2025-07-15 21:35:24,1113.0,8.0,104.0,28.0,39.0,24.0,160.0,954.0,2025-07-15 22:01:38.000,0.14.0.0,30.0,24.0,26,True,,py2exe,,,22585.0,293.0,2225.0,2214.0,https://pypi.org/project/py2exe,2025-07-16 08:41:54.000,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
130,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2025-04-22 14:56:28.563,2024-12-06 14:57:38,1142.0,,102.0,20.0,73.0,6.0,221.0,879.0,2024-08-28 22:50:15.000,4.5.0,111.0,47.0,26,True,,progressbar2,conda-forge/progressbar2,,3103.0,50241.0,934.0,,https://pypi.org/project/progressbar2,2024-08-28 22:50:10.000,934.0,https://anaconda.org/conda-forge/progressbar2,2025-04-22 14:56:28.563,3113016.0,3.0,,,,,,,,,,,,,,,,,,
131,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2025-04-22 14:56:42.087,2024-11-12 22:24:34,1157.0,,75.0,23.0,98.0,7.0,180.0,793.0,2024-04-18 23:54:19.000,4.0.2,149.0,40.0,26,True,,green,conda-forge/green,,,3924.0,1465.0,1339.0,https://pypi.org/project/green,2024-04-18 23:54:19.000,126.0,https://anaconda.org/conda-forge/green,2025-04-22 14:56:42.087,239385.0,3.0,,,,,,,,,,,,,,,,,,
132,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2025-05-06 21:53:54.000,2025-05-06 21:53:53,286.0,,242.0,14.0,146.0,21.0,83.0,521.0,2025-05-05 20:43:43.000,0.15.1,31.0,37.0,26,False,,pep8-naming,conda-forge/pep8-naming,,,7615.0,59113.0,58277.0,https://pypi.org/project/pep8-naming,2025-05-05 20:43:11.000,836.0,https://anaconda.org/conda-forge/pep8-naming,2025-05-06 21:46:36.863,464522.0,2.0,,,,,,,,,,,,,,,,,,
133,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2025-08-07 10:21:20.481,2025-08-06 19:46:21,1343.0,31.0,169.0,31.0,621.0,39.0,373.0,484.0,2025-08-06 19:47:04.000,3.12.2,39.0,75.0,26,True,,,constructor,,289.0,215.0,27.0,27.0,,,,https://anaconda.org/anaconda/constructor,2025-08-07 10:21:20.481,24091.0,3.0,,,,,,,,,,,,,,,,,,
134,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2024-12-24 01:04:30.000,2024-11-03 22:09:40,6749.0,,245.0,64.0,137.0,334.0,236.0,5915.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,25,True,,pyoxidizer,,,23801.0,355.0,157.0,155.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2018-06-28 14:01:33.000,2025-04-22 14:56:23.864,2018-06-28 13:35:12,500.0,,380.0,4.0,1.0,,,4386.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,25,False,,memory_profiler,conda-forge/memory_profiler,,,61555.0,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,464.0,https://anaconda.org/conda-forge/memory_profiler,2025-04-22 14:56:23.864,3570220.0,3.0,,,,,,,,,,,,,,,,,,
136,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2024-06-29 14:21:40.000,2023-11-01 17:50:44,3337.0,,600.0,87.0,534.0,135.0,170.0,1757.0,2016-11-25 22:13:29.000,4.0.515,36.0,388.0,25,False,,diamond,,,,,212.0,206.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
137,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2025-07-18 23:31:22.750,2022-07-14 18:31:38,706.0,,70.0,17.0,324.0,104.0,127.0,1411.0,2025-07-18 09:36:01.000,0.11.7,29.0,41.0,25,False,,pdbpp,conda-forge/pdbpp,,,3848.0,592.0,,https://pypi.org/project/pdbpp,2025-07-18 09:36:01.000,592.0,https://anaconda.org/conda-forge/pdbpp,2025-07-18 23:31:22.750,188595.0,3.0,,,,,,,,,,,,,,,,,,
138,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2025-08-05 07:10:32.309,2025-07-12 01:03:05,644.0,9.0,145.0,8.0,130.0,106.0,235.0,1179.0,2025-03-20 22:53:51.000,0.11.6,41.0,68.0,25,True,,pdoc3,anaconda/pdoc3,,,30.0,5411.0,4922.0,https://pypi.org/project/pdoc3,2025-03-20 22:53:51.000,489.0,https://anaconda.org/anaconda/pdoc3,2025-08-05 07:10:32.309,2121.0,3.0,,,,,,,,,,,,,,,,,,
139,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2025-07-28 21:36:26.374,2025-05-08 17:34:22,668.0,,83.0,15.0,206.0,42.0,80.0,939.0,2024-03-13 03:42:45.000,2.3.1,61.0,39.0,25,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,,12125.0,1003.0,,https://pypi.org/project/autoflake,2024-03-13 03:41:26.000,1003.0,https://anaconda.org/conda-forge/autoflake,2025-07-28 21:36:26.374,618376.0,2.0,,,,,,,,,,,,,,,,,,
140,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2025-04-22 14:56:33.663,2024-03-30 08:11:44,267.0,,103.0,24.0,116.0,45.0,89.0,850.0,2019-12-10 01:50:33.000,0.8.1,14.0,35.0,25,False,,astor,conda-forge/astor,,,328451.0,618.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,618.0,https://anaconda.org/conda-forge/astor,2025-04-22 14:56:33.663,2627608.0,2.0,,,,,,,,,,,,,,,,,,
141,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2025-08-05 13:53:16.000,2025-08-05 13:53:15,701.0,12.0,33.0,4.0,612.0,13.0,58.0,673.0,2024-10-25 15:45:32.000,3.16.0,34.0,20.0,25,True,,pytest-randomly,conda-forge/pytest-randomly,,,7180.0,11254.0,10710.0,https://pypi.org/project/pytest-randomly,2024-10-25 15:45:32.000,544.0,https://anaconda.org/conda-forge/pytest-randomly,2025-04-22 14:58:02.951,330280.0,3.0,,,,,,,,,,,,,,,,,,
142,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-3.0,2013-10-01 06:35:15.000,2025-08-04 21:19:39.000,2025-06-24 06:36:11,694.0,2.0,117.0,14.0,224.0,67.0,173.0,614.0,2024-10-10 14:46:36.000,2.6.1,57.0,71.0,25,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],419.0,4711.0,32025.0,31900.0,https://pypi.org/project/pylint-django,2024-10-10 14:46:36.000,125.0,https://anaconda.org/conda-forge/pylint-django,2025-04-22 14:56:27.135,268264.0,2.0,,,,,,,,,,,,,,,,,,
143,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2025-04-22 14:57:12.196,2021-10-18 03:34:23,504.0,,42.0,6.0,61.0,71.0,95.0,484.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,25,False,,darglint,conda-forge/darglint,,,1771.0,22680.0,22390.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,290.0,https://anaconda.org/conda-forge/darglint,2025-04-22 14:57:12.196,109806.0,2.0,,,,,,,,,,,,,,,,,,
144,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2025-08-06 12:40:32.000,2025-08-06 12:40:30,314.0,21.0,73.0,9.0,118.0,8.0,98.0,278.0,2025-06-24 12:47:38.000,0.19.2,38.0,50.0,25,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],9.0,9322.0,654.0,,https://pypi.org/project/flake8-import-order,2025-06-24 12:47:38.000,654.0,https://anaconda.org/conda-forge/flake8-import-order,2025-06-26 20:28:26.571,307514.0,2.0,,,,,,,,,,,,,,,,,,
145,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2025-08-05 11:46:24.000,2025-08-05 11:46:24,181.0,20.0,25.0,7.0,86.0,3.0,20.0,264.0,2025-07-30 13:52:14.000,1.8.0,17.0,14.0,25,True,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],65.0,9619.0,2265.0,1992.0,https://pypi.org/project/pytest-datadir,2025-07-30 13:52:11.000,273.0,https://anaconda.org/conda-forge/pytest-datadir,2025-07-30 22:39:32.200,326985.0,3.0,,,,,,,,,,,,,,,,,,
146,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2025-04-22 14:56:37.697,2019-12-22 18:11:19,86.0,,53.0,9.0,37.0,25.0,22.0,228.0,2019-12-22 18:12:11.000,1.6.3,11.0,11.0,25,False,,astunparse,conda-forge/astunparse,,,54971.0,167325.0,166642.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,683.0,https://anaconda.org/conda-forge/astunparse,2025-04-22 14:56:37.697,3023421.0,2.0,,,,,,,,,,,,,,,,,,
147,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2025-04-22 14:57:15.498,2025-01-29 12:29:32,387.0,,185.0,8.0,96.0,1.0,57.0,180.0,2025-01-29 12:29:23.000,6.1.2,44.0,40.0,25,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],,1389.0,28884.0,28300.0,https://pypi.org/project/flake8-isort,2025-01-29 12:29:23.000,584.0,https://anaconda.org/conda-forge/flake8-isort,2025-04-22 14:57:15.498,84781.0,2.0,,,,,,,,,,,,,,,,,,
148,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2025-04-22 14:56:27.787,2024-02-10 21:52:43,112.0,,39.0,3.0,70.0,11.0,45.0,178.0,2024-02-10 21:58:22.000,3.4.0,42.0,33.0,25,False,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],,15587.0,23974.0,23540.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,434.0,https://anaconda.org/conda-forge/flake8-quotes,2025-04-22 14:56:27.787,748221.0,2.0,,,,,,,,,,,,,,,,,,
149,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2025-06-19 05:52:11.000,2025-06-14 08:50:16,355.0,8.0,185.0,56.0,165.0,61.0,140.0,4921.0,2023-03-20 14:10:04.829,23.3.0,23.0,51.0,24,True,,monkeytype,conda-forge/monkeytype,,,1361.0,23.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,23.0,https://anaconda.org/conda-forge/monkeytype,2025-04-22 14:56:45.647,85757.0,2.0,,,,,,,,,,,,,,,,,,
150,rebound,shobrook/rebound,logging,Instant Stack Overflow results whenever an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,GPL-2.0+,2018-02-28 04:47:03.000,2025-07-01 16:14:51.000,2022-02-16 05:16:40,168.0,,384.0,76.0,41.0,24.0,38.0,4128.0,2025-07-01 16:14:51.000,4.4.10,228.0,16.0,24,False,,rebound,conda-forge/rebound,,264.0,14553.0,41.0,,https://pypi.org/project/rebound,2025-07-01 16:14:51.000,41.0,https://anaconda.org/conda-forge/rebound,2025-06-05 21:24:45.756,916686.0,3.0,,,,,,,,,,,,,,,,,,
151,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2025-05-06 00:54:42.372,2024-11-12 11:10:14,787.0,,75.0,15.0,105.0,21.0,64.0,1626.0,2024-11-12 11:23:25.000,1.6.10,26.0,31.0,24,True,,yappi,conda-forge/yappi,,,4950.0,1563.0,1500.0,https://pypi.org/project/yappi,2024-11-12 11:23:25.000,63.0,https://anaconda.org/conda-forge/yappi,2025-05-06 00:54:42.372,287119.0,3.0,,,,,,,,,,,,,,,,,,
152,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2025-06-07 07:19:44.000,2025-06-07 07:19:43,497.0,1.0,89.0,10.0,66.0,60.0,56.0,1347.0,2021-12-22 16:55:15.000,1.0.1,18.0,30.0,24,True,,pympler,conda-forge/pympler,,,9491.0,259.0,,https://pypi.org/project/pympler,2024-06-28 19:56:05.000,259.0,https://anaconda.org/conda-forge/pympler,2025-04-22 14:56:33.462,550531.0,3.0,,,,,,,,,,,,,,,,,,
153,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2025-04-22 14:56:22.885,2024-11-30 16:19:06,685.0,,115.0,24.0,183.0,26.0,68.0,791.0,2023-10-22 15:51:05.000,V2.1.0,25.0,45.0,24,False,,pyhamcrest,conda-forge/pyhamcrest,,,11886.0,42544.0,42229.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,315.0,https://anaconda.org/conda-forge/pyhamcrest,2025-04-22 14:56:22.885,522996.0,3.0,,,,,,,,,,,,,,,,,,
154,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2025-08-05 13:53:07.000,2025-08-05 13:53:07,496.0,13.0,43.0,9.0,318.0,9.0,72.0,670.0,2024-10-23 21:31:31.000,1.19.1,30.0,25.0,24,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,,854.0,1410.0,1322.0,https://pypi.org/project/blacken-docs,2024-10-23 21:31:31.000,88.0,https://anaconda.org/conda-forge/blacken-docs,2025-04-22 14:57:29.773,52150.0,3.0,,,,,,,,,,,,,,,,,,
