,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-05-29 00:31:32.000,2023-05-29 00:31:29,13869.0,96.0,937.0,91.0,1392.0,549.0,1757.0,2048.0,2023-05-19 19:38:43.000,67.8.0,196.0,571.0,44,True,,setuptools,conda-forge/setuptools,,336963.0,336963.0,https://pypi.org/project/setuptools,253084632.0,254074888.0,https://anaconda.org/conda-forge/setuptools,2023-04-24 18:49:33.341,82191250.0,1.0,,,,,,,,,,,,,,,,,
11,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-06-08 14:10:44.000,2023-06-08 07:16:46,16352.0,109.0,1373.0,200.0,3643.0,773.0,8366.0,5496.0,2023-05-22 19:00:30.000,23.5.0,100.0,430.0,43,True,,conda,conda-forge/conda,,41926.0,40830.0,https://pypi.org/project/conda,85962.0,614729.0,https://anaconda.org/conda-forge/conda,2023-05-25 17:37:50.770,43358909.0,1.0,2016-09-16 15:07:21.000,1096.0,,,,,,,,,,,,,,,
12,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-06-07 20:33:48.000,2023-06-07 10:39:37,8666.0,215.0,1013.0,75.0,3772.0,716.0,4257.0,4703.0,2023-05-06 16:36:23.720,2.17.4,174.0,525.0,43,True,pylint-dev/pylint,pylint,conda-forge/pylint,,387821.0,365732.0,https://pypi.org/project/pylint,13308609.0,13359386.0,https://anaconda.org/conda-forge/pylint,2023-05-06 18:27:40.178,4163772.0,1.0,2022-06-29 13:48:28.000,22089.0,,,,,,,,,,,,,,,
13,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-06-08 14:04:56.000,2023-05-31 17:25:20,3780.0,37.0,1567.0,541.0,973.0,148.0,985.0,43540.0,2023-05-31 17:26:35.000,13.4.1,183.0,221.0,42,True,,rich,conda-forge/rich,,98634.0,94494.0,https://pypi.org/project/rich,22511391.0,22624972.0,https://anaconda.org/conda-forge/rich,2023-05-31 20:35:13.419,3975360.0,1.0,2022-05-24 06:40:55.000,4140.0,,,,,,,,,,,,,,,
14,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-06-05 14:52:32.000,2023-03-03 21:07:28,1940.0,,1217.0,212.0,514.0,345.0,569.0,24988.0,2023-03-03 21:28:29.000,4.65.0,104.0,112.0,42,True,,tqdm,conda-forge/tqdm,,483165.0,483165.0,https://pypi.org/project/tqdm,53056597.0,53300926.0,https://anaconda.org/conda-forge/tqdm,2023-03-04 16:57:20.216,20508662.0,1.0,,,11253.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-03-18 01:39:51.172447,2.0,4096.0,,,,,,,,,
15,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2023-06-08 04:59:36.000,2023-06-08 04:59:36,11234.0,195.0,2450.0,232.0,6253.0,2434.0,6623.0,15489.0,,,49.0,657.0,42,False,,mypy,conda-forge/mypy,,190036.0,190036.0,https://pypi.org/project/mypy,13910579.0,13956321.0,https://anaconda.org/conda-forge/mypy,2023-05-12 19:54:15.023,3064718.0,1.0,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-06-07 14:44:29.000,2023-06-07 14:42:37,5307.0,204.0,2869.0,116.0,2374.0,20.0,1876.0,14138.0,2023-05-29 15:43:18.000,9.1.15,158.0,215.0,42,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],33105.0,33105.0,https://pypi.org/project/mkdocs-material,2532309.0,2537597.0,https://anaconda.org/conda-forge/mkdocs-material,2023-05-29 21:43:39.255,259119.0,1.0,,,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-06-06 04:00:20.000,2023-06-06 04:00:19,2541.0,57.0,649.0,90.0,1092.0,18.0,1758.0,10472.0,2023-05-17 23:01:40.000,3.3.2,99.0,149.0,42,True,,pre-commit,conda-forge/pre-commit,,133627.0,133627.0,https://pypi.org/project/pre-commit,10417662.0,10493043.0,https://anaconda.org/conda-forge/pre-commit,2023-05-18 01:01:46.548,3161424.0,1.0,,,459251.0,,,,,,,,,,,,,,
18,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-06-08 11:54:01.000,2023-06-08 11:52:53,8776.0,108.0,1883.0,233.0,2168.0,292.0,4614.0,10350.0,2023-06-08 11:54:03.000,5.12.0,53.0,452.0,42,True,,pyinstaller,conda-forge/pyinstaller,,44689.0,44409.0,https://pypi.org/project/pyinstaller,1176334.0,1188025.0,https://anaconda.org/conda-forge/pyinstaller,2023-05-13 14:15:58.829,446314.0,1.0,2022-05-17 18:32:22.000,280.0,738791.0,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-06-06 04:57:48.000,2023-06-05 15:41:01,14091.0,201.0,2089.0,479.0,662.0,252.0,3869.0,8095.0,2023-01-08 19:24:02.000,6.0.2,70.0,185.0,42,True,,robotframework,conda-forge/robotframework,,7820.0,7820.0,https://pypi.org/project/robotframework,1740247.0,1742263.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,130758.0,1.0,,,547.0,,,,,,,,,,,,,,
20,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-06-08 08:33:49.000,2023-06-06 23:22:59,1863.0,42.0,2180.0,232.0,1140.0,115.0,1693.0,16545.0,2023-05-02 21:19:16.000,1.4.3,25.0,238.0,41,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],44926.0,44926.0,https://pypi.org/project/mkdocs,1710726.0,1713734.0,https://anaconda.org/conda-forge/mkdocs,2023-05-03 16:41:13.115,258733.0,1.0,,,,,,,,,,,,,,,,,
21,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-06-07 18:12:14.000,2023-05-25 18:47:00,4086.0,13.0,531.0,48.0,929.0,163.0,1062.0,5838.0,2023-01-31 16:31:31.154,5.8.0,143.0,283.0,41,True,,isort,conda-forge/isort,,407866.0,391291.0,https://pypi.org/project/isort,25622087.0,25680411.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4840895.0,2.0,2019-03-10 06:01:35.000,16575.0,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-05-30 15:40:13.000,2023-05-19 16:50:15,682.0,32.0,1003.0,166.0,1263.0,80.0,1208.0,4475.0,2023-04-27 23:39:08.031,20.23.0,204.0,253.0,41,True,,virtualenv,conda-forge/virtualenv,,290151.0,272266.0,https://pypi.org/project/virtualenv,58727728.0,58788138.0,https://anaconda.org/conda-forge/virtualenv,2023-04-28 09:34:05.273,4530817.0,2.0,2020-08-17 15:24:34.000,17885.0,,,,,,,,,,,,,,,
23,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-06-08 02:58:05.000,2023-06-05 07:53:40,2892.0,128.0,1974.0,188.0,2430.0,607.0,4493.0,25327.0,2023-05-29 16:05:44.352,1.5.1,162.0,461.0,40,True,,poetry,conda-forge/poetry,,259.0,,https://pypi.org/project/poetry,12245424.0,12509721.0,https://anaconda.org/conda-forge/poetry,2023-05-30 03:31:23.776,890834.0,2.0,2022-06-06 21:41:00.000,259.0,15134171.0,,,,,,,,,,,,,,
24,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-06-08 13:44:55.000,2023-06-08 12:50:25,3601.0,826.0,468.0,69.0,2990.0,352.0,1595.0,15322.0,2023-06-08 03:23:01.010,0.0.272,246.0,208.0,40,True,astral-sh/ruff,ruff,conda-forge/ruff,,8054.0,7628.0,https://pypi.org/project/ruff,2337302.0,2370151.0,https://anaconda.org/conda-forge/ruff,2023-06-07 07:17:01.755,207519.0,1.0,2023-06-08 03:23:01.010,426.0,19227.0,,,,,,,,,,,,,,
25,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-06-07 18:42:28.000,2023-06-07 18:42:19,1266.0,42.0,894.0,218.0,311.0,386.0,407.0,13262.0,2023-04-18 21:10:49.042,0.33.0,71.0,147.0,40,True,,yapf,conda-forge/yapf,,80194.0,77908.0,https://pypi.org/project/yapf,3601947.0,3619279.0,https://anaconda.org/conda-forge/yapf,2023-05-01 01:43:30.917,1455963.0,2.0,2023-02-21 19:25:03.574,2286.0,,,,,,,,,,,,,,,
26,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-05-16 13:44:34.000,2023-05-16 13:36:39,2376.0,14.0,285.0,38.0,315.0,26.0,1487.0,2857.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,40,True,,flake8,conda-forge/flake8,,507653.0,462850.0,https://pypi.org/project/flake8,21381343.0,21455547.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,6233210.0,1.0,2022-11-23 19:29:25.198,44803.0,,,,,,,,,,,,,,,
27,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-06-08 14:12:46.000,2023-06-04 18:40:56,13030.0,248.0,538.0,71.0,2263.0,48.0,1356.0,6732.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,674.0,314.0,39,False,,hypothesis,conda-forge/hypothesis,,21045.0,21045.0,https://pypi.org/project/hypothesis,5132049.0,5224881.0,https://anaconda.org/conda-forge/hypothesis,2023-06-04 20:13:54.699,7705057.0,1.0,,,,,,,,,,,,,,,,,
28,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-06-06 21:15:34.000,2023-06-06 21:15:34,597.0,43.0,458.0,43.0,1307.0,79.0,1523.0,3288.0,2023-06-05 14:55:48.000,4.6.0,76.0,53.0,39,True,,tox,conda-forge/tox,['pytest'],99996.0,99996.0,https://pypi.org/project/tox,12735285.0,12745558.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,708879.0,1.0,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-06-07 15:55:07.000,2023-06-07 15:54:16,1784.0,122.0,371.0,68.0,1206.0,180.0,736.0,1548.0,2023-06-07 15:54:02.000,1.25.1,101.0,173.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,44706.0,44706.0,https://pypi.org/project/sentry-sdk,19717619.0,19726264.0,https://anaconda.org/conda-forge/sentry-sdk,2023-04-28 21:06:11.878,471040.0,1.0,,,3487.0,,,,,,,,,,,,,,
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-06-07 17:24:55.000,2023-06-05 09:46:43,10922.0,441.0,482.0,126.0,308.0,236.0,1636.0,8877.0,2023-05-17 03:49:00.895,1.5.8,253.0,143.0,38,True,,nuitka,conda-forge/nuitka,,1320.0,1272.0,https://pypi.org/project/nuitka,62906.0,68892.0,https://anaconda.org/conda-forge/nuitka,2023-06-06 08:54:29.325,514820.0,1.0,2023-01-31 18:21:01.683,48.0,,,,,,,,,,,,,,,
31,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-05-31 14:40:04.000,2023-05-26 19:48:49,1908.0,40.0,504.0,103.0,902.0,125.0,816.0,6893.0,2023-04-07 16:47:19.000,6.13.0,62.0,189.0,38,True,,pip-tools,conda-forge/pip-tools,,20549.0,20549.0,https://pypi.org/project/pip-tools,8049162.0,8051567.0,https://anaconda.org/conda-forge/pip-tools,2023-05-22 11:53:09.615,91420.0,2.0,,,,,,,,,,,,,,,,,
32,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-06-02 09:04:46.000,2023-06-02 09:04:38,716.0,17.0,609.0,128.0,117.0,97.0,674.0,15054.0,2023-04-10 09:14:19.000,0.7.0,19.0,43.0,37,True,,loguru,conda-forge/loguru,,56672.0,54226.0,https://pypi.org/project/loguru,11540822.0,11565235.0,https://anaconda.org/conda-forge/loguru,2023-04-10 11:59:26.560,1269514.0,2.0,2020-09-20 07:54:28.000,2446.0,,,,,,,,,,,,,,,
33,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-06-07 22:09:27.000,2023-06-07 22:08:20,6218.0,343.0,1013.0,102.0,578.0,9.0,4106.0,10463.0,2023-06-07 17:01:36.000,1.1.313,100.0,93.0,37,True,,,,,525.0,525.0,,,553999.0,,,,2.0,,,441.0,,,,,,pyright,https://www.npmjs.com/package/pyright,553974.0,,,,,,
34,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-05-28 11:08:17.000,2023-05-28 11:08:09,8362.0,20.0,478.0,114.0,581.0,52.0,1301.0,5436.0,,,21.0,163.0,37,False,,jedi,conda-forge/jedi,,312010.0,312010.0,https://pypi.org/project/jedi,19116981.0,19324213.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,16578577.0,1.0,,,,,,,,,,,,,,,,,
35,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-06-06 23:37:36.000,2023-06-06 23:37:34,1311.0,13.0,532.0,67.0,381.0,196.0,449.0,5257.0,2023-03-10 01:08:04.773,1.7.5,36.0,167.0,37,True,,bandit,conda-forge/bandit,,43703.0,41966.0,https://pypi.org/project/bandit,3131876.0,3136748.0,https://anaconda.org/conda-forge/bandit,2023-03-11 07:26:25.891,238237.0,1.0,2022-03-04 07:43:44.000,1737.0,691.0,,,,,,,,,,,,,,
36,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-05-29 17:14:37.000,2023-05-09 12:33:43,1357.0,4.0,703.0,121.0,454.0,114.0,596.0,4855.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,37,True,,pycodestyle,conda-forge/pycodestyle,,355919.0,344439.0,https://pypi.org/project/pycodestyle,28965313.0,29042065.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,6447213.0,1.0,2022-11-23 18:29:05.901,11480.0,,,,,,,,,,,,,,,
37,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-06-07 13:29:54.000,2023-06-07 13:27:05,1454.0,8.0,1751.0,165.0,679.0,243.0,603.0,4381.0,2023-05-23 09:24:38.788,1.2.1,45.0,115.0,37,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6621.0,16.0,https://pypi.org/project/sphinx_rtd_theme,3518312.0,3559369.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-05-23 11:45:55.227,3366704.0,2.0,2021-09-13 19:53:37.000,6605.0,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-06-08 02:30:27.000,2023-06-04 08:44:56,5032.0,320.0,1360.0,498.0,696.0,196.0,1463.0,22938.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,173.0,36,False,,glances,conda-forge/glances,,668.0,668.0,https://pypi.org/project/glances,267187.0,269451.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,195915.0,1.0,,,1312.0,,,,,,,,,,,,,,
39,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-06-06 02:35:12.000,2023-06-04 22:02:28,23692.0,206.0,1626.0,203.0,5361.0,686.0,802.0,5050.0,2023-04-17 01:43:00.835,3.8.0,122.0,838.0,36,True,,buildbot,conda-forge/buildbot,,783.0,326.0,https://pypi.org/project/buildbot,30938.0,33178.0,https://anaconda.org/conda-forge/buildbot,2023-04-17 03:32:51.191,81414.0,1.0,2022-03-06 14:20:53.000,457.0,30664.0,,,,,,,,,,,,,,
40,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-03-19 12:06:00.000,2023-03-19 12:05:58,2819.0,5.0,292.0,73.0,219.0,113.0,355.0,4361.0,2023-03-03 09:23:05.483,2.0.2,73.0,57.0,36,True,,autopep8,conda-forge/autopep8,,186304.0,180441.0,https://pypi.org/project/autopep8,3455132.0,3468942.0,https://anaconda.org/conda-forge/autopep8,2023-03-03 12:11:53.143,1160040.0,3.0,2022-10-28 21:13:03.171,5863.0,,,,,,,,,,,,,,,
41,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-06-08 04:32:37.000,2023-06-08 04:32:34,2210.0,59.0,370.0,28.0,1608.0,111.0,960.0,2228.0,2023-05-31 14:30:27.000,0.18.0,56.0,180.0,36,True,,wemake-python-styleguide,,,14816.0,14769.0,https://pypi.org/project/wemake-python-styleguide,261264.0,261264.0,,,,2.0,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,
42,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-05-24 21:50:47.170,2023-05-24 18:28:10,920.0,10.0,194.0,38.0,237.0,119.0,238.0,1452.0,,,20.0,86.0,36,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],256839.0,256839.0,https://pypi.org/project/pytest-cov,25193407.0,25292133.0,https://anaconda.org/conda-forge/pytest-cov,2023-05-24 21:50:47.170,8589197.0,1.0,,,,,,,,,,,,,,,,,
