,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-04-10 16:03:24.000,2023-04-10 16:03:23,23530.0,118.0,1619.0,205.0,5305.0,670.0,798.0,5019.0,2022-12-04 12:01:05.939,3.7.0,121.0,836.0,35,True,buildbot,conda-forge/buildbot,,774.0,317.0,https://pypi.org/project/buildbot,2022-12-04 12:01:05.939,457.0,31715.0,33926.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,76495.0,2.0,,29812.0,,,,,,,,,,,,,,,,,,
43,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-04-06 16:24:21.000,2023-03-27 03:34:05,8593.0,109.0,285.0,61.0,963.0,658.0,2717.0,1664.0,2023-03-21 16:25:11.000,4.5.2,32.0,148.0,35,True,scons,conda-forge/scons,,59.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,59.0,1102248.0,1108039.0,https://anaconda.org/conda-forge/scons,2023-03-22 07:57:20.421,420985.0,2.0,,1256.0,,,,,,,,,,,,,,,,,,
44,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-03-06 15:13:38.000,2023-03-06 08:40:43,3132.0,39.0,165.0,26.0,343.0,71.0,223.0,1580.0,2023-01-17 02:39:01.107,1.7.0,81.0,77.0,35,True,rope,conda-forge/rope,,63116.0,61477.0,https://pypi.org/project/rope,2023-01-17 02:39:01.107,1639.0,777053.0,792183.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,1089372.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,
45,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-04-04 10:47:59.000,2023-02-28 17:40:55,262.0,21.0,201.0,26.0,80.0,5.0,89.0,1469.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,35,True,python-json-logger,conda-forge/python-json-logger,,46183.0,45388.0,https://pypi.org/project/python-json-logger,2022-07-11 14:10:01.875,795.0,14628381.0,14671377.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-22 15:29:12.361,3095770.0,2.0,,,,,,,,,,,,,,,,,,,,
46,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-02-03 13:37:57.000,2023-02-03 13:37:57,1076.0,2.0,294.0,34.0,527.0,46.0,407.0,1401.0,2022-12-01 01:51:31.000,4.0.2,52.0,114.0,35,True,twine,conda-forge/twine,,101934.0,87629.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,14305.0,4061961.0,4071015.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,724361.0,2.0,,,,,,,,,,,,,,,,,,,,
47,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-03-31 10:58:50.000,2023-01-31 18:45:58,555.0,1.0,169.0,27.0,288.0,56.0,444.0,1253.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,35,True,pyflakes,conda-forge/pyflakes,,229187.0,215449.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13738.0,21204961.0,21277379.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5938291.0,2.0,,,,,,,,,,,,,,,,,,,,
48,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-04-11 10:55:14.000,2023-04-11 10:55:12,1076.0,18.0,193.0,48.0,352.0,219.0,315.0,1127.0,2023-03-12 15:10:53.764,3.2.1,63.0,90.0,35,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5204.0,,https://pypi.org/project/pytest-xdist,2022-12-03 14:34:08.213,5204.0,8360715.0,8416542.0,https://anaconda.org/conda-forge/pytest-xdist,2023-03-13 11:04:35.514,4522008.0,1.0,,,,,,,,,,,,,,,,,,,,
49,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-03-15 17:25:55.000,2023-03-14 19:01:25,547.0,6.0,7840.0,34.0,265.0,74.0,126.0,22922.0,2022-10-08 14:12:04.684,1.5.0,23.0,76.0,34,True,numpydoc,conda-forge/numpydoc,['sphinx'],42348.0,37724.0,https://pypi.org/project/numpydoc,2022-10-08 14:12:04.684,4624.0,455818.0,479202.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1753807.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-03-23 07:22:18.000,2021-09-14 17:41:07,402.0,,1020.0,181.0,147.0,425.0,221.0,7967.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,pyautogui,conda-forge/pyautogui,,22933.0,22322.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,549381.0,552257.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,186953.0,2.0,,,,,,,,,,,,,,,,,,,,
51,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-04-13 02:12:51.000,2023-04-13 02:09:28,13992.0,605.0,412.0,113.0,353.0,137.0,235.0,6307.0,2023-02-14 01:01:23.450,0.9.18,76.0,239.0,34,True,pyre-check,,,39.0,,https://pypi.org/project/pyre-check,2022-11-08 21:43:56.374,39.0,63008.0,63008.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
52,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a robust data generator for Python, capable of rapidly producing large volumes of synthetic data for..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-04-13 08:03:33.000,2023-04-13 08:03:24,2414.0,87.0,310.0,62.0,995.0,3.0,308.0,3951.0,2023-04-06 21:13:01.342,7.1.0,43.0,115.0,34,True,mimesis,conda-forge/mimesis,,1364.0,1298.0,https://pypi.org/project/mimesis,2022-12-17 18:19:31.923,66.0,130411.0,133445.0,https://anaconda.org/conda-forge/mimesis,2023-04-07 00:36:04.101,99996.0,2.0,,393.0,,,,,,,,,,,,,,,,,,
53,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-02-22 05:49:22.000,2023-02-22 05:49:22,592.0,18.0,249.0,33.0,218.0,129.0,177.0,3632.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,34,True,freezegun,conda-forge/freezegun,,4578.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4578.0,6405886.0,6416136.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,871299.0,2.0,,,,,,,,,,,,,,,,,,,,
54,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-04-06 12:31:59.000,2023-04-06 12:31:52,1331.0,38.0,175.0,33.0,236.0,27.0,241.0,2497.0,2023-04-06 12:20:58.979,23.1.0,31.0,97.0,34,False,structlog,conda-forge/structlog,,9065.0,8033.0,https://pypi.org/project/structlog,2022-11-24 07:45:37.941,1032.0,7424640.0,7428229.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,290771.0,2.0,,,,,,,,,,,,,,,,,,,,
55,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-04-11 06:21:21.000,2023-04-11 06:21:18,2178.0,28.0,368.0,26.0,1573.0,113.0,958.0,2183.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,wemake-python-styleguide,,,14381.0,14330.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,51.0,298378.0,298378.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
56,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-04-07 14:49:33.000,2023-04-07 14:44:48,1359.0,20.0,161.0,35.0,251.0,52.0,305.0,1787.0,2023-02-15 20:46:15.689,1.9.0,121.0,87.0,34,True,prospector,conda-forge/prospector,,4887.0,4161.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,726.0,696729.0,697551.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,65819.0,1.0,,,,,,,,,,,,,,,,,,,,
57,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-04-08 01:18:17.000,2022-11-08 14:21:19,598.0,,125.0,21.0,85.0,72.0,117.0,1616.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,34,True,tabulate,conda-forge/tabulate,,120839.0,113587.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,7252.0,46826797.0,46882564.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4628691.0,2.0,,,,,,,,,,,,,,,,,,,,
58,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-03-27 18:03:33.000,2023-02-28 12:05:33,910.0,2.0,196.0,36.0,235.0,126.0,235.0,1415.0,2022-09-28 18:41:46.166,4.0.0,44.0,82.0,34,True,pytest-cov,conda-forge/pytest-cov,['pytest'],278526.0,245066.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,33460.0,20807950.0,20903222.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,8098153.0,2.0,,,,,,,,,,,,,,,,,,,,
59,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-04-11 21:29:30.000,2023-04-11 21:29:26,493.0,139.0,86.0,18.0,81.0,9.0,239.0,1155.0,2023-03-22 20:54:13.515,3.0.2,55.0,29.0,34,True,typeguard,conda-forge/typeguard,,15237.0,13845.0,https://pypi.org/project/typeguard,2023-03-01 22:37:52.893,1392.0,8182821.0,8187438.0,https://anaconda.org/conda-forge/typeguard,2023-03-23 08:06:25.663,235485.0,1.0,,,,,,,,,,,,,,,,,,,,
60,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-04-11 11:56:54.000,2023-03-28 13:25:37,1447.0,67.0,190.0,24.0,369.0,96.0,370.0,701.0,2022-12-17 16:09:02.919,7.1.0,79.0,115.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,689.0,,https://pypi.org/project/setuptools_scm,2022-12-17 16:09:02.919,689.0,16898317.0,16916488.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1544611.0,3.0,,,,,,,,,,,,,,,,,,,,
61,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-04-12 15:00:17.000,2023-04-08 23:26:24,451.0,38.0,212.0,22.0,310.0,141.0,204.0,577.0,2022-11-11 08:16:56.000,3.2.0,49.0,48.0,34,True,pytest-html,conda-forge/pytest-html,['pytest'],32603.0,31850.0,https://pypi.org/project/pytest-html,2022-10-25 12:14:09.865,753.0,3171720.0,3177342.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,399174.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-04-11 08:00:40.000,2023-04-11 08:00:40,3086.0,73.0,2745.0,380.0,945.0,31.0,1560.0,31416.0,2023-04-06 03:59:00.000,2.3.17,73.0,416.0,33,True,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,10868.0,10868.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-04-13 06:48:43.000,2023-04-13 06:48:43,556.0,23.0,285.0,72.0,424.0,127.0,424.0,6244.0,2023-03-12 06:23:00.522,1.2.0,52.0,90.0,33,True,pipx,conda-forge/pipx,,1145.0,1133.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,12.0,601138.0,602513.0,https://anaconda.org/conda-forge/pipx,2023-03-13 16:16:53.369,21918.0,2.0,,290.0,,,,,,,,,,,,,,,,,,
64,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-04-13 14:05:56.000,2023-04-13 12:32:32,321.0,5.0,338.0,61.0,142.0,166.0,96.0,5044.0,2023-04-12 08:09:13.000,0.4.12,41.0,56.0,33,True,pipreqs,conda-forge/pipreqs,,18190.0,17828.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,362.0,2251823.0,2252260.0,https://anaconda.org/conda-forge/pipreqs,2023-04-12 09:43:15.159,34536.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
65,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-04-13 12:50:30.000,2023-04-13 12:50:27,3800.0,253.0,226.0,42.0,38.0,18.0,1036.0,2138.0,2023-04-13 01:22:01.865,8.1.3,297.0,29.0,33,False,pyarmor,,,808.0,786.0,https://pypi.org/project/pyarmor,2022-12-11 06:32:00.693,22.0,166013.0,166013.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
66,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-04-11 10:56:11.000,2023-04-11 10:56:11,545.0,12.0,123.0,35.0,216.0,14.0,121.0,1564.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,33,True,pytest-mock,conda-forge/pytest-mock,['pytest'],65774.0,60767.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,5007.0,9298630.0,9323274.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1996196.0,2.0,,,,,,,,,,,,,,,,,,,,
67,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-03-22 09:34:16.000,2023-03-19 13:02:50,678.0,7.0,173.0,34.0,154.0,49.0,134.0,1559.0,2022-06-25 15:42:15.000,1.7.0,70.0,89.0,33,True,nodeenv,conda-forge/nodeenv,,43844.0,42926.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,918.0,9837746.0,9872898.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2355241.0,2.0,,,,,,,,,,,,,,,,,,,,
68,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1357.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,nose,conda-forge/nose,,184966.0,140078.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44888.0,4928608.0,4960960.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2685267.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-04-04 06:58:57.000,2023-04-04 06:58:55,1023.0,15.0,190.0,55.0,311.0,126.0,190.0,1151.0,2022-11-09 16:51:21.000,6.1.1,95.0,54.0,33,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2929.0,2748.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,181.0,735917.0,737036.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52595.0,2.0,,,,,,,,,,,,,,,,,,,,
70,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-04-10 18:59:38.000,2023-04-06 14:10:23,405.0,42.0,120.0,37.0,294.0,28.0,209.0,1128.0,2023-03-19 10:29:04.493,0.21.0,36.0,41.0,33,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1097.0,,https://pypi.org/project/pytest-asyncio,2022-12-08 12:30:00.681,1097.0,6089085.0,6111220.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1571264.0,2.0,,79.0,,,,,,,,,,,,,,,,,,
71,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-03-18 11:25:51.000,2023-03-18 11:25:49,975.0,10.0,95.0,22.0,65.0,9.0,200.0,811.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,33,True,progressbar2,conda-forge/progressbar2,,28822.0,27266.0,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1556.0,18205130.0,18215745.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,825898.0,2.0,,1847.0,,,,,,,,,,,,,,,,,,
72,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-04-11 18:17:44.000,2023-03-05 18:15:35,374.0,2.0,182.0,31.0,86.0,62.0,54.0,690.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,33,True,alabaster,conda-forge/alabaster,['sphinx'],100791.0,93078.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7713.0,6474646.0,6546322.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5805790.0,2.0,-2.0,,,,,,,sphinx-doc/alabaster,,,,,,,,,,,,
73,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-03-31 19:55:25.000,2023-02-28 20:05:14,1758.0,14.0,183.0,21.0,348.0,151.0,389.0,667.0,2023-03-31 19:07:42.000,4.35.0,65.0,107.0,33,True,breathe,conda-forge/breathe,,10311.0,9270.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1041.0,324735.0,330583.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,454601.0,2.0,,487.0,,,,,,breathe-doc/breathe,,,,,,,,,,,,
74,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,6.0,90.0,23.0,106.0,9.0,104.0,535.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,parso,conda-forge/parso,,294213.0,288219.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5994.0,18005226.0,18211375.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,13193578.0,2.0,,,,,,,,,,,,,,,,,,,,
75,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-04-11 12:19:54.000,2023-04-11 12:19:39,10062.0,49.0,5191.0,1092.0,347.0,62.0,4863.0,26697.0,2023-03-09 14:24:00.860,1.7.3,90.0,125.0,32,True,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,7395.0,7395.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
76,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-04-07 01:29:58.000,2022-12-09 01:08:31,462.0,,349.0,114.0,278.0,114.0,182.0,10063.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,py-spy,conda-forge/py-spy,,2526.0,2483.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,42.0,2487633.0,2498734.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,426413.0,2.0,,11868.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,686.0,404584.0,
77,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-04-12 18:20:54.000,2023-04-12 18:20:52,622.0,21.0,697.0,120.0,699.0,33.0,952.0,8409.0,2023-03-29 17:41:02.552,1.32.1,96.0,31.0,32,True,playwright,,,164.0,,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,164.0,1274077.0,1274077.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
78,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-04-04 00:19:34.000,2023-03-30 03:59:40,2945.0,57.0,247.0,70.0,215.0,130.0,214.0,7601.0,2023-02-27 21:09:00.886,1.5.20,139.0,38.0,32,True,scalene,,,367.0,363.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,23783.0,23783.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
79,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-04-12 13:32:17.000,2023-04-12 13:32:16,10422.0,48.0,593.0,99.0,2546.0,263.0,2172.0,6964.0,2022-12-08 14:51:59.948,0.13.4,121.0,313.0,32,False,xonsh,,,74.0,,https://pypi.org/project/xonsh,2022-12-08 14:51:59.948,74.0,6253.0,6340.0,,,,1.0,,8449.0,,,,,,,,,,,,,,,,,,
80,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-04-13 03:19:06.000,2023-04-13 03:18:11,2223.0,124.0,210.0,31.0,645.0,25.0,989.0,4295.0,2023-04-10 11:52:38.723,2.5.2,155.0,105.0,32,True,pdm,conda-forge/pdm,,132.0,107.0,https://pypi.org/project/pdm,2023-03-02 07:45:03.847,25.0,148133.0,153575.0,https://anaconda.org/conda-forge/pdm,2023-03-16 12:32:22.115,103404.0,3.0,,3.0,,,,,,,,,,,,,,,,,,
81,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-04-12 02:35:14.586,2023-04-11 21:31:26,5939.0,164.0,270.0,56.0,806.0,114.0,488.0,4183.0,2023-04-11 21:44:01.125,2023.4.11,169.0,92.0,32,True,pytype,conda-forge/pytype,,128.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,128.0,257667.0,262072.0,https://anaconda.org/conda-forge/pytype,2023-04-12 02:35:14.586,154187.0,2.0,,,,,,,,,,,,,,,,,,,,
82,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-03-13 17:12:20.000,2023-03-13 17:12:20,1199.0,2.0,216.0,48.0,262.0,157.0,167.0,2636.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,32,True,pudb,conda-forge/pudb,,5397.0,4647.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,750.0,219814.0,222346.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,205148.0,1.0,,,,,,,,,,,,,,,,,,,,
