,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,dockerhub_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
10,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-10-27 19:40:08.000000,2021-10-21 08:25:22.000000,1787.0,3460.0,6392.0,2021-10-15 08:56:42.000000,4.1.2,69.0,147.0,223.0,robotframework,conda-forge/robotframework,,13061.0,514.0,830853.0,5775.0,4367.0,https://pypi.org/project/robotframework,2021-10-15 08:57:24.000000,1408.0,829391.0,https://anaconda.org/conda-forge/robotframework,2021-10-15 13:26:14.612000,65545.0,,,,,1.0,,,,,,,,,,
11,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-10-27 14:10:41.000000,2021-10-22 20:15:32.000000,774.0,1315.0,1460.0,2021-10-22 20:56:28.000000,58.3.0,443.0,465.0,524.0,setuptools,conda-forge/setuptools,,,111.0,144588558.0,179428.0,121498.0,https://pypi.org/project/setuptools,2021-10-22 20:56:19.000000,57930.0,144148596.0,https://anaconda.org/conda-forge/setuptools,2021-10-06 01:02:10.329000,27717579.0,,,,,1.0,,,,,,,,,,
12,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,34,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-10-11 19:43:39.000000,2021-10-10 09:31:18.000000,155.0,199.0,1128.0,2021-10-04 01:48:57.000000,3.0.0,43.0,72.0,106.0,pytest-cov,conda-forge/pytest-cov,,860.0,,10725777.0,146060.0,102666.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000000,43394.0,10668065.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977000,3866742.0,,,,,1.0,['pytest'],2.0,,,,,,,,
13,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-10-28 12:00:08.000000,2021-10-10 18:21:04.000000,1380.0,2120.0,16887.0,2021-10-04 18:05:17.000000,1.1.11,141.0,292.0,1281.0,poetry,conda-forge/poetry,,1885.0,8922518.0,4081317.0,64.0,,https://pypi.org/project/poetry,2021-10-04 18:05:17.000000,64.0,3865885.0,https://anaconda.org/conda-forge/poetry,2021-10-05 20:05:28.270000,277650.0,,,,,1.0,,,,,,,,,,
14,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,33,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-10-27 19:21:26.000000,2021-10-27 14:14:53.000000,1904.0,4915.0,11646.0,,,83.0,498.0,1956.0,mypy,conda-forge/mypy,,9814.0,,29272.0,54352.0,48268.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1375807.0,,,,,1.0,,,,,,,,,,
15,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-10-28 12:38:46.108000,2021-10-27 21:29:08.000000,1846.0,1142.0,7798.0,2021-10-27 21:32:42.000000,7.3.5,220.0,131.0,17.0,mkdocs-material,conda-forge/mkdocs-material,,3695.0,,707644.0,10811.0,9309.0,https://pypi.org/project/mkdocs-material,2021-10-27 21:32:42.000000,1502.0,705243.0,https://anaconda.org/conda-forge/mkdocs-material,2021-10-28 12:38:46.108000,69642.0,,,,,1.0,['mkdocs'],,,,,,,,,
16,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-10-25 04:48:35.000000,2021-10-25 04:48:33.000000,475.0,1107.0,5457.0,2021-10-23 12:52:21.000000,hypothesis-python-6.24.0,885.0,254.0,59.0,hypothesis,conda-forge/hypothesis,,11050.0,,2343598.0,12862.0,10246.0,https://pypi.org/project/hypothesis,2021-10-23 12:52:06.000000,2616.0,2265954.0,https://anaconda.org/conda-forge/hypothesis,2021-10-23 14:37:07.115000,4891622.0,,,,,1.0,,,,,,,,,,
17,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-10-28 11:56:28.000000,2021-10-28 03:56:33.000000,423.0,980.0,4258.0,2021-07-29 06:41:35.000000,5.9.3,130.0,250.0,29.0,isort,conda-forge/isort,,,,15972106.0,224280.0,200062.0,https://pypi.org/project/isort,2021-07-29 06:40:41.000000,24218.0,15932679.0,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550000,2483946.0,,,,,1.0,,,,,,,,,,
18,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-10-20 22:55:27.000000,2021-10-19 23:03:00.000000,1596.0,534.0,3865.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,186.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,,1347.0,,1845617.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1815797.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,1848845.0,,,,,1.0,['sphinx'],,,,,,,,,
19,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,33,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-10-21 19:00:53.000000,2021-10-18 02:16:18.000000,168.0,1276.0,1591.0,2021-10-11 12:42:47.000000,4.0.1,81.0,158.0,39.0,flake8,conda-forge/flake8,,,,13267695.0,273396.0,202106.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000000,71290.0,13217991.0,https://anaconda.org/conda-forge/flake8,2021-10-12 17:50:59.118000,3181070.0,,,,,1.0,,,,,,,,,,
20,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-10-20 13:56:41.000000,2021-10-06 20:38:45.000000,158.0,357.0,1081.0,2021-10-06 20:39:49.000000,2.4.0,31.0,78.0,83.0,pyflakes,conda-forge/pyflakes,,516.0,,13396649.0,129749.0,103251.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000000,26498.0,13346720.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408000,3195480.0,,,,,1.0,,,,,,,,,,
21,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,32,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-10-25 09:59:24.000000,2021-10-24 06:53:23.000000,2436.0,5096.0,7500.0,2021-10-22 15:57:09.000000,21.3.1,113.0,641.0,911.0,pip,conda-forge/pip,,,,416951.0,81166.0,62500.0,https://pypi.org/project/pip,2021-10-22 15:57:09.000000,18666.0,,https://anaconda.org/conda-forge/pip,2021-10-22 18:02:50.098000,26267962.0,,,,,2.0,,,,,,,,,,
22,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-10-28 09:55:38.000000,2021-10-25 19:30:19.000000,497.0,1235.0,6726.0,2021-09-03 00:45:09.000000,2.15.0,163.0,126.0,25.0,pre-commit,conda-forge/pre-commit,,2096.0,16467.0,3901029.0,2136.0,,https://pypi.org/project/pre-commit,2021-09-03 00:33:45.000000,2136.0,3870440.0,https://anaconda.org/conda-forge/pre-commit,2021-09-03 12:43:28.471000,786589.0,,,,,1.0,,,,,,,,,,
23,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-10-26 19:06:33.000000,2021-10-20 18:48:06.000000,1089.0,6152.0,4361.0,2021-06-30 04:55:46.000000,4.10.3,100.0,370.0,2055.0,conda,conda-forge/conda,,15757.0,,433940.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,72563.0,https://anaconda.org/conda-forge/conda,2021-09-24 19:18:03.525000,22405428.0,,,,,2.0,,,,,,,,,,
24,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,32,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-10-26 17:07:50.178000,2021-10-24 06:37:57.000000,253.0,340.0,3922.0,2021-10-24 07:01:21.000000,1.6.0,68.0,51.0,92.0,autopep8,conda-forge/autopep8,,2729.0,,8683.0,103973.0,93789.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000000,10184.0,,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178000,555727.0,,,,,2.0,,,,,,,,,,
25,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-10-16 04:43:52.000000,2021-10-16 04:43:50.000000,295.0,358.0,3419.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,332.0,invoke,conda-forge/invoke,,3523.0,,2048124.0,13716.0,9114.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,2041296.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,450677.0,,,,,1.0,,,,,,,,,,
26,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-10-28 11:14:06.000000,2021-10-01 21:43:40.000000,236.0,393.0,1065.0,2021-09-29 13:51:54.000000,1.4.3,135.0,102.0,188.0,sentry-sdk,conda-forge/sentry-sdk,,1301.0,4495.0,10931507.0,16103.0,15117.0,https://pypi.org/project/sentry-sdk,2021-09-29 13:51:50.000000,986.0,10928212.0,https://anaconda.org/conda-forge/sentry-sdk,2021-09-29 16:26:48.534000,111018.0,,,,,1.0,,,,,,,,,,
27,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-10-11 20:03:59.000000,2021-10-11 20:03:57.000000,155.0,244.0,781.0,2021-09-21 12:25:02.000000,2.4.0,57.0,75.0,204.0,pytest-xdist,conda-forge/pytest-xdist,,914.0,,4931767.0,30302.0,22960.0,https://pypi.org/project/pytest-xdist,2021-09-21 12:25:02.000000,7342.0,4901099.0,https://anaconda.org/conda-forge/pytest-xdist,2021-09-21 18:12:10.477000,1932118.0,,,,,2.0,['pytest'],,,,,,,,,
28,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,31,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-10-28 13:18:28.000000,2021-10-16 16:44:12.000000,949.0,535.0,30526.0,2021-10-06 13:09:30.000000,10.12.0,136.0,127.0,25.0,rich,conda-forge/rich,,2350.0,,27921.0,7900.0,7900.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000000,0.0,,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786000,418825.0,,,,,1.0,,,,,,,,,,
29,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,31,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-10-28 14:02:35.000000,2021-10-27 18:31:34.000000,1471.0,1366.0,23395.0,2021-09-14 02:24:50.000000,21.9b0,33.0,273.0,342.0,black,conda-forge/black,,,17550.0,56998.0,96852.0,90624.0,https://pypi.org/project/black,2021-09-14 02:25:24.000000,6228.0,,https://anaconda.org/conda-forge/black,2021-10-19 21:19:25.764000,2313722.0,,,,,2.0,,,,,,,,,,
30,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,31,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-10-13 21:28:40.000000,2021-10-13 19:29:49.000000,614.0,550.0,4428.0,2021-10-11 00:56:25.000000,2.8.0,13.0,127.0,113.0,pycodestyle,conda-forge/pycodestyle,,,,18427126.0,188645.0,167415.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000000,21230.0,18374772.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620000,3350657.0,,,,,1.0,,,,,,,,,,
31,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-10-16 16:36:09.000000,2021-08-25 15:42:15.000000,200.0,167.0,3040.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,67.0,freezegun,conda-forge/freezegun,,541.0,,3597776.0,8352.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,3593640.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,277139.0,,,,,2.0,,,,,,,,,,
32,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-09-09 11:02:01.000000,2021-09-09 11:02:01.000000,133.0,111.0,1480.0,2021-06-02 11:43:46.000000,0.13.9,41.0,49.0,57.0,ipdb,conda-forge/ipdb,,352.0,,1661994.0,45520.0,28622.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,1658653.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,210495.0,,,,,1.0,,,,,,,,,,
33,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,31,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000000,2021-10-18 14:19:46.497000,2021-10-18 10:23:15.000000,145.0,158.0,1219.0,2021-10-18 10:12:17.000000,0.21.0,22.0,66.0,71.0,rope,conda-forge/rope,,2197.0,,545730.0,35215.0,32283.0,https://pypi.org/project/rope,2021-10-18 10:12:17.000000,2932.0,534870.0,https://anaconda.org/conda-forge/rope,2021-10-18 14:19:46.497000,586454.0,,,,,1.0,,2.0,,,,,,,,
34,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,31,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,159.0,46.0,1095.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,20.0,python-json-logger,conda-forge/python-json-logger,,196.0,,4207704.0,19001.0,18083.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,4190133.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,948873.0,,,,,1.0,,,,,,,,,,
35,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2021-10-26 21:04:40.000000,2021-03-04 09:33:31.000000,80.0,59.0,1002.0,2021-02-22 07:34:12.000000,0.8.9,25.0,67.0,47.0,tabulate,conda-forge/tabulate,,502.0,,35916930.0,62536.0,54434.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,8102.0,35893102.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1548847.0,,,,,1.0,,,,,,,,,,
36,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,31,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-10-24 22:50:26.000000,2021-10-08 19:18:29.000000,175.0,137.0,464.0,2021-07-20 20:24:19.000000,3.2.0,40.0,59.0,8.0,coveralls,,,434.0,,466891.0,36291.0,19283.0,https://pypi.org/project/coveralls,2021-07-20 20:24:19.000000,17008.0,466891.0,,,,,,,,2.0,['pytest'],,,,,,,,,
37,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,31,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-09-15 20:32:18.000000,2021-09-15 20:32:18.000000,75.0,94.0,451.0,2021-03-30 20:43:51.000000,0.8.2,25.0,43.0,8.0,parso,conda-forge/parso,,1094.0,,23323631.0,166615.0,155251.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,23207149.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,5358212.0,,,,,1.0,,,,,,,,,,
38,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000000,2021-10-28 07:10:39.000000,2021-10-27 07:17:39.000000,159.0,158.0,341.0,2021-07-23 20:58:52.000000,21.0,36.0,71.0,55.0,packaging,conda-forge/packaging,,,164.0,78241625.0,293509.0,264309.0,https://pypi.org/project/packaging,2021-07-03 12:32:30.000000,29200.0,78080664.0,https://anaconda.org/conda-forge/packaging,2021-07-03 14:49:57.465000,10301138.0,,,,,1.0,,,,,,,,,,
39,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,30,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-10-28 07:54:05.000000,2021-10-28 07:54:05.000000,1650.0,2904.0,22393.0,2021-05-29 03:10:16.000000,2021.5.29,298.0,388.0,583.0,pipenv,conda-forge/pipenv,,,,1836.0,24768.0,22494.0,https://pypi.org/project/pipenv,2021-05-29 03:10:16.000000,2274.0,,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831000,44064.0,,,,,1.0,,-7.0,,,,,,,,
40,yapf,https://github.com/google/yapf,,A formatter for Python files.,formatters,30,True,google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000000,2021-10-09 19:49:58.000000,2021-09-16 18:04:21.000000,823.0,383.0,12125.0,2020-04-23 19:07:36.000000,0.30.0,67.0,132.0,333.0,yapf,conda-forge/yapf,,,,1690786.0,28384.0,24978.0,https://pypi.org/project/yapf,2020-04-23 19:07:36.000000,3406.0,1677498.0,https://anaconda.org/conda-forge/yapf,2021-04-19 00:01:27.357000,850436.0,,,,,3.0,,,,,,,,,,
41,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,30,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-10-27 09:01:37.000000,2021-10-27 09:01:36.000000,1551.0,749.0,4703.0,2021-10-16 08:31:36.000000,3.4.0,114.0,802.0,624.0,buildbot,conda-forge/buildbot,,22348.0,17327.0,2106.0,1149.0,257.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000000,892.0,,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804000,44750.0,,,,,2.0,,,,,,,,,,
42,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2021-10-26 21:47:41.376000,2021-10-19 08:01:13.000000,331.0,350.0,2671.0,2018-05-05 15:05:40.000000,2.11.1,36.0,117.0,157.0,factory_boy,conda-forge/factory_boy,,892.0,,1846482.0,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,1845095.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376000,84653.0,,,,,2.0,,,,,,,,,,
