,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
153,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2022-02-24 14:18:07.000,2022-02-24 14:18:07,93.0,1.0,25.0,10.0,41.0,27.0,119.0,2021-11-13 21:39:31.000,0.5.3,20.0,10.0,1.0,26,True,gast,conda-forge/gast,,86093.0,84230.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1863.0,12063730.0,12094530.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,1478401.0,3.0,,,,,,,,,,,,-2.0,,,,,,,,
154,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,112.0,23.0,221.0,161.0,1743.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,108.0,25,False,dephell,,,386.0,374.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,12.0,6264.0,6268.0,,,,3.0,174.0,,,,,,,,,,,,,,,,,,,
155,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-04-28 10:16:11.000,2022-01-24 19:14:58,197.0,,79.0,28.0,107.0,71.0,1417.0,2022-01-24 19:19:34.000,1.0.1,58.0,35.0,30.0,25,True,shiv,,,12.0,,https://pypi.org/project/shiv,2022-01-24 19:17:52.000,12.0,13820.0,13825.0,,,,3.0,187.0,,,,,,,,,,,,,,,,,,,
156,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2022-05-03 19:38:58.000,2022-05-03 19:38:58,181.0,22.0,34.0,8.0,27.0,19.0,1174.0,2022-04-02 13:25:49.000,0.2.6,15.0,6.0,9.0,25,True,stackprinter,conda-forge/stackprinter,,125.0,103.0,https://pypi.org/project/stackprinter,2022-04-02 09:37:50.000,22.0,385759.0,385847.0,https://anaconda.org/conda-forge/stackprinter,2020-10-31 17:18:37.537,3098.0,3.0,,,,,,,,,,,,,,,,,,,,
157,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2022-02-06 13:37:43.385,2019-06-15 20:36:43,183.0,,50.0,12.0,48.0,42.0,639.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,39.0,25,False,pytest-watch,conda-forge/pytest-watch,['pytest'],4433.0,3859.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,574.0,260302.0,261419.0,https://anaconda.org/conda-forge/pytest-watch,2022-02-06 13:37:43.385,58112.0,3.0,,,,,,,,,,,,,,,,,,,,
158,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2022-04-27 16:33:35.000,2022-04-25 17:11:11,805.0,23.0,64.0,22.0,107.0,59.0,448.0,2019-05-28 06:37:19.000,1.7.0,12.0,60.0,45.0,25,True,pytest-virtualenv,conda-forge/pytest-shutil,,63.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,63.0,43191.0,43625.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,19972.0,3.0,,,,,,,,,,,,,,,,,,,,
159,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2022-04-20 19:59:44.000,2021-03-14 13:43:08,285.0,,53.0,12.0,55.0,45.0,395.0,2022-04-20 19:59:44.000,2021.03.14,15.0,17.0,15.0,25,False,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],2586.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2586.0,258564.0,260046.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,90457.0,3.0,,,,,,,,,,,,,,,,,,,,
160,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2022-04-24 22:01:48.000,2021-12-27 17:39:09,174.0,,26.0,4.0,77.0,24.0,350.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,12.0,25,True,interrogate,,,1696.0,1661.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,35.0,99508.0,99508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
161,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2022-04-01 17:37:42.000,2020-08-04 12:21:12,274.0,,61.0,9.0,88.0,86.0,260.0,2019-03-04 08:39:11.000,0.18.1,34.0,40.0,13.0,25,False,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1138.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1138.0,356938.0,360085.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,207743.0,3.0,,,,,,,,,,,,,,,,,,,,
162,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2021-12-15 15:00:09.741,2021-10-19 07:06:59,104.0,,33.0,4.0,61.0,41.0,138.0,2021-10-19 07:07:05.000,3.3.1,40.0,30.0,3.0,25,True,flake8-quotes,conda-forge/flake8-quotes,['flake8'],5721.0,4897.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741,824.0,665273.0,674076.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426,598667.0,3.0,,,,,,,,,,,,,,,,,,,,
163,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2022-02-23 21:20:41.000,2022-02-23 21:20:41,987.0,1.0,92.0,17.0,61.0,78.0,882.0,2021-04-17 19:47:26.000,3.4.1,42.0,35.0,78.0,24,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],3410.0,2854.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,556.0,376527.0,393911.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860,1286453.0,3.0,,,,,,,,,,,,,,,,,,,,
164,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,46.0,633.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,80.0,24,True,redbaron,,,498.0,382.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,116.0,29517.0,29517.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2021-12-09 22:04:56.000,2020-11-16 12:31:58,468.0,,63.0,22.0,84.0,52.0,482.0,2020-11-16 12:36:24.000,0.11.2,21.0,22.0,45.0,24,False,mamba,,,557.0,439.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,118.0,22563.0,22563.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
166,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2021-06-21 14:55:20.000,2021-06-21 14:55:20,534.0,,79.0,14.0,84.0,93.0,449.0,2017-12-31 01:13:41.000,1.3.4,28.0,45.0,37.0,24,True,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,34097.0,34460.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,24005.0,3.0,,,,,,,,,,,,,,,,,,,,
167,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,14.0,100.0,29.0,269.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,46.0,24,True,baron,,,275.0,216.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,30028.0,30028.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2022-05-05 00:54:12.000,2022-05-02 08:11:46,351.0,16.0,10.0,4.0,219.0,28.0,248.0,2022-04-26 07:35:19.000,1.2.1,13.0,14.0,2.0,24,True,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],88.0,,https://pypi.org/project/flake8-eradicate,2022-04-26 07:35:19.000,88.0,337308.0,337403.0,https://anaconda.org/conda-forge/flake8-eradicate,2021-10-19 16:48:36.521,1238.0,3.0,,,,,,,,,,,,,,,,,,,,
169,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2022-04-15 14:41:36.000,2022-04-15 14:41:28,737.0,22.0,8.0,5.0,87.0,20.0,148.0,2022-03-25 19:20:01.000,1.0.0,63.0,8.0,19.0,24,True,xdoctest,conda-forge/xdoctest,,2576.0,2499.0,https://pypi.org/project/xdoctest,2022-03-25 19:19:03.000,77.0,110693.0,111718.0,https://anaconda.org/conda-forge/xdoctest,2022-03-26 21:54:04.053,27700.0,3.0,,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
170,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2022-04-29 20:31:59.405,2022-02-07 13:36:08,445.0,19.0,32.0,11.0,48.0,49.0,130.0,2022-01-16 14:50:25.000,0.9.26,26.0,19.0,5.0,24,True,asteval,conda-forge/asteval,,163.0,,https://pypi.org/project/asteval,2022-01-16 14:49:28.000,163.0,142329.0,144853.0,https://anaconda.org/conda-forge/asteval,2022-04-29 20:31:59.405,169140.0,3.0,,,,,,,,,,,,,,,,,,,,
171,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2022-04-19 08:13:25.000,2022-04-19 08:13:24,134.0,28.0,9.0,2.0,34.0,21.0,124.0,2022-02-25 16:28:03.000,0.3.2,16.0,9.0,3.0,24,True,flake8-black,conda-forge/flake8-black,['flake8'],2269.0,2120.0,https://pypi.org/project/flake8-black,2022-02-25 16:28:03.000,149.0,448126.0,454857.0,https://anaconda.org/conda-forge/flake8-black,2022-02-25 22:39:20.572,235599.0,3.0,,,,,,,,,,,,,,,,,,,,
172,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-10-19 01:43:50.000,2021-10-19 01:43:50,99.0,,195.0,74.0,53.0,43.0,4179.0,2021-01-29 16:48:55.000,0.3.3,16.0,15.0,29.0,23,True,better-exceptions,,,58.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,58.0,29586.0,29586.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
173,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2022-04-26 22:26:26.467,2022-02-16 05:16:40,168.0,2.0,363.0,77.0,41.0,38.0,3842.0,2022-04-25 14:15:09.000,3.19.3,177.0,16.0,20.0,23,True,rebound,conda-forge/rebound,,38.0,22.0,https://pypi.org/project/rebound,2022-04-25 14:15:09.000,16.0,2150.0,5004.0,https://anaconda.org/conda-forge/rebound,2022-04-26 22:26:26.467,171087.0,3.0,182.0,,,,,,,,,,,,,,,,,,,
174,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2021-02-20 07:50:28.000,2021-02-20 07:47:40,619.0,,167.0,74.0,31.0,56.0,3831.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,26.0,23,False,vprof,,,110.0,94.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,4519.0,4519.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
175,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,227.0,72.0,116.0,77.0,2080.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,21.0,23,False,python-taint,,,74.0,62.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,2217.0,2218.0,,,,3.0,74.0,,,,,,,,,,,,,,,,,,,
176,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-04-21 14:15:55.000,2022-04-21 14:15:55,556.0,6.0,114.0,33.0,88.0,135.0,770.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,28.0,23,True,pynsist,,,47.0,,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,47.0,1466.0,1466.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
177,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2022-04-16 14:23:07.928,2021-12-15 17:43:12,1026.0,,38.0,14.0,21.0,50.0,665.0,2021-12-15 20:36:30.000,3.4.3,49.0,9.0,37.0,23,True,hunter,conda-forge/hunter,,108.0,87.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000,21.0,12085.0,12618.0,https://anaconda.org/conda-forge/hunter,2022-04-16 14:23:07.928,5334.0,3.0,,,,,,,,,,,,,,,,,,,,
178,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2022-03-30 11:58:53.000,2022-03-29 08:11:47,300.0,9.0,30.0,15.0,64.0,96.0,545.0,2022-03-11 11:58:28.000,1.3.1,45.0,16.0,25.0,23,True,pytest-testmon,conda-forge/pytest-testmon,['pytest'],54.0,,https://pypi.org/project/pytest-testmon,2022-03-11 11:58:28.000,54.0,114692.0,115352.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,33661.0,3.0,,,,,,,,,,,,,,,,,,,,
179,py2exe,py2exe/py2exe,packaging,A distutils extension to create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2022-02-13 22:46:23.000,2022-02-13 09:44:38,1013.0,4.0,51.0,19.0,24.0,97.0,395.0,2022-02-13 10:35:33.000,0.11.1.0,20.0,14.0,8.0,23,True,py2exe,,,1627.0,1451.0,https://pypi.org/project/py2exe,2022-02-13 10:37:10.000,176.0,15399.0,15628.0,,,,3.0,8706.0,,,,,,,,,,,,,,,,,,,
180,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2022-05-02 22:10:58.000,2022-05-02 22:10:58,245.0,20.0,28.0,7.0,116.0,45.0,380.0,2022-01-30 16:42:02.000,1.12.1,22.0,14.0,4.0,23,True,blacken-docs,conda-forge/blacken-docs,,17.0,,https://pypi.org/project/blacken-docs,2022-01-30 16:42:02.000,17.0,30285.0,31195.0,https://anaconda.org/conda-forge/blacken-docs,2022-01-30 18:29:51.381,20029.0,3.0,,,,,,,,,,,,,,,,,,,,
181,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2022-05-04 01:39:30.000,2022-03-31 12:20:08,997.0,17.0,138.0,29.0,260.0,204.0,356.0,2022-03-22 08:29:10.000,3.3.1,38.0,51.0,65.0,23,True,,constructor,,12.0,12.0,,,,,87.0,https://anaconda.org/anaconda/constructor,2022-05-02 20:15:08.965,6088.0,3.0,226.0,,,,,,,,,,,,,,,,,,,
182,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2022-02-11 04:16:07.000,2022-02-11 04:16:07,443.0,2.0,36.0,11.0,34.0,22.0,275.0,2019-11-10 16:23:03.000,1.3.1,48.0,16.0,27.0,23,True,docformatter,conda-forge/docformatter,,1040.0,951.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,89.0,123258.0,124069.0,https://anaconda.org/conda-forge/docformatter,2020-12-29 08:31:19.772,16229.0,3.0,,,,,,,,,,,,,,,,,,,PyCQA/docformatter,
183,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,57.0,9.0,171.0,23.0,190.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,39.0,23,False,data-science-types,conda-forge/data-science-types,,207.0,199.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,8.0,39384.0,39581.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,3358.0,3.0,,,,,,,,,,,,,,,,,,,wearepal/data-science-types,
184,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2022-04-13 14:13:20.049,2022-04-06 09:45:24,172.0,8.0,23.0,4.0,17.0,15.0,131.0,2022-04-06 09:48:46.000,2.1.0,17.0,10.0,5.0,23,False,eradicate,conda-forge/eradicate,,2050.0,1959.0,https://pypi.org/project/eradicate,2022-04-06 09:47:11.000,91.0,370713.0,370768.0,https://anaconda.org/conda-forge/eradicate,2022-04-13 14:13:20.049,721.0,3.0,,,,,,,,,,,,,,,,,,,,
185,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,23.0,3.0,38.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,5.0,23,True,flake8-commas,,['flake8'],3268.0,2934.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,334.0,303734.0,303734.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
186,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-03-28 15:51:24.000,2022-03-11 03:24:05,55.0,11.0,22.0,5.0,14.0,10.0,79.0,2022-03-11 03:32:21.000,3.0.0,12.0,8.0,6.0,23,True,flake8-bandit,,['flake8'],131.0,,https://pypi.org/project/flake8-bandit,2022-03-11 03:32:21.000,131.0,584632.0,584632.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
187,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,10.0,32.0,3.0,45.0,79.0,45.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,15.0,23,False,pytkdocs,conda-forge/pytkdocs,,8.0,,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,8.0,145549.0,147348.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,34197.0,3.0,,,,,,,,,,,,,,,,,,,,
188,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2022-03-04 23:53:49.000,2022-03-04 21:23:22,185.0,2.0,89.0,28.0,74.0,34.0,1396.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,46.0,22,True,bowler,conda-forge/bowler,,7.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,7.0,38441.0,38723.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,11874.0,3.0,,,,,,,,,,,,,,,,,,,,
189,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-04-13 17:47:33.000,2021-10-12 20:53:49,95.0,,55.0,27.0,62.0,33.0,1294.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,26.0,22,True,pyannotate,,,89.0,71.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,18.0,6330.0,6330.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
190,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2022-04-04 20:15:09.000,2022-04-04 20:15:09,723.0,7.0,48.0,24.0,65.0,54.0,894.0,2021-07-01 08:25:50.000,1.20.0,46.0,19.0,32.0,22,True,wily,,,10.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000,10.0,21839.0,21839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
191,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,143.0,15.0,65.0,28.0,772.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,29.0,22,False,pycco,,,368.0,255.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,113.0,1413.0,1413.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
192,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2022-04-16 12:21:55.000,2022-04-09 19:09:55,66.0,6.0,51.0,7.0,45.0,29.0,283.0,2022-04-09 19:12:33.000,0.12.0,17.0,14.0,21.0,22,True,pytest-docker,,['pytest'],29.0,,https://pypi.org/project/pytest-docker,2022-04-09 19:10:43.000,29.0,68306.0,68309.0,,,,3.0,86.0,,,,,,,,,,,,,,,,,,,
193,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2022-05-02 22:11:22.000,2022-05-02 22:11:21,335.0,22.0,18.0,6.0,140.0,42.0,236.0,2022-04-17 13:58:01.000,2.2.3,34.0,9.0,1.0,22,True,add-trailing-comma,,,12.0,,https://pypi.org/project/add-trailing-comma,2022-04-17 13:58:01.000,12.0,19462.0,19462.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
194,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2022-02-12 20:34:18.000,2022-02-12 20:26:26,69.0,3.0,23.0,6.0,11.0,41.0,236.0,2022-02-12 20:35:47.000,2.7.0,20.0,4.0,9.0,22,True,mkdocs-awesome-pages-plugin,,['mkdocs'],64.0,,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-02-12 20:34:18.000,64.0,70349.0,70349.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
195,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-03-11 23:29:09.000,2021-10-05 01:31:10,72.0,,35.0,17.0,30.0,45.0,234.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,41.0,22,True,mkdocs-pdf-export-plugin,,['mkdocs'],232.0,228.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,18266.0,18266.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
