,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-06-01 06:48:14.000,2023-05-31 17:25:20,3780.0,79.0,1516.0,541.0,971.0,102.0,985.0,43448.0,2023-05-31 17:26:35.000,13.4.1,101.0,221.0,43,True,,rich,conda-forge/rich,,92698.0,92698.0,https://pypi.org/project/rich,21915587.0,22027117.0,https://anaconda.org/conda-forge/rich,2023-05-31 20:35:13.419,3903566.0,1.0,,,,,,,,,,,,,,,,,,,
11,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-05-28 11:07:48.000,2023-05-09 10:03:08,5936.0,64.0,1287.0,239.0,627.0,233.0,1389.0,9333.0,,,37.0,195.0,43,True,,psutil,conda-forge/psutil,,318411.0,318411.0,https://pypi.org/project/psutil,66370296.0,66630696.0,https://anaconda.org/conda-forge/psutil,2023-04-17 23:58:50.059,22394450.0,1.0,,,,,,,,,,,,,,,,,,,
12,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-06-01 13:31:25.000,2023-06-01 13:31:24,16338.0,109.0,1373.0,198.0,3629.0,773.0,8345.0,5480.0,2023-05-22 19:00:30.000,23.5.0,100.0,429.0,43,True,,conda,conda-forge/conda,,41725.0,40629.0,https://pypi.org/project/conda,113683.0,639775.0,https://anaconda.org/conda-forge/conda,2023-05-25 17:37:50.770,43139544.0,1.0,2016-09-16 15:07:21.000,1096.0,,,,,,,,,,,,,,,,,
13,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-05-31 17:26:10.000,2023-05-30 04:33:38,8656.0,240.0,974.0,75.0,3761.0,715.0,4247.0,4685.0,2023-05-06 16:33:40.000,2.17.4,74.0,525.0,43,True,pylint-dev/pylint,pylint,conda-forge/pylint,,364304.0,364304.0,https://pypi.org/project/pylint,13278102.0,13328570.0,https://anaconda.org/conda-forge/pylint,2023-05-06 18:27:40.178,4138431.0,1.0,,,,,,,,,,,,,,,,,,,
14,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-05-28 02:33:15.000,2023-03-03 21:07:28,1940.0,,1271.0,214.0,514.0,443.0,569.0,24922.0,2023-03-03 21:28:29.000,4.65.0,131.0,112.0,42,True,,tqdm,conda-forge/tqdm,,504902.0,478685.0,https://pypi.org/project/tqdm,51960983.0,52203027.0,https://anaconda.org/conda-forge/tqdm,2023-03-04 16:57:20.216,20316752.0,1.0,2023-03-03 21:19:01.523,26217.0,11187.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-03-18 01:39:51.172447,2.0,4096.0,,,,,,,,,,,
15,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2023-06-01 05:02:05.000,2023-06-01 05:02:05,11226.0,205.0,2447.0,232.0,6232.0,2423.0,6610.0,15454.0,,,49.0,656.0,42,False,,mypy,conda-forge/mypy,,188879.0,188879.0,https://pypi.org/project/mypy,13590819.0,13636197.0,https://anaconda.org/conda-forge/mypy,2023-05-12 19:54:15.023,3040338.0,1.0,,,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-06-01 06:53:22.000,2023-06-01 06:50:00,5302.0,215.0,2981.0,114.0,2367.0,27.0,1874.0,14049.0,2023-05-29 15:45:46.454,9.1.15,322.0,215.0,42,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],33648.0,32845.0,https://pypi.org/project/mkdocs-material,2464406.0,2469604.0,https://anaconda.org/conda-forge/mkdocs-material,2023-05-29 21:43:39.255,254749.0,1.0,2022-11-08 14:44:39.000,803.0,,,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-05-19 15:54:54.000,2023-05-17 23:15:56,2536.0,60.0,723.0,90.0,1089.0,22.0,1757.0,10432.0,2023-05-17 23:01:40.000,3.3.2,184.0,149.0,42,True,,pre-commit,conda-forge/pre-commit,,137694.0,132280.0,https://pypi.org/project/pre-commit,10470139.0,10544491.0,https://anaconda.org/conda-forge/pre-commit,2023-05-18 01:01:46.548,3121047.0,1.0,2023-01-29 23:39:18.572,5414.0,448801.0,,,,,,,,,,,,,,,,
18,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-05-31 18:28:02.000,2023-05-31 18:28:01,8757.0,92.0,1752.0,235.0,2161.0,275.0,4603.0,10319.0,2023-05-13 12:02:40.000,5.11.0,52.0,451.0,42,True,,pyinstaller,conda-forge/pyinstaller,,44131.0,44131.0,https://pypi.org/project/pyinstaller,1153716.0,1165369.0,https://anaconda.org/conda-forge/pyinstaller,2023-05-13 14:15:58.829,443325.0,1.0,,,738509.0,,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-05-31 20:48:37.000,2023-05-31 20:48:36,14076.0,198.0,2089.0,478.0,659.0,251.0,3864.0,8077.0,2023-01-08 19:24:02.000,6.0.2,69.0,184.0,42,True,,robotframework,conda-forge/robotframework,,7786.0,7786.0,https://pypi.org/project/robotframework,1718442.0,1720437.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,129393.0,1.0,,,545.0,,,,,,,,,,,,,,,,
20,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-05-30 17:47:29.000,2023-05-29 19:59:31,1857.0,36.0,2239.0,232.0,1134.0,140.0,1693.0,16505.0,2023-05-02 21:20:08.317,1.4.3,56.0,238.0,41,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],48986.0,44624.0,https://pypi.org/project/mkdocs,1714862.0,1717844.0,https://anaconda.org/conda-forge/mkdocs,2023-05-03 16:41:13.115,256504.0,1.0,2022-11-01 18:34:05.525,4362.0,,,,,,,,,,,,,,,,,
21,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-05-25 18:47:08.000,2023-05-25 18:47:00,4086.0,13.0,527.0,47.0,928.0,159.0,1062.0,5823.0,2023-01-30 09:41:30.000,5.11.5,100.0,283.0,41,True,,isort,conda-forge/isort,,389419.0,389419.0,https://pypi.org/project/isort,25446081.0,25504019.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4808873.0,2.0,,,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-06-01 10:14:11.000,2023-05-30 06:22:32,2886.0,127.0,1971.0,188.0,2422.0,628.0,4465.0,25239.0,2023-05-29 16:05:44.352,1.5.1,162.0,461.0,40,True,,poetry,conda-forge/poetry,,268.0,,https://pypi.org/project/poetry,11997449.0,12261413.0,https://anaconda.org/conda-forge/poetry,2023-05-30 03:31:23.776,882121.0,2.0,2023-01-10 18:28:25.700,268.0,15123502.0,,,,,,,,,,,,,,,,
23,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/charliermarsh/ruff,https://github.com/charliermarsh/ruff,MIT,2022-08-09 17:17:44.000,2023-06-01 13:25:51.000,2023-06-01 13:25:50,3491.0,770.0,445.0,66.0,2874.0,300.0,1548.0,15130.0,2023-05-24 19:37:14.000,0.0.270,100.0,205.0,40,True,,ruff,conda-forge/ruff,,7077.0,7077.0,https://pypi.org/project/ruff,2232298.0,2263163.0,https://anaconda.org/conda-forge/ruff,2023-05-25 03:18:58.581,197176.0,1.0,,,16183.0,,,,,,,,,,,,,,,,
24,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-05-30 15:40:13.000,2023-05-19 16:50:15,682.0,34.0,926.0,166.0,1263.0,80.0,1205.0,4472.0,2023-04-27 23:37:32.000,20.23.0,57.0,100.0,40,True,,virtualenv,conda-forge/virtualenv,,269574.0,269574.0,https://pypi.org/project/virtualenv,60920854.0,60980534.0,https://anaconda.org/conda-forge/virtualenv,2023-04-28 09:34:05.273,4476010.0,2.0,,,,,,,,,,,,,,,,,,,
25,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-06-01 14:12:25.000,2023-05-31 19:27:51,13010.0,239.0,538.0,70.0,2261.0,52.0,1350.0,6722.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,673.0,314.0,39,False,,hypothesis,conda-forge/hypothesis,,20953.0,20953.0,https://pypi.org/project/hypothesis,5184795.0,5277162.0,https://anaconda.org/conda-forge/hypothesis,2023-06-01 02:11:11.504,7666532.0,1.0,,,,,,,,,,,,,,,,,,,
26,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-06-01 13:57:51.000,2023-06-01 13:36:31,1766.0,107.0,370.0,68.0,1198.0,186.0,727.0,1544.0,2023-05-23 09:45:17.000,1.24.0,101.0,172.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,44295.0,44295.0,https://pypi.org/project/sentry-sdk,20206106.0,20214597.0,https://anaconda.org/conda-forge/sentry-sdk,2023-04-28 21:06:11.878,462649.0,1.0,,,3533.0,,,,,,,,,,,,,,,,
27,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-05-29 05:10:21.000,2023-05-27 12:39:41,1264.0,40.0,855.0,220.0,308.0,374.0,407.0,13251.0,,,25.0,147.0,38,True,,yapf,conda-forge/yapf,,77465.0,77465.0,https://pypi.org/project/yapf,3748712.0,3765928.0,https://anaconda.org/conda-forge/yapf,2023-05-01 01:43:30.917,1446217.0,2.0,,,,,,,,,,,,,,,,,,,
28,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-06-01 11:41:24.000,2023-05-30 08:25:26,10896.0,415.0,482.0,128.0,308.0,236.0,1635.0,8841.0,2023-05-17 03:49:00.895,1.5.8,252.0,143.0,38,True,,nuitka,conda-forge/nuitka,,1300.0,1250.0,https://pypi.org/project/nuitka,63772.0,69698.0,https://anaconda.org/conda-forge/nuitka,2023-05-30 13:41:36.534,509688.0,1.0,2023-01-31 18:21:01.683,50.0,,,,,,,,,,,,,,,,,
29,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-05-31 14:40:04.000,2023-05-26 19:48:49,1908.0,40.0,580.0,105.0,902.0,143.0,815.0,6878.0,2023-04-07 16:50:36.069,6.13.0,112.0,195.0,38,True,,pip-tools,conda-forge/pip-tools,,22733.0,20417.0,https://pypi.org/project/pip-tools,7982503.0,7984866.0,https://anaconda.org/conda-forge/pip-tools,2023-05-22 11:53:09.615,89804.0,2.0,2023-01-31 13:34:01.833,2316.0,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-05-30 15:32:45.000,2023-05-30 15:32:45,594.0,40.0,454.0,42.0,1305.0,79.0,1520.0,3281.0,2023-04-25 20:21:39.000,4.5.1,76.0,51.0,38,True,,tox,conda-forge/tox,['pytest'],99603.0,99603.0,https://pypi.org/project/tox,13016606.0,13026773.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,701585.0,1.0,,,,,,,,,,,,,,,,,,,
31,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-06-01 09:03:30.000,2023-05-28 14:30:05,5028.0,323.0,1378.0,498.0,691.0,199.0,1462.0,22905.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,173.0,37,True,,glances,conda-forge/glances,,720.0,668.0,https://pypi.org/project/glances,277596.0,279848.0,https://anaconda.org/conda-forge/glances,2023-05-18 22:16:45.132,194834.0,1.0,2023-01-17 07:15:06.065,52.0,1297.0,,,,,,,,,,,,,,,,
32,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-05-05 19:14:19.000,2023-05-05 15:48:32,714.0,15.0,599.0,128.0,114.0,95.0,672.0,15012.0,2023-04-10 09:14:19.000,0.7.0,19.0,42.0,37,True,,loguru,conda-forge/loguru,,53726.0,53726.0,https://pypi.org/project/loguru,11014559.0,11038429.0,https://anaconda.org/conda-forge/loguru,2023-04-10 11:59:26.560,1241243.0,2.0,,,,,,,,,,,,,,,,,,,
33,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-06-01 02:21:06.000,2023-06-01 02:21:01,6191.0,368.0,1003.0,102.0,575.0,13.0,4078.0,10428.0,2023-05-31 02:34:14.000,1.1.311,100.0,93.0,37,True,,,,,520.0,520.0,,,539102.0,,,,2.0,,,400.0,,,,,,pyright,https://www.npmjs.com/package/pyright,539079.0,,,,,,,,
34,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-05-28 11:08:17.000,2023-05-28 11:08:09,8362.0,20.0,478.0,114.0,581.0,51.0,1299.0,5430.0,,,21.0,163.0,37,False,,jedi,conda-forge/jedi,,309470.0,309470.0,https://pypi.org/project/jedi,19127271.0,19332907.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,16450920.0,1.0,,,,,,,,,,,,,,,,,,,
35,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-05-24 18:05:38.000,2023-05-22 16:17:44,1308.0,13.0,519.0,67.0,379.0,186.0,447.0,5230.0,2023-03-10 01:08:04.773,1.7.5,36.0,167.0,37,True,,bandit,conda-forge/bandit,,43606.0,41810.0,https://pypi.org/project/bandit,3119018.0,3123853.0,https://anaconda.org/conda-forge/bandit,2023-03-11 07:26:25.891,236394.0,1.0,2022-03-04 07:43:44.000,1796.0,683.0,,,,,,,,,,,,,,,,
36,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-05-29 11:10:25.000,2023-05-25 16:47:50,1453.0,7.0,1742.0,165.0,677.0,238.0,603.0,4376.0,2023-02-07 21:51:47.486,1.2.0,43.0,115.0,37,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7646.0,16.0,https://pypi.org/project/sphinx_rtd_theme,3382077.0,3422945.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-05-23 11:45:55.227,3351237.0,2.0,2023-01-18 21:20:20.529,7630.0,,,,,,,,,,6.0,,,,,,,
37,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2023-05-16 13:44:34.000,2023-05-16 13:36:39,2376.0,14.0,275.0,38.0,315.0,25.0,1487.0,2848.0,,,29.0,172.0,37,False,,flake8,conda-forge/flake8,,460823.0,460823.0,https://pypi.org/project/flake8,21507201.0,21581003.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,6199423.0,1.0,,,,,,,,,,,,,,,,,,,
38,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-05-31 09:17:16.000,2023-05-29 00:20:17,23683.0,225.0,1626.0,202.0,5348.0,686.0,802.0,5045.0,2023-04-17 01:43:00.835,3.8.0,122.0,838.0,36,True,,buildbot,conda-forge/buildbot,,782.0,325.0,https://pypi.org/project/buildbot,31151.0,33374.0,https://anaconda.org/conda-forge/buildbot,2023-04-17 03:32:51.191,80795.0,1.0,2022-12-04 12:01:05.939,457.0,30397.0,,,,,,,,,,,,,,,,
39,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-03-19 12:06:00.000,2023-03-19 12:05:58,2819.0,5.0,281.0,73.0,219.0,109.0,355.0,4359.0,2023-03-03 09:22:25.000,2.0.2,23.0,57.0,36,True,,autopep8,conda-forge/autopep8,,179660.0,179660.0,https://pypi.org/project/autopep8,3369336.0,3383044.0,https://anaconda.org/conda-forge/autopep8,2023-03-03 12:11:53.143,1151495.0,3.0,,,,,,,,,,,,,,,,,,,
40,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-06-01 05:36:20.000,2023-06-01 05:36:18,2204.0,54.0,369.0,27.0,1602.0,114.0,959.0,2226.0,2023-05-31 14:30:27.000,0.18.0,56.0,180.0,36,True,,wemake-python-styleguide,,,14777.0,14725.0,https://pypi.org/project/wemake-python-styleguide,272423.0,272423.0,,,,1.0,2022-09-27 22:22:25.120,52.0,,,,,,,,,,,,,,,,,
41,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-05-24 21:50:47.170,2023-05-24 18:28:10,920.0,10.0,194.0,38.0,237.0,119.0,238.0,1441.0,,,20.0,86.0,36,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],255515.0,255515.0,https://pypi.org/project/pytest-cov,24384370.0,24482376.0,https://anaconda.org/conda-forge/pytest-cov,2023-05-24 21:50:47.170,8526554.0,1.0,,,,,,,,,,,,,,,,,,,
42,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-05-31 08:25:31.000,2023-05-31 08:25:31,645.0,6.0,219.0,26.0,377.0,77.0,252.0,496.0,2023-04-12 16:11:39.000,23.1,42.0,89.0,36,True,,packaging,conda-forge/packaging,,754433.0,735481.0,https://pypi.org/project/packaging,152497363.0,152893312.0,https://anaconda.org/conda-forge/packaging,2023-04-12 22:06:30.481,33258476.0,2.0,2023-01-09 21:11:31.536,18952.0,712.0,,,,,,,,,,,,,,,,
