,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-08-15 21:21:45.000,2025-07-20 17:02:56,16478.0,14.0,1304.0,100.0,1942.0,2137.0,2747.0,2025-05-27 00:56:55.000,80.9.0,624.0,630.0,45,True,,659.0,setuptools,conda-forge/setuptools,845329.0,816230.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,29099.0,680495892.0,682992655.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,159792845.0,1.0,,,,,,,,,,,,,,,,,,,,
11,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2025-09-02 21:25:34.000,2025-09-02 21:25:34,2017.0,27.0,2614.0,235.0,1954.0,2399.0,40891.0,2025-01-29 04:15:38.000,25.1.0,65.0,471.0,44,True,,361.0,black,conda-forge/black,676277.0,639739.0,https://pypi.org/project/black,2025-01-29 04:15:38.000,36538.0,75631658.0,75903029.0,https://anaconda.org/conda-forge/black,2025-04-22 14:56:50.293,16723724.0,1.0,,127495.0,,,,,,,,,,,,,,,,,,
12,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2025-09-03 20:12:04.000,2025-09-03 20:12:04,9819.0,73.0,1995.0,229.0,2603.0,5276.0,12585.0,2025-08-03 18:34:44.000,6.15.0,75.0,481.0,44,True,,284.0,pyinstaller,conda-forge/pyinstaller,85486.0,84236.0,https://pypi.org/project/pyinstaller,2025-08-03 18:31:52.000,1250.0,4364746.0,4393666.0,https://anaconda.org/conda-forge/pyinstaller,2025-08-03 23:51:43.456,1327313.0,1.0,,751519.0,,,,,,,,,,,,,,,,,,
13,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2025-09-04 06:58:12.000,2025-09-04 06:58:10,9723.0,98.0,1177.0,77.0,4715.0,4800.0,5554.0,2025-08-09 09:12:54.000,3.3.8,204.0,614.0,44,True,pylint-dev/pylint,1007.0,pylint,conda-forge/pylint,491494.0,480698.0,https://pypi.org/project/pylint,2025-08-09 09:12:54.000,10796.0,33743724.0,33848903.0,https://anaconda.org/conda-forge/pylint,2025-08-09 15:03:11.912,6626081.0,1.0,,254.0,,,,,,,,,,,,,,,,,,
14,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2025-09-02 14:42:58.000,2025-09-02 14:42:57,1000.0,65.0,1062.0,170.0,1539.0,1362.0,4960.0,2025-08-13 14:24:40.000,20.34.0,241.0,295.0,44,True,,19.0,virtualenv,conda-forge/virtualenv,488745.0,486842.0,https://pypi.org/project/virtualenv,2025-08-13 14:24:05.000,1903.0,245295689.0,245553178.0,https://anaconda.org/conda-forge/virtualenv,2025-08-13 19:05:39.101,15191890.0,2.0,,,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2025-09-01 08:25:07.000,2025-09-01 08:25:00,6642.0,54.0,3858.0,146.0,3282.0,2622.0,24407.0,2025-08-22 08:21:44.000,9.6.18,429.0,322.0,43,True,,3.0,mkdocs-material,conda-forge/mkdocs-material,78198.0,72921.0,https://pypi.org/project/mkdocs-material,2025-08-22 08:21:44.000,5277.0,10146590.0,10158495.0,https://anaconda.org/conda-forge/mkdocs-material,2025-08-22 16:08:10.824,761972.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2025-09-04 12:23:50.000,2025-09-04 10:45:02,15118.0,56.0,2466.0,480.0,818.0,4437.0,11036.0,2025-07-04 14:43:52.000,7.3.2,145.0,218.0,43,True,,280.0,robotframework,conda-forge/robotframework,14632.0,13681.0,https://pypi.org/project/robotframework,2025-07-04 14:35:54.000,951.0,3677119.0,3681430.0,https://anaconda.org/conda-forge/robotframework,2025-07-07 01:12:14.679,232613.0,1.0,,576.0,,,,,,,,,,,,,,,,,,
17,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2025-09-04 11:14:40.000,2025-09-01 18:10:06,22187.0,147.0,2225.0,165.0,6339.0,6106.0,7346.0,2025-03-02 22:31:56.000,8.2.3,229.0,887.0,43,False,,1238.0,sphinx,conda-forge/sphinx,488495.0,461139.0,https://pypi.org/project/sphinx,2025-03-02 22:31:56.000,27356.0,58275269.0,58463541.0,https://anaconda.org/conda-forge/sphinx,2025-08-25 11:16:34.034,12049408.0,1.0,['sphinx'],,-1.0,,,,,,,,,,,,,,,,,
18,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2025-09-04 13:12:42.000,2025-09-04 11:58:47,17401.0,113.0,1888.0,186.0,4927.0,9588.0,7079.0,2025-08-04 14:05:01.000,25.7.0,104.0,467.0,43,True,,626.0,conda,conda-forge/conda,51801.0,51718.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,10297.0,1016652.0,https://anaconda.org/conda-forge/conda,2025-08-05 15:01:02.471,64386411.0,1.0,,28620.0,,,,,,,,,,,,,,,,,,
19,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-08-13 14:21:40.000,2025-08-13 14:21:38,2767.0,14.0,891.0,91.0,1273.0,2193.0,14274.0,2025-08-09 18:59:03.000,4.3.0,198.0,164.0,42,True,,33.0,pre-commit,conda-forge/pre-commit,271222.0,250690.0,https://pypi.org/project/pre-commit,2025-08-09 18:56:13.000,20532.0,59232684.0,59405583.0,https://anaconda.org/conda-forge/pre-commit,2025-08-10 13:09:51.846,7714633.0,1.0,,3455130.0,,,,,,,,,,,,,,,,,,
20,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-09-03 13:15:39.000,2025-09-03 13:15:39,8498.0,17.0,515.0,113.0,616.0,1361.0,6002.0,2024-11-11 01:41:40.000,0.19.2,35.0,176.0,42,True,,85.0,jedi,conda-forge/jedi,583335.0,582182.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,74455938.0,74976495.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,32795116.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
21,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-08-12 02:07:23.000,2025-08-12 02:07:21,2490.0,13.0,332.0,38.0,385.0,1580.0,3674.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,42,True,,22.0,flake8,conda-forge/flake8,691456.0,664922.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,44561338.0,44704577.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9167303.0,1.0,,,,,,,,,,,,,,,,,,,,
22,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1398.0,211.0,587.0,587.0,30368.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,41,True,,569.0,tqdm,conda-forge/tqdm,1197101.0,1153180.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,43921.0,215731735.0,216376524.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,40609338.0,1.0,,14963.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5261.0,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-09-03 07:22:58.485,2025-09-02 21:37:10,16567.0,468.0,620.0,70.0,2819.0,1632.0,8057.0,2025-09-02 21:37:41.000,hypothesis-python-6.138.14,1430.0,351.0,41,True,,79.0,hypothesis,conda-forge/hypothesis,37631.0,34808.0,https://pypi.org/project/hypothesis,2025-09-02 21:37:17.000,2823.0,19703515.0,19930601.0,https://anaconda.org/conda-forge/hypothesis,2025-09-03 07:22:58.485,14533544.0,1.0,,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-09-01 20:50:21.000,2025-08-30 05:27:53,3617.0,27.0,2373.0,190.0,3186.0,5723.0,33898.0,2025-08-05 03:54:05.000,2.1.4,179.0,610.0,40,True,,584.0,poetry,conda-forge/poetry,849.0,,https://pypi.org/project/poetry,2025-08-05 03:54:05.000,849.0,67166590.0,67439745.0,https://anaconda.org/conda-forge/poetry,2025-08-05 05:55:56.120,5403121.0,2.0,,15553594.0,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-08-03 20:02:22.000,2025-08-03 20:02:22,2116.0,1.0,2534.0,233.0,1331.0,1987.0,20978.0,2024-08-30 12:24:05.000,1.6.1,62.0,260.0,40,True,,121.0,mkdocs,conda-forge/mkdocs,95075.0,88545.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,6530.0,9008578.0,9019833.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,574006.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
26,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-09-02 15:11:24.000,2025-09-02 15:11:00,4336.0,7.0,602.0,46.0,1053.0,1115.0,6818.0,2025-02-26 21:15:25.000,6.0.1,148.0,316.0,40,True,,234.0,isort,conda-forge/isort,575332.0,560345.0,https://pypi.org/project/isort,2025-02-26 21:13:14.000,14987.0,66255913.0,66382618.0,https://anaconda.org/conda-forge/isort,2025-05-02 12:53:46.732,7855761.0,2.0,,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-09-04 14:14:46.000,2025-09-04 14:14:44,916.0,41.0,539.0,41.0,1591.0,1679.0,3839.0,2025-09-03 14:50:25.000,4.30.1,245.0,330.0,40,True,,143.0,tox,conda-forge/tox,141256.0,129745.0,https://pypi.org/project/tox,2025-09-03 14:50:25.000,11511.0,25067739.0,25091050.0,https://anaconda.org/conda-forge/tox,2025-09-03 19:55:16.291,1491915.0,1.0,['pytest'],,,,,,,,,,,,,,,,,,,
28,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-09-04 04:49:41.000,2025-09-04 04:43:40,1160.0,146.0,162.0,35.0,832.0,328.0,1552.0,2025-07-16 04:29:24.000,1.1.0,69.0,73.0,40,True,,54.0,pytest-asyncio,conda-forge/pytest-asyncio,163760.0,154765.0,https://pypi.org/project/pytest-asyncio,2025-07-16 04:29:24.000,8995.0,52752184.0,52792606.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-07-28 13:34:27.883,2584662.0,1.0,['pytest'],1628.0,,,,,,,,,,,,,,,,,,
29,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-09-04 07:13:18.000,2025-09-04 07:13:18,8386.0,72.0,1734.0,132.0,2275.0,7054.0,14734.0,2025-09-02 18:32:44.255,1.1.405,489.0,127.0,39,True,,110.0,,,1447.0,1416.0,,,,,1628279.0,,,,2.0,,5357.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-09-02 18:32:44.255,31.0,1628095.0,,,,,,,
30,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-08-18 06:14:12.000,2025-02-10 20:44:26,1355.0,,901.0,202.0,412.0,466.0,13946.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,True,,416.0,yapf,conda-forge/yapf,107853.0,106597.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,9246754.0,9293061.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2454307.0,2.0,,,,,,,,,,,,,,,,,,,,
31,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-09-02 10:21:19.000,2025-09-02 10:03:57,13882.0,208.0,713.0,140.0,475.0,2458.0,13759.0,2025-08-26 12:51:52.000,2.7.13,357.0,197.0,39,True,,223.0,nuitka,conda-forge/nuitka,3536.0,3402.0,https://pypi.org/project/nuitka,2025-08-26 12:51:52.000,134.0,187676.0,220481.0,https://anaconda.org/conda-forge/nuitka,2025-08-27 08:01:14.053,2099551.0,1.0,,,,,,,,,,,,,,,,,,,,
32,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-09-02 15:52:40.000,2025-09-02 15:52:38,991.0,34.0,1053.0,149.0,1136.0,1436.0,13642.0,2025-08-28 15:46:20.000,1.55.0,124.0,50.0,39,True,,44.0,playwright,,48022.0,45355.0,https://pypi.org/project/playwright,2025-08-28 15:46:20.000,2667.0,20954561.0,20954561.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-08-13 03:34:36.000,2025-08-13 03:25:39,2313.0,94.0,628.0,101.0,1074.0,931.0,7934.0,2025-07-31 09:45:18.000,7.5.0,122.0,219.0,39,True,,217.0,pip-tools,conda-forge/pip-tools,38735.0,36034.0,https://pypi.org/project/pip-tools,2025-07-31 09:45:18.000,2701.0,18464882.0,18468904.0,https://anaconda.org/conda-forge/pip-tools,2025-07-31 16:14:34.350,257428.0,2.0,,,,,,,,,,,,,,,,,,,,
34,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-09-04 14:50:23.000,2025-09-04 14:08:26,3197.0,144.0,555.0,78.0,2861.0,1617.0,2061.0,2025-09-04 07:56:54.000,2.36.0,294.0,282.0,39,True,,209.0,sentry-sdk,conda-forge/sentry-sdk,1308.0,,https://pypi.org/project/sentry-sdk,2025-09-04 07:56:36.000,1308.0,70082397.0,70104079.0,https://anaconda.org/conda-forge/sentry-sdk,2025-09-04 11:27:51.964,1356554.0,1.0,,3915.0,,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2025-08-30 22:15:08.000,2025-08-30 22:15:08,1025.0,32.0,218.0,41.0,275.0,289.0,1943.0,2025-06-12 10:47:45.000,6.2.1,51.0,97.0,39,True,,151.0,pytest-cov,conda-forge/pytest-cov,449971.0,409791.0,https://pypi.org/project/pytest-cov,2025-06-12 10:47:45.000,40180.0,81479042.0,81716207.0,https://anaconda.org/conda-forge/pytest-cov,2025-06-13 01:28:23.973,15178567.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
36,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-09-02 05:13:53.000,2025-09-02 05:13:52,1327.0,18.0,241.0,52.0,527.0,391.0,1692.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,39,True,,282.0,pytest-xdist,conda-forge/pytest-xdist,126435.0,120818.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,59182855.0,59334181.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9381457.0,2.0,['pytest'],295.0,,,,,,,,,,,,,,,,,,
37,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-09-01 18:25:39.000,2025-08-17 15:39:46,2045.0,186.0,224.0,28.0,580.0,601.0,919.0,2025-08-16 12:56:37.000,9.2.0,97.0,149.0,39,True,,36.0,setuptools_scm,conda-forge/setuptools_scm,33969.0,31819.0,https://pypi.org/project/setuptools_scm,2025-08-16 12:56:37.000,2150.0,86094795.0,86175576.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-16 21:13:36.839,5169986.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
38,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-09-02 18:41:44.000,2025-09-02 18:41:43,769.0,12.0,269.0,31.0,521.0,321.0,675.0,2025-04-19 11:49:36.000,25.0,47.0,125.0,39,True,,115.0,packaging,conda-forge/packaging,1796121.0,1782340.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,658662550.0,659835398.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,75061550.0,1.0,,919.0,,,,,,,,,,,,,,,,,,
39,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-08-30 06:49:12.000,2025-08-30 06:49:12,6471.0,190.0,1608.0,507.0,963.0,1937.0,29758.0,2025-07-09 15:40:39.000,4.3.3,124.0,207.0,38,True,,138.0,glances,conda-forge/glances,1200.0,1196.0,https://pypi.org/project/glances,2025-07-09 15:40:39.000,4.0,262900.0,269291.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,357210.0,1.0,,1688.0,-1.0,,,,,,,,,,,,,,,,,
40,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-08-31 17:47:30.000,2025-08-31 17:47:30,972.0,30.0,741.0,141.0,263.0,887.0,22618.0,2024-12-06 11:25:42.000,0.7.3,22.0,68.0,38,True,,232.0,loguru,conda-forge/loguru,152627.0,141973.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,10654.0,38560173.0,38616237.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3588117.0,2.0,,,,,,,,,,,,,,,,,,,,
