,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
175,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,66.0,47.0,662.0,2019-03-17 19:03:54.000,0.9.2,6.0,34.0,23,False,,redbaron,,,538.0,538.0,https://pypi.org/project/redbaron,,,31960.0,31960.0,,,,2.0,,,,,,,,,,,,,,,,,
176,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2023-05-01 10:59:27.000,2023-04-26 22:45:49,259.0,40.0,48.0,20.0,242.0,41.0,41.0,398.0,2021-07-31 16:17:24.000,0.1.4,7.0,35.0,23,True,,fixit,,,41.0,39.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,14126.0,14126.0,,,,3.0,,,,,,,,,,,,,,,,,
177,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,19.0,8.0,21.0,17.0,21.0,325.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,23,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1857.0,1717.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,140.0,440392.0,446642.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,456317.0,3.0,,,,,,,,,,,,,,,,,
178,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-05-09 11:19:18.000,2023-05-09 11:19:18,116.0,5.0,22.0,6.0,41.0,9.0,12.0,201.0,2022-10-25 11:19:00.465,1.4.1,10.0,10.0,23,True,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1511.0,1394.0,https://pypi.org/project/pytest-datadir,2022-10-25 11:19:00.465,117.0,160166.0,162517.0,https://anaconda.org/conda-forge/pytest-datadir,2022-10-25 16:50:34.913,185754.0,3.0,,,,,,,,,,,,,,,,,
179,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-04-03 20:28:50.813,2023-04-03 19:55:36,164.0,1.0,12.0,2.0,49.0,6.0,23.0,157.0,,,12.0,10.0,23,True,,flake8-black,conda-forge/flake8-black,['flake8'],6713.0,6713.0,https://pypi.org/project/flake8-black,,,760742.0,769975.0,https://anaconda.org/conda-forge/flake8-black,2023-04-03 20:28:50.813,433997.0,3.0,,,,,,,,,,,,,,,,,
180,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-05-02 20:44:59.000,2022-02-09 02:49:51,186.0,,17.0,6.0,71.0,17.0,30.0,154.0,2022-02-09 03:17:52.000,0.2.3,4.0,12.0,23,False,,pandas-vet,conda-forge/pandas-vet,['flake8'],356.0,356.0,https://pypi.org/project/pandas-vet,,,64584.0,64890.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,14953.0,3.0,,51.0,,,,,,,,,,,,,,,
181,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2022-12-23 19:26:57.671,2022-12-22 23:43:03,285.0,,21.0,3.0,57.0,1.0,42.0,103.0,,,19.0,17.0,23,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],8927.0,8927.0,https://pypi.org/project/flake8-builtins,,,614132.0,616698.0,https://anaconda.org/conda-forge/flake8-builtins,2022-12-23 19:26:57.671,200214.0,3.0,,,,,,,,,,,,,,,,,
182,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,18.0,80.0,48.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,23,False,,pytkdocs,conda-forge/pytkdocs,,1244.0,1222.0,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,22.0,102184.0,104820.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,81742.0,3.0,,,,,,,,,,,,,,,,,
183,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,194.0,71.0,56.0,25.0,46.0,4361.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,22,True,,better-exceptions,,,,,https://pypi.org/project/better-exceptions,,,134556.0,134556.0,,,,3.0,,,,,,,,,,,,,,,,,
184,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,154.0,72.0,32.0,26.0,57.0,3908.0,,,19.0,17.0,22,True,,vprof,,,109.0,109.0,https://pypi.org/project/vprof,,,3071.0,3071.0,,,,3.0,,,,,,,,,,,,,,,,,
185,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,3.0,197.0,59.0,44.0,40.0,16.0,2678.0,,,,23.0,22,True,,pyrasite,,,48.0,48.0,https://pypi.org/project/pyrasite,,,24321.0,24321.0,,,,3.0,,,,,,,,,,,,,,,,,
186,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,79.0,29.0,10.0,5.0,38.0,2638.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,,pretty_errors,conda-forge/pretty_errors,,53.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,53.0,27220.0,27585.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,10977.0,3.0,,,,,,,,,,,,,,,,,
187,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,232.0,70.0,116.0,21.0,78.0,2132.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,python-taint,,,85.0,85.0,https://pypi.org/project/python-taint,,,6882.0,6883.0,,,,3.0,,103.0,,,,,,,,,,,,,,,
188,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,68.0,126.0,1748.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,22,False,,sixpack,,,10.0,10.0,https://pypi.org/project/sixpack,,,385.0,385.0,,,,3.0,,,,,,,,,,,,,,,,,
189,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,22.0,55.0,62.0,72.0,1268.0,2021-07-02 13:10:00.000,0.3.1,26.0,28.0,22,False,,pyflow,,,42.0,42.0,https://pypi.org/project/pyflow,,,213.0,334.0,,,,3.0,,5471.0,,,,,,,,,,,,,,,
190,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-12-22 20:22:27.544,2022-12-22 13:48:56,431.0,,32.0,19.0,16.0,22.0,26.0,920.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,22,True,,snoop,conda-forge/snoop,,22.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,22.0,48549.0,48722.0,https://anaconda.org/conda-forge/snoop,2022-12-22 20:22:27.544,3292.0,3.0,,,,,,,,,,,,,,,,,
191,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,137.0,16.0,65.0,29.0,28.0,822.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,pycco,,,296.0,296.0,https://pypi.org/project/pycco,,,1585.0,1585.0,,,,3.0,,,,,,,,,,,,,,,,,
192,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-05-10 18:42:14.000,2023-05-08 16:46:37,1087.0,14.0,74.0,25.0,77.0,5.0,173.0,762.0,,,8.0,39.0,22,True,,green,conda-forge/green,,,,https://pypi.org/project/green,,,13333.0,15109.0,https://anaconda.org/conda-forge/green,2022-10-30 14:19:59.665,120782.0,3.0,,,,,,,,,,,,,,,,,
193,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-05-09 12:31:10.000,2023-05-09 12:31:08,587.0,27.0,71.0,14.0,153.0,34.0,69.0,761.0,,,14.0,37.0,22,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,,,https://pypi.org/project/autoflake,,,1420155.0,1429771.0,https://anaconda.org/conda-forge/autoflake,2022-10-14 07:46:06.339,471209.0,2.0,-6.0,,,,,,,,,,,,,,,,
194,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-04-27 17:06:00.000,2023-04-27 17:06:00,122.0,8.0,32.0,11.0,79.0,11.0,38.0,735.0,2023-04-05 18:22:56.000,0.11.0,15.0,12.0,22,True,,python-devtools,conda-forge/python-devtools,,1446.0,1446.0,https://pypi.org/project/python-devtools,,,268.0,814.0,https://anaconda.org/conda-forge/python-devtools,2023-04-06 21:42:28.182,13669.0,3.0,,,,,,,,,,,,,,,,,
195,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2023-03-15 15:29:58.000,2022-11-08 15:07:52,1711.0,,164.0,55.0,274.0,125.0,229.0,560.0,,,5.0,92.0,22,False,,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,,,77826.0,79050.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,24499.0,3.0,-7.0,,,,,,,,,,,,,,,,
196,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2023-05-11 13:24:59.000,2023-05-11 13:24:55,1091.0,12.0,154.0,32.0,359.0,33.0,278.0,406.0,2023-02-09 08:48:42.000,3.4.3,41.0,66.0,22,False,,,constructor,,14.0,14.0,,,,,78.0,https://anaconda.org/anaconda/constructor,2023-04-22 13:13:51.136,6375.0,3.0,,228.0,,,,,,,,,,,,,,,
197,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,50.0,13.0,100.0,44.0,30.0,280.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,,baron,,,278.0,278.0,https://pypi.org/project/baron,,,32063.0,32063.0,,,,2.0,,,,,,,,,,,,,,,,,
198,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-01-07 04:42:28.000,2021-10-14 20:29:54,188.0,,60.0,10.0,49.0,51.0,43.0,234.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,,mkdocs-with-pdf,,['mkdocs'],324.0,324.0,https://pypi.org/project/mkdocs-with-pdf,,,23776.0,23776.0,,,,3.0,,,,,,,,,,,,,,,,,
199,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-11-18 07:39:35.000,2022-02-24 16:06:18,113.0,,19.0,5.0,15.0,9.0,27.0,219.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,False,,xenon,conda-forge/xenon,,1121.0,1039.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,82.0,128561.0,128857.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,19846.0,3.0,,,,,,,,,,,,,,,,,
200,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-04-19 05:31:49.000,2023-04-19 05:31:49,827.0,1.0,9.0,5.0,101.0,19.0,25.0,185.0,2023-01-30 01:24:01.118,1.1.1,67.0,9.0,22,True,,xdoctest,conda-forge/xdoctest,,127.0,,https://pypi.org/project/xdoctest,2023-01-30 01:24:01.118,127.0,83503.0,86920.0,https://anaconda.org/conda-forge/xdoctest,2023-01-30 06:16:04.314,133290.0,3.0,,,,,,,,,,,,,,,,,conda-forge/xdoctest
201,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-04-16 21:01:19.000,2023-04-16 21:01:19,502.0,3.0,358.0,75.0,131.0,120.0,221.0,5496.0,2023-01-29 21:48:52.000,1.2.1,9.0,58.0,21,True,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
202,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,17.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,21,False,,profiling,,,65.0,59.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000,6.0,6396.0,6396.0,,,,3.0,,,,,,,,,,,,,,,,,
203,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,80.0,27.0,113.0,36.0,76.0,1592.0,2022-11-02 23:26:19.000,1.0.3,18.0,39.0,21,True,,shiv,,,,,https://pypi.org/project/shiv,,,23920.0,23929.0,,,,3.0,,454.0,,,,,,,,,,,,,,,
204,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-01-20 18:10:54.000,2023-01-20 18:08:14,186.0,,92.0,31.0,75.0,38.0,34.0,1468.0,,,5.0,27.0,21,True,,bowler,conda-forge/bowler,,,,https://pypi.org/project/bowler,,,94687.0,94980.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,15839.0,3.0,,,,,,,,,,,,,,,,,
205,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,61.0,28.0,63.0,34.0,33.0,1384.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,21,False,,pyannotate,,,144.0,115.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,29.0,3262.0,3262.0,,,,3.0,,,,,,,,,,,,,,,,,
206,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-04-19 17:00:20.000,2023-01-27 11:02:15,1077.0,,79.0,19.0,33.0,13.0,130.0,583.0,2022-11-05 16:32:25.000,0.13.0.0,17.0,17.0,21,False,,py2exe,,,1740.0,1740.0,https://pypi.org/project/py2exe,,,14468.0,14726.0,,,,3.0,,12920.0,,,,,,,,,,,,,,,
207,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-05-09 05:15:45.000,2023-05-06 17:29:22,554.0,20.0,24.0,5.0,489.0,5.0,51.0,503.0,,,5.0,19.0,21,True,,pytest-randomly,conda-forge/pytest-randomly,,,,https://pypi.org/project/pytest-randomly,,,725109.0,731712.0,https://anaconda.org/conda-forge/pytest-randomly,2022-05-12 01:12:32.731,125459.0,3.0,,,,,,,,,,,,,,,,,
208,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-12-17 09:19:57.000,2022-12-17 09:19:54,492.0,,21.0,10.0,44.0,7.0,15.0,338.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,21,True,,manhole,conda-forge/manhole,,247.0,247.0,https://pypi.org/project/manhole,,,17936.0,18559.0,https://anaconda.org/conda-forge/manhole,2022-11-02 02:11:21.465,13727.0,3.0,,,,,,,,,,,,,,,,,
209,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-11-22 05:06:36.000,2021-10-05 01:31:10,72.0,,41.0,19.0,31.0,41.0,46.0,278.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,,mkdocs-pdf-export-plugin,,['mkdocs'],394.0,388.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,6.0,17811.0,17811.0,,,,3.0,,,,,,,,,,,,,,,,,
210,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,26.0,4.0,38.0,5.0,26.0,126.0,,,,12.0,21,False,,flake8-commas,,['flake8'],15242.0,15242.0,https://pypi.org/project/flake8-commas,,,526174.0,526174.0,,,,3.0,,,,,,,,,,,,,,,,,
211,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,,2017-07-11 00:19:00.000,2023-03-20 22:56:45.195,2023-03-20 14:09:13,329.0,3.0,151.0,54.0,123.0,35.0,130.0,4209.0,,,16.0,45.0,20,False,,monkeytype,conda-forge/monkeytype,,,,https://pypi.org/project/monkeytype,,,46911.0,47692.0,https://anaconda.org/conda-forge/monkeytype,2023-03-20 22:56:45.195,50017.0,3.0,,,,,,,,,,,,,,,,,
212,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,,74.0,42.0,48.0,20.0,34.0,1546.0,2022-05-18 12:08:29.000,0.9.4,39.0,10.0,20,True,,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,4.0,1249.0,1249.0,,,,3.0,,,,,,,,,,,,,,,,,
213,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,190.0,24.0,95.0,49.0,83.0,587.0,,,,39.0,20,False,,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,,,216250.0,216250.0,,,,3.0,,,,,,,,,,,,,,,,,
214,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-05-08 21:53:05.000,2023-05-06 17:29:10,325.0,19.0,32.0,6.0,177.0,12.0,55.0,511.0,,,10.0,16.0,20,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,,,https://pypi.org/project/blacken-docs,,,119555.0,120381.0,https://anaconda.org/conda-forge/blacken-docs,2023-01-16 15:42:33.233,28093.0,3.0,,,,,,,,,,,,,,,,,
215,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-04-22 10:46:09.000,2022-11-03 10:04:57,807.0,,69.0,24.0,112.0,45.0,59.0,509.0,,,4.0,62.0,20,True,,pytest-virtualenv,conda-forge/pytest-shutil,,,,https://pypi.org/project/pytest-virtualenv,,,38652.0,39330.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,39337.0,3.0,,,,,,,,,,,,,,,,,
216,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-01-23 14:44:55.000,2022-01-08 15:29:29,100.0,,40.0,7.0,25.0,24.0,17.0,159.0,2022-01-08 15:31:25.000,0.5.5,23.0,17.0,20,False,,sphinx-markdown-builder,,['sphinx'],764.0,688.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,76.0,35812.0,35812.0,,,,3.0,,,,,,,,,,,,,,,,,
217,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-03-25 02:13:36.000,2022-05-19 03:25:57,154.0,,29.0,6.0,26.0,6.0,22.0,138.0,2021-07-27 09:00:22.000,0.4.8,13.0,9.0,20,True,,lazydocs,,,144.0,144.0,https://pypi.org/project/lazydocs,,,7273.0,7273.0,,,,3.0,,,,,,,,,,,,,,,,,
218,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-12-07 11:39:27.000,2022-12-07 11:39:27,220.0,,12.0,3.0,7.0,8.0,67.0,75.0,2022-06-01 11:11:09.000,2.3.4,39.0,4.0,20,True,,mkdocs-print-site-plugin,,['mkdocs'],208.0,208.0,https://pypi.org/project/mkdocs-print-site-plugin,,,10428.0,10428.0,,,,3.0,,,,,,,,,,,,,,,,,
219,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,7.0,5.0,9.0,4.0,9.0,52.0,2022-03-08 14:43:59.000,0.3.2,2.0,7.0,20,False,,mkdocs-git-revision-date-plugin,,['mkdocs'],1375.0,1375.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,40723.0,40723.0,,,,3.0,,,,,,,,,,,,,,,,,
220,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,122.0,34.0,4.0,5.0,4.0,1623.0,,,2.0,3.0,19,False,,heartrate,conda-forge/heartrate,,51.0,51.0,https://pypi.org/project/heartrate,,,1075.0,1175.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,2307.0,3.0,,,,,,,,,,,,,,,,,
