,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending
115,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,25,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2021-01-14 12:02:28.721,2020-11-19 15:52:01.000,3490.0,2020-01-12 22:11:51.000,3.0.2,8.0,conda-forge/line_profiler,,line_profiler,245.0,21.0,7.0,139.0,692.0,,20.0,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,692.0,199981.0,202599.0,https://anaconda.org/conda-forge/line_profiler,2021-01-14 12:02:28.721,146619.0,3.0,,,,,,,,,
116,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,25,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2020-12-29 05:34:09.000,2020-11-16 01:36:32.000,1626.0,2020-11-16 03:43:07.000,1.0.2,41.0,,,uiautomator,571.0,165.0,114.0,316.0,295.0,173.0,13.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,122.0,4436.0,4436.0,,,,3.0,,,,,,,,,
117,flit,https://github.com/takluyver/flit,,Simplified packaging of Python modules.,build-tools,25,True,takluyver/flit,https://github.com/takluyver/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2020-12-04 10:55:35.000,2020-11-19 11:50:56.000,1287.0,2020-04-08 08:04:11.000,3.0.0,38.0,conda-forge/flit,,flit,63.0,68.0,147.0,847.0,226.0,,41.0,https://pypi.org/project/flit,2020-09-06 10:57:48.000,226.0,34979.0,36395.0,https://anaconda.org/conda-forge/flit,2020-10-14 10:18:51.643,66569.0,3.0,,,,,,,,,
118,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,25,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2020-10-21 02:59:32.000,2020-10-18 16:56:10.000,1273.0,2020-10-06 16:13:40.000,0.12.10,449.0,,,pybuilder,230.0,83.0,388.0,1284.0,110.0,,35.0,https://pypi.org/project/pybuilder,2020-10-18 17:13:30.000,110.0,7062.0,7062.0,,,,3.0,,,,,,,,,
119,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,25,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2020-12-22 22:15:18.000,2020-10-15 19:16:49.000,722.0,2016-03-31 11:48:42.000,0.4.3,15.0,conda-forge/pympler,,pympler,67.0,32.0,46.0,443.0,478.0,,26.0,https://pypi.org/project/pympler,2020-10-14 20:27:50.000,478.0,96401.0,99919.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,161871.0,3.0,,,,,,,,,
120,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,25,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2021-01-14 03:39:31.000,2021-01-09 11:48:40.000,561.0,2020-10-19 08:18:56.000,2.10.0,37.0,conda-forge/typeguard,,typeguard,52.0,26.0,107.0,219.0,158.0,,16.0,https://pypi.org/project/typeguard,2020-10-19 08:18:56.000,158.0,533795.0,534817.0,https://anaconda.org/conda-forge/typeguard,2020-06-07 13:28:30.133,24551.0,3.0,,,,,,,,,
121,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,25,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2020-11-14 03:41:13.000,2019-06-15 20:36:43.000,533.0,2018-05-20 19:52:16.000,4.2.0,17.0,conda-forge/pytest-watch,['pytest'],pytest-watch,48.0,30.0,40.0,183.0,2156.0,1929.0,16.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,227.0,100206.0,101056.0,https://anaconda.org/conda-forge/pytest-watch,2020-10-13 03:33:27.252,30621.0,3.0,,,,,,,,,
122,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,25,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2020-11-17 20:29:45.000,2020-11-16 12:31:58.000,453.0,2020-11-16 12:36:24.000,0.11.2,21.0,,,mamba,61.0,45.0,52.0,468.0,220.0,,22.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,220.0,8518.0,8518.0,,,,3.0,,,,,,,,,
123,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,25,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2020-12-29 19:27:26.000,2020-12-29 19:24:52.000,435.0,2017-12-31 01:13:41.000,1.3.4,28.0,conda-forge/paver,,paver,76.0,36.0,90.0,525.0,1876.0,,44.0,https://pypi.org/project/paver,2017-12-31 01:13:41.000,1876.0,17825.0,18217.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,19629.0,3.0,,,,,,,,,
124,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,25,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000,2020-12-27 17:36:41.000,2020-12-27 17:36:40.000,341.0,2019-08-04 15:14:24.000,1.3.1,36.0,conda-forge/autoflake,,autoflake,38.0,22.0,32.0,439.0,2390.0,1810.0,17.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,580.0,166862.0,169504.0,https://anaconda.org/conda-forge/autoflake,2019-04-25 16:08:45.978,55497.0,2.0,,,,,,,,,
125,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2021-01-04 16:36:49.618,2021-01-04 14:37:29.000,218.0,,,40.0,conda-forge/check-manifest,,check-manifest,29.0,14.0,69.0,515.0,5843.0,4039.0,18.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000,1804.0,104426.0,105146.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618,18018.0,2.0,,,,,,,,,
126,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,25,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2020-09-29 18:11:33.000,2019-12-22 18:11:19.000,154.0,2019-12-22 18:12:11.000,1.6.3,11.0,conda-forge/astunparse,,astunparse,34.0,14.0,21.0,86.0,11386.0,11204.0,10.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,182.0,2047970.0,2049159.0,https://anaconda.org/conda-forge/astunparse,2019-01-22 10:00:56.794,51162.0,3.0,,,,,,,,,
127,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,24,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2020-12-21 03:07:33.000,2020-12-21 02:51:39.000,7765.0,2020-12-21 03:07:33.000,0.14.0.2,90.0,,,gdbgui,457.0,105.0,153.0,420.0,63.0,61.0,35.0,https://pypi.org/project/gdbgui,2020-12-21 02:53:00.000,2.0,9541.0,9877.0,,,,3.0,2016.0,,,,,,,,
128,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,24,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-01-02 12:26:41.000,2021-01-02 12:26:40.000,3842.0,2020-12-24 08:34:45.000,0.3.2,15.0,,,better-exceptions,193.0,29.0,40.0,96.0,74.0,,14.0,https://pypi.org/project/better-exceptions,2020-12-24 08:34:45.000,74.0,21897.0,21897.0,,,,3.0,,,,,,,,,
129,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,24,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2020-12-30 22:21:46.000,2020-12-30 22:21:45.000,1760.0,2019-10-05 13:00:41.000,1.2.1,26.0,,,notifiers,68.0,35.0,52.0,377.0,108.0,102.0,14.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000,6.0,185272.0,185272.0,,,,3.0,,,,,,,,,
130,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, eta and very cool animations!.",logging,24,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-01-09 16:00:22.000,2021-01-08 01:36:09.000,1743.0,2021-01-08 01:37:28.000,1.6.2,19.0,conda-forge/alive-progress,,alive-progress,47.0,13.0,38.0,246.0,212.0,212.0,1.0,https://pypi.org/project/alive-progress,2021-01-08 01:37:28.000,0.0,17342.0,17832.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,5400.0,3.0,,,,,,,,,
131,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,24,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2020-11-05 21:21:11.000,2020-11-05 21:21:09.000,1236.0,2020-09-17 01:55:39.000,0.9.0,8.0,conda-forge/bowler,,bowler,85.0,43.0,33.0,177.0,10.0,,26.0,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,10.0,34568.0,34898.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,8595.0,2.0,,,,,,,,,
132,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,24,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2021-01-02 06:03:14.000,2021-01-01 18:48:26.000,1120.0,2020-10-31 13:10:42.000,0.2.5,14.0,,,stackprinter,31.0,9.0,12.0,159.0,40.0,36.0,6.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000,4.0,60620.0,60620.0,,,,3.0,,,,,,,,,1.0
133,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,24,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2021-01-14 12:26:27.000,2021-01-14 07:02:26.000,628.0,2021-01-14 04:58:53.000,6.5.1,13.0,conda-forge/cx_freeze,,cx_freeze,141.0,71.0,524.0,933.0,153.0,,86.0,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,17468.0,19254.0,https://anaconda.org/conda-forge/cx_freeze,2021-01-05 08:47:35.640,42872.0,2.0,,,,,,,,,1.0
134,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,24,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2020-12-22 14:28:14.000,2020-12-22 14:28:12.000,547.0,2020-05-16 12:35:26.000,0.4.2,16.0,conda-forge/asv,,asv,121.0,101.0,296.0,1887.0,162.0,118.0,53.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000,44.0,4663.0,10268.0,https://anaconda.org/conda-forge/asv,2020-12-11 12:30:25.113,269080.0,3.0,,,,,,,,,
135,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,24,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2021-01-03 02:37:16.000,2020-12-28 17:25:33.000,300.0,,,23.0,,,mypy-protobuf,51.0,15.0,49.0,195.0,196.0,172.0,25.0,https://pypi.org/project/mypy-protobuf,2020-06-18 21:38:10.000,24.0,196741.0,196741.0,,,,3.0,,,,,,,,,
136,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,24,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2021-01-04 16:54:08.000,2021-01-04 16:54:07.000,264.0,2020-11-16 10:02:15.000,3.5.0,20.0,,,pytest-randomly,21.0,6.0,27.0,322.0,107.0,,14.0,https://pypi.org/project/pytest-randomly,2020-11-16 10:02:15.000,107.0,242791.0,242791.0,,,,3.0,,,,,,,,,
137,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,24,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2021-01-11 00:23:04.000,2020-11-24 02:29:06.000,256.0,2020-11-24 02:49:27.000,1.5.8,45.0,conda-forge/darglint,,darglint,22.0,35.0,81.0,454.0,269.0,249.0,17.0,https://pypi.org/project/darglint,2020-11-24 02:49:27.000,20.0,41656.0,42104.0,https://anaconda.org/conda-forge/darglint,2020-11-24 05:07:32.192,7173.0,3.0,,,,,,,,,
138,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,24,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2021-01-04 16:44:40.000,2021-01-04 16:44:38.000,244.0,2020-12-19 10:49:01.000,3.3.1,25.0,conda-forge/flake8-comprehensions,['flake8'],flake8-comprehensions,12.0,10.0,28.0,306.0,714.0,,9.0,https://pypi.org/project/flake8-comprehensions,2020-12-19 10:49:01.000,714.0,177735.0,182583.0,https://anaconda.org/conda-forge/flake8-comprehensions,2020-12-20 00:33:24.687,242433.0,3.0,,,,,,,,,
139,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,True,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2020-10-20 13:40:35.000,2020-08-04 12:21:12.000,231.0,2019-03-04 08:39:11.000,0.18.1,34.0,conda-forge/flake8-import-order,['flake8'],flake8-import-order,58.0,8.0,83.0,274.0,1892.0,,40.0,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1892.0,165867.0,169457.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,179514.0,3.0,,,,,,,,,
140,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,24,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2020-06-06 07:55:44.000,2020-05-12 23:46:18.000,120.0,2020-05-12 23:12:42.000,3.2.0,37.0,conda-forge/flake8-quotes,['flake8'],flake8-quotes,32.0,3.0,39.0,99.0,4095.0,2691.0,28.0,https://pypi.org/project/flake8-quotes,2020-05-12 23:46:28.000,1404.0,183133.0,185782.0,https://anaconda.org/conda-forge/flake8-quotes,2020-05-13 00:39:59.431,137760.0,3.0,,,,,,,,,
141,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,24,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2021-01-02 09:31:59.000,2020-12-26 12:32:49.000,96.0,2020-09-16 09:18:09.000,0.22,38.0,,,py2app,6.0,131.0,192.0,594.0,5106.0,3464.0,24.0,https://pypi.org/project/py2app,2021-01-02 09:31:59.000,1642.0,8485.0,8485.0,,,,2.0,,,,,,,,,
142,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,23,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2021-01-11 20:53:19.000,2021-01-11 20:53:15.000,5077.0,2021-01-10 11:52:16.000,1.0.58,43.0,,,bpytop,183.0,24.0,158.0,349.0,,,26.0,https://pypi.org/project/bpytop,2021-01-10 11:52:16.000,,12494.0,12494.0,,,,3.0,,,,,,,,,
143,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,23,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2020-11-08 14:27:24.000,2020-11-08 14:27:12.000,3708.0,2018-06-24 14:16:36.000,0.37.6,24.0,,,vprof,165.0,22.0,56.0,618.0,78.0,69.0,17.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,9.0,1595.0,1595.0,,,,3.0,,,,,,,,,
144,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2021-01-11 02:37:09.271,2021-01-04 03:14:37.000,3451.0,2021-01-04 16:34:49.000,3.13.2,161.0,conda-forge/rebound,,rebound,319.0,20.0,38.0,166.0,30.0,16.0,16.0,https://pypi.org/project/rebound,2021-01-04 16:34:49.000,14.0,985.0,3054.0,https://anaconda.org/conda-forge/rebound,2021-01-11 02:37:09.271,90899.0,3.0,159.0,,,,,,,,
145,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2021-01-04 20:33:05.000,2021-01-04 20:33:03.000,3221.0,2020-04-04 04:48:23.000,20.5.0,20.0,conda-forge/monkeytype,,monkeytype,119.0,29.0,100.0,261.0,147.0,113.0,35.0,https://pypi.org/project/monkeytype,2020-05-18 19:40:30.000,34.0,6406.0,7168.0,https://anaconda.org/conda-forge/monkeytype,2020-05-19 00:57:07.937,27433.0,2.0,,,,,,,,,
146,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,23,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2021-01-03 00:53:53.000,2021-01-03 00:53:52.000,1824.0,2020-11-12 20:35:38.000,6.1.0,3.0,,['pytest'],pytest-testinfra,263.0,107.0,192.0,631.0,,,101.0,https://pypi.org/project/pytest-testinfra,2020-11-12 20:35:38.000,,40530.0,40530.0,,,,3.0,,,,,,,,,
147,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,23,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2020-12-14 23:37:39.000,2020-12-14 23:37:34.000,1107.0,2020-10-19 03:49:16.000,0.4.0,53.0,,,shiv,62.0,26.0,54.0,177.0,10.0,,29.0,https://pypi.org/project/shiv,2020-10-19 03:49:16.000,10.0,3491.0,3497.0,,,,3.0,112.0,,,,,,,,
148,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,23,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2021-01-14 12:34:53.000,2021-01-14 12:34:28.000,1045.0,,,54.0,conda-forge/mamba,,,57.0,101.0,221.0,893.0,297.0,297.0,30.0,,,,,15455.0,https://anaconda.org/conda-forge/mamba,2020-12-16 16:29:16.056,340014.0,3.0,,,,,,,,,
149,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,23,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2021-01-09 00:57:50.000,2021-01-09 00:57:42.000,826.0,2021-01-04 01:02:33.000,6.6.0,217.0,,,pyarmor,110.0,11.0,406.0,2948.0,150.0,140.0,13.0,https://pypi.org/project/pyarmor,2021-01-04 01:02:33.000,10.0,18563.0,18563.0,,,,3.0,18.0,,,,,,,,
150,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,23,False,klen/pylama,https://github.com/klen/pylama,LGPL-3.0,2012-08-17 10:10:10.000,2020-08-02 16:32:20.000,2019-04-10 18:20:19.000,751.0,2018-11-02 11:01:56.000,7.6.6,97.0,,,pylama,70.0,60.0,53.0,689.0,2561.0,2158.0,38.0,https://pypi.org/project/pylama,2018-11-02 11:01:56.000,403.0,47584.0,47584.0,,,,3.0,,,,,,,,,
151,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,23,False,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2020-12-13 18:51:56.000,2019-08-11 17:42:44.000,506.0,2019-03-17 19:03:54.000,0.9.2,15.0,,,redbaron,64.0,59.0,46.0,1669.0,361.0,233.0,34.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,128.0,6300.0,6300.0,,,,2.0,,,,,,,,,
152,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,23,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000,2020-12-28 10:17:29.000,2020-12-27 18:10:35.000,194.0,2019-11-10 16:23:03.000,1.3.1,48.0,,,docformatter,27.0,18.0,22.0,441.0,580.0,470.0,15.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,110.0,22154.0,22154.0,,,,3.0,,,,,,,,,
153,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,23,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-01-08 16:52:52.000,2021-01-08 12:12:59.000,162.0,2020-12-15 14:14:56.000,0.2.22,25.0,,,data-science-types,52.0,34.0,21.0,435.0,45.0,45.0,41.0,https://pypi.org/project/data-science-types,2020-12-15 12:21:44.000,0.0,5444.0,5444.0,,,,3.0,,,,,,,,,
154,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,23,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2021-01-13 19:09:18.000,2020-11-07 23:23:29.000,141.0,2020-11-08 11:19:26.000,0.10.1.0,5.0,,,py2exe,22.0,7.0,45.0,885.0,1154.0,981.0,12.0,https://pypi.org/project/py2exe,2020-11-08 11:19:44.000,173.0,16189.0,16505.0,,,,3.0,6965.0,,,,,,,,
155,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,23,False,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2020-12-09 08:41:47.000,2019-06-17 12:14:38.000,119.0,2018-03-19 16:49:31.000,2.0.0,19.0,,['flake8'],flake8-commas,18.0,4.0,25.0,165.0,1345.0,1198.0,9.0,https://pypi.org/project/flake8-commas,2018-03-19 16:49:31.000,147.0,150903.0,150903.0,,,,3.0,,,,,,,,,
156,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2020-12-10 03:10:39.000,2020-11-21 19:17:17.000,112.0,2020-11-15 20:07:00.000,0.9.21,21.0,conda-forge/asteval,,asteval,26.0,3.0,40.0,359.0,703.0,465.0,15.0,https://pypi.org/project/asteval,2020-11-15 20:07:00.000,238.0,40082.0,42165.0,https://anaconda.org/conda-forge/asteval,2019-10-23 14:59:12.733,106269.0,3.0,,,,,,,,,
157,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,23,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2020-08-11 09:43:27.627,2020-08-11 08:04:26.000,97.0,2020-07-08 08:06:12.000,4.0.0,31.0,conda-forge/flake8-isort,['flake8'],flake8-isort,33.0,7.0,37.0,257.0,3304.0,2376.0,28.0,https://pypi.org/project/flake8-isort,2020-08-11 08:04:21.000,928.0,132622.0,133263.0,https://anaconda.org/conda-forge/flake8-isort,2020-08-11 09:43:27.627,9629.0,3.0,,,,,,,,,
158,Scalene,https://github.com/emeryberger/scalene,,"Scalene: a high-performance, high-precision CPU and memory profiler for Python.",profiling,22,True,emeryberger/scalene,https://github.com/emeryberger/scalene,Apache-2.0,2019-12-17 20:56:28.000,2021-01-02 20:20:05.000,2021-01-02 20:20:04.000,3432.0,2020-12-09 19:58:56.000,1.1.12,85.0,,,scalene,120.0,20.0,53.0,803.0,21.0,21.0,16.0,https://pypi.org/project/scalene,2020-12-09 23:42:11.000,0.0,1569.0,1569.0,,,,3.0,,,,,,,,,
159,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,22,True,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06.000,2005.0,2018-11-01 16:02:57.000,0.42,15.0,,,python-taint,224.0,18.0,75.0,1576.0,46.0,35.0,22.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,11.0,1004.0,1006.0,,,,3.0,53.0,,,,,,,,
160,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,22,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2021-01-06 18:11:49.000,2021-01-04 17:13:58.000,743.0,2020-11-11 00:07:02.000,2.7.4,82.0,conda-forge/pyupgrade,,pyupgrade,48.0,22.0,129.0,541.0,10.0,,11.0,https://pypi.org/project/pyupgrade,2020-11-11 00:07:02.000,10.0,33465.0,39414.0,https://anaconda.org/conda-forge/pyupgrade,2020-11-11 12:49:43.382,142796.0,3.0,,,,,,,,,
161,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2020-11-01 12:46:34.000,2020-10-24 10:26:58.000,578.0,2020-10-24 15:25:27.000,3.3.1,41.0,,,hunter,25.0,33.0,44.0,900.0,87.0,53.0,6.0,https://pypi.org/project/hunter,2020-10-24 15:25:27.000,34.0,5674.0,5674.0,,,,3.0,,,,,,,,,
162,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,22,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2020-08-05 15:07:23.000,2020-08-05 15:07:10.000,462.0,2020-08-05 15:08:20.000,1.0.3,31.0,conda-forge/pytest-testmon,['pytest'],pytest-testmon,25.0,36.0,71.0,271.0,296.0,247.0,16.0,https://pypi.org/project/pytest-testmon,2019-11-27 13:50:53.000,49.0,24603.0,25358.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,26453.0,3.0,,,,,,,,,
