,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending
69,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,28,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2021-01-08 04:56:58.938,2021-01-08 00:06:53.000,505.0,2021-01-08 00:09:39.000,4.26.0,52.0,conda-forge/breathe,,breathe,134.0,88.0,301.0,1344.0,5830.0,3822.0,87.0,https://pypi.org/project/breathe,2021-01-08 00:09:39.000,2008.0,42849.0,46138.0,https://anaconda.org/conda-forge/breathe,2021-01-08 04:56:58.938,167749.0,2.0,,,,,,,,,
70,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,28,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2020-11-29 22:09:57.000,2020-11-29 22:09:56.000,495.0,2020-11-23 23:15:47.000,20.11.1,29.0,conda-forge/flake8-bugbear,['flake8'],flake8-bugbear,36.0,32.0,48.0,151.0,3932.0,2892.0,32.0,https://pypi.org/project/flake8-bugbear,2020-11-23 23:15:47.000,1040.0,252732.0,262591.0,https://anaconda.org/conda-forge/flake8-bugbear,2020-11-24 05:42:24.272,167619.0,2.0,,,,,,,,,
71,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,28,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2021-01-13 11:35:51.000,2020-12-13 22:15:44.000,419.0,2020-12-13 22:17:40.000,5.0.1,47.0,conda-forge/setuptools_scm,,setuptools_scm,119.0,54.0,248.0,947.0,694.0,,77.0,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,694.0,6903187.0,6912307.0,https://anaconda.org/conda-forge/setuptools_scm,2020-12-14 03:19:38.747,528996.0,2.0,,,,,,,,,
72,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2020-11-23 03:29:18.000,2020-10-03 17:22:54.000,365.0,2017-01-26 22:13:14.000,0.6.1,11.0,conda-forge/mccabe,,mccabe,37.0,7.0,33.0,128.0,197563.0,166553.0,20.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000,31010.0,6423914.0,6460905.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536,2034532.0,1.0,,,,,,,,,
73,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,28,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2021-01-11 13:37:25.000,2020-11-23 13:46:36.000,354.0,2020-11-14 08:08:43.000,2.0.0,13.0,conda-forge/prettytable,,prettytable,51.0,11.0,25.0,299.0,13817.0,13817.0,25.0,https://pypi.org/project/prettytable,2020-11-14 08:08:43.000,0.0,1532867.0,1536978.0,https://anaconda.org/conda-forge/prettytable,2020-11-14 10:12:39.810,226152.0,3.0,,,,,,,,,
74,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2020-11-25 21:07:11.000,2020-11-25 20:26:24.000,210.0,2020-11-12 11:18:09.000,4.0.0,36.0,,['flake8'],hacking,68.0,,,1039.0,8690.0,,175.0,https://pypi.org/project/hacking,2020-11-12 11:18:09.000,8690.0,52494.0,52494.0,,,,2.0,,,,,,,,,
75,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,27,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2021-01-14 11:26:45.000,2021-01-13 16:53:10.000,3704.0,2020-12-07 11:50:19.000,0.6.10,125.0,conda-forge/nuitka,,nuitka,250.0,172.0,585.0,7107.0,54.0,,89.0,https://pypi.org/project/nuitka,2020-12-30 01:13:12.000,54.0,7112.0,11321.0,https://anaconda.org/conda-forge/nuitka,2021-01-10 20:42:29.666,239926.0,2.0,,,,,,,,,
76,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,27,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2021-01-13 10:22:00.000,2021-01-13 10:21:56.000,3194.0,2020-12-21 11:12:37.000,4.1.3,30.0,,,mimesis,268.0,12.0,270.0,1919.0,84.0,,106.0,https://pypi.org/project/mimesis,2020-12-21 11:12:37.000,84.0,13198.0,13200.0,,,,2.0,136.0,,,,,,,,
77,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,27,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2021-01-14 02:49:09.000,2021-01-13 23:18:26.000,3045.0,2020-12-23 23:04:26.000,2020.12.23,82.0,conda-forge/pytype,,pytype,173.0,122.0,270.0,3985.0,88.0,,54.0,https://pypi.org/project/pytype,2020-12-23 23:04:26.000,88.0,36320.0,39550.0,https://anaconda.org/conda-forge/pytype,2020-10-13 18:48:00.617,25840.0,2.0,,,,,,,,,
78,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2020-12-03 12:57:49.000,2020-12-03 12:57:47.000,2680.0,2018-08-16 03:16:49.000,0.54.0,52.0,,,memory_profiler,292.0,82.0,98.0,618.0,534.0,,83.0,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,108993.0,108993.0,,,,2.0,,,,,,,,,
79,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,27,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2020-12-31 09:47:08.000,2020-12-31 09:47:07.000,2411.0,2020-08-21 11:12:14.000,3.2.0,26.0,conda-forge/pyinstrument,,pyinstrument,92.0,18.0,51.0,407.0,340.0,204.0,22.0,https://pypi.org/project/pyinstrument,2020-09-09 18:00:59.000,136.0,66139.0,67301.0,https://anaconda.org/conda-forge/pyinstrument,2020-12-17 19:08:06.344,60440.0,2.0,,,,,,,,,
80,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2020-12-28 06:55:11.000,2018-03-15 16:54:31.000,1596.0,2016-11-25 22:13:29.000,4.0.515,36.0,,,diamond,592.0,226.0,128.0,3219.0,85.0,54.0,342.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,31.0,18504.0,18504.0,,,,2.0,,,,,,,,,
81,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2020-12-30 15:25:53.000,2020-10-21 22:30:57.000,1358.0,2020-10-21 22:32:26.000,1.3.1,91.0,conda-forge/prospector,,prospector,115.0,36.0,211.0,1051.0,3158.0,2020.0,67.0,https://pypi.org/project/prospector,2020-10-21 22:31:43.000,1138.0,69509.0,69912.0,https://anaconda.org/conda-forge/prospector,2020-11-18 00:26:14.628,21410.0,2.0,,,,,,,,,
82,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,,The strictest and most opinionated python linter ever!.,linters,27,True,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2021-01-14 07:54:02.000,2021-01-14 07:53:59.000,1322.0,2020-07-29 16:50:22.000,0.14.1,48.0,,,wemake-python-styleguide,256.0,102.0,815.0,1518.0,244.0,237.0,130.0,https://pypi.org/project/wemake-python-styleguide,2020-07-29 15:43:28.000,7.0,17098.0,17098.0,,,,2.0,,,,,,,,,
83,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,27,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2021-01-13 00:30:03.000,2021-01-12 15:03:47.000,1143.0,,,7.0,conda-forge/pyelftools,,pyelftools,377.0,48.0,107.0,565.0,2552.0,1668.0,73.0,https://pypi.org/project/pyelftools,2019-12-05 13:39:36.000,884.0,391897.0,392867.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,56269.0,2.0,,,,,,,,,
84,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,27,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2020-12-08 01:22:37.000,2020-09-01 16:32:08.000,943.0,2020-09-04 06:38:01.000,0.33.1,43.0,conda-forge/doit,,doit,112.0,65.0,185.0,1339.0,1112.0,646.0,50.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000,466.0,35797.0,36870.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103,39736.0,3.0,,,,,,,,,
85,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,27,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2021-01-13 22:08:53.145,2021-01-11 20:29:46.000,930.0,2021-01-11 04:10:50.000,1.10.2,36.0,conda-forge/safety,,safety,79.0,40.0,67.0,368.0,2141.0,1597.0,35.0,https://pypi.org/project/safety,2021-01-11 04:10:50.000,544.0,227789.0,229877.0,https://anaconda.org/conda-forge/safety,2021-01-13 22:08:53.145,12069.0,2.0,14856.0,,,,,,,,
86,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2021-01-03 17:10:37.000,2020-03-03 16:52:03.000,659.0,2020-02-02 00:58:56.000,0.9.2,25.0,conda-forge/nose2,,nose2,127.0,62.0,178.0,934.0,5306.0,3368.0,69.0,https://pypi.org/project/nose2,2020-02-02 00:58:56.000,1938.0,149644.0,150382.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,23618.0,2.0,,,,,,,,,
87,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2020-12-23 06:06:36.000,2020-12-09 16:11:46.000,560.0,2020-11-27 15:28:40.000,1.3.2,17.0,conda-forge/yappi,,yappi,38.0,10.0,30.0,635.0,989.0,349.0,21.0,https://pypi.org/project/yappi,2020-11-27 15:28:40.000,640.0,64267.0,65631.0,https://anaconda.org/conda-forge/yappi,2020-11-28 16:22:51.992,58665.0,2.0,,,,,,,,,
88,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,27,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2020-12-23 02:40:21.000,2020-01-08 07:29:19.000,542.0,2019-12-10 01:50:33.000,0.8.1,14.0,conda-forge/astor,,astor,77.0,35.0,67.0,258.0,3756.0,,28.0,https://pypi.org/project/astor,2019-12-10 01:50:33.000,3756.0,1837248.0,1859832.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1016324.0,2.0,,,,,,,,,
89,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,27,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2021-01-12 09:07:20.984,2021-01-10 12:24:27.000,435.0,2021-01-10 12:27:12.000,2.4.2,48.0,conda-forge/pylint-django,['pylint'],pylint-django,93.0,20.0,142.0,529.0,13634.0,11388.0,55.0,https://pypi.org/project/pylint-django,2021-01-10 12:25:25.000,2246.0,242682.0,244004.0,https://anaconda.org/conda-forge/pylint-django,2021-01-12 09:07:20.984,69567.0,2.0,160.0,,,,,,,,
90,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,27,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2020-12-10 13:10:51.000,2020-12-10 13:09:55.000,392.0,2018-04-29 22:06:15.000,9.3.1,62.0,,,coloredlogs,34.0,20.0,49.0,271.0,8620.0,6524.0,16.0,https://pypi.org/project/coloredlogs,2020-12-10 13:10:51.000,2096.0,540215.0,540215.0,,,,3.0,,,,,,,,,
91,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,27,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2020-12-11 12:47:31.000,2020-05-15 02:47:02.000,379.0,2020-05-15 02:43:35.000,1.4.1,26.0,conda-forge/ddt,,ddt,93.0,16.0,29.0,206.0,5707.0,3223.0,32.0,https://pypi.org/project/ddt,2020-05-15 02:43:35.000,2484.0,124622.0,125764.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,52553.0,2.0,,,,,,,,,
92,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,27,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2020-11-26 20:25:06.000,2020-11-26 20:24:53.000,96.0,2020-08-07 21:45:21.000,0.4.0,16.0,conda-forge/gast,,gast,20.0,4.0,20.0,80.0,48629.0,45241.0,10.0,https://pypi.org/project/gast,2020-08-07 21:45:21.000,3388.0,3854696.0,3884811.0,https://anaconda.org/conda-forge/gast,2020-08-07 22:36:47.303,963704.0,2.0,,,,,,,,,
93,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,26,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2021-01-13 18:43:15.000,2021-01-10 14:50:28.000,22044.0,2021-01-10 03:54:20.000,1.2.22,30.0,,,pyenv,1917.0,294.0,949.0,2353.0,1.0,,300.0,https://pypi.org/project/pyenv,2019-01-12 14:42:27.000,1.0,3856.0,3856.0,,,,2.0,,,,,,,,,
94,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,26,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2021-01-14 05:16:53.000,2021-01-06 18:25:58.000,6401.0,2020-02-24 06:04:00.000,0.3.3,26.0,,,py-spy,216.0,53.0,126.0,340.0,546.0,521.0,19.0,https://pypi.org/project/py-spy,2020-06-22 23:38:51.000,25.0,216703.0,216930.0,,,,3.0,4099.0,,py-spy,,,,,,
95,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,26,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2021-01-14 02:09:35.000,2021-01-14 02:09:27.000,6129.0,2021-01-11 16:49:17.000,1.1.101,185.0,,,,254.0,2.0,1176.0,2848.0,41.0,37.0,49.0,,,,,25391.0,,,,2.0,,,,pyright,https://www.npmjs.com/package/pyright,2021-01-11 16:47:07.310,4.0,25391.0,
96,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,26,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2021-01-13 20:55:15.000,2021-01-13 20:55:08.000,5126.0,2020-11-12 01:14:55.000,0.0.58,54.0,,,pyre-check,296.0,59.0,172.0,8326.0,23.0,,140.0,https://pypi.org/project/pyre-check,2020-11-12 01:14:55.000,23.0,5820.0,5820.0,,,,2.0,,,,,,,,,
97,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,26,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-01-08 15:51:12.000,2020-05-04 07:15:23.000,3119.0,2017-05-30 10:07:57.000,0.11.1,730.0,,,coala-bears,1363.0,852.0,2353.0,4469.0,82.0,10.0,473.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,72.0,6899.0,6900.0,,,,2.0,135.0,,,,,,,,
98,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,26,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2021-01-14 08:57:18.000,2020-11-20 08:50:43.000,1126.0,2020-08-19 09:18:57.000,2.1,39.0,conda-forge/vulture,,vulture,64.0,8.0,127.0,667.0,1155.0,795.0,25.0,https://pypi.org/project/vulture,2020-08-11 21:29:41.000,360.0,57804.0,58513.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,37613.0,2.0,,,,,,,,,-1.0
99,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,26,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2021-01-13 20:12:20.000,2021-01-12 19:18:29.000,1041.0,2019-08-08 15:19:16.000,3.1.2,14.0,conda-forge/scons,,scons,208.0,664.0,2616.0,6812.0,50.0,,129.0,https://pypi.org/project/scons,2019-12-17 02:49:51.000,50.0,89483.0,92519.0,https://anaconda.org/conda-forge/scons,2021-01-08 12:12:21.963,138981.0,3.0,341.0,,,,,,,,
100,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,26,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2020-12-07 12:42:45.000,2020-12-07 12:38:07.000,760.0,2020-12-07 12:41:15.000,4.0.2,89.0,conda-forge/pytest-bdd,['pytest'],pytest-bdd,129.0,102.0,126.0,634.0,1362.0,1094.0,37.0,https://pypi.org/project/pytest-bdd,2020-12-07 12:41:15.000,268.0,55996.0,56886.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,17800.0,3.0,,,,,,,,,
101,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2020-11-02 10:37:20.000,2020-11-02 10:37:12.000,695.0,2020-01-10 10:25:10.000,3.2.3,39.0,conda-forge/pytest-benchmark,['pytest'],pytest-benchmark,62.0,62.0,74.0,953.0,2226.0,1496.0,29.0,https://pypi.org/project/pytest-benchmark,2020-01-10 10:25:10.000,730.0,118495.0,124186.0,https://anaconda.org/conda-forge/pytest-benchmark,2020-03-24 11:45:49.727,330120.0,3.0,,,,,,,,,
102,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,26,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2020-12-14 17:20:18.000,2020-12-14 17:20:18.000,680.0,2020-11-23 18:43:18.000,3.2.5,139.0,conda-forge/green,,green,73.0,12.0,158.0,1036.0,903.0,545.0,37.0,https://pypi.org/project/green,2020-11-23 18:43:18.000,358.0,8445.0,10028.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,63330.0,3.0,,,,,,,,,
103,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,26,True,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2020-10-24 19:01:48.000,2020-10-24 18:04:51.000,661.0,2020-04-26 13:34:09.000,0.9.3,24.0,conda-forge/pytest-sugar,['pytest'],pytest-sugar,48.0,35.0,68.0,344.0,11156.0,6576.0,38.0,https://pypi.org/project/pytest-sugar,2020-04-26 13:34:09.000,4580.0,213639.0,215746.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029,86387.0,3.0,,,,,,,,,
104,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,26,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2020-12-30 21:40:44.000,2020-11-22 13:22:19.000,646.0,2019-04-18 20:10:18.000,0.10.2,25.0,conda-forge/pdbpp,,pdbpp,35.0,50.0,105.0,682.0,2800.0,1844.0,39.0,https://pypi.org/project/pdbpp,2019-10-04 12:04:09.000,956.0,67083.0,68278.0,https://anaconda.org/conda-forge/pdbpp,2019-05-07 20:32:36.208,48998.0,2.0,,,,,,,,,
105,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,26,False,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2021-01-13 12:56:13.000,2019-09-25 19:17:09.000,574.0,2019-03-29 17:36:17.000,0.7.0,55.0,,['sphinx'],sphinx-bootstrap-theme,180.0,47.0,78.0,393.0,2636.0,1864.0,37.0,https://pypi.org/project/sphinx-bootstrap-theme,2019-03-29 17:36:17.000,772.0,22724.0,22724.0,,,,2.0,,,,,,,,,1.0
106,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,26,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2020-10-30 10:46:27.000,2020-10-23 23:38:43.000,515.0,2020-03-02 14:42:32.000,2.0.2,22.0,conda-forge/pyhamcrest,,pyhamcrest,79.0,10.0,40.0,531.0,3392.0,,34.0,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000,3392.0,1431868.0,1437455.0,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195,312899.0,3.0,,,,,,,,,
107,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,26,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2020-10-13 15:54:16.000,2020-10-13 15:54:13.000,500.0,2020-02-11 15:14:12.000,2.13.3,100.0,,,zc.buildout,170.0,138.0,184.0,1574.0,1974.0,,87.0,https://pypi.org/project/zc.buildout,2020-05-25 08:46:02.000,1974.0,87529.0,87529.0,,,,3.0,,,,,,,,,
108,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,26,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000,2021-01-06 20:13:32.270,2021-01-01 01:11:36.000,471.0,2021-01-01 01:16:23.000,2020.12.31,18.0,conda-forge/nox,['pytest'],nox,80.0,50.0,139.0,340.0,471.0,415.0,47.0,https://pypi.org/project/nox,2021-01-01 01:16:23.000,56.0,232633.0,233214.0,https://anaconda.org/conda-forge/nox,2021-01-06 20:13:32.270,15711.0,3.0,,,,,,,,,
109,sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,26,True,agronholm/sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2020-12-21 10:53:12.000,2020-10-12 20:32:13.000,299.0,2020-06-21 06:33:28.000,1.11.1,28.0,conda-forge/sphinx-autodoc-typehints,['sphinx'],sphinx-autodoc-typehints,60.0,39.0,66.0,157.0,1380.0,,27.0,https://pypi.org/project/sphinx-autodoc-typehints,2020-10-12 20:37:53.000,1380.0,84318.0,87426.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2020-10-12 21:34:27.077,118130.0,2.0,,,,,,,,,
110,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,26,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2020-12-18 12:21:01.000,2020-11-05 11:21:34.000,298.0,2017-07-05 10:52:34.000,0.7.1,13.0,conda-forge/sphinx-autobuild,['sphinx'],sphinx-autobuild,48.0,10.0,44.0,276.0,4682.0,,17.0,https://pypi.org/project/sphinx-autobuild,2017-07-05 10:52:34.000,4682.0,110343.0,111150.0,https://anaconda.org/conda-forge/sphinx-autobuild,2020-12-16 17:57:16.464,36353.0,2.0,,,,,,,,,
111,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2021-01-05 20:59:00.000,2021-01-05 19:26:21.000,271.0,2020-06-16 23:48:52.000,0.11.1,21.0,conda-forge/pep8-naming,,pep8-naming,44.0,9.0,61.0,210.0,8530.0,5502.0,26.0,https://pypi.org/project/pep8-naming,2020-06-16 23:48:52.000,3028.0,257455.0,260409.0,https://anaconda.org/conda-forge/pep8-naming,2020-07-01 03:49:33.929,174308.0,2.0,,,,,,,,,
112,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,26,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2020-11-24 14:50:18.057,2020-11-13 23:44:03.000,185.0,2020-11-14 01:36:41.000,0.8.0,16.0,conda-forge/pytest-mypy,['pytest'],pytest-mypy,31.0,8.0,32.0,202.0,1116.0,850.0,15.0,https://pypi.org/project/pytest-mypy,2020-11-14 01:36:41.000,266.0,94934.0,95517.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,6416.0,3.0,,,,,,,,,
113,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,25,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2021-01-13 16:32:58.000,2021-01-13 16:32:57.000,19136.0,2021-01-03 14:27:24.000,1.5,63.0,,,sqlmap,4096.0,45.0,4142.0,9674.0,8.0,,103.0,https://pypi.org/project/sqlmap,2021-01-03 14:25:31.000,8.0,5444.0,5444.0,,,,2.0,,,,,,,,,
114,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,25,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2021-01-14 02:15:19.000,2021-01-14 02:14:07.000,3729.0,2020-12-28 21:46:10.000,0.171.1,43.0,,,playwright,287.0,29.0,143.0,258.0,68.0,68.0,13.0,https://pypi.org/project/playwright,2020-12-28 21:47:53.000,0.0,14222.0,14222.0,,,,3.0,,,,,,,,,
