,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
126,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-01-02 03:47:38.000,2021-12-22 19:22:48,405.0,6.0,316.0,158.0,70.0,220.0,8211.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,61.0,27,True,bpytop,conda-forge/bpytop,,1.0,,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,9951.0,10284.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,3672.0,3.0,,,,,,,,,,,,,,,,,,
127,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2022-01-25 19:38:54.000,2021-09-22 08:42:01,426.0,,79.0,37.0,327.0,54.0,2059.0,2021-08-23 20:42:56.000,1.3.0,26.0,16.0,38.0,27,True,notifiers,conda-forge/notifiers,,222.0,208.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000,14.0,312912.0,314102.0,https://anaconda.org/conda-forge/notifiers,2021-11-16 00:29:21.949,15481.0,3.0,,,,,,,,,,,,,,,,,,
128,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2021-12-01 06:29:43.000,2020-11-16 01:36:32,316.0,,594.0,157.0,33.0,118.0,1760.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,171.0,27,False,uiautomator,,,270.0,203.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,67.0,25492.0,25492.0,,,,3.0,,,,,,,,,,,,,,,,,,
129,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2022-01-11 06:18:09.000,2022-01-11 06:18:08,1227.0,19.0,215.0,39.0,276.0,259.0,1292.0,2021-03-06 05:37:12.000,0.3.5,36.0,88.0,112.0,27,True,briefcase,,,16.0,,https://pypi.org/project/briefcase,2021-03-06 05:37:12.000,16.0,3090.0,3090.0,,,,2.0,,,,,,,,,,,,,,,,,,
130,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2021-12-29 11:53:11.000,2021-12-29 11:52:34,474.0,6.0,75.0,8.0,49.0,50.0,860.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,40.0,27,True,pympler,conda-forge/pympler,,294.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,294.0,1093864.0,1096909.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,176625.0,3.0,,,,,,,,,,,,,,,,,,
131,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2021-11-08 07:00:59.000,2021-09-24 14:45:57,569.0,,117.0,9.0,105.0,188.0,775.0,2021-08-03 14:51:19.000,0.10.0,34.0,56.0,87.0,27,True,pdoc3,anaconda/pdoc3,,1341.0,1224.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,117.0,199419.0,199439.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,543.0,2.0,,,,,,,,,,,,,,,,,,
132,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2022-01-14 20:47:36.000,2021-12-28 21:55:11,477.0,14.0,59.0,6.0,118.0,162.0,593.0,2022-01-15 13:22:05.000,0.17.0,41.0,26.0,54.0,27,True,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],145.0,,https://pypi.org/project/mkdocstrings,2021-12-27 17:59:42.000,145.0,110393.0,111172.0,https://anaconda.org/conda-forge/mkdocstrings,2021-12-28 00:30:39.821,11685.0,2.0,,,,,,,,,,,,,,,,,,
133,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2022-01-20 12:12:45.137,2021-06-11 10:22:09,273.0,,37.0,7.0,34.0,49.0,448.0,2021-06-11 10:22:42.000,15.0.1,63.0,16.0,25.0,27,True,coloredlogs,anaconda/coloredlogs,,11844.0,10110.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000,1734.0,2021041.0,2021110.0,https://anaconda.org/anaconda/coloredlogs,2022-01-20 12:12:45.137,3598.0,3.0,,,,,,,,,,,,,,,,,,
134,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-01-21 20:05:44.000,2021-10-18 03:34:23,504.0,,36.0,7.0,56.0,94.0,381.0,2021-10-18 03:40:35.000,1.8.1,48.0,22.0,47.0,27,True,darglint,conda-forge/darglint,,1656.0,1603.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,53.0,222355.0,223384.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,28817.0,3.0,,,,,,,,,,,,,,,,,,
135,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2022-01-23 20:02:29.000,2022-01-23 19:39:11,241.0,2.0,56.0,15.0,107.0,71.0,360.0,2021-08-08 02:45:08.000,0.12.1,23.0,32.0,13.0,27,False,pep8-naming,conda-forge/pep8-naming,,10669.0,8960.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000,1709.0,963876.0,966848.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577,211024.0,3.0,,-1.0,,,,,,,,,,,,,,,,
136,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-01-24 04:46:41.000,2022-01-24 04:00:26,232.0,10.0,33.0,7.0,83.0,40.0,195.0,2021-03-21 15:51:09.000,0.8.1,17.0,16.0,9.0,27,True,pytest-mypy,conda-forge/pytest-mypy,['pytest'],1746.0,1463.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000,283.0,459329.0,460185.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,19704.0,3.0,,,,,,,,,,,,,,,,,,
137,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2021-12-15 15:00:09.741,2021-10-19 07:06:59,104.0,,33.0,3.0,61.0,40.0,135.0,2021-10-19 07:07:05.000,3.3.1,40.0,30.0,3.0,27,True,flake8-quotes,conda-forge/flake8-quotes,['flake8'],5028.0,4204.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741,824.0,460602.0,469787.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426,587854.0,3.0,,,,,,,,,,,,,,,,,,
138,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-01-19 09:57:47.000,2022-01-19 09:57:46,276.0,4.0,40.0,6.0,62.0,40.0,114.0,2021-10-14 11:43:49.000,4.1.1,33.0,31.0,13.0,27,True,flake8-isort,conda-forge/flake8-isort,['flake8'],5138.0,4549.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000,589.0,511780.0,512329.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684,14840.0,3.0,,,,,,,,,,,,,,,,,,
139,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-01-26 02:23:53.000,2022-01-26 02:23:44,5297.0,301.0,137.0,56.0,88.0,166.0,3443.0,2021-10-26 00:49:29.000,pyoxidizer/0.18.0,10.0,38.0,260.0,26,True,pyoxidizer,,,,,https://pypi.org/project/pyoxidizer,2021-10-26 00:43:39.000,,1487.0,1551.0,,,,3.0,1550.0,,,,,,,,,,,,,,,,,
140,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-01-26 14:47:14.000,2022-01-26 14:47:13,1650.0,142.0,139.0,35.0,695.0,496.0,2670.0,2022-01-25 09:52:40.000,2022.01.25,85.0,66.0,211.0,26,True,,conda-forge/mamba,,,,,,,,54626.0,https://anaconda.org/conda-forge/mamba,2022-01-25 14:04:39.731,1857296.0,3.0,,-1.0,,,,,,,,,,,,,,,,
141,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,109.0,23.0,221.0,161.0,1735.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,108.0,26,True,dephell,,,355.0,343.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,12.0,8827.0,8832.0,,,,3.0,167.0,,,,,,,,,,,,,,,,,
142,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2021-12-15 15:32:37.134,2021-06-14 13:01:06,986.0,,92.0,17.0,61.0,78.0,849.0,2021-04-17 19:47:26.000,3.4.1,42.0,34.0,78.0,26,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],3051.0,2495.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,556.0,324622.0,341393.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860,1174005.0,3.0,,,,,,,,,,,,,,,,,,
143,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2021-12-08 10:01:20.000,2019-06-15 20:36:43,183.0,,50.0,12.0,48.0,42.0,617.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,39.0,26,False,pytest-watch,conda-forge/pytest-watch,['pytest'],3868.0,3294.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,574.0,246023.0,247147.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305,53994.0,3.0,,,,,,,,,,,,,,,,,,
144,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000,2021-09-01 03:13:36.000,2020-12-27 17:36:40,439.0,,51.0,10.0,36.0,33.0,473.0,2019-08-04 15:14:24.000,1.3.1,36.0,17.0,33.0,26,False,autoflake,conda-forge/autoflake,,4178.0,3679.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,499.0,551443.0,558831.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374,243823.0,2.0,,,,,,,,,,,,,,,,,,
145,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2022-01-23 12:30:23.000,2022-01-23 12:30:22,446.0,45.0,22.0,3.0,395.0,42.0,394.0,2022-01-10 17:14:34.000,3.11.0,29.0,16.0,6.0,26,True,pytest-randomly,conda-forge/pytest-randomly,,178.0,,https://pypi.org/project/pytest-randomly,2022-01-10 17:14:34.000,178.0,359539.0,364404.0,https://anaconda.org/conda-forge/pytest-randomly,2022-01-10 21:33:59.865,14596.0,3.0,,,,,,,,,,,,,,,,,,
146,py2exe,py2exe/py2exe,packaging,A distutils extension to create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2022-01-09 21:22:22.000,2021-11-16 21:13:22,1005.0,15.0,46.0,16.0,24.0,92.0,351.0,2021-12-15 13:42:30.109,0.6.6,19.0,14.0,7.0,26,True,py2exe,,,1560.0,1384.0,https://pypi.org/project/py2exe,2021-12-15 13:42:30.109,176.0,21185.0,21403.0,,,,3.0,7421.0,,,,,,,,,,,,,,,,,
147,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2022-01-23 12:30:19.000,2022-01-23 12:30:18,410.0,32.0,16.0,5.0,360.0,34.0,327.0,2022-01-10 17:10:08.000,3.8.0,31.0,12.0,8.0,26,True,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],528.0,,https://pypi.org/project/flake8-comprehensions,2022-01-10 17:10:08.000,528.0,522140.0,530072.0,https://anaconda.org/conda-forge/flake8-comprehensions,2022-01-10 21:45:55.529,491835.0,3.0,,,,,,,,,,,,,,,,,,
148,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2022-01-19 20:03:20.000,2022-01-06 12:11:00,697.0,1.0,19.0,12.0,17.0,273.0,168.0,2021-09-27 15:32:37.000,0.26.1,42.0,27.0,109.0,26,True,py2app,,,4725.0,3899.0,https://pypi.org/project/py2app,2021-09-27 15:32:37.000,826.0,14624.0,14624.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-01-03 17:23:29.000,2022-01-03 17:23:29,683.0,1.0,93.0,19.0,118.0,138.0,1995.0,2021-01-16 17:51:40.000,2.3,42.0,30.0,16.0,25,True,vulture,conda-forge/vulture,,1608.0,1391.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000,217.0,203942.0,204728.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,51104.0,2.0,,,,,,,,,,,,,,,,,,
150,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2021-12-04 10:32:13.000,2021-11-27 18:29:02,698.0,1.0,46.0,17.0,301.0,116.0,848.0,2021-07-09 22:22:20.000,0.10.3,26.0,40.0,64.0,25,True,pdbpp,conda-forge/pdbpp,,3109.0,2517.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,592.0,196101.0,197387.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,68199.0,3.0,,,,,,,,,,,,,,,,,,
151,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2022-01-27 14:23:06.000,2022-01-22 16:58:35,1896.0,2.0,133.0,19.0,578.0,305.0,626.0,2020-05-16 12:35:26.000,0.4.2,16.0,57.0,113.0,25,True,asv,conda-forge/asv,,284.0,221.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000,63.0,29768.0,39143.0,https://anaconda.org/conda-forge/asv,2021-11-08 20:30:28.394,562515.0,3.0,,,,,,,,,,,,,,,,,,
152,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2021-12-09 03:12:39.000,2021-12-09 03:12:36,1672.0,3.0,68.0,28.0,105.0,46.0,625.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,80.0,25,True,redbaron,,,462.0,346.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,116.0,26878.0,26878.0,,,,2.0,,,,,,,,,,,,,,,,,,
153,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2021-12-09 22:04:56.000,2020-11-16 12:31:58,468.0,,63.0,23.0,84.0,52.0,483.0,2020-11-16 12:36:24.000,0.11.2,21.0,22.0,45.0,25,False,mamba,,,520.0,402.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,118.0,21250.0,21250.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2022-01-03 07:09:36.000,2021-12-27 17:39:09,174.0,2.0,27.0,4.0,69.0,24.0,337.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,8.0,25,True,interrogate,,,1319.0,1284.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,35.0,72977.0,72977.0,,,,3.0,,,,,,,,,,,,,,,,,,
155,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,9.0,52.0,14.0,100.0,29.0,267.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,46.0,25,True,baron,,,252.0,193.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,27820.0,27820.0,,,,2.0,,,,,,,,,,,,,,,,,,
156,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2022-01-16 14:49:28.000,2022-01-16 14:30:26,426.0,9.0,32.0,10.0,47.0,46.0,128.0,2022-01-16 14:50:25.000,0.9.26,26.0,19.0,10.0,25,True,asteval,conda-forge/asteval,,887.0,727.0,https://pypi.org/project/asteval,2022-01-16 14:49:28.000,160.0,141070.0,143535.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922,155302.0,3.0,,,,,,,,,,,,,,,,,,
157,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2021-12-18 12:23:07.000,2021-08-31 15:45:26,213.0,,115.0,50.0,32.0,60.0,5680.0,2021-06-22 20:52:25.000,2.1.1,15.0,16.0,26.0,24,True,icecream,conda-forge/icecream,,30.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000,30.0,121460.0,121658.0,https://anaconda.org/conda-forge/icecream,2021-06-23 10:06:41.106,1789.0,3.0,,,,,,,,,,,,,,,,,,
158,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2022-01-26 16:51:02.039,2021-01-04 03:14:37,166.0,,357.0,79.0,40.0,38.0,3786.0,2022-01-26 14:15:59.000,3.19.2,176.0,16.0,20.0,24,True,rebound,conda-forge/rebound,,38.0,22.0,https://pypi.org/project/rebound,2022-01-26 14:15:59.000,16.0,2649.0,5612.0,https://anaconda.org/conda-forge/rebound,2022-01-26 16:51:02.039,165779.0,3.0,176.0,,,,,,,,,,,,,,,,,
159,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2021-10-03 07:01:51.000,2021-09-15 00:20:06,289.0,,129.0,50.0,105.0,112.0,3652.0,2021-05-21 22:24:36.000,21.5.0,21.0,37.0,37.0,24,True,monkeytype,conda-forge/monkeytype,,184.0,161.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000,23.0,29304.0,30091.0,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937,37783.0,3.0,,,,,,,,,,,,,,,,,,
160,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-12-14 18:04:25.000,2021-11-06 05:27:01,493.0,2.0,130.0,38.0,30.0,74.0,3031.0,2021-10-19 01:28:57.000,2.1.0,21.0,1.0,25.0,24,True,alive-progress,conda-forge/alive-progress,,613.0,564.0,https://pypi.org/project/alive-progress,2021-10-19 01:28:57.000,49.0,25661.0,26180.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,11952.0,3.0,,,,,,,,,,,,,,,,,,
161,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-01-24 19:19:33.000,2022-01-24 19:14:58,197.0,7.0,79.0,28.0,105.0,71.0,1359.0,2022-01-24 19:19:34.000,1.0.1,58.0,35.0,30.0,24,True,shiv,,,12.0,,https://pypi.org/project/shiv,2022-01-24 19:17:52.000,12.0,7481.0,7486.0,,,,3.0,169.0,,,,,,,,,,,,,,,,,
162,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2021-11-11 19:47:40.294,2021-11-11 16:24:42,418.0,11.0,24.0,15.0,12.0,21.0,691.0,2021-11-11 16:57:18.000,0.4.1,12.0,21.0,18.0,24,True,snoop,conda-forge/snoop,,12.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000,12.0,17477.0,17547.0,https://anaconda.org/conda-forge/snoop,2021-11-11 19:47:40.294,210.0,3.0,,,,,,,,,,,,,,,,,,
163,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2021-12-16 01:21:37.421,2021-12-15 17:43:12,1026.0,67.0,36.0,13.0,21.0,50.0,658.0,2021-12-15 20:36:30.000,3.4.3,49.0,9.0,37.0,24,True,hunter,conda-forge/hunter,,99.0,78.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000,21.0,6308.0,6828.0,https://anaconda.org/conda-forge/hunter,2021-12-16 01:21:37.421,3125.0,3.0,,,,,,,,,,,,,,,,,,
164,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2021-06-21 14:55:20.000,2021-06-21 14:55:20,534.0,,78.0,14.0,84.0,93.0,446.0,2017-12-31 01:13:41.000,1.3.4,28.0,45.0,37.0,24,True,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,35305.0,35687.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,23715.0,3.0,,,,,,,,,,,,,,,,,,
165,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2022-01-25 14:44:44.000,2022-01-25 14:44:44,780.0,22.0,61.0,22.0,102.0,58.0,408.0,2019-05-28 06:37:19.000,1.7.0,12.0,58.0,45.0,24,True,pytest-virtualenv,conda-forge/pytest-shutil,,63.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,63.0,7058.0,7491.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,18192.0,3.0,,,,,,,,,,,,,,,,,,
166,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2021-06-24 02:56:51.000,2021-03-14 13:43:08,285.0,,51.0,12.0,54.0,44.0,374.0,2021-03-14 13:46:47.000,2021.3.14,15.0,17.0,14.0,24,True,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],2586.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2586.0,209474.0,210897.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,81156.0,3.0,,,,,,,,,,,,,,,,,,
167,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2021-03-12 04:22:24.000,2020-08-04 12:21:12,274.0,,61.0,9.0,87.0,85.0,253.0,2019-03-04 08:39:11.000,0.18.1,34.0,40.0,13.0,24,False,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1138.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1138.0,307156.0,310449.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,204175.0,3.0,,,,,,,,,,,,,,,,,,
