,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-01-24 14:16:37.000,2022-01-11 10:22:27,962.0,48.0,158.0,45.0,288.0,255.0,831.0,2021-12-10 11:41:55.000,2.5.0,58.0,77.0,205.0,35,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4513.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4513.0,4502173.0,4537135.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,2307509.0,2.0,,,,,,,,,,,,,,,,,,
43,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-01-11 18:10:02.000,2022-01-11 10:42:59,781.0,41.0,103.0,23.0,111.0,302.0,292.0,2021-12-22 12:22:00.000,0.37.1,66.0,64.0,30.0,35,True,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,109974138.0,110355149.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,25146768.0,2.0,,,,,,,,,,,,,,,,,,
44,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-01-26 18:06:27.000,2022-01-26 18:06:27,470.0,22.0,6442.0,35.0,204.0,106.0,19450.0,2022-01-24 18:29:52.000,numpydoc-1.2,15.0,70.0,60.0,34,True,numpydoc,conda-forge/numpydoc,['sphinx'],34109.0,29830.0,https://pypi.org/project/numpydoc,2022-01-24 18:40:01.000,4279.0,244208.0,259493.0,https://anaconda.org/conda-forge/numpydoc,2022-01-24 22:28:54.876,917143.0,2.0,,,,,,,,,,,,,,,,,,
45,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-01-24 14:54:58.000,2022-01-24 14:52:28,579.0,17.0,481.0,114.0,60.0,426.0,10886.0,2020-09-20 07:56:32.000,0.5.3,17.0,33.0,99.0,34,True,loguru,conda-forge/loguru,,15068.0,13751.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1317.0,2089043.0,2099147.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476,353674.0,2.0,,,,,,,,,,,,,,,,,,
46,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-01-26 11:02:59.000,2022-01-26 10:59:25,1003.0,121.0,150.0,30.0,185.0,182.0,1916.0,2021-12-16 12:54:47.000,21.5.0,27.0,84.0,27.0,34,True,structlog,conda-forge/structlog,,897.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,897.0,3073537.0,3075971.0,https://anaconda.org/conda-forge/structlog,2022-01-06 16:55:04.638,160709.0,2.0,,,,,,,,,,,,,,,,,,
47,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-01-24 09:41:08.000,2021-12-24 21:39:26,518.0,2.0,158.0,27.0,249.0,363.0,1095.0,2021-10-06 20:39:49.000,2.4.0,33.0,79.0,84.0,34,True,pyflakes,conda-forge/pyflakes,,128623.0,115037.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13586.0,12952088.0,13005546.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,3581751.0,2.0,,-1.0,,,,,,,,,,,,,,,,
48,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-01-21 09:57:21.000,2022-01-19 15:46:55,1244.0,44.0,156.0,21.0,297.0,303.0,538.0,2022-01-19 10:32:28.000,6.4.2,47.0,98.0,78.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,380.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,380.0,12452782.0,12465106.0,https://anaconda.org/conda-forge/setuptools_scm,2022-01-19 14:29:46.963,862696.0,2.0,,,,,,,,,,,,,,,,,,
49,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-01-19 00:04:35.000,2021-09-14 17:41:07,402.0,,809.0,179.0,129.0,199.0,6152.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,342.0,33,True,pyautogui,conda-forge/pyautogui,,13059.0,12515.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,544.0,495612.0,498443.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,141593.0,2.0,,,,,,,,,,,,,,,,,,
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-01-27 05:23:30.000,2022-01-27 05:23:28,10839.0,603.0,379.0,100.0,258.0,214.0,5748.0,2022-01-11 04:31:32.000,0.9.10,68.0,189.0,95.0,33,True,pyre-check,,,32.0,,https://pypi.org/project/pyre-check,2022-01-11 04:25:03.000,32.0,28737.0,28737.0,,,,2.0,,,,,,,,,,,,,,,,,,
51,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-01-26 22:26:04.000,2022-01-26 22:26:01,5030.0,254.0,228.0,56.0,634.0,378.0,3595.0,2022-01-13 23:30:04.000,2022.1.13,124.0,72.0,99.0,33,True,pytype,conda-forge/pytype,,88.0,,https://pypi.org/project/pytype,2022-01-13 23:30:04.000,88.0,125256.0,128548.0,https://anaconda.org/conda-forge/pytype,2022-01-14 01:50:57.382,65843.0,2.0,,,,,,,,,,,,,,,,,,
52,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-01-22 02:46:13.000,2021-10-16 04:43:50,3523.0,,299.0,99.0,208.0,364.0,3499.0,2021-07-09 21:42:28.000,1.6.0,54.0,56.0,342.0,33,True,invoke,conda-forge/invoke,,12679.0,10104.0,https://pypi.org/project/invoke,2021-12-15 13:50:39.978,2575.0,2326132.0,2333403.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642,501706.0,2.0,,,,,,,,,,,,,,,,,,
53,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-01-17 18:38:48.000,2022-01-16 20:00:41,1154.0,29.0,191.0,45.0,221.0,151.0,2308.0,2021-11-01 21:53:28.000,2021.2.2,73.0,81.0,140.0,33,True,pudb,conda-forge/pudb,,3551.0,2818.0,https://pypi.org/project/pudb,2022-01-07 17:48:07.000,733.0,162515.0,164238.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,113771.0,1.0,,,,,,,,,,,,,,,,,,
54,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-10-25 05:23:45.000,2016-03-04 01:16:26,1004.0,,367.0,47.0,261.0,462.0,1343.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,447.0,33,False,nose,conda-forge/nose,,164371.0,119836.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44535.0,3807999.0,3837789.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2025773.0,2.0,,,,,,,,,,,,,,,,,,
55,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-01-24 20:25:33.658,2022-01-24 08:27:06,1420.0,52.0,146.0,49.0,152.0,201.0,1291.0,2022-01-12 04:51:07.000,0.34.1,45.0,62.0,64.0,33,True,doit,conda-forge/doit,,1134.0,854.0,https://pypi.org/project/doit,2022-01-12 04:51:07.000,280.0,178922.0,180402.0,https://anaconda.org/conda-forge/doit,2022-01-24 20:25:33.658,72545.0,2.0,,,,,,,,,,,,,,,,,,
56,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-01-25 12:08:20.000,2022-01-25 12:08:20,451.0,17.0,100.0,35.0,162.0,97.0,1263.0,2021-05-18 11:53:27.000,3.6.1,52.0,54.0,14.0,33,True,pytest-mock,conda-forge/pytest-mock,['pytest'],26765.0,22600.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000,4165.0,4808286.0,4828792.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653,1353445.0,2.0,,,,,,,,,,,,,,,,,,
57,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-01-21 22:30:10.000,2021-07-27 23:18:45,196.0,,169.0,21.0,58.0,46.0,1171.0,2021-07-27 23:09:33.000,2.0.2,22.0,46.0,25.0,33,True,python-json-logger,conda-forge/python-json-logger,,20754.0,20065.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,689.0,4244389.0,4262851.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1052340.0,2.0,,,,,,,,,,,,,,,,,,
58,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-01-05 13:41:47.000,2022-01-05 13:41:29,905.0,12.0,100.0,21.0,63.0,188.0,750.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,10.0,33,True,progressbar2,conda-forge/progressbar2,,16142.0,14663.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1479.0,5022452.0,5028649.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844,388470.0,2.0,1647.0,,,,,,,,,,,,,,,,,
59,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-01-27 13:39:09.000,2022-01-20 15:30:35,8818.0,670.0,358.0,119.0,214.0,994.0,6346.0,2022-01-09 12:48:34.000,0.6.19,177.0,109.0,173.0,32,True,nuitka,conda-forge/nuitka,,35.0,,https://pypi.org/project/nuitka,2022-01-20 12:37:48.000,35.0,25429.0,30190.0,https://anaconda.org/conda-forge/nuitka,2022-01-22 07:43:55.048,328512.0,2.0,,,,,,,,,,,,,,,,,,
60,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-01-26 17:00:36.000,2022-01-26 17:00:32,2164.0,118.0,282.0,68.0,848.0,298.0,3459.0,2022-01-25 20:45:06.000,5.3.0,34.0,111.0,5.0,32,True,mimesis,conda-forge/mimesis,,58.0,,https://pypi.org/project/mimesis,2022-01-25 20:45:06.000,58.0,94598.0,94860.0,https://anaconda.org/conda-forge/mimesis,2020-07-15 18:05:16.129,4690.0,2.0,191.0,,,,,,,,,,,,,,,,,
61,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-11-22 22:50:40.000,2021-08-25 15:42:15,541.0,,215.0,32.0,195.0,168.0,3147.0,2021-01-20 07:45:20.000,1.1.0,56.0,97.0,90.0,32,True,freezegun,conda-forge/freezegun,,4426.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,4426.0,3161431.0,3165830.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,307948.0,2.0,,,,,,,,,,,,,,,,,,
62,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-12-31 17:49:47.000,2019-10-16 17:48:40,1195.0,,157.0,37.0,148.0,125.0,1412.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,56.0,32,False,logbook,conda-forge/logbook,,4081.0,2898.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,887193.0,888855.0,https://anaconda.org/conda-forge/logbook,2021-11-19 00:37:39.705,56415.0,2.0,279.0,,,,,,,,,,,,,,,,,
63,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-01-24 22:27:09.000,2022-01-24 21:03:34,7700.0,154.0,254.0,57.0,789.0,2662.0,1335.0,2021-08-05 19:31:22.000,4.2.0,14.0,139.0,655.0,32,True,scons,conda-forge/scons,,37.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000,37.0,199213.0,203642.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201,256279.0,3.0,391.0,,,,,,,,,,,,,,,,,
64,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-01-25 22:30:27.000,2022-01-25 22:30:26,234.0,53.0,95.0,38.0,103.0,150.0,870.0,2022-01-17 15:35:45.000,0.17.2,27.0,36.0,31.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1815.0,,https://pypi.org/project/pytest-asyncio,2022-01-17 15:35:42.000,1815.0,2192244.0,2206019.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-01-18 14:43:10.001,771452.0,2.0,,,,,,,,,,,,,,,,,,
65,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-01-25 21:06:46.000,2022-01-25 21:06:17,1594.0,51.0,146.0,17.0,306.0,358.0,572.0,2021-09-14 23:59:31.000,4.31.0,60.0,99.0,122.0,32,True,breathe,conda-forge/breathe,,6780.0,5752.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000,1028.0,191875.0,195977.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185,257165.0,2.0,189.0,,,,,,,,,,,,,,,,,
66,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-01-25 10:14:08.000,2022-01-08 21:32:39,591.0,44.0,105.0,17.0,162.0,156.0,492.0,2022-01-02 12:01:55.000,2.5.0,50.0,62.0,31.0,32,True,pylint-django,conda-forge/pylint-django,['pylint'],17395.0,16231.0,https://pypi.org/project/pylint-django,2022-01-02 12:00:47.000,1164.0,620737.0,622111.0,https://anaconda.org/conda-forge/pylint-django,2022-01-10 10:53:19.629,88886.0,2.0,207.0,,,,,,,,,,,,,,,,,
67,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2021-12-31 03:34:56.000,2021-11-11 20:58:33,444.0,10.0,185.0,6.0,191.0,143.0,466.0,2021-11-11 21:00:03.000,3.3.1,42.0,63.0,5.0,32,True,coveralls,conda-forge/coveralls,['pytest'],29361.0,20209.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9152.0,476528.0,486657.0,https://anaconda.org/conda-forge/coveralls,2021-11-12 20:59:06.844,607771.0,2.0,,,,,,,,,,,,,,,,,,
68,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-01-26 21:17:54.000,2022-01-26 09:12:55,2794.0,42.0,2278.0,376.0,774.0,1350.0,25947.0,2022-01-26 21:19:53.000,2.2.4,54.0,356.0,36.0,31,True,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,6541.0,6541.0,,,,2.0,,-1.0,,,,,,,,,,,,,,,,
69,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-01-26 22:13:11.000,2022-01-26 19:51:23,469.0,34.0,511.0,104.0,516.0,533.0,5724.0,2022-01-20 12:13:08.000,1.18.1,69.0,23.0,21.0,31,True,playwright,,,770.0,728.0,https://pypi.org/project/playwright,2022-01-20 12:15:53.000,42.0,194024.0,194024.0,,,,2.0,,,,,,,,,,,,,,,,,,
70,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-01-26 07:30:47.190,2021-12-17 14:51:42,666.0,68.0,166.0,51.0,81.0,80.0,4083.0,2021-11-14 19:24:48.000,4.1.1,36.0,38.0,16.0,31,True,pyinstrument,conda-forge/pyinstrument,,596.0,499.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000,97.0,330923.0,332393.0,https://anaconda.org/conda-forge/pyinstrument,2022-01-26 07:30:47.190,94113.0,2.0,,,,,,,,,,,,,,,,,,
71,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-01-13 10:27:44.000,2021-10-23 09:17:21,311.0,,272.0,60.0,118.0,91.0,3993.0,2021-10-23 09:23:42.000,0.4.11,40.0,51.0,101.0,31,True,pipreqs,conda-forge/pipreqs,,8961.0,8636.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,325.0,248398.0,248760.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131,23177.0,3.0,,,,,,,,,,,,,,,,,,
72,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-01-24 16:28:44.000,2021-10-19 08:01:13,892.0,,331.0,40.0,407.0,354.0,2740.0,2018-05-05 15:05:40.000,2.11.1,36.0,117.0,157.0,31,True,factory_boy,conda-forge/factory_boy,,2143.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000,2143.0,1683005.0,1684406.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,89695.0,2.0,,,,,,,,,,,,,,,,,,
73,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-01-25 23:51:27.000,2022-01-25 23:13:26,1041.0,52.0,214.0,54.0,803.0,642.0,2023.0,2022-01-25 23:51:39.000,2.1.65,154.0,101.0,148.0,31,True,pex,,,132.0,,https://pypi.org/project/pex,2022-01-25 23:51:27.000,132.0,180293.0,192815.0,,,,2.0,588553.0,,,,,,,,,,,,,,,,,
74,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-01-21 09:34:37.000,2022-01-20 20:54:10,1036.0,72.0,91.0,31.0,223.0,204.0,1632.0,2021-12-27 17:13:25.000,3.6.0,44.0,51.0,107.0,31,True,flit,conda-forge/flit,,203.0,,https://pypi.org/project/flit,2021-12-27 17:13:25.000,203.0,151571.0,153288.0,https://anaconda.org/conda-forge/flit,2021-12-28 13:17:38.802,101349.0,3.0,,,,,,,,,,,,,,,,,,
75,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2022-01-19 14:58:46.000,2022-01-19 14:58:46,1133.0,23.0,145.0,35.0,187.0,237.0,1577.0,2022-01-17 17:19:37.000,1.6.0,105.0,78.0,58.0,31,True,prospector,conda-forge/prospector,,665.0,,https://pypi.org/project/prospector,2022-01-17 17:19:37.000,665.0,539799.0,540222.0,https://anaconda.org/conda-forge/prospector,2022-01-11 08:42:55.445,27530.0,1.0,,,,,,,,,,,,,,,,,,
76,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-01-27 14:32:01.000,2022-01-27 12:24:35,3368.0,102.0,161.0,38.0,22.0,646.0,1328.0,2022-01-25 00:42:15.000,7.3.1,241.0,17.0,12.0,31,False,pyarmor,,,361.0,350.0,https://pypi.org/project/pyarmor,2022-01-24 17:27:48.000,11.0,191460.0,191460.0,,,,2.0,,,,,,,,,,,,,,,,,,
77,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-01-27 11:56:14.000,2022-01-27 11:56:10,675.0,66.0,122.0,24.0,126.0,206.0,1135.0,2022-01-26 08:57:12.000,9.0.1,77.0,33.0,7.0,31,True,pdoc,,,684.0,501.0,https://pypi.org/project/pdoc,2022-01-26 08:57:12.000,183.0,97908.0,97908.0,,,,2.0,,,,,,,,,,,,,,,,,,
78,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-01-17 23:51:36.000,2022-01-07 13:26:45,504.0,1.0,87.0,15.0,54.0,59.0,1103.0,2021-02-22 07:34:12.000,0.8.9,25.0,68.0,51.0,31,True,tabulate,conda-forge/tabulate,,67473.0,61150.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,6323.0,34649322.0,34675727.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,1795560.0,2.0,,,,,,,,,,,,,,,,,,
79,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-01-17 16:16:07.000,2021-12-30 21:16:07,719.0,5.0,152.0,20.0,290.0,202.0,846.0,2021-05-17 20:37:45.000,6.1.1,17.0,77.0,82.0,31,True,pydocstyle,conda-forge/pydocstyle,,24900.0,22505.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,1717926.0,1725676.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,511528.0,2.0,56.0,,,,,,,,,,,,,,,,,
80,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-01-20 22:19:06.000,2021-09-24 20:53:41,351.0,,175.0,20.0,78.0,54.0,639.0,2018-10-03 01:39:17.000,0.7.12,25.0,28.0,84.0,31,True,alabaster,conda-forge/alabaster,['sphinx'],65295.0,57637.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7658.0,3853835.0,3906018.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,3444134.0,2.0,,,,,,,,,,,,,,,,,,
81,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2021-12-16 22:17:03.000,2021-12-16 22:16:57,1650.0,21.0,172.0,54.0,260.0,217.0,528.0,2021-11-25 21:08:56.000,2.13.6,117.0,90.0,133.0,31,False,zc.buildout,conda-forge/zc.buildout,,1067.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000,1067.0,101770.0,102769.0,https://anaconda.org/conda-forge/zc.buildout,2021-11-26 00:53:19.847,3997.0,3.0,,,,,,,,,,,,,,,,,,
82,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-12-01 05:04:36.494,2021-11-30 21:03:35,1096.0,2.0,79.0,20.0,99.0,96.0,471.0,2021-11-30 21:05:47.000,0.8.3,26.0,43.0,7.0,31,True,parso,conda-forge/parso,,178601.0,172698.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,19770582.0,19896390.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,6164613.0,2.0,,,,,,,,,,,,,,,,,,
83,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-01-25 07:47:50.000,2022-01-25 07:47:50,194.0,12.0,51.0,18.0,97.0,83.0,195.0,2022-01-24 06:17:40.000,1.5.2,32.0,25.0,5.0,31,True,typed_ast,conda-forge/typed-ast,,5476.0,,https://pypi.org/project/typed_ast,2022-01-24 06:17:40.000,5476.0,11335122.0,11401010.0,https://anaconda.org/conda-forge/typed-ast,2022-01-24 18:00:39.470,3360290.0,1.0,,,,,,,,,,,,,,,,,,
